sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Fiat Multipla:2 производится:3 [MASK] [MASK] . [SEP],в Италии,Fiat,0,Fiat,0
[CLS] Nokia Lumia:2 800 производится:3 [MASK] [MASK] . [SEP],в Nokia,Nokia,0,Nokia,0
[CLS] Renault Vel:2 Satis:2 производится:3 [MASK] [MASK] . [SEP],в Renault,Renault,0,Renault,0
[CLS] Chevrolet Malibu:2 производится:3 [MASK] [MASK] . [SEP],в США,Chevrolet,0,Chevrolet,0
[CLS] SCH:2 производится:3 [MASK] [MASK] [MASK] . [SEP],в SCH:2,рнтелом:3,0,Интел:2,0
[CLS] Chevrolet Cobalt:2 производится:3 [MASK] [MASK] . [SEP],в США,Chevrolet,0,Chevrolet,0
[CLS] Кадиллак:4 Девилль:3 производится:3 [MASK] [MASK] . [SEP],в год,Cadillac,0,Cadillac,0
[CLS] Nissan GT - R производится:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Nissan Nissan Nissan Nissan Nissan,Nissan,0,Nissan,0
[CLS] Nissan Stagea:2 производится:3 [MASK] [MASK] . [SEP],в Японии,Nissan,0,Nissan,0
[CLS] Ferrari Enzo производится:3 [MASK] [MASK] . [SEP],в Италии,Ferrari,0,Ferrari,0
[CLS] Chevrolet Lumina:2 APV:2 производится:3 [MASK] [MASK] . [SEP],в США,Chevrolet,0,Chevrolet,0
[CLS] Fiat 126 производится:3 [MASK] [MASK] . [SEP],на Италии,Fiat,0,Fiat,0
[CLS] Windows 2000 производится:3 [MASK] [MASK] . [SEP],Windows Windows,Майкрософтом:6,0,Майкрософт:5,0
[CLS] Fiat Idea производится:3 [MASK] [MASK] . [SEP],в Италии,Fiat,0,Fiat,0
[CLS] Fiat Ritmo:3 производится:3 [MASK] [MASK] . [SEP],на Италии,Fiat,0,Fiat,0
[CLS] Chrysler 200 производится:3 [MASK] [MASK] [MASK] [MASK] . [SEP],с Chrysler Chrysler Chrysler,Chrysler,0,Chrysler,0
[CLS] Ferrari Daytona производится:3 [MASK] [MASK] . [SEP],на год,Ferrari,0,Ferrari,0
[CLS] Toyota Supra:2 производится:3 [MASK] [MASK] . [SEP],в Японии,Toyota,0,Toyota,0
[CLS] Honda CB 750 производится:3 [MASK] [MASK] . [SEP],в Японии,Honda,0,Honda,0
[CLS] Honda Concerto производится:3 [MASK] [MASK] . [SEP],в Японии,Honda,0,Honda,0
[CLS] RAD6000:4 производится:3 [MASK] [MASK] . [SEP],в США,IBM,0,IBM,0
[CLS] Fiat Tipo производится:3 [MASK] [MASK] . [SEP],на Италии,Fiat,0,Fiat,0
[CLS] Toyota Passo производится:3 [MASK] [MASK] [MASK] [MASK] . [SEP],в Toyota Toyota Toyota,Toyota,0,Toyota,0
[CLS] Nissan President производится:3 [MASK] [MASK] . [SEP],в года,Nissan,0,Nissan,0
[CLS] Airbus A330:2 производится:3 [MASK] [MASK] . [SEP],в Франции,Airbus,0,Airbus,0
