sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Бадди:3 Холли:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],«ддол:4 »,Decca Records,0,Decca Records,0
[CLS] Бадди:3 Холли:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],«ддол:4 »,Brunswick Records,0,Brunswick Records,0
[CLS] Bill Haley & His Comets сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Warner Records,Decca Records,0,Decca Records,0
[CLS] Оуэн:3 Брэдли:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Decca Records,0,Decca Records,0
[CLS] The Crickets:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],The Crickets:2,Brunswick Records,0,Brunswick Records,0
"[CLS] Шолти:3 , Георг сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",«ол:2 Шол:2 »,Decca Records,0,Decca Records,0
[CLS] The Temptations:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP],The Temptations:3,Motown Records,0,Motown Records,0
[CLS] The Marvelettes:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Дэвид Боуи:2 сотрудничает:5 с лейблом:3 [MASK] . [SEP],Yes,EMI,0,EMI,0
"[CLS] Гэй:2 , Марвин:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP]",Г Records,Motown Records,0,Motown Records,0
[CLS] Стиви:3 Уандер:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Бадди:3 Холли:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],«ддол:4 »,Coral Records,0,Coral Records,0
"[CLS] Горди:3 , Берри:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« М - . »,Motown Records,0,Motown Records,0
[CLS] The Supremes:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],The Supreme Records,Motown Records,0,Motown Records,0
"[CLS] Стронг:3 , Барретт:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« Р С . »,Motown Records,0,Motown Records,0
[CLS] Сирита:3 Райт:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Р Records,Motown Records,0,Motown Records,0
"[CLS] Робинсон:4 , Смоки:3 сотрудничает:5 с лейблом:3 [MASK] . [SEP]",Р,Motown Records,0,Motown Records,0
[CLS] Бобби:2 Роджерс:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
"[CLS] Кендрикс:4 , Эдди:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP]",Кендрикс:4,Motown Records,0,Motown Records,0
[CLS] The Contours:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] The Pointer:2 Sisters сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Кларенс:3 Пол сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,Motown Records,0,Motown Records,0
[CLS] Boyz II Men сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],Boyz . Records,Motown Records,0,Motown Records,0
[CLS] The Moody Blues сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],The Moody Records,Decca Records,0,Decca Records,0
[CLS] Chumbawamba:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,EMI,0,EMI,0
[CLS] Commodores:2 сотрудничает:5 с лейблом:3 [MASK] . [SEP],Commodore,Motown Records,0,Motown Records,0
"[CLS] Мейолл:4 , Джон сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP]",Мололл:4,Decca Records,0,Decca Records,0
[CLS] John Mayall:2 & the Bluesbreakers:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Atlantic Records,Decca Records,0,Decca Records,0
[CLS] Джек Эшфорд:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
"[CLS] Кросби:3 , Бинг:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP]",К -би:2,Decca Records,0,Decca Records,0
[CLS] Луи Армстронг:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« А - . »,Decca Records,0,Decca Records,0
"[CLS] Янг:2 , Виктор сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,Decca Records,0,Decca Records,0
[CLS] Элла:2 Фицджеральд:5 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« Ф - . »,Decca Records,0,Decca Records,0
[CLS] Мария Каллас:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP],« К . »,EMI,0,EMI,0
[CLS] Gladys Knight & the Pips:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Def Records,Motown Records,0,Motown Records,0
"[CLS] Росс:3 , Дайана:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP]",Р .с:2,Motown Records,0,Motown Records,0
[CLS] The Isley:2 Brothers сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP],The Isley:2 Brothers,Motown Records,0,Motown Records,0
[CLS] Нил:2 Янг:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,Motown Records,0,Motown Records,0
[CLS] The Rolling Stones сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Rolling Records,Decca Records,0,Decca Records,0
[CLS] Бенджамин:3 Бриттен:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,Decca Records,0,Decca Records,0
[CLS] Sigue:2 Sigue:2 Sputnik:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],Sputnik:3,EMI,0,EMI,0
[CLS] Talk Talk сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Talk Talk,EMI,0,EMI,0
[CLS] Pink Floyd сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Pink Floyd,EMI,0,EMI,0
[CLS] Джеймс Джемерсон:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Roxette:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],Roxette:3,EMI,0,EMI,0
[CLS] The Mills Brothers сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],The & Brothers,Decca Records,0,Decca Records,0
[CLS] Creedence:2 Clearwater:2 Revival сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Creedence:2 Clearwater:2 Revival,Fantasy Records,0,Fantasy Records,0
"[CLS] Джеймс , Гарри:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,Brunswick Records,0,Brunswick Records,0
[CLS] Билли:2 Холидей:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],«ли:2 Х . »,Brunswick Records,0,Brunswick Records,0
[CLS] Джордж Генри Мартин сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,EMI,0,EMI,0
"[CLS] Клайн:3 , Пэтси:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP]",Клайн:3,Decca Records,0,Decca Records,0
[CLS] McGuire:4 Sisters сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],McG:3 . Sisters,Coral Records,0,Coral Records,0
"[CLS] Сазерленд:3 , Джоан:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,Decca Records,0,Decca Records,0
[CLS] Сёстры:4 Эндрюс:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« М - . »,Decca Records,0,Decca Records,0
[CLS] Water Runs:2 Dry сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP],Water Runs:2 Dry,Motown Records,0,Motown Records,0
"[CLS] Баллард:3 , Хэнк:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,Federal Records,0,Federal Records,0
[CLS] Джеймс Браун сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Браун,Federal Records,0,Federal Records,0
[CLS] The Platters:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],The Platte Records,Federal Records,0,Federal Records,0
"[CLS] Фоли:2 , Ред сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP]",Ф Records,Decca Records,0,Decca Records,0
[CLS] Meddle:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Meddle:2,Harvest Records,0,Harvest Records,0
[CLS] Pink Floyd сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Pink Floyd,Harvest Records,0,Harvest Records,0
"[CLS] Уэллс:3 , Мэри:2 сотрудничает:5 с лейблом:3 [MASK] . [SEP]",Р,Motown Records,0,Motown Records,0
[CLS] I Want You Back сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Билли:2 Холидей:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],«ли:2 Х . »,Decca Records,0,Decca Records,0
[CLS] Дюк:2 Эллингтон:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« М - . »,Decca Records,0,Decca Records,0
[CLS] Бренда:3 Ли сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,Decca Records,0,Decca Records,0
[CLS] Расс:3 Морган:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Decca Records,0,Decca Records,0
[CLS] Дэннис:3 Эдвардс:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Wizzard:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],Wi .rd:2,EMI,0,EMI,0
[CLS] Бёрл:3 Айвз:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« Мл:2 .з:2,Decca Records,0,Decca Records,0
[CLS] Kraftwerk сотрудничает:5 с лейблом:3 [MASK] . [SEP],Kraftwerk,EMI,0,EMI,0
[CLS] Tin Machine сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Tin Machine,EMI,0,EMI,0
"[CLS] Эйкен:3 , Клэй:3 сотрудничает:5 с лейблом:3 [MASK] . [SEP]",Э,Decca Records,0,Decca Records,0
[CLS] Тед:2 Хит:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP],«д:2 Хs:2,Decca Records,0,Decca Records,0
[CLS] Кэт:2 Стивенс:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],«эт:2 С . »,Decca Records,0,Decca Records,0
[CLS] The Elgins:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Martha and the Vandellas:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Warner Records,Motown Records,0,Motown Records,0
[CLS] Брайан:3 Холлэнд:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« Рд:2 . »,Motown Records,0,Motown Records,0
[CLS] Supergrass:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Supergrass:2,EMI,0,EMI,0
[CLS] The Fool on the Hill сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,EMI,0,EMI,0
[CLS] Nickelback:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Nickelback:2,EMI,0,EMI,0
[CLS] Лес:2 Пол сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP],Ле - Records,Decca Records,0,Decca Records,0
[CLS] Deep Purple сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Deep Purple,EMI,0,EMI,0
"[CLS] Кокс:3 , Дебора:2 сотрудничает:5 с лейблом:3 [MASK] . [SEP]",Р,Decca Records,0,Decca Records,0
[CLS] Марк Болан:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,EMI,0,EMI,0
[CLS] Кейт:2 Буш:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,EMI,0,EMI,0
[CLS] Overpowered:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - .s:2,EMI,0,EMI,0
[CLS] Кайли:3 Миноуг:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,EMI,0,EMI,0
[CLS] Лайонел:3 Ричи:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - Р . »,Motown Records,0,Motown Records,0
[CLS] Луис Мигель:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - . »,EMI,0,EMI,0
[CLS] Джуди:2 Гарленд:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« М Г . »,Decca Records,0,Decca Records,0
"[CLS] Стрэккен:4 , Энди:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,EMI,0,EMI,0
[CLS] Перри:2 Комо:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Decca Records,0,Decca Records,0
[CLS] Тина:2 Мари сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« ' - . »,Motown Records,0,Motown Records,0
[CLS] The Small Faces сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Decca Records,0,Decca Records,0
[CLS] Луи Джордан:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Decca Records,0,Decca Records,0
"[CLS] Хейли:3 , Билл:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] . [SEP]",Х .ли:2,Decca Records,0,Decca Records,0
[CLS] Ник:2 Лукас:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Brunswick Records,0,Brunswick Records,0
[CLS] Деке:2 Ричардс:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],The Records,Motown Records,0,Motown Records,0
[CLS] Пегги:3 Ли сотрудничает:5 с лейблом:3 [MASK] . [SEP],Ли,Decca Records,0,Decca Records,0
[CLS] Ральф:3 Воан:2 - Уильямс:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« Р - . »,Decca Records,0,Decca Records,0
[CLS] Baby Love сотрудничает:5 с лейблом:3 [MASK] [MASK] . [SEP],Baby Music,Motown Records,0,Motown Records,0
[CLS] Марта:2 Ривз:3 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« М Р . »,Motown Records,0,Motown Records,0
"[CLS] Клуни:3 , Розмари:4 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« Р К . »,Decca Records,0,Decca Records,0
"[CLS] Уилсон:3 , Джеки:2 сотрудничает:5 с лейблом:3 [MASK] . [SEP]",Р,Brunswick Records,0,Brunswick Records,0
"[CLS] Дарин:2 , Бобби:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,Decca Records,0,Decca Records,0
"[CLS] Дарин:2 , Бобби:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - . »,Brunswick Records,0,Brunswick Records,0
"[CLS] Корнер:3 , Алексис:2 сотрудничает:5 с лейблом:3 [MASK] . [SEP]",Р,Decca Records,0,Decca Records,0
[CLS] Кики:2 Ди:2 сотрудничает:5 с лейблом:3 [MASK] [MASK] [MASK] [MASK] . [SEP],К - Ди:2,EMI,0,EMI,0
