sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Коке:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Сантана:2 , Йохан играет на позиции [MASK] [MASK] . [SEP]",удара:2,питчера:4,0,питчер:4,0
[CLS] Маркус:2 Хальсти:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Бен Ашур:3 , Селим:2 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
[CLS] Джефф:3 Бент:2 играет на позиции [MASK] [MASK] . [SEP],удара:2,защитника:2,0,защитник,0
"[CLS] Фузи:3 , Лука играет на позиции [MASK] [MASK] . [SEP]",удара:2,полузащитника:4,0,полузащитник:3,0
[CLS] Ривалдо:4 играет на позиции [MASK] [MASK] . [SEP],защитника:2,полузащитника:4,0,полузащитник:3,0
[CLS] Даниэль:3 Ройер:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
[CLS] Уэсли:3 Снейдер:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
[CLS] Ральф:3 Милн:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
[CLS] Тьягу:3 Кардозу:4 Мендиш:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Бьондини:3 , Давиде:2 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
[CLS] Анджело:3 Орландо:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Инс:2 , Пол играет на позиции [MASK] [MASK] . [SEP]",второгоа:2,полузащитника:4,0,полузащитник:3,0
[CLS] Джим:2 Харди:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,Квотербека:5,0,Квотербек:4,0
"[CLS] Капелло:4 , Фабио:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Унитас:3 , Джонни:2 играет на позиции [MASK] [MASK] . [SEP]",удара:2,Квотербека:5,0,Квотербек:4,0
"[CLS] Кидд:3 , Тревор:3 играет на позиции [MASK] [MASK] . [SEP]",удара:2,вратаря:3,0,вратарь:3,0
"[CLS] Сионко:3 , Либор:2 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Лак:2 , Эндрю:3 играет на позиции [MASK] [MASK] . [SEP]",второгоа:2,Квотербека:5,0,Квотербек:4,0
"[CLS] Хьюз:3 , Брайан:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
[CLS] Константин Викторович:2 Васильев:2 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Морфео:4 , Доменико:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Делап:2 , Рори:2 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Измайлов:3 , Марат:3 Наилевич:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Коман:3 , Кингсли:3 играет на позиции [MASK] [MASK] [MASK] . [SEP]",Комаа:3,полузащитника:4,0,полузащитник:3,0
"[CLS] Эрнст:2 , Фабиан:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Макелинни:4 , Кёртис:4 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,вратаря:3,0,вратарь:3,0
"[CLS] Калиджури:4 , Даниэль:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Берра:3 , Йоги:2 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,кэтчера:4,0,кэтчер:4,0
"[CLS] Пинто:3 , Хорхе:3 Луис играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
[CLS] Марк Мэлоун:4 играет на позиции [MASK] [MASK] . [SEP],удара:2,Квотербека:5,0,Квотербек:4,0
[CLS] Фредерик:4 Андерсен:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,вратаря:3,0,вратарь:3,0
"[CLS] Виньола:3 , Беньямино:3 играет на позиции [MASK] [MASK] . [SEP]",защитника:2,полузащитника:4,0,полузащитник:3,0
"[CLS] Строппа:4 , Джованни:3 играет на позиции [MASK] [MASK] . [SEP]",удара:2,полузащитника:4,0,полузащитник:3,0
[CLS] Джо Кэпп:4 играет на позиции [MASK] [MASK] . [SEP],удара:2,Квотербека:5,0,Квотербек:4,0
[CLS] Томми:2 Джон играет на позиции [MASK] [MASK] . [SEP],удара:2,питчера:4,0,питчер:4,0
[CLS] Росс:3 Баркли:3 играет на позиции [MASK] [MASK] . [SEP],удара:2,полузащитника:4,0,полузащитник:3,0
