sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Парагвай:3 поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Францом:2,Германией:2,0,Германия,0
[CLS] Ливия:2 поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],НАТО,Бразилией:3,0,Бразилия,0
[CLS] Босния:3 и Герцеговина:5 поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],НАТО,Черногорией:4,0,Черногория:3,0
[CLS] Австралия поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Яом:2,Румынией:4,0,Румыния:3,0
[CLS] Саудовская:3 Аравия:3 поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],НАТО,Ливаном:3,0,Ливан:2,0
[CLS] Белоруссия:4 поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],Польше,Сербией:3,0,Сербия:3,0
[CLS] Йемен:3 поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],США,Сирией:3,0,Сирия:3,0
[CLS] Бразилия поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Францом:2,Венесуэлой:5,0,Венесуэла:4,0
[CLS] Китайская:2 Народная:2 Республика поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],Китае,Германией:2,0,Германия,0
[CLS] Ирландия:3 поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Францом:2,рталией:3,0,Италия,0
[CLS] Бразилия поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Францом:2,Гайаной:3,0,Гайана:2,0
[CLS] Италия поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Францом:2,Перу,0,Перу,0
[CLS] Эстония:3 поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Туром:2,Австралией:5,0,Австралия,0
[CLS] Сирия:3 поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] [MASK] . [SEP],Сириом:3,Египетом:2,0,Египет,0
[CLS] Израиль поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Туром:2,нфиопией:4,0,Эфиопия:4,0
[CLS] Замбия:3 поддерживает:3 дипломатические:2 отношения с [MASK] . [SEP],Того,Австралией:5,0,Австралия,0
[CLS] Перу поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Францом:2,рталией:3,0,Италия,0
[CLS] Украина поддерживает:3 дипломатические:2 отношения с [MASK] [MASK] . [SEP],Туром:2,Кенией:3,0,Кения:2,0
