sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] пектиновые:4 вещества состоит из [MASK] . [SEP],т,углерода:4,0,углерод:4,0
[CLS] Дашаватара:3 состоит из [MASK] [MASK] . [SEP],2 округов,Рамы:2,0,Рама:2,0
[CLS] парафин:3 состоит из [MASK] [MASK] . [SEP],2 родов,углерода:4,0,углерод:4,0
[CLS] оксид:3 азота:2 ( IV ) состоит из [MASK] [MASK] . [SEP],4 состава,кислорода:3,0,кислород:3,0
[CLS] карбид:3 кремния:3 состоит из [MASK] . [SEP],р,кремния:3,0,кремний:3,0
[CLS] Семь:3 свободных:3 искусств состоит из [MASK] [MASK] . [SEP],4ов:2,риторики:4,0,риторика:3,0
[CLS] сухопутные:4 войска состоит из [MASK] [MASK] [MASK] [MASK] . [SEP],1 . .ов:2,пехоты,0,пехота:3,0
[CLS] Карбонаты:4 состоит из [MASK] [MASK] . [SEP],2 элементов,кислорода:3,0,кислород:3,0
[CLS] Большая двадцатка:4 состоит из [MASK] [MASK] . [SEP],двух частей,рталии:3,0,Италия,0
[CLS] лестничная:4 состоит из [MASK] [MASK] . [SEP],2 частей,лестницы:3,0,лестница:3,0
[CLS] оксид:3 титана:2 ( II ) состоит из [MASK] [MASK] . [SEP],2 состава,кислорода:3,0,кислород:3,0
[CLS] Южная Европа состоит из [MASK] [MASK] . [SEP],2 видов,Испания,0,Испания,0
[CLS] Наветренные:4 острова состоит из [MASK] [MASK] . [SEP],5 островов,Барбадоса:4,0,Барбадос:4,0
[CLS] засахаренные:4 фрукты:3 состоит из [MASK] . [SEP],т,плода:3,0,плод:2,0
[CLS] азетидин:3 состоит из [MASK] [MASK] . [SEP],2 группы,азота:2,0,азот:2,0
[CLS] Power trio состоит из [MASK] [MASK] . [SEP],4 человек,гитара,0,гитара,0
[CLS] таксон:2 состоит из [MASK] [MASK] . [SEP],2 видов,особи,0,особь:3,0
[CLS] Ксилан:3 состоит из [MASK] [MASK] . [SEP],2 элементов,углерода:4,0,углерод:4,0
[CLS] диметиловый:3 эфир:3 состоит из [MASK] [MASK] . [SEP],4 элементов,кислорода:3,0,кислород:3,0
[CLS] бромат:3 натрия:2 состоит из [MASK] [MASK] . [SEP],2 элементов,натрия:2,0,натрий:2,0
[CLS] Джелато:3 состоит из [MASK] [MASK] . [SEP],2 районов,молока:3,0,молоко:3,0
[CLS] Прибалтика:3 состоит из [MASK] [MASK] . [SEP],4 областей,Эстонии:2,0,Эстония:3,0
