sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Эдмонтон:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Альберта:2,0,Альберта:2,0
[CLS] Анкара:2 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Турции,0,Турция,0
[CLS] Амстердам:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Нидерланды:4,0,Нидерланды:4,0
[CLS] Баку [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . .,Азербайджана,0,Азербайджан,0
[CLS] Каир:3 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Египета:2,0,Египет,0
[CLS] Копенгаген:5 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Дании:2,0,Дания:2,0
[CLS] Барселона [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . г,Каталония:4,0,Каталония:4,0
[CLS] Буэнос:3 - Айрес:2 [UNK] столица [MASK] [MASK] [MASK] . [SEP],", . )",Аргентины:3,0,Аргентина,0
[CLS] Мюнхен [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . г,Баварии:3,0,Бавария,0
[CLS] Флоренция:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . г,Тоскана:3,0,Тоскана:3,0
[CLS] Рим [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . a,рталии:3,0,Италия,0
[CLS] Алжир:2 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Алжира:3,0,Алжир:2,0
[CLS] Триполи:3 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Ливии:2,0,Ливия:2,0
[CLS] Антверпен:4 [UNK] столица [MASK] . [SEP],[UNK],Антверпена:5,0,Антверпен:4,0
[CLS] Канберра:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Австралии,0,Австралия,0
[CLS] Виндхук:5 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [UNK],Намибии:3,0,Намибия:3,0
[CLS] Ираклион:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . [UNK],Крита:3,0,Крит:2,0
[CLS] Багдад:3 [UNK] столица [MASK] . [SEP],[UNK],Ирака:2,0,Ирак:2,0
[CLS] Эдинбург:3 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Зотландии:3,0,Шотландия:3,0
[CLS] Кабул:2 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Афганистана:4,0,Афганистан:4,0
[CLS] Бонн:2 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Германия,0,Германия,0
[CLS] Берлин [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . г,Германия,0,Германия,0
[CLS] Порто:2 - Ново [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Бенина:2,0,Бенин:2,0
[CLS] Габороне:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Ботсвана:3,0,Ботсвана:3,0
[CLS] Париж [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . г,Франции,0,Франция,0
[CLS] Мумбаи:4 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Махараштры:5,0,Махараштра:5,0
[CLS] Осло:2 [UNK] столица [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . г,Норвегии:3,0,Норвегия:3,0
[CLS] Иерусалим:4 [UNK] столица [MASK] . [SEP],[UNK],рудейского:3 царства,0,Иудейское:4 царство,0
[CLS] Бишкек [UNK] столица [MASK] [MASK] [MASK] [MASK] . [SEP],. . . г,Киргизии:4,0,Киргизия:4,0
