sentence,prediction,gold_inflection,is_same,gold_original,is_same
"[CLS] Кейдж:3 , Джон работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - - »,оперы,0,опера,0
"[CLS] Мэнн:3 , Херби:3 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - - »,джаза:3,0,джаз:3,0
[CLS] Уильям Болком:2 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Original Dixieland:2 Jass:2 Band работает в жанре:2 [MASK] . [SEP],рок,джаза:3,0,джаз:3,0
[CLS] Джулио:3 Каччини:3 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Никола Далейрак:3 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Джорджи:2 Олд:2 работает в жанре:2 [MASK] . [SEP],музыки,джаза:3,0,джаз:3,0
[CLS] Chess Records работает в жанре:2 [MASK] [MASK] . [SEP],Chess Records,джаза:3,0,джаз:3,0
"[CLS] Дессей:3 , Натали:2 работает в жанре:2 [MASK] . [SEP]",музыки,оперы,0,опера,0
[CLS] Рейнальдо:3 Ан работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
"[CLS] Кориа:3 , Чик:2 работает в жанре:2 [MASK] . [SEP]",музыки,джаза:3,0,джаз:3,0
[CLS] Бенедетто:3 Марчелло:5 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Мир « Песни:2 Льда:3 и Огня:3 » работает в жанре:2 [MASK] . [SEP],Мир,фэнтези:3,0,фэнтези:3,0
"[CLS] Джонс , Дэррил:3 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - - »,джаза:3,0,джаз:3,0
[CLS] Mainstream Records работает в жанре:2 [MASK] [MASK] . [SEP],Mainstream Records,джаза:3,0,джаз:3,0
"[CLS] Коу:2 , Джонатан:2 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - - »,сатира:2,0,сатира:2,0
"[CLS] Лэйси:3 , Стив:2 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - »,джаза:3,0,джаз:3,0
[CLS] Эйноюхани:5 Раутаваара:4 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Жюль:3 Массне:3 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Гэри:2 Бёртон:3 работает в жанре:2 [MASK] . [SEP],музыки,джаза:3,0,джаз:3,0
[CLS] Джонни:2 Смит работает в жанре:2 [MASK] . [SEP],музыки,джаза:3,0,джаз:3,0
"[CLS] Крас:2 , Жан работает в жанре:2 [MASK] . [SEP]",музыки,оперы,0,опера,0
[CLS] Weather Report работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - -а:2,джаза:3,0,джаз:3,0
"[CLS] Рабо:3 , Анри:2 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - - »,оперы,0,опера,0
[CLS] Чарльз Вуоринен:4 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Аэроплан:4 ! работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - - »,пародии:3,0,пародия:3,0
"[CLS] Давай:2 ещё , Тед:2 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",« - - -а:2,ситуационной:3 комедии:2,0,ситуационная:4 комедия:2,0
[CLS] Ред Митчелл:4 работает в жанре:2 [MASK] . [SEP],музыка,джаза:3,0,джаз:3,0
[CLS] Bluebird:2 Records работает в жанре:2 [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],« - - - »,джаза:3,0,джаз:3,0
[CLS] Фрэнк:4 Марокко:3 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] . [SEP],«рэна:4,джаза:3,0,джаз:3,0
[CLS] Игорь Фёдорович Стравинский:4 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] В случае убийства набирайте:4 « М » работает в жанре:2 [MASK] [MASK] [MASK] [MASK] . [SEP],« - - »,триллера:3,0,триллер:2,0
"[CLS] Кониц:3 , Ли работает в жанре:2 [MASK] . [SEP]",музыки,джаза:3,0,джаз:3,0
[CLS] Пьер:2 - Александр Монсиньи:4 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] Сумасшедшие:6 ( телесериал:4 ) работает в жанре:2 [MASK] . [SEP],драма,ситуационной:3 комедии:2,0,ситуационная:4 комедия:2,0
[CLS] Байкеры:3 3 работает в жанре:2 [MASK] [MASK] [MASK] [MASK] . [SEP],бйк:2 -а:2,триллера:3,0,триллер:2,0
"[CLS] Абу - Халиль:3 , Раби:2 работает в жанре:2 [MASK] . [SEP]",музыки,джаза:3,0,джаз:3,0
[CLS] Антонио Смарелья:4 работает в жанре:2 [MASK] . [SEP],музыки,оперы,0,опера,0
[CLS] De - Phazz:3 работает в жанре:2 [MASK] . [SEP],музыки,джаза:3,0,джаз:3,0
[CLS] Альдо:2 Романо:2 работает в жанре:2 [MASK] . [SEP],музыки,джаза:3,0,джаз:3,0
