sentence,prediction,gold,is_same
[CLS] The capital of McKenzie County is [MASK] [MASK] . [SEP],the town,"Watford:2 City | Watford:2 City | Watford:2 City , North Dakota",False
[CLS] The capital of Tadjourah:4 Region is [MASK] [MASK] [MASK] [MASK] . [SEP],Tadjourah:4,Tadjoura:4 | Tadjoura:4,False
[CLS] The capital of Edwards County is [MASK] [MASK] . [SEP],the town,"Rocksprings:3 | Rocksprings:3 | Rocksprings:3 , Texas",False
[CLS] The capital of Mubende:3 District is [MASK] [MASK] [MASK] . [SEP],Mubende:3,Mubende:3 | Mubende:3,True
[CLS] The capital of Faaborg:3 - Midtfyn:3 Municipality is [MASK] [MASK] [MASK] . [SEP],Faaborg:3,Ringe:2 | Ringe:2,False
[CLS] The capital of Los Andes Department is [MASK] [MASK] . [SEP],Los Andes,San Antonio de los Cobres:2 | San Antonio de los Cobres:2,False
[CLS] The capital of Mykolaiv:3 Raion:2 is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Mykolaiv:3 Raion:2,"Mykolaiv:3 , Lviv:2 Oblast | Mykolaiv:3 , Lviv:2 Oblast",False
[CLS] The capital of Krymsky:3 District is [MASK] [MASK] [MASK] [MASK] . [SEP],Krymsky:3 town,Krymsk:3 | Krymsk:3,False
[CLS] The capital of Lyuberetsky:5 District is [MASK] [MASK] . [SEP],the town,Lyubertsy:4 | Lyubertsy:4,False
[CLS] The capital of Copperas:2 Cove is [MASK] [MASK] [MASK] . [SEP],Copperas:2 Cove,"Coryell:2 County | Coryell:2 County | Coryell:2 County , Texas",False
[CLS] The capital of Tamaulipas:3 is [MASK] [MASK] . [SEP],the city,Ciudad Victoria | Ciudad Victoria,False
[CLS] The capital of El Salvador is [MASK] . [SEP],Salvador,San Salvador | San Salvador,False
[CLS] The capital of Ekurhuleni:4 Metropolitan Municipality is [MASK] [MASK] [MASK] [MASK] . [SEP],Ekurhuleni:4,Germiston:3 | Germiston:3,False
[CLS] The capital of Uchkuduk:4 District is [MASK] [MASK] [MASK] [MASK] . [SEP],Uchkuduk:4,Uchkuduk:4 | Uchkuduk:4 | Uchquduq:5,True
[CLS] The capital of Keweenaw:3 County is [MASK] [MASK] . [SEP],the town,Eagle River | Eagle River,False
[CLS] The capital of Kyrgyzstan:5 is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Kyrgyzstan:5,Bishkek:3 | Bishkek:3 | Frunze:3,False
[CLS] The capital of Mombasa:3 County is [MASK] [MASK] [MASK] . [SEP],Mombasa:3,Mombasa:3 | Mombasa:3,True
[CLS] The capital of Iguala:3 de la Independencia is [MASK] [MASK] . [SEP],the city,La ciudad de tusa:2 brous:2 | Iguala:3,False
[CLS] The capital of Washington County is [MASK] [MASK] . [SEP],the town,"Chipley:2 | Chipley:2 | Chipley:2 , Florida",False
[CLS] The capital of Lipkovo:3 Municipality is [MASK] [MASK] [MASK] . [SEP],Lipkovo:3,Lipkovo:3 | Lipkovo:3,True
[CLS] The capital of Radomsko:3 County is [MASK] [MASK] . [SEP],the town,Radomsko:3 | Radomsko:3,False
[CLS] The capital of Wapello:3 County is [MASK] [MASK] . [SEP],the town,"Ottumwa:3 | Ottumwa:3 | Ottumwa:3 , Iowa",False
[CLS] The capital of Castrillón:3 is [MASK] [MASK] [MASK] . [SEP],Castrillón:3,Piedras:2 Blancas:2 | Piedras:2 Blancas:2,False
[CLS] The capital of Krasnoperekopsk:6 Raion:2 is [MASK] [MASK] . [SEP],the town,Krasnoperekopsk:6 | Krasnoperekopsk:6,False
[CLS] The capital of Kesovogorsky:5 District is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Kesovogorsky:5,Kesova:3 Gora | Kesova:3 Gora,False
[CLS] The capital of Novosokolnichesky:5 District is [MASK] [MASK] . [SEP],the city,Novosokolniki:4 | Novosokolniki:4,False
[CLS] The capital of South Governorate:2 is [MASK] [MASK] . [SEP],the town,Sidon:2 | Sidon:2,False
[CLS] The capital of Rockwall:2 County is [MASK] [MASK] . [SEP],Rockwall:2,"Rockwall:2 | Rockwall:2 | Rockwall:2 , Texas",True
[CLS] The capital of Makhado:3 Local Municipality is [MASK] [MASK] [MASK] . [SEP],Makhado:3,Louis Trichardt:3 | Louis Trichardt:3 | Makhado:3,True
[CLS] The capital of Kvemo:3 Kartli:2 is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Kvemo:3 Kartli:2,Rustavi:3 | Rustavi:3,False
[CLS] The capital of Tozeur:3 Governorate:2 is [MASK] [MASK] [MASK] . [SEP],Tozeur:3,Tozeur:3 | Tozeur:3,True
[CLS] The capital of canton of Nesle:2 is [MASK] [MASK] . [SEP],Nesle:2,Nesle:2 | Nesle:2,True
[CLS] The capital of Pinsk:2 District is [MASK] [MASK] . [SEP],Pinsk:2,Pinsk:2 | Pinsk:2 | Pińsk:3,True
[CLS] The capital of Severo:2 - Baykalsky:3 District is [MASK] [MASK] . [SEP],the city,Nizhneangarsk:5 | Nizhneangarsk:5,False
[CLS] The capital of Linn County is [MASK] . [SEP],Linn,"Cedar Rapids | Cedar Rapids | Cedar Rapids , Iowa",False
[CLS] The capital of North Bačka:2 District is [MASK] [MASK] . [SEP],the city,Subotica:2 | Subotica:2,False
[CLS] The capital of Harrison County is [MASK] . [SEP],Harrison,"Clarksburg:2 | Clarksburg:2 | Clarksburg:2 , West Virginia",False
[CLS] The capital of Esteban Echeverría:4 Partido is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Esteban Echeverría:4,Monte Grande | Monte Grande,False
[CLS] The capital of Colfax:3 County is [MASK] [MASK] [MASK] [MASK] . [SEP],Colfax:3 Town,"Raton:2 | Raton:2 | Raton:2 , New Mexico",False
[CLS] The capital of Bogdanci:2 Municipality is [MASK] [MASK] . [SEP],Bogdanci:2,Bogdanci:2 | Bogdanci:2,True
[CLS] The capital of Narok:2 County is [MASK] [MASK] [MASK] . [SEP],Narok:2 Town,Narok:2 | Narok:2,False
"[CLS] The capital of Gmina Brzeziny:3 , Łódź Voivodeship is [MASK] [MASK] [MASK] [MASK] . [SEP]",in Brzeziny:3,Brzeziny:3 | Brzeziny:3,False
[CLS] The capital of Gaul:2 is [MASK] [MASK] . [SEP],Gaul:2,Lugdunum:3 | Lugdunum:3,False
[CLS] The capital of Nowogródek:4 Voivodeship is [MASK] [MASK] [MASK] [MASK] . [SEP],Nowogródek:4,Navahrudak:4 | Naugardukas:4 | Navahrudak:4 | Navaredok:3 | Navharadak:4 | Nawahradak:4 | Novaredok:3 | Novogrudek:3 | Novogrudok:3 | Novohorodok:4 | Novradok:3 | Nowogradek:4 | Nowogrudok:4 | Nowogródek:4,True
[CLS] The capital of Hiiu:2 County is [MASK] [MASK] . [SEP],Hiiu:2,Kärdla:3 | Kärdla:3,False
[CLS] The capital of Elko:2 County is [MASK] [MASK] . [SEP],the city,"Elko:2 | Elko:2 | Elko:2 , Nevada",False
[CLS] The capital of Caucasian:3 Albania is [MASK] [MASK] [MASK] [MASK] . [SEP],the capital of Albania,Qabala:3 | Qabala:3,False
[CLS] The capital of canton of Pont - de - l ' Arche:2 is [MASK] [MASK] [MASK] [MASK] . [SEP],the capital of canton,Pont - de - l ' Arche:2 | Pont - de - l ' Arche:2,False
[CLS] The capital of Roman Catholic Archdiocese:2 of Esztergom:4 is [MASK] [MASK] [MASK] [MASK] . [SEP],Esztergom:4,Trnava:3 | Trnava:3,False
[CLS] The capital of Tartar:2 District is [MASK] [MASK] . [SEP],Tartar:2,Tartar:2 | Tartar:2,True
[CLS] The capital of Republic of Cyprus is [MASK] [MASK] [MASK] [MASK] . [SEP],the city of Cyprus,Nicosia:2 | Lefkosia:4 | Nicosia:2,False
[CLS] The capital of Blue Earth County is [MASK] [MASK] . [SEP],the town,"Mankato:3 | Mankato:3 | Mankato:3 , Minnesota",False
[CLS] The capital of Florida is [MASK] [MASK] [MASK] [MASK] . [SEP],the city of Miami,"Tallahassee:4 | Tallahassee:4 | Tallahassee:4 , Florida",False
[CLS] The capital of Roosevelt County is [MASK] [MASK] . [SEP],the town,Wolf Point | Wolf Point,False
[CLS] The capital of Sarawak is [MASK] [MASK] [MASK] [MASK] . [SEP],the town of Sarawak,Kuching:2 | Kuching:2,False
[CLS] The capital of Trutnov:3 District is [MASK] [MASK] [MASK] . [SEP],Trutnov:3,Trutnov:3 | Trautenau:3 | Trutnov:3,True
