sentence,prediction,gold,is_same
[CLS] Ford Taunus:2 G93A:4 is produced by [MASK] [MASK] [MASK] . [SEP],Ford Taunus:2,Ford Motor Company | FoMoCo:6 | Ford | Ford Motor | Ford Motor Co . | Ford Motor Company | Ford Motor Corporation | Ford Motors,False
[CLS] Canon EOS:2 5 is produced by [MASK] . [SEP],Canon,Canon Inc . | Canon | Canon Inc . | Canon K . K . | Canon Kabushiki:4 Kaisha:2 | Johann von Straschiripka:5 | Seikikōgaku:6 kenkyūsho:4,True
[CLS] USS Dash is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Commercial Iron Works | Commercial Iron Works,False
[CLS] USS Grasp:3 is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Basalt:2 Rock Company | Basalt:2 Rock Company,False
[CLS] Farman:2 MF . 11 is produced by [MASK] [MASK] . [SEP],Farman:2,Farman:2 Aviation Works | Farman:2 Aviation Works,False
[CLS] Valmet:2 M82:2 is produced by [MASK] [MASK] . [SEP],Valmet:2,Valmet:2 | Valmet:2 | Valmet:2 Corporation,True
[CLS] ORP:2 Kujawiak:4 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Kujawiak:4,Vickers - Armstrongs:2 | Vickers - Armstrongs:2 | Vickers - Armstrongs:2 Limited,False
[CLS] German submarine U - 48 is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Friedrich Krupp Germaniawerft:3 | Friedrich Krupp Germaniawerft:3 | Germaniawerft:3,False
[CLS] Amax:2 Vixen:2 105 is produced by [MASK] [MASK] . [SEP],Amax:2,Amax:2 Engineering | Amax:2 Engineering,False
[CLS] Bellanca:2 31 - 40 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bellanca:2 31 - 40,AviaBellanca:5 Aircraft | AviaBellanca:5 Aircraft,False
[CLS] ARP:2 Avatar is produced by [MASK] [MASK] [MASK] . [SEP],ARP:2 Avatar,"ARP:2 Instruments , Inc . | A . R . P . | ARP:2 2002 | ARP:2 Axxe:3 | ARP:2 Explorer | ARP:2 Instruments Inc . | ARP:2 Instruments Incorporated | ARP:2 Instruments , Inc . | ARP:2 Instruments , Incorporated | ARP:2 Omni:2 2 | ARP:2 Sequencer:3 | ARP:2 Solus:2 | ARP:2 synthesizer | ARP:2 synthesizers:2 | Alan Robert Pearlman:2",False
[CLS] Joe Boxer is produced by [MASK] [MASK] . [SEP],Joe Boxer,Iconix:2 Brand Group | Iconix:2 Brand Group,False
[CLS] HMS H34:2 is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Cammell:2 Laird:2 | Cammell:2 Laird:2,False
[CLS] USS Rudyerd:2 Bay is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Kaiser Shipyards:3 | Kaiser Shipyards:3,False
[CLS] SEAT:2 Leon X - PERIENCE:4 is produced by [MASK] [MASK] [MASK] . [SEP],SEAT:2 Leon,"SEAT:2 | SEAT:2 | SEAT:2 SA | SEAT:2 , S . A .",False
[CLS] Port Victoria P . V . 2 is produced by [MASK] [MASK] . [SEP],Port Victoria,Port Victoria Marine Experimental Aircraft Depot | Port Victoria Marine Experimental Aircraft Depot,False
[CLS] CT / 4 Airtrainer:2 is produced by [MASK] [MASK] [MASK] . [SEP],CT / 4,Pacific Aerospace | Pacific Aerospace,False
[CLS] Panhard:2 VCR:2 is produced by [MASK] [MASK] . [SEP],Panhard:2,Panhard:2 | Panhard:2,True
[CLS] Remington:2 51 is produced by [MASK] [MASK] . [SEP],Remington:2,"Remington:2 Arms | Remington:2 Arms | Remington:2 Arms Company , Inc .",False
[CLS] SIG:2 Sauer:2 P226:3 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],SIG:2 Sauer:2,SIG:2 Sauer:2 | SIG:2 Sauer:2 | SIG:2 Sauer:2 GmbH | Sigarms:3,True
[CLS] T . 3 Primary is produced by [MASK] [MASK] [MASK] . [SEP],T . 3,Slingsby:3 Aviation | Slingsby:3 Aviation,False
[CLS] Blue Fox is produced by [MASK] [MASK] . [SEP],Blue Fox,Ferranti:2 | Ferranti:2 | Ferranti:2 International plc,False
[CLS] Mitsubishi Sigma is produced by [MASK] [MASK] [MASK] . [SEP],Mitsubishi Heavy Industries,Mitsubishi Motors | Mitsubishi Jidosha:3 | Mitsubishi Jidosha:3 Kogyo:3 KK | Mitsubishi Jidōsha:3 Kōgyō:4 | Mitsubishi Motors | Mitsubishi Motors Corporation,False
[CLS] THK:3 - 2 is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Turkish Aeronautical Association | Turkish Aeronautical Association,False
[CLS] Athenic:2 - class ocean liner is produced by [MASK] [MASK] . [SEP],Athenic:2,Harland:2 and Wolff | Harland:2 & Wolff Heavy Industries | Harland:2 and Wolff,False
[CLS] Ghauri:3 - III is produced by [MASK] [MASK] [MASK] . [SEP],Ghauri:3,Khan Research Laboratories:2 | Khan Research Laboratories:2,False
[CLS] A - 12 Avenger:2 II is produced by [MASK] [MASK] . [SEP],Lockheed Martin,McDonnell Douglas | MDC:2 | MDD:2 | McDonnell Douglas | McDonnell Douglas Corporation,False
[CLS] Smith & Wesson:2 M & P10:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Smith & Wesson:2,Smith & Wesson:2 | Smith & Wesson:2,True
[CLS] Vista - class cruise ship is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],U . S .,Fincantieri:3 | Fincantieri:3 | Fincantieri:3 - Cantieri:2 Navali:2 Italiani:2 S . p . A .,False
[CLS] Hudson Greater Eight is produced by [MASK] . [SEP],Hudson,Hudson Motor Car Company | Hudson Motor Car Company,False
[CLS] Katanpää:3 is produced by [MASK] [MASK] [MASK] . [SEP],K . K,Intermarine:2 | Intermarine:2,False
[CLS] Aeromarine:2 BM - 1 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Aeromarine:2 BM - 1,Aeromarine:2 | Aeromarine:2 | Aeromarine:2 Plane:2 and Motor Company | Aeromarine:2 - Klemm:3 Corporation,False
[CLS] NZR:2 WJ:2 class is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],NZR:2 WJ:2,Baldwin Locomotive:4 Works | BLW:2 | Baldwin Locomotive:4 Works,False
[CLS] Blaser:2 R93:3 Tactical is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Blaser:2 R93:3,Blaser:2 | Blaser:2,False
[CLS] HMS Ocean is produced by [MASK] [MASK] [MASK] . [SEP],U . S,"Vickers Shipbuilding:2 and Engineering | Barrow Shipbuilding:2 Company | Iron Shipbuilding:2 Company | VSEL:2 | Vickers Shipbuilding:2 and Engineering | Vickers Shipbuilding:2 and Engineering , Ltd",False
[CLS] DKW:2 Munga:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],DKW:2 Munga:2,Auto Union | Auto Union,False
[CLS] Ford Explorer is produced by [MASK] . [SEP],Ford,Ford Motor Company | FoMoCo:6 | Ford | Ford Motor | Ford Motor Co . | Ford Motor Company | Ford Motor Corporation | Ford Motors,True
[CLS] USS City of Corpus Christi is produced by [MASK] [MASK] [MASK] . [SEP],U . S,General Dynamics Electric Boat | Electric Boat Co . | GDEB:3 | General Dynamics Electric Boat,False
[CLS] ZIL:2 - 114 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],ZIL:2 - 114,ZiL:2 | AMO:2 ZiL:2 | Zavod:2 imeni:2 Likhachova:4 | ZiL:2,False
[CLS] SS India is produced by [MASK] [MASK] . [SEP],SS India,Caird:2 & Company | Caird:2 & Company,False
[CLS] Tango is produced by [MASK] [MASK] [MASK] . [SEP],S . S,Britvic:2 | Britvic:2 | Britvic:2 plc,False
[CLS] Ford Futura:2 is produced by [MASK] . [SEP],Ford,Ford Motor Company | FoMoCo:6 | Ford | Ford Motor | Ford Motor Co . | Ford Motor Company | Ford Motor Corporation | Ford Motors,True
[CLS] Mercedes - Benz SLS:2 AMG:2 is produced by [MASK] [MASK] [MASK] . [SEP],Mercedes - Benz,Mercedes - Benz | Mercedes | Mercedes Benz | Mercedes - Benz,True
[CLS] MLW:2 RS - 18 is produced by [MASK] [MASK] . [SEP],MLW:2,Montreal Locomotive:4 Works | MLW:2 | Montreal Locomotive:4 Works,True
