sentence,prediction,gold,is_same
[CLS] Carson County shares border with [MASK] [MASK] . [SEP],Carson County,"Gray County | Gray County | Gray County , Texas",False
[CLS] Castelvecchio:3 di Rocca Barbena:2 shares border with [MASK] [MASK] [MASK] . [SEP],the following municipalities,Bardineto:3 | Bardineto:3,False
[CLS] Kazuno:3 District shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Kazuno:3 District,Kazuno:3 | Kazuno:3,False
[CLS] Rotella:2 shares border with [MASK] [MASK] . [SEP],Rotella:2,Ascoli:2 Piceno:2 | Ascoli:2 Piceno:2,False
[CLS] Cornale:2 shares border with [MASK] [MASK] . [SEP],Cornale:2,Mezzana:3 Bigli:2 | Mezzana:3 Bigli:2,False
[CLS] Llanyrafon:4 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Croesyceiliog:6 | Croesyceiliog:6,False
[CLS] Como shares border with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Vacallo:3 | Vacallo:3 | Vacallo:3 TI:2,False
"[CLS] Pigna:2 , Liguria shares border with [MASK] [MASK] [MASK] . [SEP]",U . S,Saorge:2 | Saorge:2,False
[CLS] Utrecht shares border with [MASK] [MASK] [MASK] . [SEP],U . S,De Bilt:2 | De Bilt:2,False
[CLS] Limone:2 Piemonte shares border with [MASK] [MASK] [MASK] . [SEP],Limone:2 Piemonte,La Brigue:2 | La Brigue:2,False
[CLS] Alatri:2 shares border with [MASK] [MASK] . [SEP],Alatri:2,Ferentino:3 | Ferentino:3,False
[CLS] Gaggiano:3 shares border with [MASK] [MASK] [MASK] . [SEP],Gaggiano:3,Cusago:3 | Cusago:3,False
[CLS] Jilin:2 shares border with [MASK] [MASK] [MASK] . [SEP],Liaoning:3,Liaoning:3 | Fengtian:2 | Liaoning:3 | Liaoning:3 Province,True
[CLS] Odisha:2 shares border with [MASK] [MASK] . [SEP],Odisha:2,West Bengal | Paschimbanga:4 | West Bengal,False
[CLS] Regional District of Kootenay:3 Boundary:2 shares border with [MASK] [MASK] [MASK] . [SEP],Kootenay:3,Regional District of Central Okanagan:3 | Regional District of Central Okanagan:3,False
[CLS] Helena shares border with [MASK] [MASK] . [SEP],Saint Lucia,"Billings:2 | Billings:2 | Billings:2 , MT | Billings:2 , Montana",False
[CLS] Shanxi:2 shares border with [MASK] [MASK] . [SEP],Shanxi:2,Shaanxi:3 | Shaanxi:3,False
[CLS] Pemiscot:3 County shares border with [MASK] [MASK] [MASK] . [SEP],Pemiscot:3,"Mississippi County | Mississippi County | Mississippi County , Arkansas",False
[CLS] West Feliciana:3 Parish shares border with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],West Feliciana:3 Parish,"East Baton:2 Rouge Parish | East Baton:2 Rouge Parish | East Baton:2 Rouge Parish , Louisiana",False
[CLS] Free State shares border with [MASK] [MASK] [MASK] . [SEP],U . S,North West | North West,False
[CLS] Khmelnytskyi:6 Oblast shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Rivne:2 Oblast | Rivne:2 Oblast,False
[CLS] Carisolo:3 shares border with [MASK] [MASK] [MASK] . [SEP],Carisolo:3,Vermiglio:3 | Vermiglio:3,False
[CLS] Cursolo:3 - Orasso:2 shares border with [MASK] [MASK] [MASK] . [SEP],the following municipalities,Malesco:2 | Malesco:2,False
[CLS] Piatto:2 shares border with [MASK] [MASK] . [SEP],Piatto:2,Valdengo:3 | Valdengo:3,False
[CLS] Druogno:3 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Masera:2 | Masera:2,False
[CLS] Republic of Tatarstan:3 shares border with [MASK] [MASK] [MASK] . [SEP],the Middle East,Samara Oblast | Samara Oblast,False
[CLS] East Brunswick shares border with [MASK] [MASK] . [SEP],East Brunswick,North Brunswick | North Brunswick,False
[CLS] Dormelletto:3 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],the hamlet of S,Castelletto:2 sopra Ticino | Castelletto:2 sopra Ticino,False
[CLS] Ventura shares border with [MASK] . [SEP],Ventura,"Oxnard:3 | Oxnard:3 | Oxnard:3 , California",False
[CLS] Yzeures:3 - sur - Creuse shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],the canton of Creuse,La Roche - Posay:2 | La Roche - Posay:2,False
[CLS] Sillano:2 shares border with [MASK] [MASK] [MASK] . [SEP],a small town,Villa Minozzo:3 | Villa Minozzo:3,False
[CLS] Montecorvino:3 Rovella:3 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],the Department of State,Acerno:2 | Acerno:2,False
[CLS] Bedfordshire:2 shares border with [MASK] [MASK] . [SEP],Bedfordshire:2,Cambridgeshire:2 | Cambridgeshire:2 | Cambs:2 . | County of Cambridge,False
[CLS] Poppi:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Pratovecchio:3 | Pratovecchio:3,False
[CLS] La Roche - en - Ardenne shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],the Lorraine - Lorraine,Houffalize:4 | Houffalize:4,False
[CLS] Gmina Opatowiec:3 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Gmina Opatowiec:3,Gmina Nowy Korczyn:3 | Gmina Nowy Korczyn:3,False
[CLS] Serbia and Montenegro shares border with [MASK] [MASK] [MASK] . [SEP],Serbia and Montenegro,European Union | E . U . | EU | Europe | European Union | Union | eu | [UNK],False
[CLS] Chiusa:2 Sclafani:4 shares border with [MASK] [MASK] . [SEP],Chiusa:2,Corleone:3 | Corleone:3,False
[CLS] Cajamarca:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,"Piura:2 | Piura:2 | Piura:2 department | Piura:2 region | Piura:2 , Peru",False
[CLS] Butte County shares border with [MASK] [MASK] . [SEP],Butte County,"Yuba:2 County | Yuba:2 County | Yuba:2 County , California",False
[CLS] Kosciusko:3 County shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Kosciusko:3 County,"Elkhart:2 County | Elkhart:2 County | Elkhart:2 County , Indiana | Elkhart:2 - Goshen:3",False
[CLS] Gazzaniga:4 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Gazzaniga:4,Cene:2 | Cene:2,False
[CLS] Lanuvio:3 shares border with [MASK] [MASK] [MASK] . [SEP],Lanuvio:3,Genzano:2 di Roma | Genzano:2 di Roma,False
[CLS] Augusta County shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],the County of Georgia,"Rockbridge:2 County | Rockbridge:2 County | Rockbridge:2 County , Virginia",False
[CLS] Cornalba:3 shares border with [MASK] [MASK] [MASK] . [SEP],Cornalba:3,Vertova:2 | Vertova:2,False
[CLS] Gaeta:2 shares border with [MASK] [MASK] . [SEP],Gaeta:2,Formia:2 | Formia:2,False
[CLS] Capri:2 shares border with [MASK] [MASK] . [SEP],Capri:2,Anacapri:3 | Anacapri:3,False
[CLS] Mosso:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Bioglio:2 | Bioglio:2,False
[CLS] Lansingerland:3 shares border with [MASK] [MASK] [MASK] . [SEP],Lansingerland:3,Alphen:2 aan den Rijn:2 | Alphen:2 a / d Rijn:2 | Alphen:2 aan den Rijn:2 | Alphen:2 am Rhein,False
[CLS] Geldermalsen:4 shares border with [MASK] [MASK] . [SEP],Gelderland:2,Leerdam:3 | Leerdam:3,False
[CLS] Magoula:3 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Mandra:2 | Mandra:2,False
[CLS] Castelbuono:3 shares border with [MASK] [MASK] [MASK] . [SEP],Castelbuono:3,Geraci:2 Siculo:2 | Geraci:2 Siculo:2,False
[CLS] Buskerud:3 shares border with [MASK] [MASK] [MASK] . [SEP],Buskerud:3,Vestfold:2 | Vestfold:2,False
[CLS] Smolensk:3 Oblast shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Moscow Oblast | Moscow Oblast | Podmoskovye:4,False
[CLS] Cabatuan:3 shares border with [MASK] [MASK] [MASK] . [SEP],Cabatuan:3,Santa Barbara | Santa Barbara,False
[CLS] Hyderabad district shares border with [MASK] [MASK] . [SEP],Andhra Pradesh,Ranga:2 Reddy:2 district | K . V . Ranga:2 Reddy:2 District | Ranga:2 Reddy:2 district,False
[CLS] Gulen:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Solund:2 | Solund:2,False
[CLS] Guardia Lombardi:2 shares border with [MASK] [MASK] . [SEP],Reggio Calabria,Bisaccia:3 | Bisaccia:3,False
[CLS] Mercer County shares border with [MASK] [MASK] . [SEP],Mercer County,"Lawrence County | Lawrence County | Lawrence County , Pennsylvania",False
[CLS] Motteggiana:3 shares border with [MASK] [MASK] [MASK] . [SEP],a small hamlet,San Benedetto Po | San Benedetto Po,False
[CLS] Harmondsworth:3 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,"Colnbrook:3 | Colnbrook:3 | Colnbrook:3 , Berkshire",False
[CLS] Mahendragarh:5 district shares border with [MASK] [MASK] [MASK] . [SEP],Multan:2 district,Bhiwani:3 district | Bhiwani:3 district,False
[CLS] Santa Domenica:2 Vittoria shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Santa Domenica:2 Vittoria,Randazzo:2 | Randazzo:2,False
[CLS] South Australia shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],South of South Australia,Northern Territory | NT | Northern Territory,False
[CLS] Inzago:3 shares border with [MASK] [MASK] [MASK] . [SEP],Inzago:3,Gessate:3 | Gessate:3,False
[CLS] Codogné:3 shares border with [MASK] [MASK] . [SEP],Lot Lot,San Vendemiano:4 | San Vendemiano:4,False
[CLS] Calvi:2 shares border with [MASK] [MASK] . [SEP],Calvi:2,Calenzana:3 | Calenzana:3,False
[CLS] Cusano:2 Milanino:2 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Cusano:2 Milanino:2,Cormano:2 | Cormano:2,False
[CLS] Roncofreddo:4 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Cesena:2 | Cesena:2,False
[CLS] Alfortville:3 shares border with [MASK] [MASK] [MASK] . [SEP],Alfortville:3,Choisy:2 - le - Roi | Choisy:2 - le - Roi,False
[CLS] Gargallo:3 shares border with [MASK] [MASK] [MASK] . [SEP],Gargallo:3,Borgomanero:3 | Borgomanero:3,False
[CLS] Cariño:2 shares border with [MASK] [MASK] . [SEP],Cariño:2,Cedeira:2 ( municipality ) | Cedeira:2 ( municipality ),False
[CLS] Zamboanga:3 del Sur shares border with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Zamboanga:3 del Sur,Zamboanga:3 del Norte | Zamboanga:3 del Norte,False
[CLS] Costilla:2 County shares border with [MASK] [MASK] [MASK] . [SEP],Costilla:2 County,"Conejos:3 County | Clear Creek County , Colorado | Conejos:3 County | Conejos:3 County , Colorado",False
[CLS] Ghemme:3 shares border with [MASK] [MASK] [MASK] . [SEP],Ghemme:3,Romagnano:2 Sesia:2 | Romagnano:2 Sesia:2,False
[CLS] Ailoche:3 shares border with [MASK] [MASK] [MASK] . [SEP],Ailoche:3,Guardabosone:3 | Guardabosone:3,False
[CLS] Stavropol:4 Krai:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Republic of North Ossetia:3 - Alania:2 | Alania:2 | North Ossetia:3 | North Ossetia:3 [UNK] Alania:2 | Ossetia:3 | Republic of North Ossetia:3 - Alania:2,False
[CLS] Fiano:2 Romano shares border with [MASK] [MASK] [MASK] . [SEP],Fiano:2 Romano,Montopoli:3 di Sabina | Montopoli:3 di Sabina,False
[CLS] San Francesco al Campo shares border with [MASK] [MASK] [MASK] . [SEP],U . S,San Maurizio Canavese:3 | San Maurizio Canavese:3,False
[CLS] Pratovecchio:3 shares border with [MASK] [MASK] [MASK] . [SEP],Pratovecchio:3,Poppi:2 | Poppi:2,False
[CLS] Pannarano:3 shares border with [MASK] [MASK] [MASK] . [SEP],Pannarano:3,Avella:2 | Avella:2,False
[CLS] Tavarnelle:3 Val di Pesa:2 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Val di Pesa:2,Montespertoli:3 | Montespertoli:3,False
[CLS] City of Banyule:3 shares border with [MASK] [MASK] [MASK] . [SEP],Banyule:3,Shire of Nillumbik:3 | Shire of Nillumbik:3,False
[CLS] Gela:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Caltagirone:4 | Caltagirone:4,False
[CLS] Texel:2 shares border with [MASK] [MASK] . [SEP],Texel:2,Vlieland:3 | Vlieland:3,False
[CLS] Carmarthenshire:5 shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Carmarthen:4,Brecknockshire:4 | Brecknockshire:4 | Breconshire:4 | County of Brecknock:3 | County of Brecon:3 | Sir Frycheiniog:4,False
[CLS] Pompei:3 shares border with [MASK] [MASK] [MASK] . [SEP],Pompei:3,Scafati:3 | Scafati:3,False
[CLS] Nembro:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Selvino:2 | Selvino:2,False
[CLS] Strozza:3 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Roncola:2 | Roncola:2 | Roncola:2 San Bernardo,False
[CLS] Viborg Municipality shares border with [MASK] [MASK] . [SEP],Viborg Municipality,Skive:2 Municipality | Skive:2 Municipality,False
[CLS] Mecklenburg County shares border with [MASK] [MASK] . [SEP],Mecklenburg County,"Iredell:3 County | Iredell:3 County | Iredell:3 County , North Carolina",False
[CLS] Gmina Pszczew:4 shares border with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Gmina Pszczew:4,Gmina Przytoczna:3 | Gmina Przytoczna:3,False
[CLS] Alhaurín:4 el Grande shares border with [MASK] [MASK] [MASK] [MASK] . [SEP],Alhaurín:4,Mijas:2 | Mijas:2,False
[CLS] Franklin County shares border with [MASK] [MASK] . [SEP],Franklin County,"Windham:2 County | Windham:2 County | Windham:2 County , Vermont",False
[CLS] San Martín de Porres:2 shares border with [MASK] [MASK] . [SEP],La Rioja,Puente Piedra | Puente Piedra,False
[CLS] Hagonoy:3 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,"Calumpit:3 | Calumpit:3 | Calumpit:3 , Bulacan:3 | Municipality of Calumpit:3",False
[CLS] Borgofranco:2 d ' Ivrea:3 shares border with [MASK] [MASK] [MASK] . [SEP],S . S,Chiaverano:3 | Chiaverano:3,False
[CLS] Dorgali:2 shares border with [MASK] [MASK] . [SEP],Dorgali:2,Oliena:2 | Oliena:2,False
[CLS] Verkhovyna:4 Raion:2 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Nadvirna:3 Raion:2 | Nadvirna:3 Raion:2,False
[CLS] Salzburg shares border with [MASK] . [SEP],Salzburg,Berchtesgadener:5 Land | Berchtesgadener:5 Land,False
[CLS] Pietravairano:4 shares border with [MASK] [MASK] [MASK] . [SEP],a small hamlet,Raviscanina:3 | Raviscanina:3,False
[CLS] Monastier:3 di Treviso shares border with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Monastier:3 di Treviso,Roncade:2 | Roncade:2,False
[CLS] Welschnofen:5 shares border with [MASK] [MASK] [MASK] . [SEP],U . S,Pozza:2 di Fassa:2 | Pozza:2 di Fassa:2,False
[CLS] Hebi:2 shares border with [MASK] [MASK] . [SEP],Hebi:2,Xinxiang:4 | Xinxiang:4,False
[CLS] Orune:2 shares border with [MASK] [MASK] . [SEP],Orune:2,Nuoro:2 | Nuoro:2,False
