sentence,prediction,gold,is_same
[CLS] dipotassium:4 tartrate:3 consists of [MASK] [MASK] . [SEP],two compounds,potassium:3 | K | element 19 | kalium:2 | potassium:3,False
[CLS] basement membrane consists of [MASK] [MASK] [MASK] [MASK] . [SEP],: . . .,basal lamina:2 | GO : 0005605:4 | basal lamina:2 | basement lamina:2,False
[CLS] Leeward:2 Antilles consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Caribbean and the Caribbean,Bonaire:2 | Bonaire:2 | Boneiru:2,False
[CLS] Wagon:2 Wheels:2 consists of [MASK] [MASK] . [SEP],Wheels:2,marshmallow:4 | marshmallow:4,False
[CLS] bone remodeling:3 consists of [MASK] [MASK] [MASK] [MASK] . [SEP],bone remodeling:3,bone resorption:3 | GO : 0045453:4 | bone resorption:3,False
[CLS] Shed:2 Seven consists of [MASK] [MASK] [MASK] [MASK] . [SEP],the Shed:2 Seven,Rick Witter:2 | Rick Witter:2,False
[CLS] Fair Ground consists of [MASK] [MASK] [MASK] . [SEP],the Fair Ground,Pete Lesperance:3 | Pete Lesperance:3,False
[CLS] After School consists of [MASK] [MASK] [MASK] [MASK] . [SEP],: B . B,Raina:2 | Oh Hye:2 - rin | Raina:2 | 레이나:2 | 오혜린:3,False
[CLS] Hawkwind:2 consists of [MASK] [MASK] [MASK] . [SEP],: Hawkwind:2,Keith Hale | Keith Hale,False
[CLS] Southeastern:2 Conference consists of [MASK] [MASK] [MASK] [MASK] . [SEP],the conference of conferences,Vanderbilt Commodores:2 | Vanderbilt Commodores:2 | Vanderbilt University sports teams,False
[CLS] Stonefunkers:4 consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],in - and in -,Papa Dee | Papa Dee,False
[CLS] Lunatic:2 Soul consists of [MASK] [MASK] . [SEP],two tracks,Mariusz:2 Duda:2 | Mariusz:2 Duda:2,False
