sentence,prediction,gold,is_same
[CLS] Viceroyalty:4 of New Granada is located in [MASK] [MASK] . [SEP],New Granada,South America | América del Sur | América do Sul | South America,False
[CLS] Pilcomayo:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Pilcomayo:4,South America | América del Sur | América do Sul | South America,False
[CLS] Barbados is located in [MASK] [MASK] [MASK] . [SEP],the Atlantic Ocean,North America | NA | North America,False
[CLS] San Juan River is located in [MASK] [MASK] . [SEP],San Juan,North America | NA | North America,False
[CLS] Bahamas is located in [MASK] [MASK] [MASK] . [SEP],the Atlantic Ocean,North America | NA | North America,False
[CLS] California is located in [MASK] [MASK] [MASK] . [SEP],U . S,North America | NA | North America,False
[CLS] Dominican Republic is located in [MASK] [MASK] . [SEP],Latin America,North America | NA | North America,False
[CLS] São Paulo is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the south - west,South America | América del Sur | América do Sul | South America,False
[CLS] Colorado River is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the state of Colorado,North America | NA | North America,False
[CLS] Courantyne:3 River is located in [MASK] [MASK] [MASK] . [SEP],the United States,South America | América del Sur | América do Sul | South America,False
[CLS] St . Clair River is located in [MASK] [MASK] [MASK] . [SEP],the York County,North America | NA | North America,False
[CLS] Brokopondo:3 District is located in [MASK] [MASK] . [SEP],the district,South America | América del Sur | América do Sul | South America,False
[CLS] Potomac River is located in [MASK] [MASK] [MASK] . [SEP],"Washington , D",North America | NA | North America,False
[CLS] Hermite:2 Islands is located in [MASK] [MASK] [MASK] . [SEP],Hermite:2 Islands,South America | América del Sur | América do Sul | South America,False
[CLS] Red River of the South is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Red River of the South,North America | NA | North America,False
[CLS] Amazon rainforest:3 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Amazon rainforest:3,South America | América del Sur | América do Sul | South America,False
[CLS] Rio Negro is located in [MASK] [MASK] . [SEP],Rio Negro,South America | América del Sur | América do Sul | South America,False
[CLS] Mount Shuksan:3 is located in [MASK] [MASK] [MASK] . [SEP],Shuksan:3,North America | NA | North America,False
[CLS] Guadalajara is located in [MASK] [MASK] [MASK] . [SEP],"Guadalajara , Guadalajara",North America | NA | North America,False
[CLS] history of North America is located in [MASK] [MASK] [MASK] . [SEP],the Plains Plains,North America | NA | North America,False
[CLS] Willamette:3 River is located in [MASK] [MASK] [MASK] . [SEP],W . W,North America | NA | North America,False
[CLS] Argentina is located in [MASK] [MASK] [MASK] . [SEP],the Chaco Chaco,South America | América del Sur | América do Sul | South America,False
[CLS] Paraguay River is located in [MASK] . [SEP],Paraguay,South America | América del Sur | América do Sul | South America,False
[CLS] Republic of Independent Guyana is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the Republic of Guyana,South America | América del Sur | América do Sul | South America,False
[CLS] Hispaniola:2 is located in [MASK] [MASK] [MASK] . [SEP],the Atlantic Ocean,North America | NA | North America,False
