sentence,prediction,gold,is_same
[CLS] [MASK] [MASK] participated in the 1990 FIFA World Cup . [SEP],The Netherlands,Sweden national football team | Blågult:4 | Sveriges herrlandslag:3 i fotboll:3 | Sweden national football team,False
[CLS] [MASK] [MASK] participated in the 2014 FIFA World Cup . [SEP],The Netherlands,Chile national football team | Bicampeon:4 | Chile national football team | Chile national soccer team | Chilean national football team | Chilean national soccer team | Selección de fútbol de Chile,False
[CLS] [MASK] [MASK] participated in the 1999 Russian Top Division . [SEP],The team,Spartak Moscow | FC Spartak Moscow | Spartak Moscow,False
[CLS] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP],The Netherlands,Sweden national football team | Blågult:4 | Sveriges herrlandslag:3 i fotboll:3 | Sweden national football team,False
[CLS] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP],The Netherlands,Paraguay national football team | Paraguay national football team | Selección de fútbol de Paraguay,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1996 . [SEP],The Netherlands,Romania national football team | Romania national football team | Romania national soccer team,False
[CLS] [MASK] [MASK] participated in the 1978 FIFA World Cup . [SEP],The Netherlands,Netherlands national football team | Nederlands voetbalelftal:2 | Netherlands national football team | Oranje,False
[CLS] [MASK] [MASK] [MASK] [MASK] participated in the Super Bowl XXI . [SEP],The Miami Dolphins:2,Denver Broncos | Broncos | Denver Broncos,False
[CLS] [MASK] [MASK] participated in the 1990 FIFA World Cup . [SEP],The Netherlands,Spain national football team | La Furia:2 | La Furia:2 Española | La Furia:2 Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury,False
[CLS] [MASK] [MASK] [MASK] participated in the Super Bowl V . [SEP],The team also,Dallas Cowboys | Cowboys | Dallas Cowboys,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 2004 . [SEP],The Netherlands,Croatia national football team | Croatia national football team | Hrvatska nogometna:3 reprezentacija:4 | Vatreni:3,False
[CLS] [MASK] [MASK] participated in the 1986 FIFA World Cup . [SEP],The Netherlands,Soviet Union national football team | Soviet Union national football team | Soviet Union national soccer team,False
[CLS] [MASK] participated in the 2003 Russian Premier League . [SEP],They,Spartak Moscow | FC Spartak Moscow | Spartak Moscow,False
[CLS] [MASK] [MASK] participated in the 1998 FIFA World Cup . [SEP],The Netherlands,Germany national football team | Deutsche Fußballnationalmannschaft:3 | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team,False
[CLS] [MASK] [MASK] participated in the 2010 FIFA World Cup . [SEP],The Netherlands,New Zealand national football team | All Whites:2 | New Zealand national football team,False
[CLS] [MASK] [MASK] participated in the 1990 FIFA World Cup . [SEP],The Netherlands,Belgium national football team | Belgium national football team | Red Devils,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1968 . [SEP],The Netherlands,Italy national football team | Gli Azzurri:3 | Italy national football team | Nazionale di calcio dell ' Italia | Squadra:2 Azzurza:3,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1992 . [SEP],The Netherlands,France national football team | France national football team | Équipe de France de football,False
[CLS] [MASK] [MASK] participated in the 2014 FIFA World Cup . [SEP],The Netherlands,Ghana national football team | Black Stars | Ghana national football team,False
[CLS] [MASK] [MASK] [MASK] participated in the World Bowl ' 99 . [SEP],The team also,Frankfurt Galaxy | Francfort:2 Galaxy | Frankfurt Galaxy,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1992 . [SEP],The Netherlands,Denmark national football team | Danish football team | Danish national football selection | Danish national football selection team | Danish national football team | Danish national selection | Danish national selection team | Danish national soccer selection | Danish national soccer selection team | Danish national soccer team | Danish soccer team | Danmarks fodboldlandshold:4 | Denmark football team | Denmark national football team | Denmark national selection | Denmark national selection team | Denmark national soccer team | Denmark soccer team,False
[CLS] [MASK] [MASK] participated in the 1974 FIFA World Cup . [SEP],The Netherlands,Australia national association football team | Australia national association football team | Australia national soccer team | Socceroos:2,False
[CLS] [MASK] [MASK] participated in the 2006 FIFA World Cup . [SEP],The Netherlands,United States men ' s national soccer team | US men ' s national soccer team | US national soccer team | USA men ' s national soccer team | USA men ' s soccer team | USA national soccer team | USA national team | USMNT:3 | United States men ' s national soccer team | United States national football team | United States national soccer team | United States national team,False
[CLS] [MASK] [MASK] participated in the 1986 FIFA World Cup . [SEP],The Netherlands,Italy national football team | Gli Azzurri:3 | Italy national football team | Nazionale di calcio dell ' Italia | Squadra:2 Azzurza:3,False
[CLS] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP],The Netherlands,France national football team | France national football team | Équipe de France de football,False
[CLS] [MASK] [MASK] participated in the 1958 FIFA World Cup . [SEP],The Netherlands,Brazil national football team | Brazil national football team | Selecao:3 | Seleçao:3 | Seleção Brasileira de Futebol,False
[CLS] [MASK] [MASK] participated in the 2013 FIFA Confederations:2 Cup . [SEP],The Netherlands,Italy national football team | Gli Azzurri:3 | Italy national football team | Nazionale di calcio dell ' Italia | Squadra:2 Azzurza:3,False
[CLS] [MASK] [MASK] [MASK] participated in the World Bowl ' 99 . [SEP],The team also,Barcelona Dragons | Barcelona Dragons | FC Barcelona Dragons,False
[CLS] [MASK] [MASK] participated in the 1990 FIFA World Cup . [SEP],The Netherlands,Colombia national football team | Colombia | Colombia national football team | Selección de fútbol de Colombia,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1980 . [SEP],The Netherlands,England national football team | England | England national football team | Three Lions,False
[CLS] [MASK] [MASK] [MASK] participated in the UEFA Euro 2012 . [SEP],The following teams,Germany national football team | Deutsche Fußballnationalmannschaft:3 | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team,False
[CLS] [MASK] [MASK] [MASK] participated in the Super Bowl XXXI:2 . [SEP],The Seahawks:2,New England Patriots | Boston Patriots | New England Patriots | Pats:2 | The New England Patriots,False
[CLS] [MASK] [MASK] participated in the 2014 FIFA World Cup . [SEP],The Netherlands,Argentina national football team | Argentina national football team | Selección de fútbol de Argentina,False
[CLS] [MASK] [MASK] participated in the 1998 FIFA World Cup . [SEP],The Netherlands,Austria national football team | Austria national football team | Austria national soccer team | Austrian national football team | Austrian national soccer team | Österreichische Fußballnationalmannschaft:3,False
[CLS] [MASK] [MASK] participated in the 1998 FIFA World Cup . [SEP],The Netherlands,Saudi Arabia national football team | Saudi Arabia national football team | Saudi Arabia national soccer team | Saudi Arabia national team | Saudi national football team | Saudi national soccer team | Saudi national team,False
[CLS] [MASK] [MASK] participated in the 1990 FIFA World Cup . [SEP],The Netherlands,Argentina national football team | Argentina national football team | Selección de fútbol de Argentina,False
[CLS] [MASK] [MASK] participated in the 1938 FIFA World Cup . [SEP],The Netherlands,Swiss national football team | Nazionale di calcio della Svizzera | Schweizer Fussballnationalmannschaft:5 | Swiss national football team | Switzerland national football team | Équipe de Suisse de football,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 2004 . [SEP],The Netherlands,Spain national football team | La Furia:2 | La Furia:2 Española | La Furia:2 Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury,False
[CLS] [MASK] [MASK] [MASK] participated in the 2010 Stanley Cup Finals . [SEP],The Jersey Devils,Philadelphia Flyers | Flyers | Philadelphia Flyers | Philly:2 Flyers,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1980 . [SEP],The Netherlands,Greece national football team | Greece national football team,False
[CLS] [MASK] [MASK] [MASK] participated in the UEFA Euro 2012 . [SEP],The following teams,England national football team | England | England national football team | Three Lions,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 2004 . [SEP],The Netherlands,England national football team | England | England national football team | Three Lions,False
[CLS] [MASK] [MASK] [MASK] participated in the Super Bowl XLVIII:3 . [SEP],The Seahawks:2,Seattle Seahawks:2 | Seattle Seahawks:2,False
[CLS] [MASK] [MASK] [MASK] participated in the Super Bowl XVI . [SEP],The Seahawks:2,San Francisco 49ers:2 | 49ers:2 | San Francisco 49ers:2,False
[CLS] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP],The Netherlands,Senegal national football team | Senegal national football team | Senegal national soccer team | Senegal national team,False
[CLS] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP],The Netherlands,Croatia national football team | Croatia national football team | Hrvatska nogometna:3 reprezentacija:4 | Vatreni:3,False
[CLS] [MASK] [MASK] participated in the 1954 FIFA World Cup . [SEP],The Netherlands,Uruguay national football team | Ganamos:2 siempre | La Celeste:2 | Los Charruas:3 | Uruguay national football team,False
[CLS] [MASK] [MASK] participated in the 1930 FIFA World Cup . [SEP],The Netherlands,Peru national football team | Peru national football team | Selección de fútbol de Perú,False
[CLS] [MASK] [MASK] [MASK] participated in the World Bowl ' 98 . [SEP],The team also,Rhein Fire | Rhein Fire,False
[CLS] [MASK] [MASK] participated in the 2010 FIFA World Cup . [SEP],The Netherlands,Spain national football team | La Furia:2 | La Furia:2 Española | La Furia:2 Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury,False
[CLS] [MASK] [MASK] participated in the 2008 Africa Cup of Nations Final . [SEP],He also,Egypt national football team | Egypt national football team | Egypt national football team 2 | Egypt national soccer team | Egypt national team | The Pharaohs:4,False
[CLS] [MASK] participated in the 2010 Russian Premier League . [SEP],They,FC Rostov | FC Rostov,False
[CLS] [MASK] [MASK] [MASK] participated in the Super Bowl XXXIX:2 . [SEP],The Seahawks:2,Philadelphia Eagles | Eagles | Philadelphia Eagles | The Birds,False
[CLS] [MASK] [MASK] participated in the 1998 FIFA World Cup . [SEP],The Netherlands,Spain national football team | La Furia:2 | La Furia:2 Española | La Furia:2 Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury,False
[CLS] [MASK] [MASK] [MASK] participated in the 2011 Copa América . [SEP],His national team,Uruguay national football team | Ganamos:2 siempre | La Celeste:2 | Los Charruas:3 | Uruguay national football team,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 2000 . [SEP],The Netherlands,France national football team | France national football team | Équipe de France de football,False
[CLS] [MASK] [MASK] participated in the 1994 FIFA World Cup . [SEP],The Netherlands,Romania national football team | Romania national football team | Romania national soccer team,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 1996 . [SEP],The Netherlands,Scotland national football team | Scotland national football team | Scotland national soccer team | Scotland national team | Scottish National Football Team,False
[CLS] [MASK] [MASK] participated in the UEFA Euro 2004 . [SEP],The Netherlands,Swiss national football team | Nazionale di calcio della Svizzera | Schweizer Fussballnationalmannschaft:5 | Swiss national football team | Switzerland national football team | Équipe de Suisse de football,False
[CLS] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP],The Netherlands,Cameroon national football team | Cameroon national football team | Cameroon national soccer team | Équipe du Cameroun de football,False
[CLS] [MASK] [MASK] [MASK] participated in the UEFA Euro 2008 . [SEP],The following teams,Germany national football team | Deutsche Fußballnationalmannschaft:3 | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team,False
[CLS] [MASK] [MASK] participated in the 2014 FIFA World Cup . [SEP],The Netherlands,Belgium national football team | Belgium national football team | Red Devils,False
