sentence,prediction,gold,is_same
[CLS] The headquarter:3 of The Soufflet:3 Group is in [MASK] [MASK] [MASK] . [SEP],U . S,Nogent:2 - sur - Seine | Nogent:2 - sur - Seine,False
[CLS] The headquarter:3 of LSR:2 Group is in [MASK] [MASK] [MASK] . [SEP],LSR:2 Group,Saint Petersburg | Leningrad | Petersburg | Petrograd:2 | Saint Petersburg | Sankt - Peterburg:2 | St Petersburg | St . Petersburg,False
[CLS] The headquarter:3 of Forsythe:3 Technology is in [MASK] [MASK] [MASK] . [SEP],U . S,"Skokie:3 | Niles:2 Center | Skokie:3 | Skokie:3 , Illinois",False
[CLS] The headquarter:3 of Vojvođanska:5 banka:2 is in [MASK] [MASK] [MASK] [MASK] . [SEP],Vojvođa:4,Novi Sad | Novi Sad | Ujvidek:4 | Újvidék:3 | Нови Сад,False
[CLS] The headquarter:3 of Evagoras:3 Paphos:3 is in [MASK] [MASK] . [SEP],the city,Paphos:3 | Pafos:2 | Paphos:3 | Páfos:3,False
[CLS] The headquarter:3 of Ehime:3 Asahi Television is in [MASK] [MASK] [MASK] . [SEP],Ehime:3,Matsuyama:3 | Matsuyama:3,False
[CLS] The headquarter:3 of Clube Esportivo:2 Lajeadense:3 is in [MASK] [MASK] . [SEP],São Paulo,"Lajeado:3 , Rio Grande do Sul | Lajeado:3 , Rio Grande do Sul",False
[CLS] The headquarter:3 of Pordenone:3 Calcio S . S . D . is in [MASK] [MASK] [MASK] . [SEP],Pordenone:3,Pordenone:3 | Pordenone:3,True
[CLS] The headquarter:3 of Sony Pictures Television is in [MASK] [MASK] [MASK] . [SEP],San San San,"Culver:2 City | Culver:2 City | Culver:2 City , California",False
[CLS] The headquarter:3 of Open Society Foundations:2 is in [MASK] [MASK] [MASK] . [SEP],U . S,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs:2",False
[CLS] The headquarter:3 of No . 8 Squadron RAF is in [MASK] [MASK] [MASK] . [SEP],Wexford:3,RAF Waddington:3 | EGXW:4 | RAF Waddington:3 | Royal Air Force Waddington:3 | WTN:3,False
[CLS] The headquarter:3 of University of Isfahan:2 is in [MASK] [MASK] . [SEP],Isfahan:2,Isfahan:2 | Aspadāna:3 | Culture City Of Iran | Esfahan:2 | Esfahān:3 | Hispahan:3 | IFN:2 | Isfahan:2 | Isfahān:3 | Ispahan:3 | Ispahān:3 | Sepahan:2 | Spahan:2 | Spahān:3,True
[CLS] The headquarter:3 of HAL:2 Laboratory is in [MASK] [MASK] [MASK] . [SEP],U . S,Chiyoda:3 - ku | Chiyoda:3 | Chiyoda:3 - ku,False
[CLS] The headquarter:3 of Evros:3 Soufli:3 is in [MASK] [MASK] . [SEP],The Hague,Soufli:3 | Soufli:3,False
[CLS] The headquarter:3 of Maccabi Netanya:2 F . C . is in [MASK] [MASK] . [SEP],Tel Aviv,Netanya:2 | Nathania:2 | Natāniyā:4 | Netanja:2 | Netanya:2 | נתניה:3 | نتانيا:3,False
[CLS] The headquarter:3 of Lockheed Missiles:2 and Space Company is in [MASK] [MASK] [MASK] . [SEP],U . S,"Sunnyvale:2 | City of Sunnyvale:2 | Sunnyvale:2 | Sunnyvale:2 , California",False
[CLS] The headquarter:3 of 307th:2 Fighter Squadron is in [MASK] [MASK] [MASK] . [SEP],U . S,Seymour Johnson Air Force Base | Seymour Johnson Air Force Base,False
[CLS] The headquarter:3 of Chronic:2 Logic is in [MASK] [MASK] [MASK] . [SEP],U . S,"Santa Cruz | Santa Cruz | Santa Cruz , California",False
[CLS] The headquarter:3 of The Collective is in [MASK] [MASK] [MASK] . [SEP],U . S,"Newport Beach | Newport Beach | Newport Beach , CA | Newport Beach , California",False
[CLS] The headquarter:3 of NComputing:4 is in [MASK] [MASK] [MASK] [MASK] . [SEP],NComputing:4,"San Mateo | City of San Mateo | San Mateo | San Mateo City | San Mateo , California",False
[CLS] The headquarter:3 of Dynamics Research Corporation is in [MASK] [MASK] [MASK] . [SEP],U . S,"Andover:2 | Andover:2 | Andover:2 , Massachusetts",False
[CLS] The headquarter:3 of Laughing:2 Squid:3 is in [MASK] [MASK] [MASK] . [SEP],St . St,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs:2",False
[CLS] The headquarter:3 of KVINT:3 is in [MASK] [MASK] [MASK] . [SEP],KVINT:3,Tiraspol:3 | Tiraspol:3 | Tiraspol:3 ' | Tyraspol:3 | טירספול:4 | טרעשפּיל:6,False
[CLS] The headquarter:3 of FK Velež:3 Mostar:2 is in [MASK] [MASK] . [SEP],Mostar:2,Mostar:2 | Mostar:2,True
[CLS] The headquarter:3 of Techint:2 is in [MASK] [MASK] . [SEP],the city,"Buenos Aires | Autonomous City of Buenos Aires | Buenos Aires | Buenos Aires , Argentina | Buenos Ayres:2",False
[CLS] The headquarter:3 of Bioderma:3 is in [MASK] [MASK] . [SEP],El Salvador,Aix - en - Provence | Ais:2 de Prouvènço:4 | Ais:2 de Provença | Aix | Aix - en - Provence,False
[CLS] The headquarter:3 of Kawasaki Heavy Industries Ship & Offshore:3 Structure Company is in [MASK] [MASK] [MASK] . [SEP],Kawasaki Heavy Industries,Kōbe:3 | Kobe | Kobe City | Kobe - shi | Kōbe:3 | Kōbe:3 City | Kōbe:3 - shi,False
[CLS] The headquarter:3 of Oneupweb:3 is in [MASK] [MASK] [MASK] . [SEP],New South Wales,"Traverse:2 City | Traverse:2 City | Traverse:2 City , Michigan",False
[CLS] The headquarter:3 of Hearst:2 Television is in [MASK] [MASK] [MASK] . [SEP],Hounslow:3,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs:2",False
[CLS] The headquarter:3 of 1 Canadian Mechanized:3 Brigade Group is in [MASK] [MASK] [MASK] . [SEP],U . S,3rd Division Support Base | 3CDSB:4 | 3rd Canadian Division Support Base Edmonton | 3rd Division Support Base | CFB:2 Edmonton | CYED:3 | Canadian Forces Base Edmonton | Edmonton Garrison | Lancaster Park | YED:2,False
[CLS] The headquarter:3 of First Somali Bank is in [MASK] . [SEP],Somalia,Mogadishu:4 | Hamar | Maqadīshū:6 | Mogadishu:4 | The Seat of the Shah | Xamar:2,False
[CLS] The headquarter:3 of Orkney:3 Ferries:2 is in [MASK] [MASK] [MASK] . [SEP],Orkney:3,Kirkwall:2 | Kirkwall:2,False
[CLS] The headquarter:3 of Sunn:2 Classic Pictures is in [MASK] [MASK] [MASK] . [SEP],U . S,"Park City | Park City | Park City , Utah",False
[CLS] The headquarter:3 of Caffarel:3 is in [MASK] [MASK] [MASK] . [SEP],Caffarel:3,Luserna:3 San Giovanni | Luserna:3 San Giovanni,False
[CLS] The headquarter:3 of Brush:2 Traction:2 is in [MASK] [MASK] . [SEP],Brush:2,Loughborough:3 | Loughborough:3,False
[CLS] The headquarter:3 of FC Spartak Ivano:2 - Frankivsk:3 is in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ivano:2 - Frankiv:2,Ivano:2 - Frankivsk:3 | Ivano:2 Frankovsk:3 | Ivano:2 - Frankivs:3 ' k | Ivano:2 - Frankivsk:3 | Iwano:2 Frankowsk:3 | Stanislau:3 | Stanislav | Stanislavov:2 | Stanislaw:3 | Stanislawow:4 | Stanisle:3 | Stanislev:3 | Stanislo:3 | Stanislowow:4 | Stanisławów:2 | Stanyslaviv:4,False
[CLS] The headquarter:3 of PC World is in [MASK] [MASK] [MASK] . [SEP],O . O,"San Francisco | Baghdad by the Bay | City and County of San Francisco | Frisco:3 | Paris of the West | SF | SFO:2 | San Fran | San Francisco | San Francisco County | San Francisco County , California | San Francisco , California | The City by the Bay | The Golden City",False
[CLS] The headquarter:3 of National Aerospace Laboratories:2 is in [MASK] [MASK] [MASK] . [SEP],U . S,Bengaluru:2 | Bangalore | Bengaluru:2 | Namma:2 Bengaluru:2,False
[CLS] The headquarter:3 of Atlantic Lottery:2 Corporation is in [MASK] [MASK] . [SEP],New York,Moncton:3 | Moncton:3,False
[CLS] The headquarter:3 of Mexican Mafia is in [MASK] [MASK] . [SEP],Mexico City,"Los Angeles | City of Angels | City of Los Angeles | Double Dubuque:3 | L . A . | LA | LA , California | La La Land | Los Angeles | Los Angeles , California | Pink City | The town of Our Lady the Queen of the Angels of the Little Portion:2 | Tinsel:2 Town",False
[CLS] The headquarter:3 of Boca Juniors is in [MASK] [MASK] . [SEP],La Plata,"Buenos Aires | Autonomous City of Buenos Aires | Buenos Aires | Buenos Aires , Argentina | Buenos Ayres:2",False
[CLS] The headquarter:3 of CSG:2 Holding is in [MASK] [MASK] . [SEP],The Hague,Shenzhen:2 | Shenzhen:2,False
[CLS] The headquarter:3 of ModCloth:4 is in [MASK] [MASK] [MASK] [MASK] . [SEP],ModCloth:4,"San Francisco | Baghdad by the Bay | City and County of San Francisco | Frisco:3 | Paris of the West | SF | SFO:2 | San Fran | San Francisco | San Francisco County | San Francisco County , California | San Francisco , California | The City by the Bay | The Golden City",False
[CLS] The headquarter:3 of Accrington:3 Stanley F . C . is in [MASK] [MASK] [MASK] [MASK] . [SEP],Accrington:3 Stanley,Accrington:3 | Accrington:3,False
[CLS] The headquarter:3 of Hydrogenics:2 is in [MASK] [MASK] [MASK] . [SEP],U . S,Mississauga:3 | Mississauga:3,False
[CLS] The headquarter:3 of Linode:2 is in [MASK] [MASK] . [SEP],Linode:2,Galloway:2 Township | Galloway:2 Township,False
[CLS] The headquarter:3 of Norsk Hydro:2 Rjukan:2 is in [MASK] [MASK] . [SEP],Rjukan:2,Rjukan:2 | Rjukan:2,True
[CLS] The headquarter:3 of Elva is in [MASK] [MASK] [MASK] [MASK] . [SEP],the city of Elva,Bexhill:3 | Bexhill:3 | Bexhill:3 on Sea | Bexhill:3 - on - Sea,False
[CLS] The headquarter:3 of Istiaia:3 - Aidipsos:3 Municipality is in [MASK] [MASK] [MASK] . [SEP],Istiaia:3,Istiaia:3 | Istiaia:3,True
[CLS] The headquarter:3 of Claremont:2 Institute is in [MASK] [MASK] . [SEP],Claremont:2,"Claremont:2 | City of Claremont:2 | Claremont:2 | Claremont:2 , California",True
[CLS] The headquarter:3 of National Association of Colored:2 Women ' s Clubs is in [MASK] [MASK] . [SEP],the city,"Washington , D . C . | D . C . | DC | District of Columbia | Washington | Washington D . C . | Washington DC | Washington , D . C . | Washington , DC | Washington , District of Columbia",False
[CLS] The headquarter:3 of American Dental:2 Hygienists:3 ' Association is in [MASK] [MASK] [MASK] . [SEP],St . St,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] The headquarter:3 of Imperial Hotels Group is in [MASK] [MASK] [MASK] . [SEP],O . O,Kampala:3 | Kampala:3,False
[CLS] The headquarter:3 of 25th Fighter Squadron is in [MASK] [MASK] [MASK] . [SEP],U . S,Osan:2 Air Base | K - 55 | OSN:2 | Osan:2 AB | Osan:2 AB Airport | Osan:2 AFB:2 | Osan:2 Air Base | RKSO:3,False
[CLS] The headquarter:3 of Talenthouse:2 is in [MASK] [MASK] [MASK] . [SEP],U . S,"Los Angeles | City of Angels | City of Los Angeles | Double Dubuque:3 | L . A . | LA | LA , California | La La Land | Los Angeles | Los Angeles , California | Pink City | The town of Our Lady the Queen of the Angels of the Little Portion:2 | Tinsel:2 Town",False
[CLS] The headquarter:3 of Caucho:3 Technology is in [MASK] [MASK] [MASK] . [SEP],Caucho:3,"San Diego | America ' s Finest:2 City | SD | San Diego | San Diego , California | Sandi:2 | the birthplace:2 of California",False
[CLS] The headquarter:3 of Sterling Publishing is in [MASK] . [SEP],Sterling,"New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs:2",False
[CLS] The headquarter:3 of Fairfield Shipbuilding:2 and Engineering Company is in [MASK] . [SEP],Fairfield,Govan:2 | Govan:2,False
