sentence,prediction,gold,is_same
[CLS] Ascolta:2 il tuo cuore is part of [MASK] [MASK] [MASK] . [SEP],the same song,Le cose che vivi:2 | Le cose che vivi:2,False
[CLS] National Cycle Route 44 is part of [MASK] [MASK] [MASK] . [SEP],National Cycle Route,National Cycle Network | NCN:2 | National Cycle Network,False
"[CLS] Mannix:2 , season 2 is part of [MASK] [MASK] . [SEP]",DC Comics,Mannix:2 | Mannix:2,False
[CLS] Baseball at the 1956 Summer Olympics is part of [MASK] [MASK] [MASK] . [SEP],the Summer Olympics,1956 Summer Olympics | 1956 Summer Olympics | Games of the XVI Olympiad:2 | Melbourne 1956,False
[CLS] June 28 is part of [MASK] [MASK] [MASK] . [SEP],the Julian calendar,Eastern Orthodox liturgical:3 calendar | Eastern Orthodox liturgical:3 calendar,False
[CLS] Eastern Command is part of [MASK] [MASK] . [SEP],Eastern Command,Indian Army | Army of India | Bharatiya:4 Thalsena:3 | Bhāratīya:5 Thalsēnā:4 | IA | Indian Army | ar India,False
[CLS] Whatever:2 It Takes is part of [MASK] [MASK] . [SEP],Girls Girls,Who We Are | Who We Are,False
[CLS] Adventure Express is part of [MASK] [MASK] . [SEP],Adventure Express,Kings Island | Kings Island,False
[CLS] 2012 United States men ' s Olympic basketball team is part of [MASK] [MASK] [MASK] . [SEP],the tournament tournament,2012 Summer Olympics | 2012 London Olympics | 2012 Olympics | 2012 Summer Olympics | Games of the XXX Olympiad:2 | London 2012 | London Olympics,False
[CLS] U1:2 is part of [MASK] [MASK] . [SEP],U1:2,Berlin U - Bahn | Berlin U - Bahn,False
[CLS] Lewis Peak ( Alaska ) is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Lewis Peak ( Alaska ),Alaska Range | Alaska Range,False
[CLS] Col du Cucheron:3 is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Col du Cucheron:3,Chartreuse:3 Mountains | Chartreuse:3 Mountains,False
[CLS] CommuniCore:5 is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],CommuniCore:5,Walt Disney World Resort | Disney World | WDW:3 | Walt Disney World | Walt Disney World Resort,False
[CLS] Ful:2 Berg is part of [MASK] [MASK] [MASK] . [SEP],Ful:2 Berg,Plessur:2 Alps | Plessur:2 Alps,False
[CLS] Battle of Naseby:2 is part of [MASK] [MASK] [MASK] [MASK] . [SEP],Battle of Naseby:2,English Civil War | English Civil War,False
[CLS] Battle of Kupres:2 ( 1994 ) is part of [MASK] [MASK] [MASK] [MASK] . [SEP],Battle of Kupres:2,Bosnian:2 War | Bosnian:2 War,False
[CLS] Jenny Don ' t Be Hasty:2 is part of [MASK] [MASK] [MASK] . [SEP],the series Glee,These Streets | These Streets,False
[CLS] 2000 United States Grand Prix is part of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],2000 United States Grand Prix,2000 Formula One season | 2000 Formula One season,False
[CLS] Mururata:3 is part of [MASK] [MASK] [MASK] . [SEP],Mururata:3,Cordillera Real | Cordillera Real,False
"[CLS] Please , Please Baby is part of [MASK] [MASK] . [SEP]",the Beatles,Hillbilly:3 Deluxe | Hillbilly:3 Deluxe,False
[CLS] Kauehi:3 is part of [MASK] [MASK] [MASK] . [SEP],Kauehi:3,Tuamotus:3 | Tuamotus:3,False
[CLS] GeoEye:3 is part of [MASK] [MASK] [MASK] . [SEP],GeoEye:3,"DigitalGlobe:4 | DigitalGlobe:4 | DigitalGlobe:4 , Inc .",False
[CLS] Ebisuchō:4 Station is part of [MASK] [MASK] . [SEP],Aichi:2,Osaka Subway | Osaka Metro | Osaka Municipal Subway | Osaka Subway | Osaka rapid transit,False
[CLS] Jade Bight:2 is part of [MASK] [MASK] [MASK] . [SEP],Jade Bight:2,North Sea | North Sea,False
