sentence,prediction,gold,is_same
[CLS] Steven Van Slyke:3 is a [MASK] [MASK] by profession . [SEP],former footballer,chemist:2 | chemist:2 | chemists:3,False
[CLS] Joseph Henry Mensah:2 is a [MASK] [MASK] [MASK] by profession . [SEP],Marine Marine Marine,economist:3 | economist:3,False
[CLS] Lawrence C . Washington is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],Lawrence D . Washington,mathematician:3 | mathematician:3,False
[CLS] Henri Termier:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former amateur boxer,geologist:2 | geologist:2,False
[CLS] Margaret Waters is a [MASK] [MASK] by profession . [SEP],tennis player,serial killer | serial killer,False
[CLS] Ashley Hames:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,television presenter | TV host | TV presenter | host | hostess:2 | television host | television presenter,False
[CLS] Ellie Harrison is a [MASK] [MASK] [MASK] by profession . [SEP],former tennis player,television presenter | TV host | TV presenter | host | hostess:2 | television host | television presenter,False
[CLS] Menachem:3 Shmuel:3 David Raichik:3 is a [MASK] [MASK] [MASK] by profession . [SEP],Lebanese Lebanese Lebanese,rabbi:2 | Rabbi | rabbi:2,False
[CLS] Belle Starr is a [MASK] [MASK] [MASK] by profession . [SEP],star star star,outlaw:2 | outlaw:2,False
[CLS] George Barrow is a [MASK] [MASK] [MASK] by profession . [SEP],bar bar bar,geologist:2 | geologist:2,False
[CLS] Balabhaskar:4 is a [MASK] [MASK] by profession . [SEP],social worker,record producer | music producer | record producer,False
[CLS] Felicia:2 Langer:2 is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],German - German German,human rights activist | human rights activist | human rights defender,False
[CLS] Annette de la Renta:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former tennis player,socialite:2 | socialite:2,False
[CLS] Michael Perricone:3 is a [MASK] [MASK] [MASK] by profession . [SEP],former baseball player,audio engineer | audio engineer | music engineer | musical engineer | recording engineer | sound director | sound engineer | sound producer,False
[CLS] Ikram:2 Yakubov:3 is a [MASK] [MASK] [MASK] by profession . [SEP],Azerbaijani:2 footballer,intelligence officer | intelligence officer,False
[CLS] Norma Aleandro:3 is a [MASK] [MASK] [MASK] by profession . [SEP],former tennis player,theater director | director | play director | stage director | theater director | theatre director,False
[CLS] Birger:2 Wernerfelt:2 is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],German - German German,economist:3 | economist:3,False
[CLS] Alexander P . Yefremov:3 is a [MASK] [MASK] by profession . [SEP],commander commander,physicist:3 | physicist:3,False
[CLS] Richard Palmer - James is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,lyricist:3 | lyricist:3,False
[CLS] Eugene McGuinness:5 is a [MASK] [MASK] by profession . [SEP],former boxer,singer - songwriter | singer songwriter | singer - songwriter | singer / songwriter | singersongwriter:3,False
[CLS] Peter Markle:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,television director | TV director | television director,False
[CLS] Joseph Kitchin:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,statistician:3 | statistician:3,False
[CLS] Sheryl:2 Rubio is a [MASK] [MASK] [MASK] by profession . [SEP],professional basketball player,singer - songwriter | singer songwriter | singer - songwriter | singer / songwriter | singersongwriter:3,False
[CLS] Pauline Bebe:2 is a [MASK] [MASK] [MASK] by profession . [SEP],West - German,rabbi:2 | Rabbi | rabbi:2,False
[CLS] John Iliffe:3 is a [MASK] [MASK] [MASK] by profession . [SEP],former basketball player,dentist:2 | dental surgeon | dental surgeons:2 | dentist:2 | dentists:3,False
[CLS] John Edward Campbell is a [MASK] [MASK] [MASK] by profession . [SEP],Campbell Campbell player,mathematician:3 | mathematician:3,False
[CLS] Charles Repole:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,theater director | director | play director | stage director | theater director | theatre director,False
[CLS] Marie Vitalis:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former French player,flying ace:2 | air ace:2 | fighter ace:2 | flying ace:2,False
[CLS] George A . Eddy is a [MASK] [MASK] [MASK] by profession . [SEP],Major League Baseball,economist:3 | economist:3,False
[CLS] Misaki:2 Kuno is a [MASK] [MASK] [MASK] by profession . [SEP],Japanese judoka:2,seiyū:2 | seiyu:2 | seiyuu:3 | seiyū:2,False
[CLS] Mario is a [MASK] [MASK] by profession . [SEP],tennis player,singer - songwriter | singer songwriter | singer - songwriter | singer / songwriter | singersongwriter:3,False
[CLS] William of Wallingford:3 is a [MASK] [MASK] by profession . [SEP],nobleman:2,monk:2 | monk:2,False
[CLS] Jessica Rizzo:3 is a [MASK] [MASK] [MASK] by profession . [SEP],former basketball player,pornographic:3 actor | porn:2 actor | porn:2 actress | porn:2 star | pornactor:3 | pornographic:3 actor | pornographic:3 actress | pornographic:3 film actor | pornstar:3,False
[CLS] Plutonic:2 Lab is a [MASK] [MASK] [MASK] by profession . [SEP],pro pro pro,record producer | music producer | record producer,False
[CLS] Fumihiko:3 Tachiki:3 is a [MASK] [MASK] by profession . [SEP],judoka:2,seiyū:2 | seiyu:2 | seiyuu:3 | seiyū:2,False
[CLS] Anil:2 Mehta:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,cinematographer:3 | DOP:2 | cinematographer:3 | director of photography,False
[CLS] Bob Alper:2 is a [MASK] [MASK] [MASK] by profession . [SEP],bobsledder:3,rabbi:2 | Rabbi | rabbi:2,False
[CLS] Uesugi:3 Tomosada:2 is a [MASK] [MASK] by profession . [SEP],judoka:2,samurai:2 | buke:2 | bushi:2 | samurai:2,False
[CLS] Susan Einzig:2 is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],German - German German,illustrator:2 | illustrator:2,False
[CLS] Gareth Wiley is a [MASK] [MASK] by profession . [SEP],professional footballer,film producer | film producer | movie producer | producer,False
[CLS] Walter Courtney Rowden:2 is a [MASK] [MASK] by profession . [SEP],former boxer,film director | director | film director | motion picture director | movie director,False
[CLS] Hattie:2 McDaniel:5 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,singer - songwriter | singer songwriter | singer - songwriter | singer / songwriter | singersongwriter:3,False
[CLS] Stanisław Zamecznik:3 is a [MASK] [MASK] by profession . [SEP],Polish footballer,graphic designer | graphic designer,False
[CLS] Auguste Scheurer:3 - Kestner:3 is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],German - German German,chemist:2 | chemist:2 | chemists:3,False
[CLS] Stacy Offner:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former tennis player,rabbi:2 | Rabbi | rabbi:2,False
[CLS] Luciano Araya:2 is a [MASK] [MASK] by profession . [SEP],professional footballer,association football player | association football player | association footballer | football player | footballer | soccer player,False
[CLS] Jacques Wirtz:2 is a [MASK] [MASK] [MASK] by profession . [SEP],pharmacist:3,landscape architect | landscape architect | landscape designer | landscape gardener:2,False
[CLS] Mario Miranda is a [MASK] [MASK] by profession . [SEP],professional footballer,cartoonist:2 | animator:2 | cartoonist:2 | graphic artist | illustrator:2,False
[CLS] Bathsheba:3 Ratzkoff:3 is a [MASK] [MASK] [MASK] by profession . [SEP],former basketball player,film director | director | film director | motion picture director | movie director,False
[CLS] Lyudmil:4 Kirkov:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,film director | director | film director | motion picture director | movie director,False
[CLS] Manuel Ycaza:3 is a [MASK] [MASK] by profession . [SEP],professional footballer,jockey:2 | jockey:2,False
[CLS] Tom Graeff:3 is a [MASK] [MASK] [MASK] by profession . [SEP],rugby union player,film director | director | film director | motion picture director | movie director,False
[CLS] Ralph Glasser:2 is a [MASK] [MASK] [MASK] by profession . [SEP],former football player,economist:3 | economist:3,False
[CLS] John Kersey:2 the elder is a [MASK] [MASK] [MASK] by profession . [SEP],rowing:2 row,mathematician:3 | mathematician:3,False
[CLS] Adolf Ferdinand Duflos:3 is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],German - German German,pharmacist:3 | chemist:2 | druggist:2 | pharmacist:3 | pharmacists:4,False
[CLS] Jeanne Campbell is a [MASK] [MASK] by profession . [SEP],tennis player,socialite:2 | socialite:2,False
[CLS] Robertus:2 Anglicus:3 is a [MASK] [MASK] [MASK] by profession . [SEP],Roman Roman Roman,astronomer:2 | astronomer:2,False
[CLS] Alma Dawson is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],Cyclist:4,librarian:2 | librarian:2 | library staff,False
[CLS] Walter Rudin:2 is a [MASK] [MASK] [MASK] [MASK] by profession . [SEP],German - German German,mathematician:3 | mathematician:3,False
[CLS] Jacob ben Judah:2 Landau is a [MASK] [MASK] [MASK] by profession . [SEP],Palestinian Palestinian Palestinian,rabbi:2 | Rabbi | rabbi:2,False
