sentence,prediction,gold,is_same
[CLS] Peter Joseph Triest:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Sharif al - Murtadha:3 is affiliated with the [MASK] [MASK] [MASK] religion . [SEP],Shi Shi Shi,Shia:2 Islam | Shi ' a Islam | Shia:2 Islam | Shiah:2 Islam | Shiism:2 | Shiʿa:3 Islam | Shīa:4 Islam,False
[CLS] Alfred Leo Abramowicz:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Jonathan Wells is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Unification:2 Church | Unification:2 Church,False
[CLS] Patrick Desbois:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] MidAmerica:4 Nazarene:3 University is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Church of the Nazarene:3 | Church of the Nazarene:3,False
[CLS] Jean - Marie Vianney:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Louis - Nazaire:3 Bégin:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Hubert Wolf is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Basam:2 Ridha:3 is affiliated with the [MASK] [MASK] religion . [SEP],Shi Shi,Shia:2 Islam | Shi ' a Islam | Shia:2 Islam | Shiah:2 Islam | Shiism:2 | Shiʿa:3 Islam | Shīa:4 Islam,False
[CLS] John Banerjee:3 is affiliated with the [MASK] [MASK] [MASK] religion . [SEP],Shi Shi Shi,"Anglicanism:2 | Anglicanism:2 | Anglicanism:2 , Anglican Church",False
[CLS] Neville Figgis:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,"Anglicanism:2 | Anglicanism:2 | Anglicanism:2 , Anglican Church",False
[CLS] Augustine Obiora:3 Akubeze:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Rino:2 Passigato:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Sahle:2 Selassie:3 is affiliated with the [MASK] [MASK] [MASK] religion . [SEP],Bahrein:3,Ethiopian Orthodox Tewahedo:3 Church | Ethiopian Orthodox Tewahedo:3 Church,False
[CLS] Juan Angel Belda:2 Dardiñá:4 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Adam Stefan Sapieha:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Henry Morton Dexter is affiliated with the [MASK] religion . [SEP],Baptist,congregational:2 church | congregational:2 church | evangelical:4 congregational:2 church,False
[CLS] Fernando de Toledo Oropesa:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Henry Maule:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,"Anglicanism:2 | Anglicanism:2 | Anglicanism:2 , Anglican Church",False
[CLS] Brian E . Daley:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Gerald Douglas is affiliated with the [MASK] [MASK] religion . [SEP],religion of,"Anglicanism:2 | Anglicanism:2 | Anglicanism:2 , Anglican Church",False
[CLS] Joseph W . Estabrook:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Daniel Huntington is affiliated with the [MASK] [MASK] [MASK] religion . [SEP],Church of the,"Anglicanism:2 | Anglicanism:2 | Anglicanism:2 , Anglican Church",False
[CLS] Jean - Claude Périsset:4 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Mona Keijzer:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Timothy Doherty is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Abu al - Hasan al - Esfahani:3 is affiliated with the [MASK] [MASK] [MASK] [MASK] [MASK] religion . [SEP],Shi Shi Shi Shi Shi,Shia:2 Islam | Shi ' a Islam | Shia:2 Islam | Shiah:2 Islam | Shiism:2 | Shiʿa:3 Islam | Shīa:4 Islam,False
[CLS] Luigi del Gallo Roccagiovine:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Zygmunt Zimowski:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] George Mundelein:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Lindsey Wilson College is affiliated with the [MASK] [MASK] religion . [SEP],religion of,United Methodist Church | UMC:2 | United Methodist Church,False
[CLS] Alfred Leonhard Maluma:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Muhammad Ali is affiliated with the [MASK] [MASK] religion . [SEP],Shi ',Sunni:2 Islam | Sunni:2 | Sunni:2 Islam,False
[CLS] Charles Fox Bennett is affiliated with the [MASK] religion . [SEP],Baptist,"Anglicanism:2 | Anglicanism:2 | Anglicanism:2 , Anglican Church",False
[CLS] Fethullah:4 Gülen:2 is affiliated with the [MASK] [MASK] [MASK] religion . [SEP],Bahá ' í,Sunni:2 Islam | Sunni:2 | Sunni:2 Islam,False
[CLS] Enrique Pla y Deniel:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Religious Communities:3 of the Name of Jesus is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Victor - Lucien - Sulpice:2 Lécot:3 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Labouré:2 College is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Penn Jillette:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,libertarianism:3 | libertarianism:3,False
[CLS] Antonio Hernández Gallegos:2 is affiliated with the [MASK] [MASK] religion . [SEP],religion of,Catholic Church | Catholic Church | Church | Roman Apostolic:3 Catholic Church | Roman Catholic Church,False
[CLS] Malone University is affiliated with the [MASK] [MASK] religion . [SEP],school of,Religious Society of Friends | Friends | Quaker:2 | Quakers:2 | Religious Society of Friends | Society of Friends,False
[CLS] Ylikiiminki:5 Church is affiliated with the [MASK] [MASK] [MASK] religion . [SEP],Church of the,Evangelical Lutheran Church of Finland | Church of Finland | Evangelical Lutheran Church of Finland | Lutheran Church of Finland,False
