sentence,prediction,gold,is_same
[CLS] rough breathing:3 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],rough breathing:3,diacritic:3 | accent | accent mark | diacritic:3 | diacritical:3 mark | diacritical:3 point | diacritical:3 sign | diacritics:3,False
[CLS] Human Y - chromosome DNA haplogroup:3 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],DNA haplogroup:3,Haplogroup:3 | Haplogroup:3,False
[CLS] Geosynchronous:5 Satellite Launch Vehicle is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],Satellite Launch Vehicle,launch vehicle | carrier rocket | launch vehicle | transfer segment,False
[CLS] theoretical computer science is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],theoretical computer science,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Açores VR is a subclass:3 of [MASK] [MASK] . [SEP],Açores VR,Portuguese wine | Portuguese wine,False
[CLS] Google Now is a subclass:3 of [MASK] . [SEP],Google,virtual assistant | IPA | IVA:2 | digital assistant | intelligent personal assistant | virtual assistant,False
[CLS] British Rail Class 101 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],British Rail Class 101,diesel multiple unit | DMU:2 | diesel multiple unit,False
[CLS] Himitsu:3 Sentai Gorenger:2 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],Sentai Gorenger:2,Super Sentai | Super Sentai,False
[CLS] palliative:3 care is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],palliative:3 care,health care | delivery of health care | health care | health profession | healthcare:2 | medical care,False
[CLS] Non - modulating:2 essential hypertension:3 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],hypertension:3,"hypertension:3 | "" the silent killer "" | high blood pressure | hypertension:3",True
[CLS] grape:2 ice cream is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],grape:2 ice cream,ice cream | cream ice | ice cream | iced:2 cream,False
[CLS] solvent:2 red 1 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],solvent:2 red,"food coloring:2 | Coloring:2 Agents:2 , Food | Food Colorants:2 | Food Coloring:2 Agents:2 | color additive:2 | food coloring:2",False
[CLS] sour:2 rye:2 soup:2 is a subclass:3 of [MASK] [MASK] . [SEP],soup:2,soup:2 | soup:2,True
[CLS] Swiss Chess Championship is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],Swiss Chess Championship,national championship | national championship,False
[CLS] stunt:2 double is a subclass:3 of [MASK] [MASK] . [SEP],stunt:2,body double | body double,False
[CLS] Little Boy is a subclass:3 of [MASK] [MASK] . [SEP],Little Boy,gun - type fission:2 weapon | gun - type fission:2 weapon,False
[CLS] hip hop music is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],hip hop music,popular music | pop music | popular music,False
[CLS] rice noodles:3 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],rice noodles:3,noodle:3 | noodle:3 | noodles:3,False
[CLS] clast:2 is a subclass:3 of [MASK] [MASK] . [SEP],clast:2,detritus:3 | detritus:3,False
[CLS] Bram:2 Stoker:2 Award for Best Work for Young Readers:2 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],Bram:2 Stoker:2,Bram:2 Stoker:2 Award | Bram:2 Stoker:2 Award,False
[CLS] Canons:2 Regular of the Lateran:2 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],Canons:2 Regular,canons regular | Canon Regular | Canonici:2 Regulares:2 | Canons:2 Regular | canons regular,True
[CLS] Gestational:3 thrombocytopenia:6 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],thrombo:3,thrombocytopenia:6 | low platelet:2 count | thrombocytopenia:6 | thrombopenia:5,False
[CLS] Cerebral:3 laceration:2 is a subclass:3 of [MASK] [MASK] . [SEP],laceration:2,"traumatic:2 brain injury | Brain Injuries:3 , Traumatic:3 | TBI:2 | intracranial:3 injury | traumatic:2 brain injury",False
[CLS] Tour de Romandie:2 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],Tour de Romandie:2,stage race | Race stage | stage race,False
[CLS] consort:2 is a subclass:3 of [MASK] [MASK] . [SEP],consort:2,barge:2 | barge:2 | barges:2,False
[CLS] ice cream sandwich:2 is a subclass:3 of [MASK] [MASK] . [SEP],sandwich:2,ice cream | cream ice | ice cream | iced:2 cream,False
[CLS] magnetic quantum number is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],magnetic quantum number,quantum number | quantum number,False
[CLS] portolan:2 chart is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],portolan:2 chart,nautical chart | nautical chart | navigation chart,False
[CLS] Challenger 600 is a subclass:3 of [MASK] [MASK] . [SEP],Challenger 600,business jet | BJ:2 | VIP jet | bizjet:2 | business jet | executive jet | executive transport jet aircraft | private jet,False
[CLS] Capital punishment in Serbia is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],Capital punishment in Serbia,capital punishment | capital punishment | death penalty | death punishment | death sentence | sentenced to death,False
[CLS] antiarrhythmic:6 agent is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],anti . anti anti,medication:2 | drug | medication:2 | medicine | pharmaceutical:2 | pharmaceutical:2 drug,False
[CLS] corn crib:2 is a subclass:3 of [MASK] [MASK] . [SEP],crib:2,granary:2 | ambar:2 | granary:2 | hambar:2,False
