sentence,prediction,gold,is_same
[CLS] The Riddle:3 is represented by music label [MASK] [MASK] [MASK] . [SEP],S . S,MCA Records | LC 01056:3 | LC 1056 | MCA Records,False
[CLS] The Hunter is represented by music label [MASK] [MASK] . [SEP],The Hunter,Liberation Music | Liberation Music,False
[CLS] A . K . A . is represented by music label [MASK] [MASK] [MASK] . [SEP],A . K,Capitol Records | Capitol | Capitol Recording Corporation | Capitol Records,False
[CLS] We Stitch:2 These Wounds:2 is represented by music label [MASK] [MASK] [MASK] . [SEP],P . P,StandBy:3 Records | StandBy:3 Records,False
[CLS] The Ground is represented by music label [MASK] [MASK] . [SEP],The Ground,ECM:2 Records | ECM:2 | ECM:2 Records | Editions of Contemporary Music,False
[CLS] All the Pain Money Can Buy is represented by music label [MASK] [MASK] [MASK] . [SEP],All the Pain,Hollywood Records | Hollywood Records,False
[CLS] Melody Calling EP is represented by music label [MASK] [MASK] . [SEP],Melody Calling,Columbia Records | Columbia Records,False
[CLS] Playground:2 Psychotics:2 is represented by music label [MASK] [MASK] . [SEP],Playground:2,Rykodisc:4 | Rykodisc:4,False
[CLS] Moriah:2 Peters is represented by music label [MASK] [MASK] [MASK] . [SEP],B . B,Reunion Records | Reunion | Reunion Records,False
[CLS] Round Trip is represented by music label [MASK] [MASK] . [SEP],Round Trip,Capitol Records | Capitol | Capitol Recording Corporation | Capitol Records,False
[CLS] Filmworks:2 VII : Cynical:3 Hysterie:3 Hour is represented by music label [MASK] [MASK] . [SEP],Filmworks:2,Tzadik:3 Records | Tzadik:3 Records,False
[CLS] Swallow:3 is represented by music label [MASK] [MASK] [MASK] . [SEP],Swallow:3,4AD:2 | 4AD:2,False
[CLS] Inevitable:3 End is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],Inevitable:3 End,Relapse:3 Records | Relapse:3 Records,False
[CLS] Power Move is represented by music label [MASK] [MASK] . [SEP],Power Move,Don Giovanni Records | Don Giovanni Records,False
[CLS] Hemophiliac:5 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Hemophiliac:5,Tzadik:3 Records | Tzadik:3 Records,False
[CLS] Your Imagination:2 is represented by music label [MASK] [MASK] [MASK] . [SEP],S . S,Giant Records | Giant Records,False
[CLS] Maureen McGovern:5 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],McGovern:5,20th Century Fox Records | 20th Century | 20th Century Fox Records | 20th Century Records,False
[CLS] Together We ' re Heavy is represented by music label [MASK] [MASK] [MASK] . [SEP],P . P,Hollywood Records | Hollywood Records,False
[CLS] Wrapped:3 in Red is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Wrapped:3 in Red,"RCA Records | RCA | RCA Records | RCA Records , Inc .",False
[CLS] Bird Nest Roys:2 is represented by music label [MASK] [MASK] . [SEP],Bird Nest,Flying Nun Records | Flying Nun Records,False
[CLS] Show Me is represented by music label [MASK] [MASK] . [SEP],SM SM,Hollywood Records | Hollywood Records,False
[CLS] Filmstar:2 is represented by music label [MASK] [MASK] . [SEP],Filmstar:2,Nude:2 Records | Nude:2 Records,False
[CLS] Quiet Places is represented by music label [MASK] [MASK] . [SEP],Quiet Places,Vanguard Records | Vanguard Records,False
[CLS] An Evening with Belafonte:3 is represented by music label [MASK] [MASK] [MASK] . [SEP],S . S,"RCA Records | RCA | RCA Records | RCA Records , Inc .",False
[CLS] Swim:2 Good is represented by music label [MASK] [MASK] [MASK] . [SEP],Swim:2 Good,Def Jam Recordings | Def Jam | Def Jam Recordings | def jam records,False
[CLS] Repeat:2 When Necessary:4 is represented by music label [MASK] [MASK] . [SEP],Repeat:2,Swan Song Records | Swan Song Records,False
[CLS] Once Upon a Time is represented by music label [MASK] [MASK] [MASK] . [SEP],U . S,HIM:2 International Music | HIM:2 International Music | HIM:2 International Music Inc .,False
[CLS] Lush:2 Life is represented by music label [MASK] [MASK] . [SEP],Lush:2,Asylum Records | Asylum Records,False
