sentence,prediction,gold,is_same
[CLS] Mission Trails:2 Regional Park is located in [MASK] [MASK] [MASK] . [SEP],Mission Trails:2,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] 2005 SAP Open is located in [MASK] [MASK] [MASK] . [SEP],U . S,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Manson is located in [MASK] [MASK] [MASK] . [SEP],New York County,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Horry:2 County Schools is located in [MASK] [MASK] [MASK] . [SEP],Horry:2 County,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] FC Dosta:2 Bystrc:3 - Kníničky:4 is located in [MASK] [MASK] [MASK] . [SEP],Bystrc:3,Czech Republic | CZE:3 | CZR:3 | Czech Republic | Czechia:2 | cz | cze:2 | ČR | Česko | Česká republika | [UNK],False
[CLS] Moraga:2 is located in [MASK] [MASK] . [SEP],Moraga:2,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Easterly:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the north of Easterly:2,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Ecorse:2 is located in [MASK] [MASK] [MASK] . [SEP],U . S,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Korea Carbon Capture:2 & Sequestration:3 R & D Center is located in [MASK] [MASK] [MASK] . [SEP],"Korea , Korea",South Korea | Daehan:2 Minguk:2 | KOR:2 | Korea Republic | ROK:2 | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],False
[CLS] Daniels is located in [MASK] [MASK] [MASK] . [SEP],W . W,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Hoodlebug:3 is located in [MASK] [MASK] [MASK] . [SEP],Tu Tu Tu,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Blue Downs is located in [MASK] [MASK] . [SEP],Blue Downs,South Africa | RSA:2 | Republic of South Africa | SA | South Africa | za | zaf:2 | [UNK],False
[CLS] Cornucopia:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Cornucopia:4,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Edgerton:2 is located in [MASK] [MASK] . [SEP],Edgerton:2,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Fort Drummond is located in [MASK] [MASK] . [SEP],Fort Drummond,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
"[CLS] Vick:2 , Louisiana is located in [MASK] [MASK] [MASK] [MASK] . [SEP]","Vick:2 , Louisiana",United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Bolivar:2 is located in [MASK] [MASK] . [SEP],Bolivar:2,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Limestone:3 Township is located in [MASK] [MASK] [MASK] . [SEP],New York County,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] ASFA:2 Yennenga:3 is located in [MASK] [MASK] [MASK] . [SEP],Yennenga:3,Burkina Faso | Burkina Faso | bf:2 | [UNK],False
"[CLS] National Register of Historic Places listings:2 in Orange County , Indiana is located in [MASK] [MASK] [MASK] [MASK] . [SEP]","Orange County , Indiana",United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Unity Christian High School is located in [MASK] . [SEP],Unity,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Brighton Mall is located in [MASK] . [SEP],Brighton,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Whitcomb:4 Heights is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Whitcomb:4 Heights,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Memel:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the south - west,South Africa | RSA:2 | Republic of South Africa | SA | South Africa | za | zaf:2 | [UNK],False
[CLS] Political party strength in Alaska is located in [MASK] . [SEP],Alaska,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Anoka:2 County - Blaine:2 Airport is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"Blaine:2 , Anoka:2",United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Gwanghwamun:4 Station is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Gwanghwamun:4,South Korea | Daehan:2 Minguk:2 | KOR:2 | Korea Republic | ROK:2 | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],False
[CLS] Elmo:2 is located in [MASK] [MASK] . [SEP],Elmo:2,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
