sentence,prediction,gold,is_same
[CLS] Marin Marais plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,viol:2 | viol:2 | viola da gamba:2,False
[CLS] Brann:2 Dailor:2 plays [MASK] [MASK] . [SEP],Brann:2,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Jimmy Haslip:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],C . C .,bass guitar | bass | bass guitar,False
[CLS] Beverly Peer plays [MASK] [MASK] [MASK] [MASK] . [SEP],C . C .,double bass | bull:2 fiddle:2 | contrabass:3 | doghouse:2 bass | double bass | jazz bass | stand - up bass | string bass | upright:2 bass,False
[CLS] Shahram:2 Nazeri:3 plays [MASK] [MASK] [MASK] . [SEP],M . M,Setar:2 | Setar:2,False
[CLS] Butch Ballard plays [MASK] [MASK] [MASK] . [SEP],the title character,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Necrobutcher:4 plays [MASK] [MASK] [MASK] . [SEP],D . D,bass guitar | bass | bass guitar,False
[CLS] Hunter Hayes plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,accordion:2 | accordion:2,False
[CLS] Roger Humphries:3 plays [MASK] [MASK] [MASK] . [SEP],the title character,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Giuseppe Bellenghi:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,mandolin:2 | Brazilian bandolim:2 | Brescian:2 mandolin:2 | Cremonese:3 mandolin:2 | Florentine:3 mandolin:2 | Genoese:3 mandolin:2 | Lombardian:2 mandolin:2 | Milanese:2 mandolin:2 | Tuscan:3 mandolin:2 | flat - backed mandolin:2 | mandolin:2,False
[CLS] Bennie:2 Maupin:2 plays [MASK] [MASK] [MASK] . [SEP],the minor minor,bass clarinet | bass clarinet,False
[CLS] Friedrich August Baumbach:2 plays [MASK] [MASK] [MASK] . [SEP],a violinist:2,mandolin:2 | Brazilian bandolim:2 | Brescian:2 mandolin:2 | Cremonese:3 mandolin:2 | Florentine:3 mandolin:2 | Genoese:3 mandolin:2 | Lombardian:2 mandolin:2 | Milanese:2 mandolin:2 | Tuscan:3 mandolin:2 | flat - backed mandolin:2 | mandolin:2,False
[CLS] Kisaki:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],. Kisaki:2 plays,bass guitar | bass | bass guitar,False
[CLS] Peter Washington plays [MASK] [MASK] . [SEP],Peter Washington,double bass | bull:2 fiddle:2 | contrabass:3 | doghouse:2 bass | double bass | jazz bass | stand - up bass | string bass | upright:2 bass,False
[CLS] Giuseppe Pettine:2 plays [MASK] [MASK] [MASK] . [SEP],a football player,mandolin:2 | Brazilian bandolim:2 | Brescian:2 mandolin:2 | Cremonese:3 mandolin:2 | Florentine:3 mandolin:2 | Genoese:3 mandolin:2 | Lombardian:2 mandolin:2 | Milanese:2 mandolin:2 | Tuscan:3 mandolin:2 | flat - backed mandolin:2 | mandolin:2,False
[CLS] Ean:2 Evans plays [MASK] [MASK] . [SEP],Ean:2,bass guitar | bass | bass guitar,False
[CLS] Rafe:2 Stefanini:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Rafe:2 Stefanini:2,fiddle:2 | fiddle:2,False
[CLS] John Kiffmeyer:3 plays [MASK] [MASK] [MASK] . [SEP],the title role,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Erynn:3 Marshall plays [MASK] [MASK] [MASK] . [SEP],the minor minor,fiddle:2 | fiddle:2,False
[CLS] Victor Henry Anderson plays [MASK] [MASK] [MASK] . [SEP],the title character,accordion:2 | accordion:2,False
[CLS] Tito Puente plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,vibraphone:3 | vibes:2 | vibraharp:4 | vibraphone:3,False
[CLS] Mary O ' Hara plays [MASK] [MASK] [MASK] . [SEP],the title character,harp:2 | harfa:2 | harp:2,False
[CLS] Woody Paul plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,fiddle:2 | fiddle:2,False
[CLS] Paul D ' Amour plays [MASK] [MASK] [MASK] . [SEP],the title role,bass guitar | bass | bass guitar,False
[CLS] Zak:2 Sally plays [MASK] [MASK] [MASK] . [SEP],Zak:2 Sally,bass guitar | bass | bass guitar,False
[CLS] David Brown plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar | bass | bass guitar,False
[CLS] Joris:2 Vanvinckenroye:5 plays [MASK] [MASK] [MASK] . [SEP],the main character,double bass | bull:2 fiddle:2 | contrabass:3 | doghouse:2 bass | double bass | jazz bass | stand - up bass | string bass | upright:2 bass,False
[CLS] Larissa:2 Burak:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],F . C .,bandura:2 | bandura:2,False
[CLS] Daithí:3 Ó Drónaí:3 plays [MASK] [MASK] . [SEP],an actor,fiddle:2 | fiddle:2,False
[CLS] Gordon Laing:2 plays [MASK] [MASK] [MASK] [MASK] . [SEP],C . C .,bassoon:2 | bassoon:2 | fagot:2,False
[CLS] Per Hannevold:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,bassoon:2 | bassoon:2 | fagot:2,False
[CLS] Pete Way plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar | bass | bass guitar,False
[CLS] Fernando Angel plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar | bass | bass guitar,False
[CLS] Wayne Dockery:2 plays [MASK] [MASK] [MASK] . [SEP],the baseball team,double bass | bull:2 fiddle:2 | contrabass:3 | doghouse:2 bass | double bass | jazz bass | stand - up bass | string bass | upright:2 bass,False
[CLS] Jon Hiseman:2 plays [MASK] [MASK] [MASK] . [SEP],the title role,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Robert Johnson plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,lute:2 | Renaissance lute:2 | lute:2,False
[CLS] Chris Bates plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,double bass | bull:2 fiddle:2 | contrabass:3 | doghouse:2 bass | double bass | jazz bass | stand - up bass | string bass | upright:2 bass,False
[CLS] Reidar:2 Horghagen:3 plays [MASK] [MASK] [MASK] . [SEP],a former footballer,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Will Calhoun plays [MASK] [MASK] [MASK] . [SEP],U . S,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Stewart Copeland plays [MASK] [MASK] [MASK] . [SEP],the bass guitar,drum kit | drum kit | drum set | drum - kit | drum - set | drums | trap set | traps:2,False
[CLS] Michael Penn plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,bass guitar | bass | bass guitar,False
[CLS] Scruffy:3 Wallace plays [MASK] [MASK] . [SEP],an actor,bagpipes:3 | bagpipe:3 | bagpipes:3 | pipes:2 | [UNK] a set of bagpipes:3 [UNK],False
[CLS] Edmar:2 Castañeda:3 plays [MASK] [MASK] [MASK] . [SEP],the second part,harp:2 | harfa:2 | harp:2,False
[CLS] Ruth Acuff:3 plays [MASK] [MASK] [MASK] [MASK] . [SEP],Ruth Acuff:3,harp:2 | harfa:2 | harp:2,False
[CLS] Magnus Skavhaug:5 Nergaard:3 plays [MASK] [MASK] [MASK] . [SEP],the row row,double bass | bull:2 fiddle:2 | contrabass:3 | doghouse:2 bass | double bass | jazz bass | stand - up bass | string bass | upright:2 bass,False
[CLS] Jacopo Gianninoto:3 plays [MASK] [MASK] [MASK] . [SEP],a football player,lute:2 | Renaissance lute:2 | lute:2,False
[CLS] Son of Dave plays [MASK] [MASK] [MASK] [MASK] . [SEP],the son of Dave,harmonica:2 | French harp:2 | blues harp:2 | harmonica:2 | mouth organ,False
[CLS] Nathan Chapman plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,mandolin:2 | Brazilian bandolim:2 | Brescian:2 mandolin:2 | Cremonese:3 mandolin:2 | Florentine:3 mandolin:2 | Genoese:3 mandolin:2 | Lombardian:2 mandolin:2 | Milanese:2 mandolin:2 | Tuscan:3 mandolin:2 | flat - backed mandolin:2 | mandolin:2,False
[CLS] Alphonso:3 Johnson plays [MASK] [MASK] [MASK] . [SEP],the bass guitar,bass guitar | bass | bass guitar,False
[CLS] Erna:2 Siikavirta:4 plays [MASK] [MASK] [MASK] [MASK] . [SEP],the role of children,keyboard instrument | keyboard instrument,False
[CLS] Giles Lewin:2 plays [MASK] [MASK] [MASK] . [SEP],the title role,bagpipes:3 | bagpipe:3 | bagpipes:3 | pipes:2 | [UNK] a set of bagpipes:3 [UNK],False
[CLS] Balamuralikrishna:5 plays [MASK] [MASK] . [SEP],an actor,mridangam:4 | mridanga:3 | mridangam:4,False
[CLS] El Prodigio:3 plays [MASK] [MASK] [MASK] . [SEP],a football club,accordion:2 | accordion:2,False
[CLS] Christian Andreu plays [MASK] [MASK] . [SEP],Christian Andreu,bass guitar | bass | bass guitar,False
[CLS] Mohammad Esmaili:3 plays [MASK] [MASK] [MASK] . [SEP],M . M,percussion instrument | percussion instrument | percussion instruments | percussions:2,False
[CLS] Robert S . Williams plays [MASK] [MASK] [MASK] . [SEP],W . W,bassoon:2 | bassoon:2 | fagot:2,False
