sentence,prediction,gold,is_same
[CLS] Elmer Gantry:2 was awarded the [MASK] [MASK] [MASK] . [SEP],Medal of Honor,"Academy Award for Best Writing , Adapted:2 Screenplay:2 | Academy Award for Best Adapted:2 Screenplay:2 | Academy Award for Best Writing , Adapted:2 Screenplay:2",False
[CLS] Kalyan:3 Bidhan:2 Sinha:2 was awarded the [MASK] [MASK] [MASK] . [SEP],B . B,Shanti:2 Swarup:3 Bhatnagar:4 Prize for Science and Technology | Shanti:2 Swarup:3 Bhatnagar:4 Prize for Science and Technology | Премія:2 С . С . Бхатнагара:4,False
[CLS] Alan Peshkin:3 was awarded the [MASK] [MASK] . [SEP],gold medal,John Simon Guggenheim Memorial Foundation Fellowship | Guggenheim Fellowship | John Simon Guggenheim Memorial Foundation Fellowship,False
[CLS] Subramaniam:4 Raman:2 was awarded the [MASK] [MASK] [MASK] . [SEP],B . B,Arjuna:2 Award | Arjuna:2 Award,False
[CLS] Gene Hackman:2 was awarded the [MASK] [MASK] [MASK] . [SEP],Academy of Academy,Academy Award for Best Actor | Academy Award for Best Actor | Best Actor | Best Actor Oscar | Oscar for Best Actor | Performance by an Actor in a Leading Role,False
[CLS] James Lloyd Findlay:2 was awarded the [MASK] [MASK] [MASK] . [SEP],Medal of Honor,Military Cross | MC | Military Cross,False
[CLS] John Cocke:2 was awarded the [MASK] [MASK] . [SEP],gold medal,IBM Fellow | IBM Fellow,False
[CLS] Walter Clutterbuck:5 was awarded the [MASK] [MASK] [MASK] . [SEP],F . F,Distinguished Service Order | DSO:2 | Distinguished Service Order,False
[CLS] George Cooper was awarded the [MASK] [MASK] [MASK] [MASK] . [SEP],Hero of the Pacific,Military Cross | MC | Military Cross,False
[CLS] Amy Adams was awarded the [MASK] [MASK] [MASK] . [SEP],D . D,Golden Globe Award | Golden Globe Award | Golden Globes:2,False
[CLS] Ian McGeoch:5 was awarded the [MASK] [MASK] [MASK] . [SEP],F . F,Distinguished Service Order | DSO:2 | Distinguished Service Order,False
[CLS] Iris was awarded the [MASK] [MASK] [MASK] . [SEP],F . F,Academy Award for Best Supporting Actor | Academy Award for Best Supporting Actor,False
[CLS] James Megellas:3 was awarded the [MASK] [MASK] [MASK] . [SEP],F . F,Silver Star | Silver Star | Silver Star Medal,False
[CLS] The Piano was awarded the [MASK] [MASK] . [SEP],Note Note,"Academy Award for Best Writing , Original Screenplay:2 | Academy Award for Best Original Screenplay:2 | Academy Award for Best Writing , Original Screenplay:2",False
[CLS] Philippe Doumenc:3 was awarded the [MASK] [MASK] [MASK] . [SEP],F . F,Prix Renaudot:2 | Prix Renaudot:2,False
[CLS] The Rock of Tanios:2 was awarded the [MASK] [MASK] . [SEP],same year,Prix Goncourt:2 | Prix Goncourt:2,False
[CLS] Garth:2 Owen - Smith was awarded the [MASK] [MASK] [MASK] [MASK] . [SEP],R . F .,Goldman Environmental Prize | Goldman Award | Goldman Environmental Prize | Goldman Prize,False
[CLS] Hannah and Her Sisters was awarded the [MASK] [MASK] [MASK] . [SEP],Medal of Honor,"Academy Award for Best Writing , Original Screenplay:2 | Academy Award for Best Original Screenplay:2 | Academy Award for Best Writing , Original Screenplay:2",False
[CLS] Diary for My Children was awarded the [MASK] [MASK] [MASK] [MASK] . [SEP],The New York Times,Cannes Film Festival Grand Prix | Cannes Film Festival Grand Prix | Grand prix du Festival de Cannes | Grand prix du jury,False
[CLS] Yukiko:2 Yamashita:3 was awarded the [MASK] [MASK] [MASK] . [SEP],Yukiko:2 Prize,MacArthur Fellows:2 Program | Genius Grant | MacArthur Fellows:2 Program | MacArthur Fellowship | MacArthur Prize Fellowship,False
[CLS] Jeff Kent was awarded the [MASK] [MASK] . [SEP],Key Key,Major League Baseball Most Valuable:2 Player Award | MLB MVP Award | MLB Most Valuable:2 Player Award | MVP | Major League Baseball Most Valuable:2 Player Award,False
[CLS] Reginald Marix:2 was awarded the [MASK] [MASK] [MASK] . [SEP],Cross of Cross,Distinguished Service Order | DSO:2 | Distinguished Service Order,False
[CLS] Nikolay:2 Baskov:2 was awarded the [MASK] [MASK] [MASK] [MASK] . [SEP],Order of the Banner,People ' s Artist of the Russian Federation | People ' s Artist of the Russian Federation,False
[CLS] John Baskeyfield:3 was awarded the [MASK] [MASK] [MASK] . [SEP],F . F,Victoria Cross | VC | Victoria Cross,False
[CLS] Helen Clarke was awarded the [MASK] [MASK] [MASK] . [SEP],D . D,New Zealand Order of Merit | New Zealand Order of Merit,False
