sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Η έδρα του Πολωνικό:4 Κοσιαλικός:5 είναι στο [MASK] . [SEP],Παρίσι,Βαρσοβία:5,0,Βαρσοβία:5,0
[CLS] Η έδρα του Συριακός:4 Στρατός:3 Ξηράς:3 είναι στο [MASK] . [SEP],Παρίσι,Δαμασκό:5,0,Δαμασκός:5,0
[CLS] Η έδρα του Γερμανικά:4 Ταχυδρομείας:6 είναι στο [MASK] . [SEP],Παρίσι,Βόννη:3,0,Βόννη:3,0
[CLS] Η έδρα του Εθνικοσοσικού:7 είναι στο [MASK] . [SEP],Παρίσι,Μόναχο:4,0,Μόναχο:4,0
[CLS] Η έδρα του Πράσινο:4 Κυγλίας:4 είναι στο [MASK] [MASK] [MASK] . [SEP],Σάλ:3,Λονδίνο:4,0,Λονδίνο:4,0
[CLS] Η έδρα του Βουλγαρικής:5 είναι στο [MASK] . [SEP],Παρίσι,Σόφια:4,0,Σόφια:4,0
[CLS] Η έδρα του Πολιτειακό:6 Πανεπιστήμιο της Νέας:2 Υόρκης:4 είναι στο [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Νέαόόέτ:5,Όλμπανι:5,0,Όλμπανι:5,0
[CLS] Η έδρα του Ινωση:2 γεσόγειου:5 είναι στο [MASK] . [SEP],Παρίσι,Βαρκελώνη:6,0,Βαρκελώνη:6,0
[CLS] Η έδρα του Ιντερπόλ:6 είναι στο [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ιντππλ:5,Λιόν:3,0,Λιόν:3,0
[CLS] Η έδρα του De Beers:2 είναι στο [MASK] . [SEP],Brussels,Γιοχάνεσμπουργκ:10,0,Γιοχάνεσμπουργκ:10,0
[CLS] Η έδρα του Δημοκρατικό:6 Προοδευτικό:6 Κόμμα:2 της Ταϊβάν:4 είναι στο [MASK] [MASK] [MASK] [MASK] . [SEP],Ταϊαάν:4,Ταϊπέι:5,0,Ταϊπέι:5,0
[CLS] Η έδρα του Πανεπιστήμιο του Στραθκλάιντ:7 είναι στο [MASK] . [SEP],Παρίσι,Γλασκώβη:6,0,Γλασκώβη:6,0
[CLS] Η έδρα του Βασιλικόριο:5 Μονσερβικής:6 είναι στο [MASK] . [SEP],Παρίσι,Τορόντο:4,0,Τορόντο:4,0
[CLS] Η έδρα του Ιατρική:3 Σχολή του Χάρβαρντ:5 είναι στο [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Χάρβρντ:5,Βοστώνη:4,0,Βοστώνη:4,0
[CLS] Η έδρα του Mirage Studios είναι στο [MASK] . [SEP],Mirage,Νορθάμπτον:8,0,Νορθάμπτον:8,0
[CLS] Η έδρα του Τσέπελ:5 Σρος:2 είναι στο [MASK] [MASK] . [SEP],Σξ:2,Βουδαπέστη:6,0,Βουδαπέστη:6,0
[CLS] Η έδρα του EMI είναι στο [MASK] [MASK] . [SEP],Βίνο:2,Λονδίνο:4,0,Λονδίνο:4,0
[CLS] Η έδρα του Baskin:2 - Robbins είναι στο [MASK] . [SEP],Παρίσι,Κάντον:3,0,Κάντον:3,0
[CLS] Η έδρα του SoundCloud:4 είναι στο [MASK] . [SEP],Seattle,Βερολίνο:5,0,Βερολίνο:5,0
[CLS] Η έδρα του Cadillac είναι στο [MASK] . [SEP],Cadillac,Ντιτρόιτ:6,0,Ντιτρόιτ:6,0
[CLS] Η έδρα του Ατλαντί:4 είναι στο [MASK] [MASK] [MASK] [MASK] . [SEP],Ατλαντί:4,Ελσίνκι:6,0,Ελσίνκι:6,0
[CLS] Η έδρα του Παγκόσμια:6 Ενωσηράντου:5 είναι στο [MASK] . [SEP],Παρίσι,Ρότερνταμ:5,0,Ρότερνταμ:5,0
[CLS] Η έδρα του Polydor Records είναι στο [MASK] . [SEP],Παρίσι,Λονδίνο:4,0,Λονδίνο:4,0
[CLS] Η έδρα του Nintendo είναι στο [MASK] . [SEP],Παρίσι,Κιότο:4,0,Κιότο:4,0
[CLS] Η έδρα του Σεντρικ:4 / είναι στο [MASK] [MASK] [MASK] [MASK] . [SEP],Σντρικ:4,Δουβλίνο:5,0,Δουβλίνο:5,0
[CLS] Η έδρα του BBC Ραδιόφωνο:8 είναι στο [MASK] . [SEP],BBC,Λονδίνο:4,0,Λονδίνο:4,0
[CLS] Η έδρα του ΦΚ:2 Πιουνίκ:5 είναι στο [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Φιουνίκ:5,Γερεβάν:5,0,Γερεβάν:5,0
[CLS] Η έδρα του Ρεπουμπλικανικής:8 Αριστενίας:5 είναι στο [MASK] . [SEP],Παρίσι,Βαρκελώνη:6,0,Βαρκελώνη:6,0
[CLS] Η έδρα του Διαστημικό:4 Κέντρο:3 Τζόνσον:4 είναι στο [MASK] [MASK] [MASK] [MASK] . [SEP],Τζόνσον:4,Χιούστον:4,0,Χιούστον:4,0
[CLS] Η έδρα του Cedade:2 είναι στο [MASK] [MASK] . [SEP],Cedade:2,Βαρκελώνη:6,0,Βαρκελώνη:6,0
[CLS] Η έδρα του Πανεπιστήμιο Βάντερμπιτ:7 είναι στο [MASK] . [SEP],Παρίσι,Νάσβιλ:5,0,Νάσβιλ:5,0
[CLS] Η έδρα του Τουρκικής:4 Ραδεόρασης:7 είναι στο [MASK] [MASK] [MASK] . [SEP],Τουρκ:3,Άγκυρα:4,0,Άγκυρα:4,0
[CLS] Η έδρα του - νωση:2 Κομουνκοσλαβίας:8 είναι στο [MASK] [MASK] [MASK] [MASK] . [SEP],Σαλν:4,Βελιγράδι:7,0,Βελιγράδι:7,0
[CLS] Η έδρα του Βίνερις:5 είναι στο [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Βίνερις:5,Βιέννη:4,0,Βιέννη:4,0
[CLS] Η έδρα του Alitalia:3 Linee:2 Aeree:3 Italiane είναι στο [MASK] . [SEP],Cagliari,Ρώμη:2,0,Ρώμη:2,0
[CLS] Η έδρα του Ιαπτουαποϊκάρνας:10 είναι στο [MASK] . [SEP],Παρίσι,Στοκχόλμη:6,0,Στοκχόλμη:6,0
[CLS] Η έδρα του Πανεπιστήμιο της Ουάσινγκτον:7 είναι στο [MASK] . [SEP],Παρίσι,Σιάτλ:4,0,Σιάτλ:4,0
[CLS] Η έδρα του Πανεπιστήμιο Κέις:3 Ουέστερν:6 Ριζέρβ:5 είναι στο [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ριζέρβ:5,Κλίβελαντ:7,0,Κλίβελαντ:7,0
[CLS] Η έδρα του Μπρέντφορτρι:8 είναι στο [MASK] [MASK] [MASK] . [SEP],Σόλ:3,Λονδίνο:4,0,Λονδίνο:4,0
[CLS] Η έδρα του Ινστιτούτο:6 κινηματογράφου:7 Γερασίμωφ:8 είναι στο [MASK] . [SEP],Παρίσι,Μόσχα:4,0,Μόσχα:4,0
[CLS] Η έδρα του Samsung είναι στο [MASK] . [SEP],Samsung,Σεούλ:3,0,Σεούλ:3,0
