sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] η Μπρίτνεϊ:7 Σπίαρς:5 παίζει:3 [MASK] . [SEP],π,άσμα:2,0,άσμα:2,0
[CLS] ο Χέρμπι:5 Νίκολς:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Νατ:3 Κινγκ:3 Κόουλ:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Ματιέ:4 Σεντίντ:4 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Howlin:2 ' Wolf παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Κλάους:3 Σούλτσε:5 παίζει:3 [MASK] . [SEP],π,Πλήκτρα:4,0,Πλήκτρα:4,0
[CLS] ο Τσέζαρ:5 Οουάτου:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Κομπάι:6 Σεγκούντο:4 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Τζίμι:5 Πέιτζ:5 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Νηλ:3 Γιανγκ:3 παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Μάνος:3 Χατζιδάκις:9 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] η Αρίθα:5 Φράνκλιν:6 παίζει:3 [MASK] [MASK] . [SEP],το ρόλο,πιάνο:3,0,πιάνο:3,0
[CLS] ο Τζουζέπε:6 Τορέλλι:5 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Λέοναρντ:5 Μπερνστάιν:6 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Ζαν:2 - Ζοζέφ:5 ντε Μοντονβίλ:6 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Λούτσιο:4 Ντάλλα:3 παίζει:3 [MASK] . [SEP],π,Κλαρινέτο:6,0,Κλαρινέτο:6,0
[CLS] ο Ότις:3 Σπαν:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Άιζακ:4 Στερν:3 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Έρικ:3 Κλάπτον:4 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Εμμανυέλ:6 Σαμπριέ:6 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Σερζ:3 Γκαινσμπούρ:8 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Έντβαρ:4 Γκρηγκ:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Τζον:3 Πετρούτσι:6 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Ιτζάκ:5 Πέρλμαν:4 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Τζορτζ:5 Μάρτιν:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Γεχούντι:5 Μενουχίν:5 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Μπομπ:4 Ντίλαν:3 παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Μάικ:4 Σίνοντα:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Howlin:2 ' Wolf παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Τζάρεντ:6 Λέτο:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Κιθ:3 Έμερσον:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Σαρλ:4 Βαλεντίν:6 Αλκάν:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Βόλφγκανγκ:7 Αμαντέους:5 Μότσαρτ:5 παίζει:3 [MASK] . [SEP],π,Βιόλα:4,0,Βιόλα:4,0
[CLS] ο Χιου:2 Λώρι:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Φίλιπ:4 Γκλας:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] η Μελίσσα:4 Έθεριτζ:5 παίζει:3 [MASK] [MASK] . [SEP],το ρόλο,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Γκιουζέπε:6 Ταρτίνι:4 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Φρανσίς:5 Πουλένκ:5 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Μπραντ:4 Ντέλσον:5 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] η Lady Gaga παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Έλβις:4 Πρίσλεϊ:6 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Ντίζυ:4 Ριντ:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Τζούλιαν:5 Λένον:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Γιόχαν:4 Στράους:4 ( πατέρας ) παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Μίκαελ:3 Ντένερ:4 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Χένρυκ:5 Βινιάφσκι:6 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Λέοναρντ:5 Κόεν:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Τζορτζ:5 Γκέρσουιν:5 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Αλ:2 Κούπερ:4 παίζει:3 [MASK] [MASK] . [SEP],το ρόλο,πιάνο:3,0,πιάνο:3,0
[CLS] ο Γιόχαν:4 Στάμιτς:5 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Ερνέστ:5 Σοσόν:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Τζοβάνι:6 Μπατίστα:4 Μπονοτσίνι:7 παίζει:3 [MASK] . [SEP],π,Βιολοντσέλο:7,0,Βιολοντσέλο:7,0
[CLS] ο Ράντι:3 Νιούμαν:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Τζον:3 Λιούρι:4 παίζει:3 [MASK] . [SEP],π,Σαξόφωνο:7,0,Σαξόφωνο:7,0
[CLS] η Σελίν:4 Ντιόν:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Μπρους:3 Σπρίνγκστιν:8 παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Ρικ:3 Γουέικμαν:6 παίζει:3 [MASK] . [SEP],π,Πλήκτρα:4,0,Πλήκτρα:4,0
[CLS] ο Κέρι:2 Κινγκ:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Πιέτρο:4 Λοκατέλι:6 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Τομ:2 Γουέιτς:5 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Καρλ:4 Τσέρνι:4 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Αντόνιο:3 Βιβάλντι:5 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Τζίμι:5 Χέντριξ:5 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Πάουλ:4 Χίντεμιτ:7 παίζει:3 [MASK] . [SEP],π,Βιόλα:4,0,Βιόλα:4,0
[CLS] ο Τζον:3 Κολτρέιν:7 παίζει:3 [MASK] . [SEP],π,Κλαρινέτο:6,0,Κλαρινέτο:6,0
[CLS] ο Ράι:3 Κούντερ:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Τζεόρτζε:5 Ενέσκου:5 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Μακάντα:4 Μακιντιρέ:6 παίζει:3 [MASK] . [SEP],π,Σαξόφωνο:7,0,Σαξόφωνο:7,0
[CLS] ο Πωλ:3 ΜακΚάρτνεϋ:8 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Τομάζο:4 Αλμπινόνι:7 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Ρόμπερτ:5 Σούμαν:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Λουίτζι:6 Μποκερίνι:6 παίζει:3 [MASK] . [SEP],π,Βιολοντσέλο:7,0,Βιολοντσέλο:7,0
[CLS] ο Άρθουρ:5 Ρούμπινσταϊν:8 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Μπάαμπα:6 Μάαλ:4 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Θελόνιους:5 Μονκ:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Μάικ:4 Σίνοντα:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Ντον:2 Βαν:2 Βλιτ:3 παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Έρικ:3 Κλάπτον:4 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Φραντς:4 Λιστ:3 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Στίβι:4 Γουόντερ:4 παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Γουίλι:4 Ντίξον:4 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Τζάρεντ:6 Λέτο:3 παίζει:3 [MASK] . [SEP],π,Βιολί:4,0,Βιολί:4,0
[CLS] ο Ρόμπερτ:5 Φριπ:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Γιοχάνες:5 Μπραμς:5 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Little Walter παίζει:3 [MASK] . [SEP],π,Φυσαρμόνικα:7,0,Φυσαρμόνικα:7,0
[CLS] ο Ρικ:3 Γουέικμαν:6 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Ρέι:3 Τσαρλς:5 παίζει:3 [MASK] . [SEP],π,πιάνο:3,0,πιάνο:3,0
[CLS] ο Μπράιαν:5 Μέι:3 παίζει:3 [MASK] . [SEP],π,κιθάρα:3,0,κιθάρα:3,0
[CLS] ο Ρόζγουελ:5 Ραντ:3 παίζει:3 [MASK] . [SEP],π,Τρομπόνι:6,0,Τρομπόνι:6,0
