sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] ο Ντέιβιντ:7 Μπόουι:5 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .κ:2,EMI,0,EMI,0
[CLS] ο Μάρβιν:5 Γκέι:4 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .μ:2,Motown,0,Motown,0
[CLS] ο Στίβι:4 Γουόντερ:4 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .κ:2,Motown,0,Motown,0
[CLS] το Shoo:3 - Be - Doo - Be - Doo - Da - Day αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Μακπς:5,Motown,0,Motown,0
[CLS] η Μαρία Κάλλας:4 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .λ:2,EMI,0,EMI,0
[CLS] η Νταϊάνα:5 Ρος:2 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .λ:2,Motown,0,Motown,0
[CLS] ο Νηλ:3 Γιανγκ:3 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .λ:2,Motown,0,Motown,0
[CLS] το Pink Floyd αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] . [SEP],Pink Floyd,EMI,0,EMI,0
[CLS] το Roxette:3 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],R .ette:2,EMI,0,EMI,0
[CLS] ο Τζορτζ:5 Μάρτιν:4 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] [MASK] . [SEP],Ν .μ:2,EMI,0,EMI,0
[CLS] το Meddle:2 αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] . [SEP],Meddle:2,Harvest Records,0,Harvest Records,0
[CLS] το Pink Floyd αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] [MASK] . [SEP],Pink Floyd,Harvest Records,0,Harvest Records,0
[CLS] το Kraftwerk αντιπροσωπεύεται:8 από τη μουσική ετικέτα:5 του [MASK] . [SEP],Kraftwerk,EMI,0,EMI,0
