sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] το Windows 2000 παράγεται:2 από το [MASK] . [SEP],Microsoft,Microsoft,1,Microsoft,1
[CLS] το Windows Server 2003 παράγεται:2 από το [MASK] . [SEP],Microsoft,Microsoft,1,Microsoft,1
[CLS] το Pontiac:2 Firebird:2 παράγεται:2 από το [MASK] [MASK] . [SEP],Pontiac:2,Chevrolet,0,Chevrolet,0
[CLS] το Lancia 037 παράγεται:2 από το [MASK] [MASK] . [SEP],Lancia Lancia,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Socket:2 T παράγεται:2 από το [MASK] [MASK] [MASK] . [SEP],Socket:2 T,Intel Corporation,0,Intel Corporation,0
[CLS] το Windows 7 παράγεται:2 από το [MASK] . [SEP],Microsoft,Microsoft,1,Microsoft,1
[CLS] το Lancia Thema παράγεται:2 από το [MASK] [MASK] . [SEP],Lancia Lancia,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Alfa Romeo SZ:2 παράγεται:2 από το [MASK] [MASK] . [SEP],Alfa Romeo,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Lancia Lybra:3 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],Lancia Lyo:3,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το iPhone παράγεται:2 από το [MASK] . [SEP],Samsung,Apple,0,Apple,0
[CLS] το Daihatsu:3 Terios:2 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Daihatsu:3 Terios:2,Toyota,0,Toyota,0
[CLS] το Jeep:2 Grand Cherokee παράγεται:2 από το [MASK] . [SEP],2009,Chrysler,0,Chrysler,0
[CLS] το iphone:2 4s:2 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],Iphone:2 4s:2,Apple,0,Apple,0
[CLS] το Boeing B - 17 Flying Fortress παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],Boeing B - .,Boeing,0,Boeing,0
[CLS] το IPod:2 Classic παράγεται:2 από το [MASK] [MASK] . [SEP],IPod:2,Apple,0,Apple,0
[CLS] το Xbox παράγεται:2 από το [MASK] . [SEP],Xbox,Microsoft,0,Microsoft,0
[CLS] το IPhone:2 3GS:2 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],IPhone:2 3GS:2,Apple,0,Apple,0
[CLS] το iPod παράγεται:2 από το [MASK] [MASK] [MASK] . [SEP],iPod . iPod,Apple,0,Apple,0
[CLS] το Alfa Romeo 164 παράγεται:2 από το [MASK] [MASK] . [SEP],Alfa Romeo,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Alfa Romeo 75 παράγεται:2 από το [MASK] [MASK] [MASK] . [SEP],Alfa Romeo 75,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Alfa Romeo Brera:2 παράγεται:2 από το [MASK] [MASK] . [SEP],Alfa Romeo,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Infiniti:3 Q50:2 παράγεται:2 από το [MASK] [MASK] [MASK] . [SEP],Infiniti:3,Nissan,0,Nissan,0
[CLS] το Alfa Romeo 155 παράγεται:2 από το [MASK] [MASK] [MASK] . [SEP],Alfa Romeo 155,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το IPad:2 παράγεται:2 από το [MASK] [MASK] . [SEP],IPad:2,Apple,0,Apple,0
[CLS] το Dacia Sandero:2 παράγεται:2 από το [MASK] . [SEP],Dacia,Renault,0,Renault,0
[CLS] το Dacia Duster:2 παράγεται:2 από το [MASK] . [SEP],Dacia,Renault,0,Renault,0
[CLS] το BMW Isetta:2 παράγεται:2 από το [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] το Game Boy Advance παράγεται:2 από το [MASK] . [SEP],Capcom,Nintendo,0,Nintendo,0
[CLS] το Lexus:2 IS παράγεται:2 από το [MASK] [MASK] [MASK] . [SEP],Lexus:2 IS,Toyota,0,Toyota,0
[CLS] το Windows Vista παράγεται:2 από το [MASK] [MASK] . [SEP],Windows Vista,Microsoft,0,Microsoft,0
[CLS] το Άγγελος:4 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],πγγλ:4,θεό:3,0,θεός:3,0
[CLS] το Peugeot 107 παράγεται:2 από το [MASK] [MASK] . [SEP],Peugeot Peugeot,Toyota,0,Toyota,0
[CLS] το Lexus:2 LFA:2 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],Lexus:2 LFA:2,Toyota,0,Toyota,0
[CLS] το Douglas DC - 3 παράγεται:2 από το [MASK] [MASK] [MASK] [MASK] . [SEP],Douglas DC - 3,Douglas Aircraft Company,0,Douglas Aircraft Company,0
[CLS] το Alfa Romeo MiTo:3 παράγεται:2 από το [MASK] [MASK] . [SEP],Alfa Romeo,Όμιλος:4 Fiat,0,Όμιλος:4 Fiat,0
[CLS] το Nintendo Wii U παράγεται:2 από το [MASK] [MASK] . [SEP],Nintendo Nintendo,Nintendo,0,Nintendo,0
[CLS] το Mini Hatch παράγεται:2 από το [MASK] [MASK] . [SEP],Mini Hatch,BMW,0,BMW,0
