sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] το Πηκτίνη:5 αποτελείται από [MASK] . [SEP],π,Άνθρακας:5,0,Άνθρακας:5,0
[CLS] το Διοξείδιο:5 του αζώτου:4 αποτελείται από [MASK] . [SEP],α,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] οι ελευθέριες:6 τέχνες:4 αποτελείται από [MASK] . [SEP],π,Ρητορική:4,0,Ρητορική:4,0
[CLS] το στρατός:3 ξηράς:3 αποτελείται από [MASK] [MASK] [MASK] [MASK] . [SEP],4 . 000δρες:2,Πεζικό:4,0,Πεζικό:4,0
[CLS] το Ανθρακικό:5 άλας:3 αποτελείται από [MASK] [MASK] [MASK] [MASK] . [SEP],τρία άλαα:3,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] οι G - 20 κύριες:4 οικονομίες:5 αποτελείται από [MASK] [MASK] . [SEP],4 άτομα,Ιταλία,0,Ιταλία,0
[CLS] το κλιμακοστάσιο:6 αποτελείται από [MASK] [MASK] . [SEP],4 άτομα,σκάλα:3,0,σκάλα:3,0
[CLS] το Νότια:3 Ευρώπη αποτελείται από [MASK] [MASK] . [SEP],5 χώρες,Ισπανία:4,0,Ισπανία:4,0
[CLS] το Προσήνεμες:5 Νήσοι:4 αποτελείται από [MASK] . [SEP],π,Μπαρμπάντος:7,0,Μπαρμπάντος:7,0
[CLS] το Αζετιδίνη:5 αποτελείται από [MASK] . [SEP],ν,άζωτο:4,0,άζωτο:4,0
[CLS] το τάξη:3 αποτελείται από [MASK] [MASK] . [SEP],το άτομα,Οργανισμός:5,0,Οργανισμός:5,0
[CLS] το Διμεθυλαιθέρας:9 αποτελείται από [MASK] [MASK] [MASK] [MASK] . [SEP],α αξλη:3,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] το Βαλτικά:4 κράτη:3 αποτελείται από [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],το Βαλτους:4,Εσθονία:5,0,Εσθονία:5,0
[CLS] οι ερμηνευτικές:6 τέχνες:4 αποτελείται από [MASK] [MASK] . [SEP],το άτομα,τσίρκο:5,0,τσίρκο:5,0
[CLS] το στρατός:3 ξηράς:3 αποτελείται από [MASK] [MASK] [MASK] [MASK] . [SEP],4 . 000δρες:2,Ιππικό:3,0,Ιππικό:3,0
[CLS] το Νότια:3 Ευρώπη αποτελείται από [MASK] [MASK] . [SEP],5 χώρες,Κροατία:4,0,Κροατία:4,0
[CLS] το Πρωσσικό:5 μπλε:3 αποτελείται από [MASK] [MASK] [MASK] [MASK] . [SEP],τρία μπλε:3,κάλιο:3,0,κάλιο:3,0
[CLS] το αλανίνη:3 αποτελείται από [MASK] [MASK] [MASK] . [SEP],α α α,άζωτο:4,0,άζωτο:4,0
[CLS] το Οξείδιο:4 του βαρίου:3 αποτελείται από [MASK] . [SEP],ν,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] το Αιθυλοβενζόλιο:10 αποτελείται από [MASK] [MASK] . [SEP],α άτομα,Άνθρακας:5,0,Άνθρακας:5,0
[CLS] το Νιτρικό:3 οξύ:2 αποτελείται από [MASK] . [SEP],ν,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] οι ανθρωπιστικές:7 επιστήμες:5 αποτελείται από [MASK] [MASK] . [SEP],4 χώρες,τέχνη:3,0,τέχνη:3,0
[CLS] το Ειδογένεση:6 αποτελείται από [MASK] [MASK] . [SEP],4 άτομα,Μετάλλαξη:3,0,Μετάλλαξη:3,0
[CLS] το αμινοξέα:6 αποτελείται από [MASK] . [SEP],π,υδρογόνο:4,0,υδρογόνο:4,0
[CLS] το Σοκολάτα:5 αποτελείται από [MASK] [MASK] . [SEP],12 χλμ,ζάχαρη:4,0,ζάχαρη:4,0
[CLS] το Μοναχισμός:6 αποτελείται από [MASK] [MASK] . [SEP],4 άτομα,μοναχός:5,0,μοναχός:5,0
[CLS] το Πυριδίνη:5 αποτελείται από [MASK] . [SEP],π,Άνθρακας:5,0,Άνθρακας:5,0
[CLS] το Γιαούρτι:4 αποτελείται από [MASK] . [SEP],π,γάλα:2,0,γάλα:2,0
[CLS] το αυτοκινητόδρομος:8 αποτελείται από [MASK] [MASK] . [SEP],4 άτομα,κόμβος:5,0,κόμβος:5,0
[CLS] το Οξείδιο:4 του λιθίου:4 αποτελείται από [MASK] . [SEP],ν,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] τα νιτρικά:4 αποτελείται από [MASK] . [SEP],π,οξυγόνο:5,0,οξυγόνο:5,0
[CLS] οι όμορες:3 Ηνωμένες:3 Πολιτείες:4 αποτελείται από [MASK] . [SEP],π,Αϊντάχο:5,0,Αϊντάχο:5,0
[CLS] το Σφιγγομυελίνη:9 αποτελείται από [MASK] [MASK] [MASK] [MASK] . [SEP],α αξίδια:3,Άνθρακας:5,0,Άνθρακας:5,0
[CLS] οι όμορες:3 Ηνωμένες:3 Πολιτείες:4 αποτελείται από [MASK] . [SEP],π,Αρκάνσας:5,0,Αρκάνσας:5,0
[CLS] οι Νορδικές:5 χώρες αποτελείται από [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],την Νοικές:3 χώρες,Σουηδία:4,0,Σουηδία:4,0
[CLS] το γλυκό:4 του κουταλιού:5 αποτελείται από [MASK] . [SEP],α,Καρπός:5,0,Καρπός:5,0
[CLS] το Γλωσσολογία:6 αποτελείται από [MASK] . [SEP],1,Σύνταξη:4,0,Σύνταξη:4,0
