sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Pietro Aradori:2 plays in shooting guard position . [SEP],shooting guard,shooting guard,1,shooting guard,1,-6.09833
[CLS] Mike Wallace plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.38855
[CLS] Amara:2 Kamara:2 plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-2.01977
[CLS] DaShaun:4 Wood plays in point guard position . [SEP],point guard,point guard,1,point guard,1,-5.24805
[CLS] Earl McCullouch:6 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.81187
[CLS] Zack Nash plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.65386
[CLS] John Baker plays in catcher:2 position . [SEP],catcher:2,catcher:2,1,catcher:2,1,-3.42423
[CLS] Scott Niedermayer:4 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.53837
[CLS] Brandon Caleb:2 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.62870
[CLS] Marcus Hamilton plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-3.59520
[CLS] Jeff Norton plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-6.49197
[CLS] Dante Hughes plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.51845
[CLS] Chad Ruhwedel:4 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.27811
[CLS] Andreas Kanonidis:3 plays in shooting guard position . [SEP],shooting guard,shooting guard,1,shooting guard,1,-5.55971
[CLS] Oscar Klefbom:3 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.13462
[CLS] Marcus Allen plays in running back position . [SEP],running back,running back,1,running back,1,-3.85307
[CLS] Steven Black plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.74812
[CLS] Tomáš Duba:2 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.80500
[CLS] Max Bullough:2 plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.79799
[CLS] Landon:2 Johnson plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.41592
[CLS] Steven Hill plays in catcher:2 position . [SEP],catcher:2,catcher:2,1,catcher:2,1,-3.52994
[CLS] Antonio Smith plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-3.84587
[CLS] Audry:2 Pérez plays in catcher:2 position . [SEP],catcher:2,catcher:2,1,catcher:2,1,-3.27050
[CLS] Nathan Palmer plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-1.03569
[CLS] Patrick Bailey plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-1.12006
[CLS] Michael Floyd plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.59568
[CLS] Ron Loustel:2 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.88495
[CLS] Robert Massey:2 plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.50567
[CLS] Émile Bouchard:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-6.25507
[CLS] Craig Robertson plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.87983
[CLS] Ryan Lavarnway:4 plays in catcher:2 position . [SEP],catcher:2,catcher:2,1,catcher:2,1,-3.44072
[CLS] Dick Lamby:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.72709
[CLS] Hines:2 Ward plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.83169
[CLS] Nate Allen plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-3.69319
[CLS] Orlando Phillips plays in power forward position . [SEP],power forward,power forward,1,power forward,1,-5.57179
[CLS] Billy Andrews plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-1.39421
[CLS] Giedrius:3 Gustas:2 plays in point guard position . [SEP],point guard,point guard,1,point guard,1,-6.17629
[CLS] Denis Godla:2 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.57360
[CLS] Nikita Davydov:2 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.44099
[CLS] Sergio Llorente:3 plays in point guard position . [SEP],point guard,point guard,1,point guard,1,-5.00970
[CLS] Karl Paymah:2 plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.72576
[CLS] Tony Lippett:2 plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.43874
[CLS] John Chiles:2 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-1.05002
[CLS] Scott Kozak:2 plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.68822
[CLS] Jerramie:3 Domish:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.80996
[CLS] Arnold Harrison plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.77961
[CLS] Bart Crashley:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-6.68526
[CLS] Rusty:2 Chambers plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.67879
[CLS] Hugh Green plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-1.51989
[CLS] Benjamin Gay plays in running back position . [SEP],running back,running back,1,running back,1,-4.83967
[CLS] Patrick Jeffers:2 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.42912
[CLS] Jason Bell plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-3.72367
[CLS] Andreas Hadelöv:3 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.28826
[CLS] Dante Jones plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.69054
[CLS] Greg Zuerlein:3 plays in placekicker:3 position . [SEP],placekicker:3,placekicker:3,1,placekicker:3,1,-2.99109
[CLS] Mike Timlin:2 plays in relief pitcher position . [SEP],relief pitcher,relief pitcher,1,relief pitcher,1,-5.83745
[CLS] Darrin:2 Fitzgerald plays in point guard position . [SEP],point guard,point guard,1,point guard,1,-5.13390
[CLS] Ghaleb:3 Rida:2 plays in shooting guard position . [SEP],shooting guard,shooting guard,1,shooting guard,1,-4.95427
[CLS] Milan Chalupa:3 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.40500
[CLS] Clint Sammons:2 plays in catcher:2 position . [SEP],catcher:2,catcher:2,1,catcher:2,1,-3.29064
[CLS] Murray Baron plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.15143
[CLS] Erol:2 Kahraman:3 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.99458
[CLS] Cory Fleming plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.77755
[CLS] Steve Williams plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.33894
[CLS] Laveranues:4 Coles plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-1.39958
[CLS] Marcus Cromartie:4 plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.32364
[CLS] Jason Lane plays in outfielder:3 position . [SEP],outfielder:3,outfielder:3,1,outfielder:3,1,-1.51038
[CLS] Mike Moore plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-6.17690
[CLS] Mathieu Carle:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.49662
[CLS] Mark Alt plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.76953
[CLS] Jayme:2 Platt plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.90734
[CLS] Joe Finley:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-6.07315
[CLS] Mohamed Massaquoi:3 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.58245
[CLS] Vince Mayle:2 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.64251
[CLS] Igor Ulanov:3 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-4.79678
[CLS] Hal Stringert:2 plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.64331
[CLS] Hank Baskett:2 plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.15422
[CLS] Paul MacKinnon:3 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.43887
[CLS] Sami Salo:2 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-5.62800
[CLS] Hubert Bobo:2 plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-2.23582
[CLS] Luis Gonzalez plays in outfielder:3 position . [SEP],outfielder:3,outfielder:3,1,outfielder:3,1,-1.07811
[CLS] Michael Garnett:3 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.39439
[CLS] Ryan Hegarty:3 plays in defenceman:2 position . [SEP],defenceman:2,defenceman:2,1,defenceman:2,1,-6.02595
[CLS] Marlon Forbes plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.55983
[CLS] Prechae:3 Rodriguez plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.82924
[CLS] Gianluca:2 Marchetti:2 plays in point guard position . [SEP],point guard,point guard,1,point guard,1,-5.58588
[CLS] Bryan Thomas plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.93899
[CLS] Eric Ward plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.57693
[CLS] Tim Green plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.91081
[CLS] Kevin Elliott plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-0.30639
[CLS] Gus Otto plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-1.22693
[CLS] Mike Greenlay:2 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.60569
[CLS] Kelvin Hayden plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.87409
[CLS] Jim Marthinsen:3 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.31876
[CLS] Shayne:2 Graham plays in placekicker:3 position . [SEP],placekicker:3,placekicker:3,1,placekicker:3,1,-2.72373
[CLS] Mike Williams plays in cornerback:2 position . [SEP],cornerback:2,cornerback:2,1,cornerback:2,1,-4.22269
[CLS] Jerry Jensen plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.54728
[CLS] Al Dodd plays in wide receiver position . [SEP],wide receiver,wide receiver,1,wide receiver,1,-1.37642
[CLS] Aaron Harang:2 plays in starting pitcher position . [SEP],starting pitcher,starting pitcher,1,starting pitcher,1,-7.02822
[CLS] Jeff Reed plays in catcher:2 position . [SEP],catcher:2,catcher:2,1,catcher:2,1,-2.80533
[CLS] Rudy Fernández plays in shooting guard position . [SEP],shooting guard,shooting guard,1,shooting guard,1,-5.17189
[CLS] Dave Clark plays in outfielder:3 position . [SEP],outfielder:3,outfielder:3,1,outfielder:3,1,-1.57094
[CLS] Jack Golden plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-1.08387
[CLS] Baz:2 Bastien:2 plays in goaltender:2 position . [SEP],goaltender:2,goaltender:2,1,goaltender:2,1,-2.54296
[CLS] Steve Shull:2 plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.47008
[CLS] Jimmy McClain:4 plays in linebacker:2 position . [SEP],linebacker:2,linebacker:2,1,linebacker:2,1,-0.63154
