sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Taisen:2 Puzzle:3 Dama is developed by Konami:2 . [SEP],Konami:2,Konami:2,1,Konami:2,1,-1.44684
[CLS] Galaxian:3 is developed by Bandai:2 Namco:2 Amusement:2 . [SEP],Bandai:2 Namco:2 Amusement:2,Bandai:2 Namco:2 Amusement:2,1,Bandai:2 Namco:2 Amusement:2,1,-1.50897
[CLS] Dance Dance Revolution Hottest:2 Party 3 is developed by Konami:2 . [SEP],Konami:2,Konami:2,1,Konami:2,1,-0.43934
[CLS] Concerto Gate is developed by Square Enix:2 . [SEP],Square Enix:2,Square Enix:2,1,Square Enix:2,1,-0.18304
[CLS] Full Spectrum Warrior is developed by Pandemic:3 Studios . [SEP],Pandemic:3 Studios,Pandemic:3 Studios,1,Pandemic:3 Studios,1,-2.28014
[CLS] Another World is developed by Delphine:2 Software International . [SEP],Delphine:2 Software International,Delphine:2 Software International,1,Delphine:2 Software International,1,-4.89686
[CLS] Body Blows:2 Galactic:2 is developed by Team17:2 . [SEP],Team17:2,Team17:2,1,Team17:2,1,-7.42240
[CLS] Enemy Front is developed by CI:2 Games S . A . . [SEP],CI:2 Games S . A .,CI:2 Games S . A .,1,CI:2 Games S . A .,1,-3.48104
[CLS] Rugby 2004 is developed by HB Studios . [SEP],HB Studios,HB Studios,1,HB Studios,1,-8.72369
[CLS] Operation C is developed by Konami:2 . [SEP],Konami:2,Konami:2,1,Konami:2,1,-1.79977
[CLS] True Golf Classics : Waialae:3 Country Club is developed by Technology and Entertainment Software . [SEP],Technology and Entertainment Software,Technology and Entertainment Software,1,Technology and Entertainment Software,1,-4.81214
[CLS] Oracle Clusterware:3 is developed by Oracle Corporation . [SEP],Oracle Corporation,Oracle Corporation,1,Oracle Corporation,1,-0.35065
[CLS] Strike Commander is developed by Origin Systems . [SEP],Origin Systems,Origin Systems,1,Origin Systems,1,-4.69656
[CLS] Hover:2 Force is developed by Mattel:2 . [SEP],Mattel:2,Mattel:2,1,Mattel:2,1,-5.45583
[CLS] Sonic the Hedgehog:3 CD is developed by Sonic Team . [SEP],Sonic Team,Sonic Team,1,Sonic Team,1,-3.91763
[CLS] Cutthroats:4 is developed by Infocom:2 . [SEP],Infocom:2,Infocom:2,1,Infocom:2,1,-4.47524
[CLS] Worms Crazy Golf is developed by Team17:2 . [SEP],Team17:2,Team17:2,1,Team17:2,1,-7.36156
[CLS] Excite:2 Truck is developed by Monster Games . [SEP],Monster Games,Monster Games,1,Monster Games,1,-8.18579
[CLS] PocketBike:3 Racer:2 is developed by Blitz Games . [SEP],Blitz Games,Blitz Games,1,Blitz Games,1,-6.34242
[CLS] Mission Cobra is developed by Thin Chen Enterprise . [SEP],Thin Chen Enterprise,Thin Chen Enterprise,1,Thin Chen Enterprise,1,-11.70262
[CLS] Pilot is developed by PARC:2 . [SEP],PARC:2,PARC:2,1,PARC:2,1,-4.56422
[CLS] Dokapon:2 Kingdom is developed by Sting Entertainment . [SEP],Sting Entertainment,Sting Entertainment,1,Sting Entertainment,1,-8.61860
[CLS] Xpand:3 Rally is developed by Techland:2 . [SEP],Techland:2,Techland:2,1,Techland:2,1,-6.92558
[CLS] X11:2 . app is developed by Apple Inc . . [SEP],Apple Inc .,Apple Inc .,1,Apple Inc .,1,-0.77468
[CLS] Hydlide:3 is developed by Technology and Entertainment Software . [SEP],Technology and Entertainment Software,Technology and Entertainment Software,1,Technology and Entertainment Software,1,-4.72048
[CLS] Geneforge:3 5 : Overthrow:3 is developed by Spiderweb:2 Software . [SEP],Spiderweb:2 Software,Spiderweb:2 Software,1,Spiderweb:2 Software,1,-5.55496
[CLS] Sengoku:3 Blade : Sengoku:3 Ace Episode II is developed by Psikyo:3 . [SEP],Psikyo:3,Psikyo:3,1,Psikyo:3,1,-6.65007
[CLS] GNU SIP:2 Witch is developed by GNU Project . [SEP],GNU Project,GNU Project,1,GNU Project,1,-2.85986
[CLS] The Punisher:3 : No Mercy is developed by Zen Studios . [SEP],Zen Studios,Zen Studios,1,Zen Studios,1,-7.90976
[CLS] Hanging:2 with Friends is developed by Zynga:3 . [SEP],Zynga:3,Zynga:3,1,Zynga:3,1,-4.56932
[CLS] Jones in the Fast Lane is developed by Sierra Entertainment . [SEP],Sierra Entertainment,Sierra Entertainment,1,Sierra Entertainment,1,-4.15524
[CLS] Murder on the Zinderneuf:4 is developed by Electronic Arts . [SEP],Electronic Arts,Electronic Arts,1,Electronic Arts,1,-1.88877
[CLS] Alone in the Dark : The New Nightmare is developed by Darkworks:2 . [SEP],Darkworks:2,Darkworks:2,1,Darkworks:2,1,-5.49570
[CLS] Might:2 and Magic VIII : Day of the Destroyer:3 is developed by New World Computing . [SEP],New World Computing,New World Computing,1,New World Computing,1,-2.18546
