sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Soren:2 Holm works in the field of bioethics:3 . [SEP],bioethics:3,bioethics:3,1,bioethics:3,1,-2.31513
[CLS] Nail:2 Bakirov:3 works in the field of probability theory . [SEP],probability theory,probability theory,1,probability theory,1,-4.60747
[CLS] The Physiological:2 Society works in the field of physiology:3 . [SEP],physiology:3,physiology:3,1,physiology:3,1,-0.42006
[CLS] Bertrand Russell works in the field of history of philosophy . [SEP],history of philosophy,history of philosophy,1,history of philosophy,1,-2.61984
[CLS] Joseph Barth works in the field of ophthalmology:5 . [SEP],ophthalmology:5,ophthalmology:5,1,ophthalmology:5,1,-0.10048
[CLS] Hassler:2 Whitney works in the field of topology:2 . [SEP],topology:2,topology:2,1,topology:2,1,-1.78244
[CLS] Rodrigo Caro works in the field of archaeology:3 . [SEP],archaeology:3,archaeology:3,1,archaeology:3,1,-0.05226
[CLS] feedback works in the field of control theory . [SEP],control theory,control theory,1,control theory,1,-3.86209
[CLS] Vijay Kumar Patodi:2 works in the field of topology:2 . [SEP],topology:2,topology:2,1,topology:2,1,-3.98299
[CLS] Victor Maslov:2 works in the field of mathematical physics . [SEP],mathematical physics,mathematical physics,1,mathematical physics,1,-2.16318
[CLS] Oleg Viro:2 works in the field of topology:2 . [SEP],topology:2,topology:2,1,topology:2,1,-2.83427
[CLS] cityscape:3 works in the field of art of painting . [SEP],art of painting,art of painting,1,art of painting,1,-4.54824
[CLS] George Pólya:3 works in the field of combinatorics:4 . [SEP],combinatorics:4,combinatorics:4,1,combinatorics:4,1,-0.04455
[CLS] Frans de Waal:2 works in the field of ethology:3 . [SEP],ethology:3,ethology:3,1,ethology:3,1,-1.28091
[CLS] José Antonio Pavón:3 works in the field of botany:2 . [SEP],botany:2,botany:2,1,botany:2,1,-0.38307
[CLS] Bureau of Meteorology:2 works in the field of meteorology:3 . [SEP],meteorology:3,meteorology:3,1,meteorology:3,1,-0.01684
[CLS] Edward Rudge:3 works in the field of botany:2 . [SEP],botany:2,botany:2,1,botany:2,1,-0.49016
[CLS] Madeleine M . Joullié:3 works in the field of organic chemistry . [SEP],organic chemistry,organic chemistry,1,organic chemistry,1,-1.29883
[CLS] Liberty Hyde Bailey works in the field of botany:2 . [SEP],botany:2,botany:2,1,botany:2,1,-0.63942
[CLS] Jeff Dinitz:2 works in the field of combinatorics:4 . [SEP],combinatorics:4,combinatorics:4,1,combinatorics:4,1,-0.06594
[CLS] Abu Nasr:2 Mansur:2 works in the field of astronomy:2 . [SEP],astronomy:2,astronomy:2,1,astronomy:2,1,-0.17179
[CLS] András Hajnal:3 works in the field of combinatorics:4 . [SEP],combinatorics:4,combinatorics:4,1,combinatorics:4,1,-0.11848
[CLS] Bachelor of Science in Nursing works in the field of nursing:2 . [SEP],nursing:2,nursing:2,1,nursing:2,1,-0.85078
[CLS] armed forces works in the field of military science . [SEP],military science,military science,1,military science,1,-4.54390
[CLS] Odd Hassel:2 works in the field of physical chemistry . [SEP],physical chemistry,physical chemistry,1,physical chemistry,1,-3.23478
[CLS] Boris Grakov:3 works in the field of archaeology:3 . [SEP],archaeology:3,archaeology:3,1,archaeology:3,1,-0.08418
[CLS] toxinology:3 works in the field of toxin:2 . [SEP],toxin:2,toxin:2,1,toxin:2,1,-0.00439
[CLS] Subrahmanyan:4 Chandrasekhar:3 works in the field of astrophysics:5 . [SEP],astrophysics:5,astrophysics:5,1,astrophysics:5,1,-0.04459
[CLS] L . W . Beineke:3 works in the field of graph theory . [SEP],graph theory,graph theory,1,graph theory,1,-4.20794
[CLS] Bogdan Dobrescu:3 works in the field of particle physics . [SEP],particle physics,particle physics,1,particle physics,1,-0.87066
[CLS] World History Association works in the field of world history . [SEP],world history,world history,1,world history,1,-0.60058
[CLS] Giuseppe Luigi Assemani:3 works in the field of Oriental studies . [SEP],Oriental studies,Oriental studies,1,Oriental studies,1,-4.62773
[CLS] Panos:2 Valavanis:3 works in the field of classical archaeology:3 . [SEP],classical archaeology:3,classical archaeology:3,1,classical archaeology:3,1,-1.00275
[CLS] Georges Valiron:2 works in the field of mathematical analysis . [SEP],mathematical analysis,mathematical analysis,1,mathematical analysis,1,-3.73581
[CLS] Ernst Zermelo:3 works in the field of mathematical logic . [SEP],mathematical logic,mathematical logic,1,mathematical logic,1,-2.41283
[CLS] George Claridge:3 Druce:2 works in the field of botany:2 . [SEP],botany:2,botany:2,1,botany:2,1,-0.23981
[CLS] Jay Wright Forrester:2 works in the field of system dynamics . [SEP],system dynamics,system dynamics,1,system dynamics,1,-4.60953
[CLS] Werner Rothmaler:2 works in the field of botany:2 . [SEP],botany:2,botany:2,1,botany:2,1,-0.74767
[CLS] Robert Goldblatt:2 works in the field of mathematical logic . [SEP],mathematical logic,mathematical logic,1,mathematical logic,1,-2.31656
[CLS] Julius Anatolyovich:4 Schrader:3 works in the field of cybernetics:5 . [SEP],cybernetics:5,cybernetics:5,1,cybernetics:5,1,-0.03357
[CLS] Realdo:2 Colombo works in the field of anatomy:3 . [SEP],anatomy:3,anatomy:3,1,anatomy:3,1,-0.14103
[CLS] The Serra Project works in the field of homelessness:3 . [SEP],homelessness:3,homelessness:3,1,homelessness:3,1,-2.28813
[CLS] John Sibthorp:4 works in the field of botany:2 . [SEP],botany:2,botany:2,1,botany:2,1,-0.41368
[CLS] David M . Wilson works in the field of Viking Age . [SEP],Viking Age,Viking Age,1,Viking Age,1,-6.10770
[CLS] Viennese:2 Actionism:2 works in the field of body art . [SEP],body art,body art,1,body art,1,-6.45095
[CLS] airport police works in the field of airport security . [SEP],airport security,airport security,1,airport security,1,-1.74237
[CLS] Dimitris:2 Dimitrakos:4 works in the field of Marxism:2 . [SEP],Marxism:2,Marxism:2,1,Marxism:2,1,-1.98857
[CLS] Victor Kac:2 works in the field of mathematical physics . [SEP],mathematical physics,mathematical physics,1,mathematical physics,1,-2.92700
[CLS] IEEE Emanuel R . Piore:2 Award works in the field of computer science . [SEP],computer science,computer science,1,computer science,1,-1.82001
[CLS] George Albert Boulenger works in the field of zoology:2 . [SEP],zoology:2,zoology:2,1,zoology:2,1,-0.31394
[CLS] Ernst Sejersted:3 Selmer:2 works in the field of number theory . [SEP],number theory,number theory,1,number theory,1,-3.08082
[CLS] Ivan Buresh:3 works in the field of zoology:2 . [SEP],zoology:2,zoology:2,1,zoology:2,1,-1.63032
[CLS] Robert S . Mulliken:3 works in the field of physical chemistry . [SEP],physical chemistry,physical chemistry,1,physical chemistry,1,-2.61235
[CLS] Paul Epstein works in the field of number theory . [SEP],number theory,number theory,1,number theory,1,-3.52543
[CLS] Alfred Aeppli:3 works in the field of probability theory . [SEP],probability theory,probability theory,1,probability theory,1,-3.00593
