sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] András Törő:3 was educated at the University of University of Michigan . [SEP],University of Michigan,University of Michigan,1,University of Michigan,1,-4.83216
[CLS] David Castle was educated at the University of McMaster:4 University . [SEP],McMaster:4 University,McMaster:4 University,1,McMaster:4 University,1,-1.75752
[CLS] Roopa:3 Farooki:2 was educated at the University of New College . [SEP],New College,New College,1,New College,1,-5.74131
[CLS] Mark Handley:2 was educated at the University of University College London . [SEP],University College London,University College London,1,University College London,1,-3.82312
[CLS] Dick Tooth:2 was educated at the University of University of Sydney . [SEP],University of Sydney,University of Sydney,1,University of Sydney,1,-4.87979
[CLS] Theodor Svedberg:2 was educated at the University of Uppsala University . [SEP],Uppsala University,Uppsala University,1,Uppsala University,1,-4.51235
[CLS] Keith Prosser:2 was educated at the University of Queens ' College . [SEP],Queens ' College,Queens ' College,1,Queens ' College,1,-3.61188
[CLS] Fran Mires was educated at the University of Medill:2 School of Journalism:2 . [SEP],Medill:2 School of Journalism:2,Medill:2 School of Journalism:2,1,Medill:2 School of Journalism:2,1,-3.49195
[CLS] Keir:2 Giles was educated at the University of Winchester College . [SEP],Winchester College,Winchester College,1,Winchester College,1,-4.02864
[CLS] John Christopher Mahoney:3 was educated at the University of Brown University . [SEP],Brown University,Brown University,1,Brown University,1,-6.19401
[CLS] Alan M . Olson was educated at the University of St . Olaf College . [SEP],St . Olaf College,St . Olaf College,1,St . Olaf College,1,-2.42743
[CLS] Do - ol was educated at the University of Korea University . [SEP],Korea University,Korea University,1,Korea University,1,-3.43077
[CLS] James Brooke was educated at the University of Yale University . [SEP],Yale University,Yale University,1,Yale University,1,-8.14340
[CLS] Joanna Falco - Leshin:2 was educated at the University of University of Miami . [SEP],University of Miami,University of Miami,1,University of Miami,1,-5.10777
[CLS] Francesco Caruso:2 was educated at the University of San Diego State University . [SEP],San Diego State University,San Diego State University,1,San Diego State University,1,-2.26679
[CLS] John Antoon:2 II was educated at the University of Florida Southern College . [SEP],Florida Southern College,Florida Southern College,1,Florida Southern College,1,-6.37263
[CLS] Robert O . Mendelsohn:3 was educated at the University of Harvard University . [SEP],Harvard University,Harvard University,1,Harvard University,1,-5.25163
"[CLS] Mahindananda:4 Aluthgamage:4 was educated at the University of Royal College , Colombo . [SEP]","Royal College , Colombo","Royal College , Colombo",1,"Royal College , Colombo",1,-3.01547
