sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Pietro Aradori:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,shooting guard,0,shooting guard,0,-0.51243
[CLS] Mike Wallace plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,wide receiver,0,wide receiver,0,-0.54851
[CLS] Amara:2 Kamara:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,linebacker:2,0,linebacker:2,0,-0.64366
[CLS] DaShaun:4 Wood plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,point guard,0,point guard,0,-0.61700
[CLS] Earl McCullouch:6 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,wide receiver,0,wide receiver,0,-0.33937
[CLS] Zack Nash plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,linebacker:2,0,linebacker:2,0,-0.90377
[CLS] John Baker plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,catcher:2,0,catcher:2,0,-0.17571
[CLS] Scott Niedermayer:4 plays in [MASK] [MASK] [MASK] position . [SEP],the left forward,defenceman:2,0,defenceman:2,0,-0.72224
[CLS] Brandon Caleb:2 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,wide receiver,0,wide receiver,0,-0.65243
[CLS] Marcus Hamilton plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,cornerback:2,0,cornerback:2,0,-0.41064
[CLS] Jeff Norton plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,defenceman:2,0,defenceman:2,0,-0.62572
[CLS] Dante Hughes plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,cornerback:2,0,cornerback:2,0,-0.68619
[CLS] Chad Ruhwedel:4 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,defenceman:2,0,defenceman:2,0,-0.46902
[CLS] Andreas Kanonidis:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,shooting guard,0,shooting guard,0,-0.54729
[CLS] Oscar Klefbom:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,defenceman:2,0,defenceman:2,0,-0.59664
[CLS] Marcus Allen plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,running back,0,running back,0,-0.56637
[CLS] Steven Black plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the Flexing:3,wide receiver,0,wide receiver,0,-0.82894
[CLS] Tomáš Duba:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2,0,goaltender:2,0,-0.45114
[CLS] Max Bullough:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2,0,linebacker:2,0,-0.30450
[CLS] Landon:2 Johnson plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,linebacker:2,0,linebacker:2,0,-0.37898
[CLS] Steven Hill plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,catcher:2,0,catcher:2,0,-0.54568
[CLS] Antonio Smith plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,cornerback:2,0,cornerback:2,0,-0.56124
[CLS] Audry:2 Pérez plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,catcher:2,0,catcher:2,0,-0.38804
[CLS] Nathan Palmer plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - center,wide receiver,0,wide receiver,0,-1.06496
[CLS] Patrick Bailey plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2,0,linebacker:2,0,-0.28254
[CLS] Michael Floyd plays in [MASK] [MASK] [MASK] position . [SEP],the left left,wide receiver,0,wide receiver,0,-1.04894
[CLS] Ron Loustel:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,goaltender:2,0,goaltender:2,0,-0.54784
[CLS] Robert Massey:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,cornerback:2,0,cornerback:2,0,-0.23207
[CLS] Émile Bouchard:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,defenceman:2,0,defenceman:2,0,-0.58366
[CLS] Craig Robertson plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2,0,linebacker:2,0,-0.27204
[CLS] Ryan Lavarnway:4 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,catcher:2,0,catcher:2,0,-0.28194
[CLS] Dick Lamby:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,defenceman:2,0,defenceman:2,0,-0.32848
[CLS] Hines:2 Ward plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,wide receiver,0,wide receiver,0,-0.44710
[CLS] Nate Allen plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,cornerback:2,0,cornerback:2,0,-0.35287
[CLS] Orlando Phillips plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,power forward,0,power forward,0,-0.72883
[CLS] Billy Andrews plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2,0,linebacker:2,0,-0.29680
[CLS] Giedrius:3 Gustas:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,point guard,0,point guard,0,-0.62059
[CLS] Denis Godla:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2,0,goaltender:2,0,-0.53247
[CLS] Nikita Davydov:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2,0,goaltender:2,0,-0.53399
[CLS] Sergio Llorente:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,point guard,0,point guard,0,-0.60374
[CLS] Karl Paymah:2 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,cornerback:2,0,cornerback:2,0,-0.76280
[CLS] Tony Lippett:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,cornerback:2,0,cornerback:2,0,-0.26785
[CLS] John Chiles:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,wide receiver,0,wide receiver,0,-0.58509
[CLS] Scott Kozak:2 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,linebacker:2,0,linebacker:2,0,-0.60011
[CLS] Jerramie:3 Domish:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,defenceman:2,0,defenceman:2,0,-0.61944
[CLS] Arnold Harrison plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2,0,linebacker:2,0,-0.21929
[CLS] Bart Crashley:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,defenceman:2,0,defenceman:2,0,-0.53655
[CLS] Rusty:2 Chambers plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2,0,linebacker:2,0,-0.41160
[CLS] Hugh Green plays in [MASK] [MASK] [MASK] position . [SEP],the left wing,linebacker:2,0,linebacker:2,0,-0.88858
[CLS] Benjamin Gay plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the flanket:3,running back,0,running back,0,-0.87604
[CLS] Patrick Jeffers:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,wide receiver,0,wide receiver,0,-0.49210
[CLS] Jason Bell plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,cornerback:2,0,cornerback:2,0,-0.25720
[CLS] Andreas Hadelöv:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2,0,goaltender:2,0,-0.50438
[CLS] Dante Jones plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the Flexing:3,linebacker:2,0,linebacker:2,0,-0.87066
[CLS] Greg Zuerlein:3 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,placekicker:3,0,placekicker:3,0,-0.56749
[CLS] Mike Timlin:2 plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,relief pitcher,0,relief pitcher,0,-0.39940
[CLS] Darrin:2 Fitzgerald plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,point guard,0,point guard,0,-0.47357
[CLS] Ghaleb:3 Rida:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,shooting guard,0,shooting guard,0,-0.62925
[CLS] Milan Chalupa:3 plays in [MASK] [MASK] [MASK] position . [SEP],the attacking midfielder,defenceman:2,0,defenceman:2,0,-0.50047
