sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] rough breathing:3 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],rough breathing:3,diacritic:3,0,diacritic:3,0,-0.10704
[CLS] Human Y - chromosome DNA haplogroup:3 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],DNA haplogroup:3,Haplogroup:3,0,Haplogroup:3,0,-0.05118
[CLS] Geosynchronous:5 Satellite Launch Vehicle is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],Satellite Launch Vehicle,launch vehicle,0,launch vehicle,0,-0.05941
[CLS] theoretical computer science is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],theoretical computer science,computer science,0,computer science,0,-0.06232
[CLS] Açores VR is a subclass:3 of [MASK] [MASK] . [SEP],Açores VR,Portuguese wine,0,Portuguese wine,0,-0.18402
[CLS] Google Now is a subclass:3 of [MASK] . [SEP],Google,virtual assistant,0,virtual assistant,0,-0.03749
[CLS] British Rail Class 101 is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],British Rail Class 101,diesel multiple unit,0,diesel multiple unit,0,-0.04612
[CLS] Himitsu:3 Sentai Gorenger:2 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],Sentai Gorenger:2,Super Sentai,0,Super Sentai,0,-0.15605
[CLS] palliative:3 care is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],palliative:3 care,health care,0,health care,0,-0.03137
[CLS] Non - modulating:2 essential hypertension:3 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],hypertension:3,hypertension:3,1,hypertension:3,1,-0.01313
[CLS] grape:2 ice cream is a subclass:3 of [MASK] [MASK] [MASK] [MASK] . [SEP],grape:2 ice cream,ice cream,0,ice cream,0,-0.01222
[CLS] solvent:2 red 1 is a subclass:3 of [MASK] [MASK] [MASK] . [SEP],solvent:2 red,food coloring:2,0,food coloring:2,0,-0.01507
