sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Duke of Rutland:3 is named after [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Duke of Rutland:3,Rutland:3,0,Rutland:3,0,-0.09687
[CLS] Port Glasgow railway station is named after [MASK] . [SEP],him,Port Glasgow,0,Port Glasgow,0,-0.21853
[CLS] Shotton:2 railway station is named after [MASK] [MASK] [MASK] [MASK] . [SEP],Shotton:2 railway station,Shotton:2,0,Shotton:2,0,-0.20678
[CLS] Koopmans:3 ' theorem is named after [MASK] [MASK] [MASK] . [SEP],Koopmans:3,Tjalling:3 Koopmans:3,0,Tjalling:3 Koopmans:3,0,-0.04062
[CLS] Al Ain International Airport is named after [MASK] . [SEP],him,Al Ain,0,Al Ain,0,-0.21783
[CLS] Izhevsk:4 State Technical University is named after [MASK] [MASK] [MASK] [MASK] . [SEP],Izhevsk:4,Mikhail Kalashnikov:3,0,Mikhail Kalashnikov:3,0,-0.19580
[CLS] Ophir:2 Award is named after [MASK] . [SEP],him,Ophir:2,0,Ophir:2,0,-0.20886
[CLS] Fennoscandia:4 is named after [MASK] [MASK] [MASK] [MASK] . [SEP],Fennoscandia:4,Scandinavian Peninsula,0,Scandinavian Peninsula,0,-0.10321
[CLS] Avoch:2 railway station is named after [MASK] [MASK] . [SEP],Avoch:2,Avoch:2,1,Avoch:2,1,-0.01167
[CLS] Scalby:3 railway station is named after [MASK] [MASK] [MASK] . [SEP],Scalby:3,Scalby:3,1,Scalby:3,1,-0.08330
[CLS] Suwarrow:3 is named after [MASK] [MASK] [MASK] . [SEP],Suwarrow:3,Alexander Suvorov:3,0,Alexander Suvorov:3,0,-0.10126
[CLS] Moultrie:3 County is named after [MASK] [MASK] [MASK] . [SEP],Moultrie:3,William Moultrie:3,0,William Moultrie:3,0,-0.06943
[CLS] Stanmore:2 Village railway station is named after [MASK] [MASK] [MASK] . [SEP],Stanmore:2 Village,Stanmore:2,0,Stanmore:2,0,-0.18195
[CLS] Jules Verne ATV is named after [MASK] . [SEP],him,Jules Verne,0,Jules Verne,0,-0.13902
[CLS] Sant ' Agnese:2 in Agone:2 is named after [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Agnese:2 in Agone:2,Agnes of Rome,0,Agnes of Rome,0,-0.24899
[CLS] Abengourou:4 Airport is named after [MASK] [MASK] [MASK] [MASK] . [SEP],Abengourou:4,Abengourou:4,1,Abengourou:4,1,-0.09177
[CLS] Chungking:2 Express is named after [MASK] [MASK] . [SEP],Chungking:2,Chungking:2 Mansions:2,0,Chungking:2 Mansions:2,0,-0.04488
[CLS] Kemmerer:3 Municipal Airport is named after [MASK] [MASK] [MASK] . [SEP],Kemmerer:3,Kemmerer:3,1,Kemmerer:3,1,-0.15031
[CLS] Abergynolwyn:4 railway station is named after [MASK] [MASK] [MASK] [MASK] . [SEP],Abergynolwyn:4,Abergynolwyn:4,1,Abergynolwyn:4,1,-0.03455
[CLS] John Cabot:2 University is named after [MASK] . [SEP],him,John Cabot:2,0,John Cabot:2,0,-0.18180
[CLS] Vegafonna:3 is named after [MASK] [MASK] [MASK] . [SEP],Vegafonna:3,SS Vega,0,SS Vega,0,-0.14021
[CLS] Sialkot:3 International Airport is named after [MASK] [MASK] [MASK] . [SEP],Sialkot:3,Sialkot:3,1,Sialkot:3,1,-0.06598
[CLS] Ludwig - Prandtl:3 - Ring is named after [MASK] [MASK] [MASK] [MASK] . [SEP],Ludwig Prandtl:3,Ludwig Prandtl:3,1,Ludwig Prandtl:3,1,-0.01718
[CLS] FTL:3 : Faster:2 Than Light is named after [MASK] [MASK] [MASK] . [SEP],FTL:3,faster - than - light,0,faster - than - light,0,-0.55557
[CLS] Heilbronn triangle problem is named after [MASK] . [SEP],Heilbronn,Hans Heilbronn,0,Hans Heilbronn,0,-0.04432
[CLS] Fillmore:3 County is named after [MASK] [MASK] [MASK] . [SEP],Fillmore:3,Millard:2 Fillmore:3,0,Millard:2 Fillmore:3,0,-0.21366
[CLS] Citizenfour:2 is named after [MASK] . [SEP],him,Edward Snowden:2,0,Edward Snowden:2,0,-1.09124
[CLS] Russian battleship:2 Petropavlovsk:5 is named after [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Petropavlovsk:5,Jean - Paul Marat:2,0,Jean - Paul Marat:2,0,-0.17603
[CLS] Merton:2 College is named after [MASK] [MASK] [MASK] . [SEP],Merton:2 College,Walter de Merton:2,0,Walter de Merton:2,0,-0.10544
[CLS] Wokingham:3 railway station is named after [MASK] [MASK] [MASK] . [SEP],Wokingham:3,Wokingham:3,1,Wokingham:3,1,-0.00387
[CLS] 65 Cybele:3 is named after [MASK] [MASK] [MASK] . [SEP],Cybele:3,Cybele:3,1,Cybele:3,1,-0.03955
