sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] το Μαρκ:3 βρίσκεται στο Βέλγιο:4 . [SEP],Βέλγιο:4,Βέλγιο:4,1,Βέλγιο:4,1,-0.11270
"[CLS] το Πόρτο:4 Νόβο:3 , Πράσινο:4 Ακρωτήρι:6 βρίσκεται στο Πράσινο:4 Ακρωτήριο:5 . [SEP]",Πράσινο:4 Ακρωτήριο:5,Πράσινο:4 Ακρωτήριο:5,1,Πράσινο:4 Ακρωτήριο:5,1,-0.06655
[CLS] το Ντοντουσένι:6 βρίσκεται στο Μολδαβία:5 . [SEP],Μολδαβία:5,Μολδαβία:5,1,Μολδαβία:5,1,-0.36439
[CLS] το Ότι:2 βρίσκεται στο Μπουρκίνα:4 Φάσο:3 . [SEP],Μπουρκίνα:4 Φάσο:3,Μπουρκίνα:4 Φάσο:3,1,Μπουρκίνα:4 Φάσο:3,1,-3.89415
[CLS] το Άγιος Λαυρέντιος:7 βρίσκεται στο Καναδά:5 . [SEP],Καναδά:5,Καναδά:5,1,Καναδάς:5,0,-0.51485
[CLS] το COBRA:3 βρίσκεται στο Βέλγιο:4 . [SEP],Βέλγιο:4,Βέλγιο:4,1,Βέλγιο:4,1,-0.07588
[CLS] τα Χανδριά:4 βρίσκεται στο Κύπρο:4 . [SEP],Κύπρο:4,Κύπρο:4,1,Κύπρος:4,0,-0.12847
[CLS] το Γιουτλάνδη:6 βρίσκεται στο Δανία:3 . [SEP],Δανία:3,Δανία:3,1,Δανία:3,1,-0.54801
[CLS] το Κράι:3 Κρασνογιάρσκ:9 βρίσκεται στο Ρωσία:2 . [SEP],Ρωσία:2,Ρωσία:2,1,Ρωσία:2,1,-0.46597
[CLS] το Άκρε:4 βρίσκεται στο Βραζιλία:5 . [SEP],Βραζιλία:5,Βραζιλία:5,1,Βραζιλία:5,1,-0.27657
[CLS] το Ρόουντ:4 Άιλαντ:4 βρίσκεται στο Άνωμένες:3 Πμερική:3 . [SEP],Άνωμένες:3 Πμερική:3,Άνωμένες:3 Πμερική:3,1,Ηνωμένες:3 Πολιτείες:4 Αμερικής:3,0,-8.21888
[CLS] το Κολέγιο:5 Πολέμου:4 του Αμερικανικού:5 Στρατού:2 βρίσκεται στο Άνωμένες:3 Πμερική:3 . [SEP],Άνωμένες:3 Πμερική:3,Άνωμένες:3 Πμερική:3,1,Ηνωμένες:3 Πολιτείες:4 Αμερικής:3,0,-8.21844
[CLS] το Όιτα:3 βρίσκεται στο Ιαπωνία:4 . [SEP],Ιαπωνία:4,Ιαπωνία:4,1,Ιαπωνία:4,1,-0.39444
[CLS] το Ικιντσί:5 Πασάλι:5 βρίσκεται στο Αζερμπαϊτζάν:9 . [SEP],Αζερμπαϊτζάν:9,Αζερμπαϊτζάν:9,1,Αζερμπαϊτζάν:9,1,-0.17091
[CLS] το Έστεβαν:4 βρίσκεται στο Καναδά:5 . [SEP],Καναδά:5,Καναδά:5,1,Καναδάς:5,0,-0.30349
[CLS] το Αμραβάτι:6 βρίσκεται στο Ινδία:2 . [SEP],Ινδία:2,Ινδία:2,1,Ινδία:2,1,-0.93591
[CLS] το Ερμέρα:3 βρίσκεται στο Ανατολικό:4 Τιμόρ:4 . [SEP],Ανατολικό:4 Τιμόρ:4,Ανατολικό:4 Τιμόρ:4,1,Ανατολικό:4 Τιμόρ:4,1,-1.11459
[CLS] το Ιρακινό:4 δηνάριο:4 βρίσκεται στο Ιράκ:3 . [SEP],Ιράκ:3,Ιράκ:3,1,Ιράκ:3,1,-0.22849
"[CLS] το Deșteaptă:4 - te , române:2 ! βρίσκεται στο Ρουμανία:4 . [SEP]",Ρουμανία:4,Ρουμανία:4,1,Ρουμανία:4,1,-0.15759
[CLS] το Μπούρου:4 βρίσκεται στο Ινδονησία:5 . [SEP],Ινδονησία:5,Ινδονησία:5,1,Ινδονησία:5,1,-0.83729
[CLS] το Πανεπιστήμιο του Βελιγραδίου:6 βρίσκεται στο Σερβία:3 . [SEP],Σερβία:3,Σερβία:3,1,Σερβία:3,1,-0.27954
[CLS] το Φανάρι:3 βρίσκεται στο Τουρκία:4 . [SEP],Τουρκία:4,Τουρκία:4,1,Τουρκία:4,1,-0.04465
[CLS] το Σαμπαντρόμε:7 Μαρκές:4 ντε Σαπουκάλ:5 βρίσκεται στο Βραζιλία:5 . [SEP],Βραζιλία:5,Βραζιλία:5,1,Βραζιλία:5,1,-0.34032
[CLS] το Σιξ:3 Κρος:2 Ρόουντς:4 βρίσκεται στο Μπαρμπάντο:7 . [SEP],Μπαρμπάντο:7,Μπαρμπάντο:7,1,Μπαρμπάντος:7,0,-2.03880
[CLS] το Χανάμ:3 βρίσκεται στο Νότια:3 Κορέα:4 . [SEP],Νότια:3 Κορέα:4,Νότια:3 Κορέα:4,1,Νότια:3 Κορέα:4,1,-0.97040
[CLS] το Ζγάρτα:5 βρίσκεται στο Λίβανο:4 . [SEP],Λίβανο:4,Λίβανο:4,1,Λίβανος:4,0,-0.75486
[CLS] το Εθνική Κιργιστάν:7 ( ποδόσφαιρο:8 ανδρών:2 ) βρίσκεται στο Κιργιζία:7 . [SEP],Κιργιζία:7,Κιργιζία:7,1,Κιργιζία:7,1,-1.28973
[CLS] το Κιμπόγκα:7 βρίσκεται στο Ουγκάντα:4 . [SEP],Ουγκάντα:4,Ουγκάντα:4,1,Ουγκάντα:4,1,-1.40900
[CLS] το Ρωμαιοκαθολική:7 αρχιεπισκοπή:9 του Περθ:3 βρίσκεται στο Αυστραλία:5 . [SEP],Αυστραλία:5,Αυστραλία:5,1,Αυστραλία:5,1,-0.19590
[CLS] το Αυτοκρατορική:7 βιβλιοθήκη:5 της Κωνσταντινούπολης:6 βρίσκεται στο Βυζαντινή:5 Αυτοκρατορία:7 . [SEP],Βυζαντινή:5 Αυτοκρατορία:7,Βυζαντινή:5 Αυτοκρατορία:7,1,Βυζαντινή:5 Αυτοκρατορία:7,1,-0.11275
[CLS] το Περιφέρεια:5 Βολγκογκράντ:8 βρίσκεται στο Ρωσία:2 . [SEP],Ρωσία:2,Ρωσία:2,1,Ρωσία:2,1,-0.58490
[CLS] το Άρμπα:4 Μινχ:3 βρίσκεται στο Αιθιοπία:6 . [SEP],Αιθιοπία:6,Αιθιοπία:6,1,Αιθιοπία:6,1,-1.48080
[CLS] το Περάκ:3 βρίσκεται στο Μαλαισία:5 . [SEP],Μαλαισία:5,Μαλαισία:5,1,Μαλαισία:5,1,-2.32354
[CLS] τα Μπαγκλιά:4 βρίσκεται στο Αλγερία:4 . [SEP],Αλγερία:4,Αλγερία:4,1,Αλγερία:4,1,-1.13895
[CLS] το Πλάθα:4 δε Εσπάνια:5 βρίσκεται στο Ισπανία:4 . [SEP],Ισπανία:4,Ισπανία:4,1,Ισπανία:4,1,-0.47587
