sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] ο Κλέμεντ:5 Άττλη:4 δουλεύει:4 στο Σχολή τικονομινου:7 . [SEP],Σχολή τικονομινου:7,Σχολή τικονομινου:7,1,Σχολή Οικονομικών:4 του Λονδίνου:4,0,-4.43416
[CLS] ο Γκλεν:4 Κιν:2 δουλεύει:4 στο Walt Disney Animation Studios . [SEP],Walt Disney Animation Studios,Walt Disney Animation Studios,1,Walt Disney Animation Studios,1,-0.15331
[CLS] ο Βίλχελμ:6 φον:2 Μπέτσολντ:7 δουλεύει:4 στο Πανεπιστήμιο Χούμπολτ:6 . [SEP],Πανεπιστήμιο Χούμπολτ:6,Πανεπιστήμιο Χούμπολτ:6,1,Πανεπιστήμιο Χούμπολτ:6,1,-2.49891
[CLS] η Μαρία Μίτσελ:5 δουλεύει:4 στο Κολέγιο:5 Βασάρ:5 . [SEP],Κολέγιο:5 Βασάρ:5,Κολέγιο:5 Βασάρ:5,1,Κολέγιο:5 Βασάρ:5,1,-1.09532
[CLS] ο Μάρτιν:4 Χάιρερ:5 δουλεύει:4 στο Πανεπιστήμιο του Γουόρικ:5 . [SEP],Πανεπιστήμιο του Γουόρικ:5,Πανεπιστήμιο του Γουόρικ:5,1,Πανεπιστήμιο του Γουόρικ:5,1,-1.54663
[CLS] ο Ότο:2 φον:2 Γκέρικε:4 δουλεύει:4 στο Μαγδεβούργο:9 . [SEP],Μαγδεβούργο:9,Μαγδεβούργο:9,1,Μαγδεβούργο:9,1,-1.22860
[CLS] ο Τιβέριος:5 Χέμστερχοϋς:8 δουλεύει:4 στο Πανεπιστήμιο του Λέιντεν:5 . [SEP],Πανεπιστήμιο του Λέιντεν:5,Πανεπιστήμιο του Λέιντεν:5,1,Πανεπιστήμιο του Λέιντεν:5,1,-1.63440
[CLS] ο Σαρλ:4 Λενορμάν:6 δουλεύει:4 στο Πανεπιστήμιο ραρισιού:4 . [SEP],Πανεπιστήμιο ραρισιού:4,Πανεπιστήμιο ραρισιού:4,1,Πανεπιστήμιο του Παρισιού:4,0,-6.39933
[CLS] ο Χανς:3 Γκρος:3 δουλεύει:4 στο Πανεπιστήμιο / . [SEP],Πανεπιστήμιο /,Πανεπιστήμιο /,1,Πανεπιστήμιο του Γκρατς:4,0,-9.37669
[CLS] ο Μπιλ:3 Σάνκλι:4 δουλεύει:4 στο Γκρίμσμπι:9 Τάουν:3 . [SEP],Γκρίμσμπι:9 Τάουν:3,Γκρίμσμπι:9 Τάουν:3,1,Γκρίμσμπι:9 Τάουν:3,1,-1.78772
[CLS] ο Τζέιμς:6 Τσάντγουικ:7 δουλεύει:4 στο Πανεπιστήμιο του Μάντσεστερ:6 . [SEP],Πανεπιστήμιο του Μάντσεστερ:6,Πανεπιστήμιο του Μάντσεστερ:6,1,Πανεπιστήμιο του Μάντσεστερ:6,1,-0.62725
[CLS] ο Ιάν:2 Χόντερ:3 δουλεύει:4 στο Πανεπιστήμιο τιντώ:4 . [SEP],Πανεπιστήμιο τιντώ:4,Πανεπιστήμιο τιντώ:4,1,Πανεπιστήμιο του Λιντς:3,0,-4.61416
[CLS] ο Αβραάμ:5 Μάσλοου:5 δουλεύει:4 στο Πανεπιστήμιο . [SEP],Πανεπιστήμιο,Πανεπιστήμιο,1,Πανεπιστήμιο Μπράνταϊς:6,0,-4.50462
[CLS] ο Φρίντριχ:6 Χουντ:3 δουλεύει:4 στο Πανεπιστήμιο / έτα:2 . [SEP],Πανεπιστήμιο / έτα:2,Πανεπιστήμιο / έτα:2,1,Πανεπιστήμιο Ιένας:3,0,-6.29033
[CLS] ο Κάρλ:4 Λάσλευ:5 δουλεύει:4 στο Πανεπιστήμιο τικάγου:3 . [SEP],Πανεπιστήμιο τικάγου:3,Πανεπιστήμιο τικάγου:3,1,Πανεπιστήμιο του Σικάγου:3,0,-4.63665
[CLS] οι Πέδρο:3 Ραμίρες:5 Βάσκες:4 δουλεύει:4 στο Εθνικόμι:4 . [SEP],Εθνικόμι:4,Εθνικόμι:4,1,Εθνικό:2 Αυτόνομο:3 Πανεπιστήμιο του Μεξικού:3,0,-3.84685
[CLS] ο Φρήντριχ:5 Βίλχελμ:6 Γιόζεφ:5 Σέλινγκ:5 δουλεύει:4 στο Πανεπιστήμιο τονάχου:3 . [SEP],Πανεπιστήμιο τονάχου:3,Πανεπιστήμιο τονάχου:3,1,Πανεπιστήμιο του Μονάχου:4,0,-7.43430
[CLS] ο Μισέλ:5 Ριφατέρ:6 δουλεύει:4 στο Πανεπιστήμιο Χάρβαρντ:5 . [SEP],Πανεπιστήμιο Χάρβαρντ:5,Πανεπιστήμιο Χάρβαρντ:5,1,Πανεπιστήμιο Χάρβαρντ:5,1,-1.55307
[CLS] ο Διονύσιος:6 Ζακυθηνός:6 δουλεύει:4 στο Πάντειο:4 Πανεπιστήμιο . [SEP],Πάντειο:4 Πανεπιστήμιο,Πάντειο:4 Πανεπιστήμιο,1,Πάντειο:4 Πανεπιστήμιο,1,-2.61126
[CLS] ο Ζαν:2 Πολ:3 Φιτουσσί:6 δουλεύει:4 στο Ινστιτούτο:6 τοπιτισιού:5 . [SEP],Ινστιτούτο:6 τοπιτισιού:5,Ινστιτούτο:6 τοπιτισιού:5,1,Ινστιτούτο:6 Πολιτικών:4 Επιστημών:5 του Παρισιού:4,0,-2.30346
[CLS] η Λάουρα:4 Μπολντρίνι:7 δουλεύει:4 στις Ύπατη:3 Αρμοστεία:5 του ΟΗΕ:3 για τους Πρόσφυγες:6 . [SEP],Ύπατη:3 Αρμοστεία:5 του ΟΗΕ:3 για τους Πρόσφυγες:6,Ύπατη:3 Αρμοστεία:5 του ΟΗΕ:3 για τους Πρόσφυγες:6,1,Ύπατη:3 Αρμοστεία:5 του ΟΗΕ:3 για τους Πρόσφυγες:6,1,-0.70698
[CLS] ο Ερνστ:4 Κούρτιους:5 δουλεύει:4 στο Πανεπιστήμιο Χούμπολτ:6 . [SEP],Πανεπιστήμιο Χούμπολτ:6,Πανεπιστήμιο Χούμπολτ:6,1,Πανεπιστήμιο Χούμπολτ:6,1,-2.48495
[CLS] ο Μαξ:3 Νιούμαν:4 δουλεύει:4 στο Πανεπιστήμιο του Μάντσεστερ:6 . [SEP],Πανεπιστήμιο του Μάντσεστερ:6,Πανεπιστήμιο του Μάντσεστερ:6,1,Πανεπιστήμιο του Μάντσεστερ:6,1,-0.72385
[CLS] ο Τζον:3 Τζέφρις:6 δουλεύει:4 στο Βρετανικό:5 . [SEP],Βρετανικό:5,Βρετανικό:5,1,Βρετανικός:5 Στρατός:3,0,-0.69402
[CLS] ο Φρίντριχ:6 Άουγκουστ:5 φον:2 Χάγιεκ:6 δουλεύει:4 στο Σχολή τικονομινου:7 . [SEP],Σχολή τικονομινου:7,Σχολή τικονομινου:7,1,Σχολή Οικονομικών:4 του Λονδίνου:4,0,-4.40363
