sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] ο Μπέρτραντ:5 Ράσελ:4 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο του Κέιμπριτζ:8 . [SEP],Πανεπιστήμιο του Κέιμπριτζ:8,Πανεπιστήμιο του Κέιμπριτζ:8,1,Πανεπιστήμιο του Κέιμπριτζ:8,1,-1.36497
[CLS] ο Άλαν:2 Τούρινγκ:5 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο του Κέιμπριτζ:8 . [SEP],Πανεπιστήμιο του Κέιμπριτζ:8,Πανεπιστήμιο του Κέιμπριτζ:8,1,Πανεπιστήμιο του Κέιμπριτζ:8,1,-1.32153
[CLS] ο Τεντ:3 Καζίνσκι:7 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο του Μίσιγκαν:5 . [SEP],Πανεπιστήμιο του Μίσιγκαν:5,Πανεπιστήμιο του Μίσιγκαν:5,1,Πανεπιστήμιο του Μίσιγκαν:5,1,-2.59390
[CLS] η Έντιθ:3 Χάμφρεϊ:7 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο Ζυρίχης:5 . [SEP],Πανεπιστήμιο Ζυρίχης:5,Πανεπιστήμιο Ζυρίχης:5,1,Πανεπιστήμιο Ζυρίχης:5,1,-3.20454
[CLS] ο Έρνεστ:4 Σάκλετον:5 φοίτησε:3 στο πανεπιστήμιο:7 του Κολέγιο:5 Ντάλγουτος:5 . [SEP],Κολέγιο:5 Ντάλγουτος:5,Κολέγιο:5 Ντάλγουτος:5,1,Κολέγιο:5 Ντάλγουιτς:6,0,-2.49618
[CLS] ο Τζέρι:3 Λόουλερ:4 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο Μέμφις:5 . [SEP],Πανεπιστήμιο Μέμφις:5,Πανεπιστήμιο Μέμφις:5,1,Πανεπιστήμιο του Μέμφις:5,0,-4.65563
[CLS] ο Ραούλ:4 Βάλενμπεργκ:7 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο του Μίσιγκαν:5 . [SEP],Πανεπιστήμιο του Μίσιγκαν:5,Πανεπιστήμιο του Μίσιγκαν:5,1,Πανεπιστήμιο του Μίσιγκαν:5,1,-2.84318
[CLS] ο Πετράρχης:6 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο τονπελιέ:4 . [SEP],Πανεπιστήμιο τονπελιέ:4,Πανεπιστήμιο τονπελιέ:4,1,Πανεπιστήμιο του Μονπελιέ:5,0,-7.13377
[CLS] ο Γαλιλαίος:5 Γαλιλέι:6 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο Πίζα:3 . [SEP],Πανεπιστήμιο Πίζα:3,Πανεπιστήμιο Πίζα:3,1,Πανεπιστήμιο της Πίζας:4,0,-3.46441
[CLS] ο Μαξ:3 Βέμπερ:5 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο τη . [SEP],Πανεπιστήμιο τη,Πανεπιστήμιο τη,1,Πανεπιστήμιο της Χαϊδελβέργης:9,0,-8.32168
[CLS] ο Εμέκα:4 Όκαφορ:4 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο του Κονέκτικατ:7 . [SEP],Πανεπιστήμιο του Κονέκτικατ:7,Πανεπιστήμιο του Κονέκτικατ:7,1,Πανεπιστήμιο του Κονέκτικατ:7,1,-3.15478
[CLS] ο Άνταμ:3 Φέργκιουσον:5 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο τδιμβούργου:8 . [SEP],Πανεπιστήμιο τδιμβούργου:8,Πανεπιστήμιο τδιμβούργου:8,1,Πανεπιστήμιο του Εδιμβούργου:8,0,-3.51739
[CLS] ο Μάικ:4 Γουέρμπ:5 φοίτησε:3 στο πανεπιστήμιο:7 των Σχολή ς . [SEP],Σχολή ς,Σχολή ς,1,Σχολή θεάτρου:4 κινηματογράφου:7 και τηλεόρασης:5 του Πανεπιστημίου:7 της Καλιφόρνιας:8 στο Λος:2 Άντζελες:4,0,-15.03474
[CLS] ο Τζον:3 Ντραμάνι:4 Μαχάμα:5 φοίτησε:3 στο πανεπιστήμιο:7 του Σχολείο:3 Αχιμότα:5 . [SEP],Σχολείο:3 Αχιμότα:5,Σχολείο:3 Αχιμότα:5,1,Σχολείο:3 Αχιμότα:5,1,-2.32516
[CLS] ο Μιχαήλ:4 Λομονόσοφ:6 φοίτησε:3 στο πανεπιστήμιο:7 του Σλαβοελληνολικής:7 Ακαδημίας:4 . [SEP],Σλαβοελληνολικής:7 Ακαδημίας:4,Σλαβοελληνολικής:7 Ακαδημίας:4,1,Σλαβοελληνολατινική:9 Ακαδημία:4,0,-1.47218
[CLS] η Ρουθ:3 Μπένεντικτ:7 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο Κολούμπιας:8 . [SEP],Πανεπιστήμιο Κολούμπιας:8,Πανεπιστήμιο Κολούμπιας:8,1,Πανεπιστήμιο Κολούμπια:7,0,-1.16071
[CLS] ο Τσουνγκ:3 Ουν:3 - τσαν:2 φοίτησε:3 στο πανεπιστήμιο:7 του Εθνικό:2 Πανεπιστήμιο της Σεούλ:3 . [SEP],Εθνικό:2 Πανεπιστήμιο της Σεούλ:3,Εθνικό:2 Πανεπιστήμιο της Σεούλ:3,1,Εθνικό:2 Πανεπιστήμιο της Σεούλ:3,1,-2.68103
[CLS] ο Γιαν:2 Σομπιέσκι:8 φοίτησε:3 στο πανεπιστήμιο:7 του Γιαγκελονίου:5 . [SEP],Γιαγκελονίου:5,Γιαγκελονίου:5,1,Γιαγκελόνιο:5 Πανεπιστήμιο,0,-3.43164
[CLS] ο Ντικ:3 Τσένεϊ:5 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο Γέιλ:3 . [SEP],Πανεπιστήμιο Γέιλ:3,Πανεπιστήμιο Γέιλ:3,1,Πανεπιστήμιο Γέιλ:3,1,-3.78455
[CLS] ο Νικολά:4 ντε Κοντορσέ:6 φοίτησε:3 στο πανεπιστήμιο:7 του Πανεπιστήμιο τουρισιού:3 . [SEP],Πανεπιστήμιο τουρισιού:3,Πανεπιστήμιο τουρισιού:3,1,Πανεπιστήμιο του Παρισιού:4,0,-5.26200
