sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] ο Τζέρεμι:6 Ρίτσαρντσον:6 παίζει:3 στο Σαν:2 Αντόνιο:3 Σπερι:3 . [SEP],Σαν:2 Αντόνιο:3 Σπερι:3,Σαν:2 Αντόνιο:3 Σπερι:3,1,Σαν:2 Αντόνιο:3 Σπερς:4,0,-2.55274
[CLS] ο Τζον:3 Χέιτινγκα:7 παίζει:3 στο Χέρτα:3 Βερολίνου:5 . [SEP],Χέρτα:3 Βερολίνου:5,Χέρτα:3 Βερολίνου:5,1,Χέρτα:3 Βερολίνου:5,1,-2.11937
[CLS] ο Τζέισον:5 Γουίλιαμς:6 παίζει:3 στο Ορλάντο:5 Μάτζικ:6 . [SEP],Ορλάντο:5 Μάτζικ:6,Ορλάντο:5 Μάτζικ:6,1,Ορλάντο:5 Μάτζικ:6,1,-1.96047
[CLS] ο Γκόραν:4 Πόποφ:4 παίζει:3 στο ΣΚ:2 Χέρενφεν:5 . [SEP],ΣΚ:2 Χέρενφεν:5,ΣΚ:2 Χέρενφεν:5,1,ΣΚ:2 Χέρενφεν:5,1,-2.32626
[CLS] ο Έισι:3 Λο:2 παίζει:3 στο Ολυμπιακός:7 ( καλαθοσφαίριση:10 ) . [SEP],Ολυμπιακός:7 ( καλαθοσφαίριση:10 ),Ολυμπιακός:7 ( καλαθοσφαίριση:10 ),1,Ολυμπιακός:7 ( καλαθοσφαίριση:10 ),1,-0.23462
[CLS] ο Κιρίλλ:6 Ναμπάμπκιν:9 παίζει:3 στο Εθνική Ρωσία:2 . [SEP],Εθνική Ρωσία:2,Εθνική Ρωσία:2,1,Εθνική Ρωσίας:2,0,-1.33906
[CLS] ο Φιλ:2 Τζαγκιέλκα:7 παίζει:3 στο εμακή:3 λης:2 . [SEP],εμακή:3 λης:2,εμακή:3 λης:2,1,εθνική:2 ομάδα ποδοσφαίρου:2 της Αγγλίας:4,0,-7.71773
[CLS] τα Ντανιέλ:5 Μορεϊρά:6 παίζει:3 στο Τουλούζρυ:7 . [SEP],Τουλούζρυ:7,Τουλούζρυ:7,1,Τουλούζ:5 ΦΚ:2,0,-2.55705
[CLS] ο Γκαμπριέλ:7 Ποπέσκου:6 παίζει:3 στο ΦΚ:2 U Κραϊόβα:5 1948 . [SEP],ΦΚ:2 U Κραϊόβα:5 1948,ΦΚ:2 U Κραϊόβα:5 1948,1,ΦΚ:2 U Κραϊόβα:5 1948,1,-5.61285
[CLS] ο Δημήτρης:5 Σαλπιγγίδης:9 παίζει:3 στο Π . Α . Ο . Κ . . [SEP],Π . Α . Ο . Κ .,Π . Α . Ο . Κ .,1,Π . Α . Ο . Κ .,1,-1.24364
[CLS] ο Άντρε:4 Ντράμοντ:5 παίζει:3 στο Ντιτρόιτ:6 Πίστον:3 . [SEP],Ντιτρόιτ:6 Πίστον:3,Ντιτρόιτ:6 Πίστον:3,1,Ντιτρόιτ:6 Πίστονς:4,0,-2.45728
[CLS] ο Ντένις:4 Τσερίσεβ:6 παίζει:3 στο Φ . Κ . Σεβίλλη:5 . [SEP],Φ . Κ . Σεβίλλη:5,Φ . Κ . Σεβίλλη:5,1,Φ . Κ . Σεβίλλη:5,1,-2.06047
[CLS] ο Ροναλντίνιο:7 παίζει:3 στο ΑΚ:2 Μίλαν:3 . [SEP],ΑΚ:2 Μίλαν:3,ΑΚ:2 Μίλαν:3,1,ΑΚ:2 Μίλαν:3,1,-2.46104
[CLS] ο Λουίζ:4 Αντριάνο:4 παίζει:3 στο Εθνική Βραζιλία:5 . [SEP],Εθνική Βραζιλία:5,Εθνική Βραζιλία:5,1,Εθνική Βραζιλίας:5,0,-1.00981
[CLS] ο Ρενάλντας:4 Σεϊμπούτις:7 παίζει:3 στο Λιέτουβο:5 . [SEP],Λιέτουβο:5,Λιέτουβο:5,1,Λιέτουβος:6 Ρίτας:3,0,-3.64530
[CLS] ο Κλαούντιο:4 Κανίγια:4 παίζει:3 στο Μπενφίκα:5 . [SEP],Μπενφίκα:5,Μπενφίκα:5,1,Μπενφίκα:5,1,-3.32057
[CLS] ο Εδγάρδο:6 Μπάουσα:5 παίζει:3 στο Τζούνιορ:5 ντε Μπαρραγια:5 . [SEP],Τζούνιορ:5 ντε Μπαρραγια:5,Τζούνιορ:5 ντε Μπαρραγια:5,1,Τζούνιορ:5 ντε Μπαρρανκίγια:8,0,-2.95755
[CLS] ο Μοργκάν:5 Αμαλφιτανό:7 παίζει:3 στις ΛΣ:2 Σεντάνς:4 . [SEP],ΛΣ:2 Σεντάνς:4,ΛΣ:2 Σεντάνς:4,1,ΚΣ:2 Σεντάν:3 - Αρδέννες:5,0,-5.00574
[CLS] ο Γιάννης:4 Ζαραδούκας:6 παίζει:3 στο Εθνική Ελλάδος ( ποδόσφαιρο:8 ανδρών:2 ) . [SEP],Εθνική Ελλάδος ( ποδόσφαιρο:8 ανδρών:2 ),Εθνική Ελλάδος ( ποδόσφαιρο:8 ανδρών:2 ),1,Εθνική Ελλάδος ( ποδόσφαιρο:8 ανδρών:2 ),1,-0.27626
[CLS] ο Ιωάννης Κανωτίδης:5 παίζει:3 στο Πανθρακικό:6 . [SEP],Πανθρακικό:6,Πανθρακικό:6,1,Πανθρακικός:6,0,-1.33877
[CLS] ο Βάλτερ:3 Παντιάνι:5 παίζει:3 στο Μπέρμιγχαμ:8 Σίτι:3 . [SEP],Μπέρμιγχαμ:8 Σίτι:3,Μπέρμιγχαμ:8 Σίτι:3,1,Μπέρμιγχαμ:8 Σίτι:3,1,-1.77013
