sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] το WiZink:3 Center βρίσκεται στο Μαδρίτη:4 . [SEP],Μαδρίτη:4,Μαδρίτη:4,1,Μαδρίτη:4,1,-1.29673
[CLS] το Ρεμινιάκ:6 βρίσκεται στο Μορμπιάν:7 . [SEP],Μορμπιάν:7,Μορμπιάν:7,1,Μορμπιάν:7,1,-2.51556
[CLS] το Χάμπσαϊρ:7 βρίσκεται στο Νότιοανική:5 Αγγλία:4 . [SEP],Νότιοανική:5 Αγγλία:4,Νότιοανική:5 Αγγλία:4,1,Νότιοανατολική:7 Αγγλία:4,0,-2.61845
[CLS] το Βαρικό:3 Φλώρινας:5 βρίσκεται στο Περιφέρες:5 Ματικονία:5 . [SEP],Περιφέρες:5 Ματικονία:5,Περιφέρες:5 Ματικονία:5,1,Περιφέρεια:5 Δυτικής:2 Μακεδονίας:5,0,-4.27445
[CLS] το Μπουίκουε:4 βρίσκεται στο Ουγκάντα:4 . [SEP],Ουγκάντα:4,Ουγκάντα:4,1,Ουγκάντα:4,1,-1.91470
[CLS] το Έιντι:3 βρίσκεται στο Σκωτία:4 . [SEP],Σκωτία:4,Σκωτία:4,1,Σκωτία:4,1,-0.48491
[CLS] το Σαγκναί:5 - Λακ:3 - Σαιν:3 - Ζαν:2 βρίσκεται στο Κεμπέκ:6 . [SEP],Κεμπέκ:6,Κεμπέκ:6,1,Κεμπέκ:6,1,-1.70261
[CLS] το Σιτραί:4 βρίσκεται στο Αντρ:3 . [SEP],Αντρ:3,Αντρ:3,1,Αντρ:3,1,-2.24792
[CLS] το Κλήμονας:4 βρίσκεται στο Επαρχία:3 Λεμεσού:5 . [SEP],Επαρχία:3 Λεμεσού:5,Επαρχία:3 Λεμεσού:5,1,Επαρχία:3 Λεμεσού:5,1,-1.03689
[CLS] το Στάρτσοβο:5 βρίσκεται στο Επαρχία:3 Μπλαγκόεβγκραντ:10 . [SEP],Επαρχία:3 Μπλαγκόεβγκραντ:10,Επαρχία:3 Μπλαγκόεβγκραντ:10,1,Επαρχία:3 Μπλαγκόεβγκραντ:10,1,-1.81486
[CLS] το Μπρίστολ:6 βρίσκεται στο Χάρτφορντ:5 . [SEP],Χάρτφορντ:5,Χάρτφορντ:5,1,Χάρτφορντ:5,1,-2.26472
[CLS] το Μητροπολιτικός:6 Δήμος:2 Πόλης:3 του Τσουάνε:4 βρίσκεται στο Γκαουτένγκ:6 . [SEP],Γκαουτένγκ:6,Γκαουτένγκ:6,1,Γκαουτένγκ:6,1,-3.21600
[CLS] το Λαολίνγκ:7 βρίσκεται στο Ντετζόου:6 . [SEP],Ντετζόου:6,Ντετζόου:6,1,Ντετζόου:6,1,-2.30955
[CLS] το Ποπερίνγκε:8 βρίσκεται στο Δυτική:2 Φλάνδρα:4 . [SEP],Δυτική:2 Φλάνδρα:4,Δυτική:2 Φλάνδρα:4,1,Δυτική:2 Φλάνδρα:4,1,-1.56863
