sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] North Carolina Agricultural and Technical State University is a [MASK] . [SEP],member,land - grant university,0,land - grant university,0
[CLS] 2010 Capital One Bowl is a [MASK] [MASK] [MASK] [MASK] . [SEP],football football football game,bowl game,0,bowl game,0
[CLS] Food & History is a [MASK] . [SEP],magazine,scientific journal,0,scientific journal,0
[CLS] Springhurst:2 is a [MASK] . [SEP],suburb,railway station,0,railway station,0
[CLS] Hildebrand:3 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],German German and football player,family name,0,family name,0
[CLS] Laval:2 - d ' Aurelle:3 is a [MASK] [MASK] . [SEP],French commune,commune of France,0,commune of France,0
[CLS] Ditchford:3 railway station is a [MASK] [MASK] [MASK] . [SEP],former railway station,railway station,0,railway station,0
[CLS] Centre Place is a [MASK] [MASK] . [SEP],residential neighbourhood,shopping mall,0,shopping mall,0
[CLS] Ashibetsu:3 Station is a [MASK] [MASK] . [SEP],railway station,railway station,1,railway station,1
[CLS] Boa:2 people is a [MASK] . [SEP],tribe,ethnic group,0,ethnic group,0
[CLS] Bohunt:3 School is a [MASK] [MASK] . [SEP],private school,secondary school,0,secondary school,0
[CLS] MTV Europe Music Award for Best Italian Act is a [MASK] [MASK] [MASK] [MASK] . [SEP],music music music award,MTV Europe Music Award,0,MTV Europe Music Award,0
[CLS] Waka:2 - ush:2 Kamuy:3 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],former and and football player,Kamuy:3,0,Kamuy:3,0
[CLS] Smolensk:4 North Airport is a [MASK] [MASK] . [SEP],military airport,airbase:2,0,airbase:2,0
[CLS] 2005 – 06 Eredivisie:5 is a [MASK] [MASK] [MASK] [MASK] . [SEP],Dutch football football competition,Eredivisie:5,0,Eredivisie:5,0
[CLS] Hai Sing Catholic School is a [MASK] [MASK] . [SEP],Catholic school,secondary school,0,secondary school,0
[CLS] Live is a [MASK] [MASK] . [SEP],live album,live album,1,live album,1
[CLS] May 1981 tornado outbreak is a [MASK] [MASK] . [SEP],rare event,tornado outbreak,0,tornado outbreak,0
[CLS] Psychopathic:4 Murder Mix Volume 1 is a [MASK] . [SEP],compilation,remix album,0,remix album,0
[CLS] Cemetery Station No . 3 railway station is a [MASK] [MASK] [MASK] . [SEP],former railway station,railway station,0,railway station,0
[CLS] Blau:2 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],German and and football team,family name,0,family name,0
[CLS] Hot cathode:3 is a [MASK] [MASK] . [SEP],chemical compound,cathode:3,0,cathode:3,0
[CLS] German submarine U - 601:2 is a [MASK] . [SEP],submarine,U - boat,0,U - boat,0
[CLS] North Borneo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],former and and cricket country,protectorate:2,0,protectorate:2,0
[CLS] Hamura:2 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],former and and football player,city of Japan,0,city of Japan,0
[CLS] Ficoll:3 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Swiss and and football team,polysaccharides:6,0,polysaccharides:6,0
[CLS] Ulmus:3 × hollandica:3 ' Belgica:3 ' is a [MASK] . [SEP],hybrid,cultivar:3,0,cultivar:3,0
"[CLS] Riccia:3 , Molise:3 is a [MASK] . [SEP]",village,comune of Italy,0,comune of Italy,0
[CLS] Nangkor:3 Gewog:3 is a [MASK] . [SEP],village,gewog:3 of Bhutan,0,gewog:3 of Bhutan,0
"[CLS] Cape Academy of Mathematics , Science and Technology is a [MASK] . [SEP]",member,boarding school,0,boarding school,0
[CLS] 2002 European Men ' s Handball Championship is a [MASK] [MASK] [MASK] . [SEP],handball handball tournament,European Men ' s Handball Championship,0,European Men ' s Handball Championship,0
[CLS] Cléden:3 - Poher:2 is a [MASK] [MASK] . [SEP],French commune,commune of France,0,commune of France,0
[CLS] Resident Evil Zero is a [MASK] . [SEP],sequel,video game,0,video game,0
[CLS] The Phantoms:2 is a [MASK] . [SEP],band,television film,0,television film,0
[CLS] Minimum:2 - Maximum is a [MASK] . [SEP],maximum,live album,0,live album,0
[CLS] Agassou:4 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],former and and football village,Loa:2,0,Loa:2,0
[CLS] Champétières:5 is a [MASK] . [SEP],commune,commune of France,0,commune of France,0
[CLS] Bodil:3 Award for Best Actor in a Leading Role is a [MASK] [MASK] . [SEP],special category,Bodil:3 Awards,0,Bodil:3 Awards,0
[CLS] Pacific Grade Summit is a [MASK] [MASK] [MASK] . [SEP],Canadian ski summit,mountain pass,0,mountain pass,0
[CLS] Auger:2 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],former - and football player,family name,0,family name,0
[CLS] Vlasichev:4 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Russian Russian and football team,family name,0,family name,0
