sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Mission Trails:2 Regional Park is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] 2005 SAP:2 Open is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of .,United States of America,0,United States of America,0
[CLS] Manson is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] Horry:2 County Schools is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and County area,United States of America,0,United States of America,0
[CLS] FC Dosta:2 Bystrc:3 - Kníničky:6 is located in [MASK] [MASK] . [SEP],the town,Czech Republic,0,Czech Republic,0
[CLS] Moraga:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,United States of America,0,United States of America,0
[CLS] Easterly:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the thes:2 area,United States of America,0,United States of America,0
[CLS] Ecorse:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,United States of America,0,United States of America,0
[CLS] Korea Carbon Capture:2 & Sequestration:3 R & D Center is located in [MASK] . [SEP],Seoul,South Korea,0,South Korea,0
[CLS] Daniels is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the thes:2 area,United States of America,0,United States of America,0
[CLS] Hoodlebug:4 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of area,United States of America,0,United States of America,0
[CLS] Blue Downs is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 region,South Africa,0,South Africa,0
[CLS] Cornucopia:5 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,United States of America,0,United States of America,0
[CLS] Edgerton:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Fort Drummond is located in [MASK] [MASK] . [SEP],the Ontario,United States of America,0,United States of America,0
"[CLS] Vick:2 , Louisiana is located in [MASK] [MASK] [MASK] [MASK] . [SEP]",the thes:2 Parish,United States of America,0,United States of America,0
[CLS] Bolivar:3 is located in [MASK] . [SEP],Venezuela,United States of America,0,United States of America,0
[CLS] Limestone:2 Township is located in [MASK] . [SEP],Illinois,United States of America,0,United States of America,0
[CLS] ASFA:2 Yennenga:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Burkina Faso,0,Burkina Faso,0
"[CLS] National Register of Historic Places listings:2 in Orange County , Indiana is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",the and and County district,United States of America,0,United States of America,0
[CLS] Unity Christian High School is located in [MASK] . [SEP],Unity,United States of America,0,United States of America,0
[CLS] Brighton Mall is located in [MASK] . [SEP],Brighton,United States of America,0,United States of America,0
[CLS] Whitcomb:3 Heights is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Memel:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,South Africa,0,South Africa,0
[CLS] Political party strength in Alaska is located in [MASK] . [SEP],Fairbanks,United States of America,0,United States of America,0
[CLS] Anoka:2 County - Blaine Airport is located in [MASK] . [SEP],Blaine,United States of America,0,United States of America,0
[CLS] Gwanghwamun:5 Station is located in [MASK] . [SEP],Seoul,South Korea,0,South Korea,0
[CLS] Elmo:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,United States of America,0,United States of America,0
[CLS] Army of the Gulf is located in [MASK] . [SEP],Kuwait,United States of America,0,United States of America,0
[CLS] Lewis and Clark Community College is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the ,s:2 County",United States of America,0,United States of America,0
[CLS] Hardscrabble:5 Pass is located in [MASK] [MASK] . [SEP],the Montana,United States of America,0,United States of America,0
[CLS] USA - 251 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Weiyuan:2 County is located in [MASK] . [SEP],China,People ' s Republic of China,0,People ' s Republic of China,0
"[CLS] La Fortuna:2 , Costa Rica is located in [MASK] [MASK] . [SEP]",the country,Costa Rica,0,Costa Rica,0
[CLS] Dimandougou:5 is located in [MASK] . [SEP],Algeria,Ivory Coast,0,Ivory Coast,0
[CLS] Joshua Bates School is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] New Cush:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ofs:2 region,South Sudan,0,South Sudan,0
[CLS] Ntchiado:4 is located in [MASK] . [SEP],Cameroon,Togo:2,0,Togo:2,0
[CLS] Allegheny Health Network is located in [MASK] . [SEP],Pittsburgh,United States of America,0,United States of America,0
[CLS] Sørvágs:6 Municipality is located in [MASK] . [SEP],Iceland,Faroe:2 Islands,0,Faroe:2 Islands,0
[CLS] Porto Novo:2 is located in [MASK] . [SEP],Portugal,Cape Verde,0,Cape Verde,0
[CLS] Silver Lake College is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , County Township",United States of America,0,United States of America,0
[CLS] Santa Rosa is located in [MASK] [MASK] [MASK] . [SEP],the the state,United States of America,0,United States of America,0
[CLS] Kibby:2 Wind Power Project is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of area,United States of America,0,United States of America,0
[CLS] Lake Lucerne:2 is located in [MASK] . [SEP],Switzerland,United States of America,0,United States of America,0
[CLS] Plantation Key is located in [MASK] [MASK] . [SEP],the Florida,United States of America,0,United States of America,0
[CLS] NorthSide:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] Buttzville:3 is located in [MASK] [MASK] [MASK] . [SEP],the central County,United States of America,0,United States of America,0
[CLS] Star Valley Ranch is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
"[CLS] Kingsbury:2 School , Warwickshire is located in [MASK] [MASK] [MASK] . [SEP]",theburybury:3,United Kingdom,0,United Kingdom,0
[CLS] El Pino:2 is located in [MASK] [MASK] [MASK] . [SEP],the central state,Dominican Republic,0,Dominican Republic,0
[CLS] Tonto:2 National Forest is located in [MASK] [MASK] [MASK] . [SEP],the central state,United States of America,0,United States of America,0
[CLS] Coolidge:2 Homestead is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Fairmont:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Finksburg:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,United States of America,0,United States of America,0
[CLS] Scott Township is located in [MASK] . [SEP],Illinois,United States of America,0,United States of America,0
[CLS] Oti:2 River is located in [MASK] . [SEP],Romania,Burkina Faso,0,Burkina Faso,0
[CLS] Rocky Mountain Elk:2 Foundation is located in [MASK] . [SEP],Denver,United States of America,0,United States of America,0
[CLS] 1991 US Open is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the thes:2 area,United States of America,0,United States of America,0
[CLS] WHCR:3 - LP is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] Jingning:2 County is located in [MASK] . [SEP],China,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Valparaiso:4 is located in [MASK] [MASK] [MASK] . [SEP],the central state,United States of America,0,United States of America,0
[CLS] Lakeland:2 Shores:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Cramer:3 - Krasselt:4 is located in [MASK] [MASK] [MASK] . [SEP],the eastern Netherlands,United States of America,0,United States of America,0
[CLS] Texas ' s 16th congressional district is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the ,s:2 County",United States of America,0,United States of America,0
[CLS] Gregg County is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 region,United States of America,0,United States of America,0
[CLS] Scooby:2 ' s Ghoster:2 Coaster:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Fairfax County Public Schools is located in [MASK] [MASK] . [SEP],Fairfax Virginia,United States of America,0,United States of America,0
[CLS] Marlinton:3 is located in [MASK] [MASK] [MASK] . [SEP],the central state,United States of America,0,United States of America,0
[CLS] Chandria:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Republic of Cyprus,0,Republic of Cyprus,0
[CLS] Carmichael House is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Seattle Genetics:2 is located in [MASK] . [SEP],Seattle,United States of America,0,United States of America,0
[CLS] Oskaloosa:4 is located in [MASK] [MASK] [MASK] . [SEP],the central state,United States of America,0,United States of America,0
[CLS] ValleyStar:3 Credit Union 300 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , County Township",United States of America,0,United States of America,0
[CLS] QuikTrip:5 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ofs:2 area,United States of America,0,United States of America,0
[CLS] Wayne Township is located in [MASK] . [SEP],Illinois,United States of America,0,United States of America,0
[CLS] Resource Link Charter School is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the -ville:2 Township,United States of America,0,United States of America,0
[CLS] Gandeongo:4 is located in [MASK] . [SEP],Seoul,Burkina Faso,0,Burkina Faso,0
[CLS] KOLZ:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,United States of America,0,United States of America,0
[CLS] Premier Mine is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and mining area,South Africa,0,South Africa,0
[CLS] Taylor is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Iowa Traction:2 Railroad is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the and County Township,United States of America,0,United States of America,0
[CLS] Nevada State Route 169 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],thess:3 County,United States of America,0,United States of America,0
[CLS] Kperea:3 is located in [MASK] . [SEP],Turkey,Togo:2,0,Togo:2,0
[CLS] Kents:2 Hill is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
"[CLS] Portal , Nebraska is located in [MASK] [MASK] . [SEP]",the Nebraska,United States of America,0,United States of America,0
[CLS] Northwestern Wildcats football is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the and football area,United States of America,0,United States of America,0
[CLS] West Point is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Kingston is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] Leahy:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Lake Francis ( Murphy Dam ) is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,United States of America,0,United States of America,0
[CLS] Kiribatkumbura:6 is located in [MASK] . [SEP],Kenya,Sri Lanka,0,Sri Lanka,0
[CLS] Švábenice:5 is located in [MASK] . [SEP],Slovakia,Czech Republic,0,Czech Republic,0
[CLS] Dayton Aviation Heritage National Historical Park is located in [MASK] . [SEP],Dayton,United States of America,0,United States of America,0
[CLS] Bartoňov:4 is located in [MASK] . [SEP],Slovakia,Czech Republic,0,Czech Republic,0
[CLS] EBSCO:3 Information Services is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,United States of America,0,United States of America,0
[CLS] Penn State Great Valley School of Graduate Professional Studies is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the , , Township",United States of America,0,United States of America,0
[CLS] Rhode Island is located in [MASK] [MASK] . [SEP],the state,United States of America,0,United States of America,0
[CLS] Chippewa:3 City is located in [MASK] . [SEP],Wisconsin,United States of America,0,United States of America,0
