sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Kenya maintains diplomatic relations with [MASK] [MASK] . [SEP],the countries,United Kingdom,0,United Kingdom,0
[CLS] Syria maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] South Korea maintains diplomatic relations with [MASK] [MASK] . [SEP],the Korea,United States of America,0,United States of America,0
[CLS] Saudi Arabia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,Eritrea:3,0,Eritrea:3,0
[CLS] United States of America maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Cape Verde,0,Cape Verde,0
[CLS] Syria maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,United States of America,0,United States of America,0
[CLS] Romania maintains diplomatic relations with [MASK] . [SEP],Romania,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,San Marino,0,San Marino,0
[CLS] Syria maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,Saudi Arabia,0,Saudi Arabia,0
[CLS] Ethiopia maintains diplomatic relations with [MASK] [MASK] . [SEP],the countries,United States of America,0,United States of America,0
[CLS] Holy See maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Greek countries,United Kingdom,0,United Kingdom,0
[CLS] Belarus maintains diplomatic relations with [MASK] [MASK] . [SEP],the Ukraine,United States of America,0,United States of America,0
[CLS] Canada maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,United States of America,0,United States of America,0
[CLS] India maintains diplomatic relations with [MASK] [MASK] . [SEP],the countries,United States of America,0,United States of America,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,North Korea,0,North Korea,0
[CLS] Yemen maintains diplomatic relations with [MASK] [MASK] . [SEP],the Yemen,United States of America,0,United States of America,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,Federated:2 States of Micronesia:2,0,Federated:2 States of Micronesia:2,0
[CLS] Norway maintains diplomatic relations with [MASK] [MASK] . [SEP],the Norway,United States of America,0,United States of America,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Dominican Republic,0,Dominican Republic,0
[CLS] Russia maintains diplomatic relations with [MASK] [MASK] . [SEP],the Ukraine,United States of America,0,United States of America,0
[CLS] Central African Republic maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the African countries,Democratic Republic of the Congo,0,Democratic Republic of the Congo,0
[CLS] Israel maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,Czech Republic,0,Czech Republic,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,Antigua:2 and Barbuda:3,0,Antigua:2 and Barbuda:3,0
[CLS] Kenya maintains diplomatic relations with [MASK] [MASK] . [SEP],the countries,South Africa,0,South Africa,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,South Korea,0,South Korea,0
[CLS] United States of America maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Liechtenstein:2,0,Liechtenstein:2,0
[CLS] Canada maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,South Africa,0,South Africa,0
[CLS] Argentina maintains diplomatic relations with [MASK] [MASK] . [SEP],the Uruguay,United States of America,0,United States of America,0
[CLS] Saudi Arabia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,Maldives:2,0,Maldives:2,0
[CLS] Czech Republic maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Czech countries,Liechtenstein:2,0,Liechtenstein:2,0
[CLS] Italy maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the in countries,South Korea,0,South Korea,0
[CLS] Ukraine maintains diplomatic relations with [MASK] [MASK] . [SEP],the Ukraine,Saudi Arabia,0,Saudi Arabia,0
[CLS] Italy maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the in countries,San Marino,0,San Marino,0
[CLS] Mongolia maintains diplomatic relations with [MASK] [MASK] . [SEP],the Russia,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Brazil maintains diplomatic relations with [MASK] [MASK] . [SEP],the Brazil,Costa Rica,0,Costa Rica,0
[CLS] People ' s Republic of China maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Niue:2,0,Niue:2,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Ivory Coast,0,Ivory Coast,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,Grenada:3,0,Grenada:3,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,German Democratic Republic,0,German Democratic Republic,0
[CLS] Philippines maintains diplomatic relations with [MASK] [MASK] . [SEP],the Philippines,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Czech Republic,0,Czech Republic,0
[CLS] Holy See maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Greek countries,South Korea,0,South Korea,0
[CLS] Argentina maintains diplomatic relations with [MASK] [MASK] . [SEP],the Uruguay,United Kingdom,0,United Kingdom,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,Solomon Islands,0,Solomon Islands,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Republic of Cyprus,0,Republic of Cyprus,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,Palau:2,0,Palau:2,0
[CLS] Cape Verde maintains diplomatic relations with [MASK] [MASK] . [SEP],the country,People ' s Republic of China,0,People ' s Republic of China,0
[CLS] Zambia maintains diplomatic relations with [MASK] [MASK] . [SEP],the country,United States of America,0,United States of America,0
[CLS] Indonesia maintains diplomatic relations with [MASK] [MASK] . [SEP],the Indonesia,United States of America,0,United States of America,0
[CLS] Brazil maintains diplomatic relations with [MASK] [MASK] . [SEP],the Brazil,North Korea,0,North Korea,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Burundi:3,0,Burundi:3,0
[CLS] Israel maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,Republic of Cyprus,0,Republic of Cyprus,0
[CLS] Brazil maintains diplomatic relations with [MASK] [MASK] . [SEP],the Brazil,South Sudan,0,South Sudan,0
[CLS] Australia maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state state,South Korea,0,South Korea,0
[CLS] Canada maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,United Kingdom,0,United Kingdom,0
[CLS] Holy See maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Greek countries,European Union,0,European Union,0
[CLS] New Zealand maintains diplomatic relations with [MASK] [MASK] . [SEP],the Samoa,Niue:2,0,Niue:2,0
[CLS] Germany maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,Gambia:3,0,Gambia:3,0
[CLS] Brazil maintains diplomatic relations with [MASK] [MASK] . [SEP],the Brazil,Equatorial:2 Guinea,0,Equatorial:2 Guinea,0
[CLS] Belarus maintains diplomatic relations with [MASK] [MASK] . [SEP],the Ukraine,Turkmenistan:4,0,Turkmenistan:4,0
[CLS] European Union maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Greek countries,Niue:2,0,Niue:2,0
[CLS] Canada maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the state countries,South Korea,0,South Korea,0
[CLS] Israel maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP],the Arab countries,People ' s Republic of China,0,People ' s Republic of China,0
