sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Marin Marais:2 plays [MASK] [MASK] . [SEP],thea:2,viol:2,0,viol:2,0
[CLS] Brann:3 Dailor:2 plays [MASK] [MASK] [MASK] . [SEP],the the player,drum kit,0,drum kit,0
[CLS] Jimmy Haslip:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,bass guitar,0,bass guitar,0
[CLS] Beverly Peer:2 plays [MASK] [MASK] . [SEP],thea:2,double bass,0,double bass,0
[CLS] Shahram:2 Nazeri:3 plays [MASK] [MASK] . [SEP],the football,Setar:2,0,Setar:2,0
[CLS] Butch Ballard plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the - and "" """,drum kit,0,drum kit,0
[CLS] Necrobutcher:5 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the and .s:2,bass guitar,0,bass guitar,0
[CLS] Roger Humphries:4 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" "" and "" """,drum kit,0,drum kit,0
[CLS] Bennie:2 Maupin:3 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,bass clarinet,0,bass clarinet,0
[CLS] Kisaki:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . ),bass guitar,0,bass guitar,0
[CLS] Peter Washington plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,double bass,0,double bass,0
[CLS] Ean:2 Evans plays [MASK] [MASK] . [SEP],thea:2,bass guitar,0,bass guitar,0
[CLS] John Kiffmeyer:3 plays [MASK] [MASK] [MASK] [MASK] . [SEP],""" . "" """,drum kit,0,drum kit,0
[CLS] Tito Puente:3 plays [MASK] . [SEP],guitar,vibraphone:4,0,vibraphone:4,0
[CLS] Paul D ' Amour:2 plays [MASK] [MASK] . [SEP],thea:2,bass guitar,0,bass guitar,0
[CLS] Zak:2 Sally plays [MASK] [MASK] . [SEP],thea:2,bass guitar,0,bass guitar,0
[CLS] David Brown plays [MASK] [MASK] . [SEP],thea:2,bass guitar,0,bass guitar,0
[CLS] Joris:2 Vanvinckenroye:6 plays [MASK] [MASK] . [SEP],the football,double bass,0,double bass,0
[CLS] Larissa:2 Burak:3 plays [MASK] [MASK] . [SEP],for midfielder,bandura:2,0,bandura:2,0
[CLS] Gordon Laing:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,bassoon:2,0,bassoon:2,0
[CLS] Per Hannevold:4 plays [MASK] [MASK] . [SEP],the guitar,bassoon:2,0,bassoon:2,0
