sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Elmer Gantry:3 was awarded the [MASK] [MASK] . [SEP],bronze award,"Academy Award for Best Writing , Adapted:2 Screenplay",0,"Academy Award for Best Writing , Adapted:2 Screenplay",0
[CLS] Kalyan:3 Bidhan:3 Sinha:2 was awarded the [MASK] . [SEP],award,Shanti:2 Swarup:3 Bhatnagar:3 Prize for Science and Technology,0,Shanti:2 Swarup:3 Bhatnagar:3 Prize for Science and Technology,0
[CLS] Alan Peshkin:3 was awarded the [MASK] . [SEP],MBE,John Simon Guggenheim Memorial Foundation Fellowship,0,John Simon Guggenheim Memorial Foundation Fellowship,0
[CLS] Subramaniam:4 Raman:2 was awarded the [MASK] . [SEP],award,Arjuna:4 Award,0,Arjuna:4 Award,0
[CLS] Gene Hackman:2 was awarded the [MASK] [MASK] . [SEP],bronze Award,Academy Award for Best Actor,0,Academy Award for Best Actor,0
[CLS] James Lloyd Findlay:2 was awarded the [MASK] . [SEP],VC,Military Cross,0,Military Cross,0
[CLS] John Cocke:2 was awarded the [MASK] . [SEP],VC,IBM Fellow,0,IBM Fellow,0
[CLS] Walter Clutterbuck:5 was awarded the [MASK] . [SEP],VC,Distinguished Service Order,0,Distinguished Service Order,0
[CLS] George Cooper was awarded the [MASK] . [SEP],VC,Military Cross,0,Military Cross,0
[CLS] Amy Adams was awarded the [MASK] . [SEP],award,Golden Globe Award,0,Golden Globe Award,0
[CLS] Ian McGeoch:5 was awarded the [MASK] . [SEP],MBE,Distinguished Service Order,0,Distinguished Service Order,0
[CLS] Iris was awarded the [MASK] . [SEP],medal,Academy Award for Best Supporting Actor,0,Academy Award for Best Supporting Actor,0
[CLS] James Megellas:3 was awarded the [MASK] . [SEP],VC,Silver Star,0,Silver Star,0
[CLS] The Piano was awarded the [MASK] [MASK] . [SEP],Silver prize,"Academy Award for Best Writing , Original Screenplay",0,"Academy Award for Best Writing , Original Screenplay",0
[CLS] Philippe Doumenc:3 was awarded the [MASK] . [SEP],medal,Prix Renaudot:3,0,Prix Renaudot:3,0
[CLS] The Rock of Tanios:2 was awarded the [MASK] . [SEP],prize,Prix Goncourt:3,0,Prix Goncourt:3,0
[CLS] Garth Owen - Smith was awarded the [MASK] . [SEP],trophy,Goldman Environmental Prize,0,Goldman Environmental Prize,0
[CLS] Hannah and Her Sisters was awarded the [MASK] . [SEP],prize,"Academy Award for Best Writing , Original Screenplay",0,"Academy Award for Best Writing , Original Screenplay",0
[CLS] Diary for My Children was awarded the [MASK] . [SEP],award,Cannes Film Festival Grand Prix,0,Cannes Film Festival Grand Prix,0
[CLS] Yukiko:3 Yamashita:3 was awarded the [MASK] [MASK] . [SEP],bronze award,MacArthur Fellows Program,0,MacArthur Fellows Program,0
[CLS] Jeff Kent was awarded the [MASK] . [SEP],award,Major League Baseball Most Valuable Player Award,0,Major League Baseball Most Valuable Player Award,0
[CLS] Reginald Marix:2 was awarded the [MASK] . [SEP],VC,Distinguished Service Order,0,Distinguished Service Order,0
[CLS] Nikolay:2 Baskov:3 was awarded the [MASK] . [SEP],medal,People ' s Artist of the Russian Federation,0,People ' s Artist of the Russian Federation,0
[CLS] John Baskeyfield:4 was awarded the [MASK] . [SEP],VC,Victoria Cross,0,Victoria Cross,0
[CLS] Helen Clarke was awarded the [MASK] . [SEP],MBE,New Zealand Order of Merit,0,New Zealand Order of Merit,0
[CLS] Arthur Rhys - Davids:2 was awarded the [MASK] . [SEP],VC,Military Cross,0,Military Cross,0
[CLS] Krishnam:2 Raju:2 was awarded the [MASK] . [SEP],award,Nandi:2 Awards,0,Nandi:2 Awards,0
[CLS] John Kirk was awarded the [MASK] . [SEP],VC,Victoria Cross,0,Victoria Cross,0
[CLS] Larry Mitchell was awarded the [MASK] [MASK] . [SEP],bronze award,Lambda:2 Literary Award,0,Lambda:2 Literary Award,0
[CLS] David Stirling was awarded the [MASK] . [SEP],VC,Distinguished Service Order,0,Distinguished Service Order,0
[CLS] Alexander Haig:2 was awarded the [MASK] . [SEP],VC,Silver Star,0,Silver Star,0
[CLS] Vanisri:3 was awarded the [MASK] . [SEP],medal,Filmfare:2 Awards South,0,Filmfare:2 Awards South,0
[CLS] Alfred Ablett:3 was awarded the [MASK] . [SEP],VC,Victoria Cross,0,Victoria Cross,0
[CLS] David Russell was awarded the [MASK] . [SEP],MBE,Queen ' s Counsel,0,Queen ' s Counsel,0
[CLS] Thomas Davies was awarded the [MASK] . [SEP],VC,Military Cross,0,Military Cross,0
[CLS] Emil Theodor Kocher:2 was awarded the [MASK] . [SEP],medal,Nobel Prize in Physiology:3 or Medicine,0,Nobel Prize in Physiology:3 or Medicine,0
[CLS] Jan Stanisław:2 Jabłonowski:5 was awarded the [MASK] . [SEP],medal,Order of the Golden Fleece:3,0,Order of the Golden Fleece:3,0
[CLS] Henry William Pitcher:2 was awarded the [MASK] . [SEP],VC,Victoria Cross,0,Victoria Cross,0
[CLS] Jayasudha:3 was awarded the [MASK] . [SEP],award,Filmfare:2 Awards South,0,Filmfare:2 Awards South,0
[CLS] Trond:3 Einar:2 Elden:2 was awarded the [MASK] [MASK] . [SEP],bronze award,Holmenkollen:4 Medal,0,Holmenkollen:4 Medal,0
[CLS] Frederick Selous:2 was awarded the [MASK] . [SEP],VC,Distinguished Service Order,0,Distinguished Service Order,0
[CLS] Sridevi:3 was awarded the [MASK] . [SEP],award,Nandi:2 Awards,0,Nandi:2 Awards,0
[CLS] Renée:2 Zellweger:4 was awarded the [MASK] . [SEP],medal,Academy Award for Best Supporting Actress,0,Academy Award for Best Supporting Actress,0
[CLS] Stephen Dunn was awarded the [MASK] . [SEP],award,Academy Award for Best Sound Mixing,0,Academy Award for Best Sound Mixing,0
[CLS] A Place to Stand was awarded the [MASK] . [SEP],trophy,Academy Award for Best Live Action Short Film,0,Academy Award for Best Live Action Short Film,0
[CLS] Tarantella:3 was awarded the [MASK] . [SEP],medal,National Film Registry:2,0,National Film Registry:2,0
[CLS] Richard P . Bordone:3 was awarded the [MASK] . [SEP],VC,Air Medal,0,Air Medal,0
[CLS] Jonathan Ericsson:2 was awarded the [MASK] . [SEP],award,Stanley Cup,0,Stanley Cup,0
[CLS] Shayama:2 Chona:2 was awarded the [MASK] . [SEP],award,Padma Shri,0,Padma Shri,0
[CLS] Alexey:2 Buldakov:4 was awarded the [MASK] . [SEP],medal,People ' s Artist of the Russian Federation,0,People ' s Artist of the Russian Federation,0
[CLS] Barry McCaffrey:5 was awarded the [MASK] . [SEP],award,Purple Heart,0,Purple Heart,0
[CLS] Ernest Antcliffe:3 was awarded the [MASK] . [SEP],VC,Distinguished Flying Medal,0,Distinguished Flying Medal,0
[CLS] Ron Grey was awarded the [MASK] . [SEP],award,Distinguished Service Order,0,Distinguished Service Order,0
[CLS] Geoffrey Forrest Hughes was awarded the [MASK] . [SEP],VC,Air Force Cross,0,Air Force Cross,0
[CLS] Peter C . Doherty was awarded the [MASK] . [SEP],VC,Order of Australia,0,Order of Australia,0
[CLS] Valery:2 Gergiev:4 was awarded the [MASK] . [SEP],medal,People ' s Artist of the Russian Federation,0,People ' s Artist of the Russian Federation,0
[CLS] Character was awarded the [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and in award",Academy Award for Best Foreign Language Film,0,Academy Award for Best Foreign Language Film,0
[CLS] France Forstnerič:5 was awarded the [MASK] . [SEP],medal,Levstik:3 Award,0,Levstik:3 Award,0
[CLS] Sheldon Harnick:3 was awarded the [MASK] . [SEP],award,Pulitzer Prize for Drama,0,Pulitzer Prize for Drama,0
[CLS] Mikhail Baryshnikov:5 was awarded the [MASK] . [SEP],medal,Emmy Award,0,Emmy Award,0
[CLS] Manfred Nowak:2 was awarded the [MASK] . [SEP],medal,Otto Hahn Peace Medal,0,Otto Hahn Peace Medal,0
[CLS] Michael Kosterlitz:3 was awarded the [MASK] . [SEP],award,Nobel Prize in Physics,0,Nobel Prize in Physics,0
[CLS] Anne V . Coates:2 was awarded the [MASK] . [SEP],VC,BAFTA Academy Fellowship Award,0,BAFTA Academy Fellowship Award,0
[CLS] Joseph Marie Servan:2 de Gerbey:3 was awarded the [MASK] . [SEP],medal,names inscribed under the Arc de Triomphe:3,0,names inscribed under the Arc de Triomphe:3,0
[CLS] Pacific 231 was awarded the [MASK] . [SEP],trophy,Short Film Palme:2 d ' Or,0,Short Film Palme:2 d ' Or,0
[CLS] Padam:2 Chand:2 Jain was awarded the [MASK] . [SEP],award,Shanti:2 Swarup:3 Bhatnagar:3 Prize for Science and Technology,0,Shanti:2 Swarup:3 Bhatnagar:3 Prize for Science and Technology,0
[CLS] Whiplash:3 was awarded the [MASK] [MASK] . [SEP],Silver award,Academy Award for Best Film Editing,0,Academy Award for Best Film Editing,0
[CLS] Peter Bebb:2 was awarded the [MASK] . [SEP],MBE,Academy Award for Best Visual Effects,0,Academy Award for Best Visual Effects,0
[CLS] David Sun was awarded the [MASK] [MASK] . [SEP],bronze award,Bronze Bauhinia:3 Star,0,Bronze Bauhinia:3 Star,0
[CLS] A Separation:3 was awarded the [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - in in award",Golden Bear,0,Golden Bear,0
[CLS] Sylvie:3 Lainé:3 was awarded the [MASK] . [SEP],award,Grand Prix de l ' Imaginaire:4,0,Grand Prix de l ' Imaginaire:4,0
[CLS] Asghar:3 Farhadi:3 was awarded the [MASK] . [SEP],medal,Golden Globe Award for Best Foreign Language Film,0,Golden Globe Award for Best Foreign Language Film,0
[CLS] Bill Mather:2 - Brown was awarded the [MASK] . [SEP],award,Centenary:3 Medal,0,Centenary:3 Medal,0
[CLS] Bronco:3 Lane was awarded the [MASK] . [SEP],trophy,British Empire Medal,0,British Empire Medal,0
[CLS] Bob Lilley:2 was awarded the [MASK] [MASK] . [SEP],bronze Award,Military Medal,0,Military Medal,0
[CLS] Edward Troughton:3 was awarded the [MASK] . [SEP],VC,Copley:3 Medal,0,Copley:3 Medal,0
[CLS] Naseeruddin:4 Shah was awarded the [MASK] . [SEP],award,Filmfare:2 Awards,0,Filmfare:2 Awards,0
