sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] The Riddle:2 is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",MCA Records,0,MCA Records,0
[CLS] The Hunter is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Liberation Music,0,Liberation Music,0
[CLS] A . K . A . is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Capitol Records,0,Capitol Records,0
[CLS] We Stitch:2 These Wounds:3 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",StandBy:3 Records,0,StandBy:3 Records,0
[CLS] The Ground is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",ECM:2 Records,0,ECM:2 Records,0
[CLS] All the Pain Money Can Buy is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",Hollywood Records,0,Hollywood Records,0
[CLS] Melody Calling EP is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and . Records",Columbia Records,0,Columbia Records,0
[CLS] Playground:2 Psychotics:4 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and . Records",Rykodisc:5,0,Rykodisc:5,0
[CLS] Moriah:3 Peters is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Reunion:2 Records,0,Reunion:2 Records,0
[CLS] Round Trip is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and ands:2",Capitol Records,0,Capitol Records,0
[CLS] Filmworks:2 VII : Cynical:2 Hysterie:3 Hour is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , . . Records",Tzadik:3 Records,0,Tzadik:3 Records,0
[CLS] Swallow:3 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and .s:2",4AD:2,0,4AD:2,0
[CLS] Inevitable:4 End is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Relapse:3 Records,0,Relapse:3 Records,0
[CLS] Power Move is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Don Giovanni Records,0,Don Giovanni Records,0
[CLS] Hemophiliac:5 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and . """,Tzadik:3 Records,0,Tzadik:3 Records,0
[CLS] Your Imagination:4 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , . .s:2",Giant Records,0,Giant Records,0
[CLS] Maureen McGovern:5 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",20th Century Fox Records,0,20th Century Fox Records,0
[CLS] Together We ' re Heavy is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Hollywood Records,0,Hollywood Records,0
[CLS] Wrapped:2 in Red is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , and Records",RCA Records,0,RCA Records,0
[CLS] Bird Nest:2 Roys:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",Flying Nun:2 Records,0,Flying Nun:2 Records,0
[CLS] Show Me is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and .s:2",Hollywood Records,0,Hollywood Records,0
[CLS] Filmstar:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and . """,Nude:2 Records,0,Nude:2 Records,0
[CLS] Quiet Places is represented by music label [MASK] [MASK] [MASK] . [SEP],", . Records",Vanguard Records,0,Vanguard Records,0
[CLS] An Evening with Belafonte:3 is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",RCA Records,0,RCA Records,0
[CLS] Swim:3 Good is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Def:2 Jam Recordings,0,Def:2 Jam Recordings,0
[CLS] Repeat:2 When Necessary:4 is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",Swan Song Records,0,Swan Song Records,0
[CLS] Once Upon a Time is represented by music label [MASK] [MASK] [MASK] [MASK] . [SEP],", , . Records",HIM:2 International Music,0,HIM:2 International Music,0
[CLS] Lush:2 Life is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",Asylum Records,0,Asylum Records,0
[CLS] Blue Suede:2 Shoes is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",Sun Records,0,Sun Records,0
[CLS] East of Midnight is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and ands:2",Warner Bros . Records,0,Warner Bros . Records,0
[CLS] The Manhattans:2 is represented by music label [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],", , and and Records",Columbia Records,0,Columbia Records,0
