sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] The official language of Meghalaya:3 is [MASK] [MASK] [MASK] . [SEP],the Bengalii:2,Khasi:3,0,Khasi:3,0
[CLS] The official language of Daykundi:3 is [MASK] [MASK] [MASK] [MASK] . [SEP],the the and language,Dari:2,0,Dari:2,0
[CLS] The official language of Goguryeo:4 is [MASK] . [SEP],Korean,Goguryeo:4,0,Goguryeo:4,0
[CLS] The official language of Chhattisgarh:4 is [MASK] . [SEP],Hindi,Chhattisgarhi:5,0,Chhattisgarhi:5,0
[CLS] The official language of Kyivska:4 Rus:2 ' is [MASK] . [SEP],Ukrainian,Old East Slavic,0,Old East Slavic,0
[CLS] The official language of Vanuatu:3 is [MASK] . [SEP],English,Bislama:4,0,Bislama:4,0
[CLS] The official language of South Africa is [MASK] . [SEP],English,Zulu:2,0,Zulu:2,0
[CLS] The official language of Nangarhar:3 is [MASK] [MASK] . [SEP],Punjabi Punjabi,Dari:2,0,Dari:2,0
[CLS] The official language of Fiji is [MASK] . [SEP],English,Fijian:2,0,Fijian:2,0
[CLS] The official language of Russia is [MASK] . [SEP],Russian,Lezgian:4,0,Lezgian:4,0
[CLS] The official language of Madagascar is [MASK] . [SEP],English,Malagasy:3,0,Malagasy:3,0
[CLS] The official language of Ait:2 Mait:2 is [MASK] . [SEP],Arabic,Amazigh:3 languages,0,Amazigh:3 languages,0
[CLS] The official language of Sweden is [MASK] . [SEP],Swedish,Sami languages,0,Sami languages,0
[CLS] The official language of Assyria:3 is [MASK] [MASK] [MASK] [MASK] . [SEP],the the - language,Aramaic:3,0,Aramaic:3,0
[CLS] The official language of Maltese is [MASK] . [SEP],Maltese,European Union,0,European Union,0
[CLS] The official language of Inari:2 is [MASK] . [SEP],English,Inari:2 Sami,0,Inari:2 Sami,0
[CLS] The official language of Nuristan:3 is [MASK] [MASK] . [SEP],Persian Persian,Nuristani:4,0,Nuristani:4,0
[CLS] The official language of Republic of Dagestan:3 is [MASK] . [SEP],Russian,Tabasaran:3,0,Tabasaran:3,0
[CLS] The official language of Karachay:3 - Cherkess:4 Republic is [MASK] . [SEP],Russian,Abaza:3,0,Abaza:3,0
[CLS] The official language of South Africa is [MASK] . [SEP],English,Afrikaans:4,0,Afrikaans:4,0
[CLS] The official language of Palau:2 is [MASK] . [SEP],English,Palauan:3,0,Palauan:3,0
[CLS] The official language of Herat:2 is [MASK] [MASK] . [SEP],Persian Persian,Dari:2,0,Dari:2,0
[CLS] The official language of Bhutan is [MASK] . [SEP],English,Dzongkha:3,0,Dzongkha:3,0
[CLS] The official language of Isle of Man is [MASK] . [SEP],English,Manx:2,0,Manx:2,0
[CLS] The official language of Duchy of Normandy is [MASK] . [SEP],French,Medieval Latin,0,Medieval Latin,0
[CLS] The official language of Southeast Nigeria is [MASK] . [SEP],English,Igbo:3,0,Igbo:3,0
[CLS] The official language of Russia is [MASK] . [SEP],Russian,Avaric:2,0,Avaric:2,0
[CLS] The official language of Pridnestrovie:5 is [MASK] . [SEP],Russian,Moldovan:2,0,Moldovan:2,0
[CLS] The official language of Valencian:2 Community is [MASK] . [SEP],Spanish,Valencian:2,0,Valencian:2,0
[CLS] The official language of Veii:3 is [MASK] [MASK] [MASK] [MASK] . [SEP],the the - language,Etruscan:4,0,Etruscan:4,0
[CLS] The official language of Buganda:3 is [MASK] . [SEP],English,Luganda:3,0,Luganda:3,0
[CLS] The official language of Iferni:3 is [MASK] . [SEP],Arabic,Amazigh:3 languages,0,Amazigh:3 languages,0
[CLS] The official language of Visayan:2 Academy of Arts and Letters is [MASK] . [SEP],English,Cebuano:2,0,Cebuano:2,0
[CLS] The official language of Republic of Buryatia:3 is [MASK] . [SEP],Russian,Buryat:2,0,Buryat:2,0
[CLS] The official language of South Africa is [MASK] . [SEP],English,Xhosa:3,0,Xhosa:3,0
[CLS] The official language of Singapore is [MASK] . [SEP],English,Standard Chinese,0,Standard Chinese,0
[CLS] The official language of World Esperanto:4 Youth Organization is [MASK] . [SEP],English,Esperanto:4,0,Esperanto:4,0
[CLS] The official language of Greek is [MASK] . [SEP],Greek,Republic of Cyprus,0,Republic of Cyprus,0
