sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Radenbeck:3 is located in [MASK] . [SEP],Germany,Wittingen:3,0,Wittingen:3,0
[CLS] Stamford is located in [MASK] . [SEP],Connecticut,Bennington:2 County,0,Bennington:2 County,0
[CLS] Kozice:3 Dolne:3 - Kolonia:3 is located in [MASK] . [SEP],Slovakia,"Gmina Piaski:3 , Lublin Voivodeship",0,"Gmina Piaski:3 , Lublin Voivodeship",0
[CLS] Qalqanlu:5 is located in [MASK] [MASK] . [SEP],central Azerbaijan,Chaharduli:3 Rural District,0,Chaharduli:3 Rural District,0
[CLS] Waterperry:3 with Thomley:2 is located in [MASK] [MASK] . [SEP],the parish,South Oxfordshire,0,South Oxfordshire,0
[CLS] Kranjče:5 is located in [MASK] . [SEP],Croatia,Cerknica:3 Municipality,0,Cerknica:3 Municipality,0
[CLS] Boulogne:3 - la - Grasse:2 is located in [MASK] . [SEP],France,Oise:2,0,Oise:2,0
[CLS] Mossley:2 West railway station is located in [MASK] [MASK] . [SEP],the Leicestershire,Newtownabbey:4,0,Newtownabbey:4,0
[CLS] Bukovice:4 is located in [MASK] . [SEP],Slovakia,Brno:2 - Country District,0,Brno:2 - Country District,0
[CLS] Sonceboz:4 - Sombeval:3 is located in [MASK] [MASK] . [SEP],the Algeria,canton of Bern,0,canton of Bern,0
[CLS] Mota:2 del Cuervo:3 is located in [MASK] [MASK] . [SEP],the Spain,Cuenca:3 Province,0,Cuenca:3 Province,0
"[CLS] Wolf Lick:2 , Kentucky is located in [MASK] . [SEP]",Kentucky,Logan County,0,Logan County,0
[CLS] Solipet:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Ranga:2 Reddy district,0,Ranga:2 Reddy district,0
"[CLS] Cykowo:3 , Greater Poland Voivodeship is located in [MASK] . [SEP]",Poland,Gmina Kamieniec:4,0,Gmina Kamieniec:4,0
[CLS] Rolling Green Township is located in [MASK] . [SEP],Illinois,Martin County,0,Martin County,0
[CLS] Tervakoski:4 is located in [MASK] . [SEP],Finland,Janakkala:3,0,Janakkala:3,0
[CLS] Nahr:2 - e Gabin:3 - e Olya:2 is located in [MASK] . [SEP],Afghanistan,Khuzestan:4 Province,0,Khuzestan:4 Province,0
"[CLS] Brestnitsa:4 , Dobrich:3 Province is located in [MASK] . [SEP]",Bulgaria,Dobrich:3 Province,0,Dobrich:3 Province,0
[CLS] Mira - Bhayandar:4 is located in [MASK] [MASK] . [SEP],the village,Thane:2 district,0,Thane:2 district,0
[CLS] Arpaçbahşiş:8 is located in [MASK] . [SEP],Turkey,Mersin:3 Province,0,Mersin:3 Province,0
[CLS] Odolo:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,Province of Brescia:3,0,Province of Brescia:3,0
[CLS] Roosevelt Island Bridge is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,New York City,0,New York City,0
"[CLS] Brzeg:3 , Tomaszów:3 Mazowiecki:5 County is located in [MASK] . [SEP]",Poland,Gmina Rzeczyca:5,0,Gmina Rzeczyca:5,0
[CLS] Badafshan:3 - e Pain is located in [MASK] . [SEP],Afghanistan,Rahdar:3 Rural District,0,Rahdar:3 Rural District,0
[CLS] Kakdwip:5 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,South 24 Parganas:3 district,0,South 24 Parganas:3 district,0
[CLS] Chlebice:4 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,Gmina Tuplice:3,0,Gmina Tuplice:3,0
[CLS] Bhagwan:4 Parshuram:4 Institute of Technology is located in [MASK] [MASK] . [SEP],the town,New Delhi,0,New Delhi,0
[CLS] Villafranca:4 d ' Asti:2 is located in [MASK] [MASK] . [SEP],the Italy,Province of Asti:2,0,Province of Asti:2,0
[CLS] Kammeta:3 is located in [MASK] . [SEP],Finland,Ranga:2 Reddy district,0,Ranga:2 Reddy district,0
"[CLS] Trzciniec:4 , Łódź Voivodeship is located in [MASK] . [SEP]",Poland,Gmina Sulmierzyce:5,0,Gmina Sulmierzyce:5,0
[CLS] Bernie Moore Track Stadium is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,Baton Rouge,0,Baton Rouge,0
[CLS] Kotenovtsi:5 is located in [MASK] . [SEP],Ukraine,Berkovitsa:5 Municipality,0,Berkovitsa:5 Municipality,0
[CLS] Baspani:3 is located in [MASK] . [SEP],Algeria,Khotang:3 District,0,Khotang:3 District,0
[CLS] Universitas:3 Pelita:3 Harapan:2 Conservatory of Music is located in [MASK] . [SEP],Manila,Banten:2,0,Banten:2,0
[CLS] Tsendagang:5 Gewog:3 is located in [MASK] . [SEP],Bhutan,Dagana:3 District,0,Dagana:3 District,0
[CLS] Rutland:3 is located in [MASK] . [SEP],Vermont,Rutland:3 County,0,Rutland:3 County,0
[CLS] Pedalanka:4 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Guntur:2 district,0,Guntur:2 district,0
[CLS] Wijk:3 aan:2 Zee:2 is located in [MASK] [MASK] . [SEP],the Netherlands,Beverwijk:4,0,Beverwijk:4,0
[CLS] Elanad:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,Thrissur:4 district,0,Thrissur:4 district,0
"[CLS] Kubhinde:4 , Rapti:2 is located in [MASK] . [SEP]",Karnataka,Salyan:2 District,0,Salyan:2 District,0
[CLS] Neumarkt:4 in der Oberpfalz:5 is located in [MASK] [MASK] . [SEP],the Austria,Neumarkt:4,0,Neumarkt:4,0
[CLS] Şahtaxtı:6 is located in [MASK] . [SEP],Turkey,Kangarli:3 District,0,Kangarli:3 District,0
[CLS] North Carolina Highway 37 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and County area,North Carolina,0,North Carolina,0
[CLS] Sang Rud:2 Pey:2 is located in [MASK] [MASK] . [SEP],the Cambodia,Khvosh:4 Rud:2 Rural District,0,Khvosh:4 Rud:2 Rural District,0
[CLS] Orino:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Province of Varese:3,0,Province of Varese:3,0
[CLS] Sahartara:3 is located in [MASK] [MASK] [MASK] . [SEP],the eastern state,Dolpa:3 District,0,Dolpa:3 District,0
[CLS] Rio Pomba:2 is located in [MASK] [MASK] . [SEP],the Brazil,Minas Gerais:3,0,Minas Gerais:3,0
[CLS] Machail:3 Mata is located in [MASK] [MASK] . [SEP],the village,Kishtwar:4 district,0,Kishtwar:4 district,0
[CLS] Misséni:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,Sikasso:3 Region,0,Sikasso:3 Region,0
"[CLS] Rannu:3 , Uttar Pradesh is located in [MASK] . [SEP]",India,Uttar Pradesh,0,Uttar Pradesh,0
[CLS] Zhuzhou:2 Stadium is located in [MASK] . [SEP],Beijing,Zhuzhou:2,0,Zhuzhou:2,0
[CLS] Kori:2 Ginguiri:4 is located in [MASK] [MASK] . [SEP],the Kenya,Banikoara:3,0,Banikoara:3,0
[CLS] Aichach:3 - Friedberg:3 is located in [MASK] [MASK] . [SEP],the Austria,Swabia:3,0,Swabia:3,0
[CLS] Church of la Asunción:3 is located in [MASK] [MASK] . [SEP],the town,Albacete:3,0,Albacete:3,0
[CLS] Tomamae:3 is located in [MASK] . [SEP],Japan,Rumoi:3 Subprefecture:5,0,Rumoi:3 Subprefecture:5,0
[CLS] Bachinagudda:5 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Bagalkot:3 district,0,Bagalkot:3 district,0
[CLS] Sambhal:3 district is located in [MASK] [MASK] [MASK] . [SEP],the western state,Uttar Pradesh,0,Uttar Pradesh,0
[CLS] Noardburgum:4 is located in [MASK] [MASK] [MASK] . [SEP],the southern Netherlands,Tytsjerksteradiel:7,0,Tytsjerksteradiel:7,0
"[CLS] Point de Bute:2 , New Brunswick is located in [MASK] . [SEP]",Canada,New Brunswick,0,New Brunswick,0
[CLS] New York Dance Festival is located in [MASK] . [SEP],Manhattan,New York City,0,New York City,0
[CLS] Badevel:3 is located in [MASK] [MASK] . [SEP],the Netherlands,Doubs:3,0,Doubs:3,0
[CLS] Strzebielinko:6 is located in [MASK] . [SEP],Poland,Gmina Gniewino:4,0,Gmina Gniewino:4,0
[CLS] Tweede:3 Exloërmond:5 is located in [MASK] . [SEP],Belgium,Borger:2 - Odoorn:3,0,Borger:2 - Odoorn:3,0
"[CLS] North Side , Cayman:2 Islands is located in [MASK] . [SEP]",Jamaica,Cayman:2 Islands,0,Cayman:2 Islands,0
[CLS] Ghamr:3 District is located in [MASK] . [SEP],Iran,Saada:2 Governorate,0,Saada:2 Governorate,0
"[CLS] Possum:3 Trot:2 , Virginia is located in [MASK] . [SEP]",Virginia,Highland County,0,Highland County,0
[CLS] Gaspereau:3 River is located in [MASK] . [SEP],Quebec,Nova Scotia,0,Nova Scotia,0
[CLS] Limbach:2 is located in [MASK] [MASK] [MASK] . [SEP],the Austrian Palatinate,Pezinok:4 District,0,Pezinok:4 District,0
[CLS] Réminiac:4 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the French ofee:3,Morbihan:4,0,Morbihan:4,0
[CLS] Pietralunga:4 is located in [MASK] . [SEP],Italy,Province of Perugia:2,0,Province of Perugia:2,0
[CLS] Hampshire is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 region,South East England,0,South East England,0
[CLS] Zahara:3 de la Sierra is located in [MASK] [MASK] . [SEP],the Bolivia,Andalusia:4,0,Andalusia:4,0
[CLS] Schulenburg:3 is located in [MASK] . [SEP],Germany,Fayette:2 County,0,Fayette:2 County,0
[CLS] Kasamatsu:4 is located in [MASK] . [SEP],Japan,"Hashima:2 District , Gifu:3",0,"Hashima:2 District , Gifu:3",0
[CLS] Variko:3 is located in [MASK] . [SEP],Finland,West Macedonia Region,0,West Macedonia Region,0
[CLS] Si Sawat:2 is located in [MASK] . [SEP],Thailand,Kanchanaburi:5,0,Kanchanaburi:5,0
[CLS] Phodong:3 Forest Block is located in [MASK] [MASK] . [SEP],the district,North Sikkim:3 district,0,North Sikkim:3 district,0
[CLS] Pireh:3 Sorkh:3 - e Pain is located in [MASK] . [SEP],Afghanistan,Bakesh:3 - e Do Rural District,0,Bakesh:3 - e Do Rural District,0
[CLS] Kasumigaseki:6 Station is located in [MASK] . [SEP],Tokyo,Kawagoe:4,0,Kawagoe:4,0
[CLS] Slavske:3 is located in [MASK] . [SEP],Slovakia,Skole:3 Raion:2,0,Skole:3 Raion:2,0
[CLS] Belvís:3 de la Jara:2 is located in [MASK] [MASK] . [SEP],the Spain,Castile - La Mancha:2,0,Castile - La Mancha:2,0
"[CLS] Piece , Silesian Voivodeship is located in [MASK] . [SEP]",Poland,Gmina Gaszowice:4,0,Gmina Gaszowice:4,0
[CLS] Cartura:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Province of Padua:2,0,Province of Padua:2,0
[CLS] North Richmond is located in [MASK] . [SEP],Richmond,New South Wales,0,New South Wales,0
[CLS] Blackhawk:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,Vigo:2 County,0,Vigo:2 County,0
[CLS] Old Post Office is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,New York,0,New York,0
[CLS] Las Piñas:3 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the of of region,Metro Manila,0,Metro Manila,0
[CLS] Brumov:3 is located in [MASK] [MASK] . [SEP],central Ukraine,Brno:2 - Country District,0,Brno:2 - Country District,0
[CLS] Island Beach State Park is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,New Jersey,0,New Jersey,0
[CLS] Huicheng:2 District is located in [MASK] . [SEP],Beijing,Huizhou:2,0,Huizhou:2,0
[CLS] Waller is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,Pierce County,0,Pierce County,0
[CLS] 1992 US Open is located in [MASK] [MASK] [MASK] [MASK] . [SEP],"the ,s:2 area",New York City,0,New York City,0
[CLS] Harrison Township is located in [MASK] . [SEP],Illinois,Logan County,0,Logan County,0
[CLS] Afon:3 Glaslyn:3 is located in [MASK] . [SEP],Wales,Gwynedd:3,0,Gwynedd:3,0
[CLS] Thiruverumbur:5 taluk:2 is located in [MASK] . [SEP],Kerala,Tamil Nadu,0,Tamil Nadu,0
[CLS] Mijdrecht:4 is located in [MASK] [MASK] [MASK] . [SEP],the Netherlands Netherlands,De Ronde:2 Venen:3,0,De Ronde:2 Venen:3,0
[CLS] End of the World Turn is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,West Virginia,0,West Virginia,0
"[CLS] Shri Swaminarayan:4 Mandir:2 , New Jersey ( Colonia:2 ) is located in [MASK] [MASK] . [SEP]",the city,New Jersey,0,New Jersey,0
"[CLS] Sikkim:3 Government College , Tadong:2 is located in [MASK] [MASK] . [SEP]",the town,Sikkim:3,0,Sikkim:3,0
[CLS] Bonadelle:3 Ranchos:2 - Madera:2 Ranchos:2 is located in [MASK] . [SEP],California,Madera:2 County,0,Madera:2 County,0
[CLS] Nuenen:3 is located in [MASK] [MASK] . [SEP],the Netherlands,"Nuenen:3 , Gerwen:3 en Nederwetten:4",0,"Nuenen:3 , Gerwen:3 en Nederwetten:4",0
[CLS] Mayo is located in [MASK] [MASK] [MASK] . [SEP],the western state,Mercer County,0,Mercer County,0
[CLS] Miechowice:4 Małe:3 is located in [MASK] . [SEP],Poland,Gmina Wietrzychowice:6,0,Gmina Wietrzychowice:6,0
"[CLS] South River Road , Nova Scotia is located in [MASK] [MASK] . [SEP]",the Scotia,Nova Scotia,0,Nova Scotia,0
[CLS] New Woodville:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the thes:2 County,Marshall County,0,Marshall County,0
[CLS] Darby:2 Coal Mining Camp is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and of area,Harlan County,0,Harlan County,0
[CLS] Faraya:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the of of of region,Keserwan:3 District,0,Keserwan:3 District,0
"[CLS] Pedralva:4 , Minas Gerais:3 is located in [MASK] . [SEP]",Brazil,Minas Gerais:3,0,Minas Gerais:3,0
"[CLS] Old Bridge , Huntingdon:2 is located in [MASK] [MASK] . [SEP]",the Buckinghamshire,Huntingdon:2,0,Huntingdon:2,0
[CLS] Chechłowo:5 is located in [MASK] . [SEP],Poland,Gmina Drohiczyn:4,0,Gmina Drohiczyn:4,0
[CLS] Natural Bridge Station is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the the ands:2 area,Rockbridge:2 County,0,Rockbridge:2 County,0
[CLS] Clearwater:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and ands:2 area,Ste:2 . Genevieve County,0,Ste:2 . Genevieve County,0
[CLS] Badarpur:3 is located in [MASK] . [SEP],Bangladesh,Karimganj:3 district,0,Karimganj:3 district,0
"[CLS] Gorzewo:4 , Gostynin:3 County is located in [MASK] . [SEP]",Poland,Gmina Gostynin:3,0,Gmina Gostynin:3,0
[CLS] Cosalá:3 Municipality is located in [MASK] . [SEP],Bolivia,Sinaloa:3,0,Sinaloa:3,0
