sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Fred Gerbic:3 is a member of the [MASK] political party . [SEP],Liberal,New Zealand Labour Party,0,New Zealand Labour Party,0
[CLS] Rudolf Henke:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - - - )",Christian Democratic Union,0,Christian Democratic Union,0
[CLS] Leonardo Rodríguez Alcaine:3 is a member of the [MASK] political party . [SEP],Liberal,Institutional:2 Revolutionary Party,0,Institutional:2 Revolutionary Party,0
[CLS] Giuliano:4 Pisapia:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" ( -i:2 )","Left , Ecology:2 and Freedom",0,"Left , Ecology:2 and Freedom",0
[CLS] Dhananjay:4 Mahadik:3 is a member of the [MASK] political party . [SEP],Congress,Nationalist Congress Party,0,Nationalist Congress Party,0
[CLS] Jennie:2 George is a member of the [MASK] political party . [SEP],Liberal,Australian Labor Party,0,Australian Labor Party,0
[CLS] Pierre Arcand:2 is a member of the [MASK] political party . [SEP],Radical,Quebec Liberal Party,0,Quebec Liberal Party,0
[CLS] Mahadeepak:4 Singh Shakya:3 is a member of the [MASK] political party . [SEP],Congress,Bharatiya Janata Party,0,Bharatiya Janata Party,0
[CLS] Don Hopgood:2 is a member of the [MASK] political party . [SEP],Liberal,Australian Labor Party,0,Australian Labor Party,0
[CLS] Eliezer:2 Cohen is a member of the [MASK] political party . [SEP],Conservative,Yisrael:4 Beiteinu:4,0,Yisrael:4 Beiteinu:4,0
[CLS] Stephen Bromhead:3 is a member of the [MASK] political party . [SEP],Conservative,National Party of Australia,0,National Party of Australia,0
[CLS] Don Davies is a member of the [MASK] political party . [SEP],Labour,New Democratic Party,0,New Democratic Party,0
[CLS] Wolfgang Pepper is a member of the [MASK] [MASK] political party . [SEP],SPD SPD,Social Democratic Party of Germany,0,Social Democratic Party of Germany,0
[CLS] Michael Chan is a member of the [MASK] [MASK] [MASK] political party . [SEP],United United United,Ontario Liberal Party,0,Ontario Liberal Party,0
[CLS] Ron Bailey is a member of the [MASK] political party . [SEP],Liberal,New Zealand Labour Party,0,New Zealand Labour Party,0
[CLS] Roger Dean is a member of the [MASK] political party . [SEP],Labour,Liberal Party of Australia,0,Liberal Party of Australia,0
[CLS] Girijakumari:5 S . is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - -i:2 )",Bharatiya Janata Party,0,Bharatiya Janata Party,0
[CLS] C . N . Jayadevan:3 is a member of the [MASK] political party . [SEP],Congress,Communist Party of India,0,Communist Party of India,0
[CLS] Henri de Raincourt:2 is a member of the [MASK] political party . [SEP],Radical,Union for a Popular Movement,0,Union for a Popular Movement,0
[CLS] Geoffrey Giles is a member of the [MASK] political party . [SEP],Labour,Liberal Party of Australia,0,Liberal Party of Australia,0
[CLS] Mark Eyking:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - - "" )",Liberal Party of Canada,0,Liberal Party of Canada,0
[CLS] Garry Kasparov:4 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - - "" )",United Civil Front,0,United Civil Front,0
[CLS] Wang Shusheng:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" ( -i:2 )",Communist Party of China,0,Communist Party of China,0
[CLS] Xosé:3 Manuel Beiras:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" ( -o:2 )",Galician:2 Nationalist Bloc,0,Galician:2 Nationalist Bloc,0
[CLS] Jayalath:3 Jayawardena:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],United United United,United National Party,0,United National Party,0
[CLS] Peter Sinclair is a member of the [MASK] political party . [SEP],Liberal,Liberal Party of Canada,0,Liberal Party of Canada,0
[CLS] John Dallat:2 is a member of the [MASK] political party . [SEP],Liberal,Social Democratic and Labour Party,0,Social Democratic and Labour Party,0
[CLS] Linda Fabiani:2 is a member of the [MASK] political party . [SEP],Liberal,Scottish National Party,0,Scottish National Party,0
[CLS] Sándor:3 Farkas:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Left Left Left,Fidesz:3,0,Fidesz:3,0
[CLS] José Varela:3 Fernández is a member of the [MASK] political party . [SEP],Liberal,Popular Democratic Party,0,Popular Democratic Party,0
[CLS] C . P . Subbiah:3 Mudaliar:3 is a member of the [MASK] political party . [SEP],Congress,Indian National Congress,0,Indian National Congress,0
[CLS] Eduardo Doryan:2 is a member of the [MASK] political party . [SEP],Liberal,National Liberation Party,0,National Liberation Party,0
[CLS] Art Torres is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" ( - "" )",Democratic Party,0,Democratic Party,0
[CLS] Amitesh:3 Shukla:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - -i:2 )",Indian National Congress,0,Indian National Congress,0
[CLS] Ruedi:2 Lustenberger:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - - "" )",Christian Democratic People ' s Party,0,Christian Democratic People ' s Party,0
[CLS] Akira Nishino:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" -ii:3",New Frontier Party,0,New Frontier Party,0
[CLS] Robert Weld:2 Mitchell is a member of the [MASK] [MASK] political party . [SEP],Liberal Liberal,Progressive Conservative Party of Canada,0,Progressive Conservative Party of Canada,0
[CLS] Honoré:2 Achim:3 is a member of the [MASK] political party . [SEP],Radical,Liberal Party of Canada,0,Liberal Party of Canada,0
[CLS] William A . Wilkins is a member of the [MASK] political party . [SEP],Republican,Labour Party,0,Labour Party,0
[CLS] Gaspar:2 Zarrías:4 is a member of the [MASK] political party . [SEP],Liberal,Spanish Socialist Workers ' Party,0,Spanish Socialist Workers ' Party,0
[CLS] Edmund Stoiber:3 is a member of the [MASK] [MASK] political party . [SEP],SPD SPD,Christian Social Union of Bavaria,0,Christian Social Union of Bavaria,0
[CLS] Arthur Maloney:2 is a member of the [MASK] political party . [SEP],Labour,Progressive Conservative Party of Canada,0,Progressive Conservative Party of Canada,0
[CLS] Joseph Martin is a member of the [MASK] political party . [SEP],Liberal,Australian Labor Party,0,Australian Labor Party,0
[CLS] Rafael Paasio:3 is a member of the [MASK] political party . [SEP],Liberal,Social Democratic Party of Finland,0,Social Democratic Party of Finland,0
[CLS] John Tory is a member of the [MASK] political party . [SEP],Tory,Progressive Conservative Party of Ontario,0,Progressive Conservative Party of Ontario,0
[CLS] Harry Andrew Moore is a member of the [MASK] [MASK] political party . [SEP],Liberal Liberal,Progressive Conservative Party of Canada,0,Progressive Conservative Party of Canada,0
[CLS] Amanda Vanstone:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - Alliance Alliance",Liberal Party of Australia,0,Liberal Party of Australia,0
[CLS] Gabriel Loubier:3 is a member of the [MASK] political party . [SEP],Radical,Union Nationale,0,Union Nationale,0
[CLS] Władysław:4 Lizoń:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - - "" """,Conservative Party of Canada,0,Conservative Party of Canada,0
[CLS] Marek:2 Rocki:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],""" - - "" )",Civic Platform,0,Civic Platform,0
[CLS] Jean Dubuc:2 is a member of the [MASK] political party . [SEP],Radical,Quebec Liberal Party,0,Quebec Liberal Party,0
