sentence,prediction,gold,is_same
[CLS] Liviu:2 Librescu:2 works for [MASK] [MASK] [MASK] . [SEP],orchestra and orchestra,Virginia Tech | VPI:2 | VT | Virginia Polytechnic Institute and State University | Virginia Tech,False
[CLS] Clement Attlee:3 works for [MASK] [MASK] [MASK] . [SEP],piano and piano,London School of Economics and Political Science | LSE:2 | London School of Economics and Political Science,False
[CLS] Rick Schmidlin:2 works for [MASK] [MASK] [MASK] . [SEP],Rick Schmidlin:2,University of British Columbia | McGill University College of British Columbia | The University of British Columbia | UBC:2 | Ubc:2 | University of British Columbia,False
[CLS] Nicholas Mirzoeff:4 works for [MASK] [MASK] [MASK] . [SEP],piano and piano,New York University | NYU:2 | New York University | University of New York | University of the City of New York,False
[CLS] Michael Hagemeister:3 works for [MASK] [MASK] [MASK] . [SEP],children and children,University of Marburg | Philipps:2 University of Marburg | Philipps:2 - Universität | University of Marburg,False
[CLS] Norman O ' Neill works for [MASK] [MASK] [MASK] . [SEP],children and children,Royal Academy of Music | Royal Academy of Music,False
[CLS] C . - C . Jay Kuo:2 works for [MASK] [MASK] . [SEP],Kuo:2,University of Southern California | Keck:2 School of Medicine of USC | USC | University of Southern CA | University of Southern California,False
[CLS] Sturgis:3 Elleno:2 Leavitt:2 works for [MASK] [MASK] [MASK] . [SEP],children and children,Northwestern University | NU:2 | Northwestern | Northwestern University,False
[CLS] Randall Balmer:2 works for [MASK] [MASK] [MASK] . [SEP],children and children,Northwestern University | NU:2 | Northwestern | Northwestern University,False
[CLS] Barry R . Schaller:3 works for [MASK] [MASK] [MASK] [MASK] . [SEP],adults and for children,Wesleyan:2 University | Wesleyan:2 | Wesleyan:2 University,False
[CLS] Carleton S . Coon:2 works for [MASK] [MASK] [MASK] . [SEP],U . S,Harvard University | Harvard | Harvard Graduate School | Harvard University | University of Harvard,False
[CLS] Nicholas Patrick works for [MASK] [MASK] [MASK] . [SEP],U . S,National Aeronautics:3 and Space Administration | NASA | National Aeronautics:3 and Space Administration,False
[CLS] Donald W . Parry works for [MASK] [MASK] [MASK] . [SEP],children and children,Brigham:3 Young University | BYU:2 | Brigham:3 Young University | The Y,False
[CLS] Johan Erhard:2 Areschoug:3 works for [MASK] [MASK] [MASK] . [SEP],clarinet and piano,Uppsala University | Uppsala University | Uppsala universitet,False
[CLS] Benjamin Powell works for [MASK] [MASK] [MASK] . [SEP],children and children,Texas Tech University | Texas Tech | Texas Tech University,False
[CLS] Shlomo:3 Sternberg:2 works for [MASK] [MASK] [MASK] . [SEP],children and children,Harvard University | Harvard | Harvard Graduate School | Harvard University | University of Harvard,False
[CLS] W . Lewis Hyde works for [MASK] [MASK] [MASK] . [SEP],S . S,New York University | NYU:2 | New York University | University of New York | University of the City of New York,False
[CLS] John Carlstrom:2 works for [MASK] [MASK] . [SEP],the piano,University of Chicago | Chicago University | U of C | UChicago:3 | University of Chicago,False
[CLS] Kevin P . Clements works for [MASK] [MASK] [MASK] . [SEP],U . S,University of Otago:2 | Otago:2 University | University of Otago:2,False
[CLS] Sun Qixiang:3 works for [MASK] [MASK] [MASK] . [SEP],piano and piano,Harvard University | Harvard | Harvard Graduate School | Harvard University | University of Harvard,False
[CLS] Joseph Schnitzer:4 works for [MASK] [MASK] . [SEP],the piano,Ludwig Maximilian University of Munich | LMU:2 | LMU:2 Munich | Ludwig Maximilian University of Munich | Ludwig - Maximilians:2 - Universität | Munich University | University of Munich,False
[CLS] David Farr:2 works for [MASK] [MASK] [MASK] . [SEP],D . D,Emerson Electric | EMR:2 | EMRSN:3 | Emerson | Emerson Electric | Emerson Electric Co | Emerson Electric Co . | Emerson Electric Company,False
[CLS] David Axon:2 works for [MASK] [MASK] . [SEP],Axon:2,University of Sussex | University of Sussex,False
[CLS] Qiang:2 Du works for [MASK] [MASK] [MASK] . [SEP],Qiang:2 Du,Columbia University | Columbia | Columbia College | Columbia U | Columbia University | Columbia University in New York | Columbia University in the City of New York | King ' s College | King ' s College of New York,False
[CLS] Peter and Rosemary Grant works for [MASK] [MASK] [MASK] . [SEP],children and children,Princeton University | College of New Jersey | Princeton | Princeton College | Princeton University,False
[CLS] Jeff Sigafoos:4 works for [MASK] [MASK] [MASK] [MASK] . [SEP],: . . .,University of Texas at Austin | UT:2 | UT:2 Austin | UT:2 - Austin | University of Texas at Austin,False
[CLS] Heribert:2 Adam works for [MASK] [MASK] [MASK] . [SEP],children and children,Simon Fraser University | Simon Fraser University,False
[CLS] Abdul Aziz Said works for [MASK] [MASK] [MASK] . [SEP],S . S,American University | AU | American University,False
[CLS] George W . McClusky:5 works for [MASK] [MASK] [MASK] . [SEP],clarinet and clarinet,New York City Police Department | City of New York Police Department | NYPD:2 | New York City Police Department,False
[CLS] Birger:2 Møller - Pedersen works for [MASK] [MASK] [MASK] . [SEP],children and children,University of Oslo | Oslo University | Royal Frederick University | UiO:3 | Universitas Osloensis:2 | Universitas Regia Fredericiana:2 | Universitetet i Oslo | University of Oslo,False
[CLS] Masahiro:2 Morioka:2 works for [MASK] [MASK] [MASK] . [SEP],R . R,Waseda:2 University | Sōdai:3 | Waseda:2 Daigaku:3 | Waseda:2 University | Waseda:2 daigaku:3 | 早 大 | 早 稲 田 大 学,False
[CLS] J . Cheryl Exum:2 works for [MASK] [MASK] . [SEP],Exum:2,University of Sheffield | Sheffield University | University of Sheffield | shef:2 . ac . uk,False
[CLS] Ashley Holcombe:3 works for [MASK] [MASK] [MASK] . [SEP],children and children,United States women ' s national softball:2 team | United States women ' s national softball:2 team,False
[CLS] Wilhelm Gass:2 works for [MASK] [MASK] [MASK] . [SEP],piano and piano,University of Greifswald | Ernst - Moritz - Arndt:2 - Universität | University of Greifswald,False
