sentence,prediction,gold,is_same
[CLS] András Törő:3 was educated at the University of [MASK] [MASK] . [SEP],Hong Kong,University of Michigan | U Michigan Ann Arbor | U of M | U of Michigan | UM:2 | UMich:3 | Univ of Michigan | University of Michigan | University of Michigan Ann Arbor,False
[CLS] David Castle was educated at the University of [MASK] [MASK] . [SEP],Oath:2,McMaster:4 University | McMaster:4 University,False
[CLS] Roopa:3 Farooki:2 was educated at the University of [MASK] [MASK] . [SEP],South Africa,"New College | College of St Mary | New College | New College , Oxford",False
[CLS] Mark Handley:2 was educated at the University of [MASK] [MASK] . [SEP],Southend:2,"University College London | London University | UCL:2 | University College London | University College , London",False
[CLS] Dick Tooth:2 was educated at the University of [MASK] [MASK] [MASK] . [SEP],Cambridge and London,University of Sydney | Sydney Uni | Sydney University | The University of Sydney | USyd:2 | University of Sydney,False
[CLS] Theodor Svedberg:2 was educated at the University of [MASK] [MASK] . [SEP],Saint Petersburg,Uppsala University | Uppsala University | Uppsala universitet,False
[CLS] Keith Prosser:2 was educated at the University of [MASK] [MASK] . [SEP],South Africa,"Queens ' College | Queen ' s College | Queens College | Queens ' College | Queens ' College , Cambridge",False
[CLS] Fran Mires was educated at the University of [MASK] [MASK] . [SEP],New York,Medill:2 School of Journalism:2 | Medill:2 School of Journalism:2,False
[CLS] Keir:2 Giles was educated at the University of [MASK] [MASK] . [SEP],Oath:2,Winchester College | Winchester College,False
[CLS] John Christopher Mahoney:3 was educated at the University of [MASK] [MASK] [MASK] [MASK] . [SEP],Cambridge and the St,Brown University | Brown University,False
[CLS] Alan M . Olson was educated at the University of [MASK] [MASK] . [SEP],New York,St . Olaf College | Saint Olaf College | St Olaf College | St . Olaf College,False
[CLS] Do - ol was educated at the University of [MASK] [MASK] [MASK] . [SEP],the Tang Tang,Korea University | Bosung:2 College | Bosung:2 Professional College | Korea University,False
[CLS] James Brooke was educated at the University of [MASK] [MASK] . [SEP],Cambridgeshire:2,Yale University | Collegiate School | Yale | Yale College | Yale University,False
[CLS] Joanna Falco - Leshin:2 was educated at the University of [MASK] [MASK] . [SEP],New York,University of Miami | Miami ( FL ) | The U | U of M | UM:2 | University of Miami,False
[CLS] Francesco Caruso:2 was educated at the University of [MASK] [MASK] [MASK] . [SEP],Naples and Naples,San Diego State University | SDSU:2 | San Diego State University,False
[CLS] John Antoon:2 II was educated at the University of [MASK] [MASK] . [SEP],New York,Florida Southern College | FSC:2 | Florida Southern | Florida Southern College,False
[CLS] Robert O . Mendelsohn:3 was educated at the University of [MASK] [MASK] . [SEP],New York,Harvard University | Harvard | Harvard Graduate School | Harvard University | University of Harvard,False
[CLS] Mahindananda:4 Aluthgamage:4 was educated at the University of [MASK] [MASK] . [SEP],New Delhi,"Royal College , Colombo | Royal College , Colombo | The Royal College Colombo",False
"[CLS] Janric:2 Craig , 3rd Viscount Craigavon:3 was educated at the University of [MASK] [MASK] . [SEP]",Oath:2,Eton:2 College | Eton:2 | Eton:2 College,False
[CLS] Jerome Clarke Hunsaker:3 was educated at the University of [MASK] [MASK] . [SEP],South Africa,United States Naval Academy | Annapolis:2 | Navy | U . S . Naval Academy | USNA:2 | United States Naval Academy | United States Navy Academy,False
[CLS] Clare Blackburn was educated at the University of [MASK] [MASK] [MASK] . [SEP],Cambridge and Blackburn,University of Edinburgh | Edinburgh University | The University of Edinburgh | University of Edinburgh,False
[CLS] Dan Ariely:2 was educated at the University of [MASK] [MASK] . [SEP],New York,Duke University | Duke | Duke University,False
[CLS] Nematullah:3 Shahrani:2 was educated at the University of [MASK] [MASK] [MASK] . [SEP],Lahore and Lahore,George Washington University | Columbian:2 College | Columbian:2 University | GW:2 | GWU:3 | George Washington University | The George Washington University,False
[CLS] Diana Ferrus:3 was educated at the University of [MASK] [MASK] . [SEP],South Africa,Utrecht University | RUU:3 | Rijksuniversiteit:5 Utrecht | UU | Universiteit Utrecht | University of Utrecht | Utrecht University,False
[CLS] Eric Honegger:3 was educated at the University of [MASK] [MASK] . [SEP],South Africa,University of Zurich | UZH:3 | Uni Zurich | Uni Zürich | Universitat Zurich | University of Zurich | University of Zürich | Universität Zürich,False
[CLS] Andrés W . López was educated at the University of [MASK] [MASK] . [SEP],Los Angeles,La vagancia:2 | HLS:2 | Harvard Law | Harvard Law School,False
[CLS] Robert M . Warner was educated at the University of [MASK] [MASK] . [SEP],North Carolina,University of Michigan | U Michigan Ann Arbor | U of M | U of Michigan | UM:2 | UMich:3 | Univ of Michigan | University of Michigan | University of Michigan Ann Arbor,False
[CLS] Anatole:3 Beck was educated at the University of [MASK] [MASK] [MASK] . [SEP],Cambridge and London,Yale University | Collegiate School | Yale | Yale College | Yale University,False
[CLS] Cheryl Woodcock:2 was educated at the University of [MASK] [MASK] . [SEP],the South,Arizona State University | ASU:2 | ASU:2 Tempe:2 | Arizona Normal School | Arizona State | Arizona State College | Arizona State Teachers College | Arizona State University | Arizona Territorial Normal School | Normal School of Arizona | Tempe:2 Normal School | Tempe:2 State Teachers College | Territorial Normal School,False
[CLS] Kim Moo:2 - sung was educated at the University of [MASK] [MASK] . [SEP],South Korea,Hanyang:2 University | Hanyang:2 Taehakkyo:4 | Hanyang:2 University,False
[CLS] Steve Teig:2 was educated at the University of [MASK] [MASK] . [SEP],South Africa,Princeton University | College of New Jersey | Princeton | Princeton College | Princeton University,False
[CLS] Roy C . Geary was educated at the University of [MASK] [MASK] . [SEP],New York,University of Paris ( 1896 - 1968 ) | University of Paris | University of Paris ( 1896 - 1968 ),False
[CLS] Kit Hoover was educated at the University of [MASK] [MASK] . [SEP],North Carolina,University of North Carolina at Chapel Hill | Carolina | Chapel Hill | NCU:2 | North Carolina | North Carolina University | UNC:2 | UNC:2 Chapel Hill | UNC:2 - CH | UNC:2 - Chapel Hill | University of North Carolina | University of North Carolina at Chapel Hill,True
[CLS] Jack Coutu:2 was educated at the University of [MASK] [MASK] . [SEP],South Africa,"Royal College of Art | Government School of Design | Metropolitan School of Design | RCA | Royal College of Art | Royal College of Art , RCA",False
[CLS] Charles Messina was educated at the University of [MASK] [MASK] . [SEP],South Africa,New York University | NYU:2 | New York University | University of New York | University of the City of New York,False
[CLS] William Sowden:3 Sims was educated at the University of [MASK] [MASK] [MASK] [MASK] . [SEP],Cambridge and the St,Naval War College | Naval War College | United States Naval War College,False
[CLS] Markus Fagerudd:3 was educated at the University of [MASK] [MASK] [MASK] [MASK] . [SEP],London and the University,Sibelius Academy | Helsingfors konservatorium:2 | Helsingfors musikinstitut:3 | Helsingin konservatorio:3 | Helsingin musiikkiopisto:5 | Helsinki Music Institute | Konstuniversitetets:6 Sibelius - Akademi | Sibelius Academy | Sibelius Academy of the University of the Arts Helsinki | Sibelius - Akademin:2 | Sibelius - Akatemia:3 | Taideyliopiston:5 Sibelius - Akatemia:3,False
[CLS] Howard Pollack:2 was educated at the University of [MASK] [MASK] [MASK] . [SEP],Cambridge and London,University of Michigan | U Michigan Ann Arbor | U of M | U of Michigan | UM:2 | UMich:3 | Univ of Michigan | University of Michigan | University of Michigan Ann Arbor,False
[CLS] Victor Bulmer:2 - Thomas was educated at the University of [MASK] [MASK] [MASK] [MASK] . [SEP],Cambridge and the St,"New College | College of St Mary | New College | New College , Oxford",False
[CLS] Udo Ulfkotte:3 was educated at the University of [MASK] [MASK] [MASK] . [SEP],Schleswig - Holstein,University of London | Lond:2 . | London University | University of London,False
[CLS] Seamus:2 Blackley:2 was educated at the University of [MASK] [MASK] . [SEP],Southend:2,Tufts:2 University | Tufts:2 College | Tufts:2 University | Universitatis:2 Tuftensis:3,False
[CLS] Andy Whittall:4 was educated at the University of [MASK] [MASK] . [SEP],St .,"Trinity College | College of the Holy and Undivided:3 Trinity | Trinity College | Trinity College , Cambridge",False
[CLS] Samuel Conti was educated at the University of [MASK] [MASK] [MASK] . [SEP],Cambridge and London,Santa Clara University | SCU:2 | Santa Clara University,False
[CLS] Pat Vincent was educated at the University of [MASK] [MASK] . [SEP],Saint Paul,Christchurch Boys ' High School | Christchurch Boys ' High School,False
[CLS] Bob Neumeier:3 was educated at the University of [MASK] [MASK] . [SEP],New York,Syracuse University | Cuse:2 | SU | Syracuse University | University of Syracuse,False
[CLS] Dustin Lanker:2 was educated at the University of [MASK] [MASK] . [SEP],New York,University of Oregon | Oregon | U of O | UO:2 | University of Oregon,False
[CLS] Hidenobu:3 Takahide:3 was educated at the University of [MASK] [MASK] . [SEP],Toho:2,Hokkaido University | Hokkaido University | Hokkaidō:4 daigaku:3 | Hokudai:3,False
[CLS] Steve Raible:2 was educated at the University of [MASK] [MASK] [MASK] [MASK] . [SEP],Cambridge and the University,Trinity High School | Trinity High School,False
