sentence,prediction,gold,is_same
[CLS] Ocean Shores:2 Video was founded in [MASK] [MASK] [MASK] . [SEP],the same year,"Hong Kong | China Hong Kong | HK | HKG:2 | HKSAR:3 | Hong Kong | Hong Kong SAR | Hong Kong SAR , China | Hong Kong Special Administrative Region | Hong Kong , China | Hongkong | hk | [UNK]",False
[CLS] Universal Ballet was founded in [MASK] [MASK] [MASK] [MASK] . [SEP],2011 by Universal Ballet,South Korea | Daehan:2 Minguk:2 | KOR:2 | Korea Republic | ROK:2 | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],False
[CLS] The Call was founded in [MASK] [MASK] . [SEP],The Call,"Santa Cruz | Santa Cruz | Santa Cruz , California",False
[CLS] Krewella:3 was founded in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],2011 by Krewella:3,"Northbrook:2 | Northbrook:2 | Northbrook:2 , Illinois",False
[CLS] Battle was founded in [MASK] [MASK] [MASK] . [SEP],S . S,South Korea | Daehan:2 Minguk:2 | KOR:2 | Korea Republic | ROK:2 | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],False
[CLS] Salem was founded in [MASK] [MASK] . [SEP],the city,"Kingston upon Hull | Hull | Hull , Yorkshire | Kingston upon Hull",False
[CLS] Panasonic:3 Corporation was founded in [MASK] [MASK] [MASK] . [SEP],U . S,Ōsaka:2 | Osaka | Osaka City | Osaka - shi | Ōsaka:2 | Ōsaka:2 City | Ōsaka:2 - shi,False
[CLS] Boy Kill Boy was founded in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],2011 by Boy Kill Boy,Leytonstone:3 | Leytonstone:3,False
[CLS] Gideon was founded in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],2011 by G . G,"Tuscaloosa:4 | Tuscaloosa:4 | Tuscaloosa:4 , Alabama",False
[CLS] Flash Bang Grenada:2 was founded in [MASK] [MASK] [MASK] . [SEP],the same year,"Los Angeles | City of Angels | City of Los Angeles | Double Dubuque:3 | L . A . | LA | LA , California | La La Land | Los Angeles | Los Angeles , California | Pink City | The town of Our Lady the Queen of the Angels of the Little Portion:2 | Tinsel:2 Town",False
[CLS] SIN:2 34 was founded in [MASK] [MASK] [MASK] . [SEP],S . S,"Santa Monica | Santa Monica | Santa Monica , California",False
[CLS] Heartist:2 was founded in [MASK] [MASK] [MASK] . [SEP],M . M,Southern California | SoCal:3 | Southern California,False
[CLS] Mondi:2 Group was founded in [MASK] [MASK] [MASK] . [SEP],S . S,South Africa | RSA:2 | Republic of South Africa | SA | South Africa | za | zaf:2 | [UNK],False
[CLS] Extremoduro:4 was founded in [MASK] [MASK] [MASK] . [SEP],U . D,Plasencia:3 | Plasencia:3,False
[CLS] United Forces was founded in [MASK] [MASK] [MASK] . [SEP],U . S,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
