sentence,prediction,gold,is_same
[CLS] The original language of Dutch Low Saxon Wikipedia is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Dutch Low Saxon Wikipedia,Dutch Low Saxon | Dutch Low Saxon | nds:2 - nl,False
[CLS] The original language of Amhi:2 Doghe:2 Raja Rani:2 is [MASK] [MASK] . [SEP],Gujarati:2,Marathi:2 | Devanagri:3 | Marathi:2 | Marathi:2 language,False
[CLS] The original language of Tactical Unit is [MASK] [MASK] [MASK] . [SEP],English and English,Cantonese:2 | Cantonese:2 | Cantonese:2 language | Standard Cantonese:2 | Yue:2 | Yue:2 - Yu | Yue:2 - Yuu:2 | Yüeh:3 | Zh:2 - yue:2 | yue:2 | zh:2 - yue:2,False
[CLS] The original language of Moldavian:2 Soviet Encyclopedia is [MASK] [MASK] . [SEP],Moldovan:2,Moldovan:2 | Moldovan:2 | Moldovan:2 language | mo | ro - md:2,True
[CLS] The original language of Giraftaar:4 is [MASK] [MASK] [MASK] . [SEP],Shi Shi Shi,Nepali:2 | Nepal | Nepalese:2 | Nepali:2 | Nepali:2 language | ne,False
[CLS] The original language of Classmates:2 is [MASK] [MASK] [MASK] . [SEP],the English language,Marathi:2 | Devanagri:3 | Marathi:2 | Marathi:2 language,False
[CLS] The original language of Kuni:2 Mulgi:2 Deta:2 Ka Mulgi:2 is [MASK] [MASK] . [SEP],Mulgi:2,Marathi:2 | Devanagri:3 | Marathi:2 | Marathi:2 language,False
[CLS] The original language of Hiša:2 Marije Pomočnice:4 is [MASK] [MASK] . [SEP],Slovenian:2,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,True
[CLS] The original language of The Destiny is [MASK] [MASK] [MASK] . [SEP],the English language,Dzongkha:3 | Dzongkha:3 | Dzongkha:3 language | Ngalopkha:3 language | dz:2,False
[CLS] The original language of Puberun:3 is [MASK] [MASK] [MASK] . [SEP],Puberun:3,Assamese:2 | Asamiya:3 | Asamiya:3 language | Asomiya:3 | Assamese:2 | Assamese:2 language | Axomiya:4 | Axomiya:4 language | as,False
[CLS] The original language of Ward Six is [MASK] [MASK] [MASK] . [SEP],the English language,Serbo:2 - Croatian | BHS:2 | Bosnian:2 - Croatian - Montenegrin:3 - Serbian | Bosnian:2 - Croatian - Serbian | Serbo:2 - Croat:2 | Serbo:2 - Croat:2 - Bosnian:2 | Serbo:2 - Croatian | Serbo:2 - Croatian language | sh,False
[CLS] The original language of Cyropaedia:3 is [MASK] [MASK] [MASK] [MASK] . [SEP],the Cyropaedia:3,Ancient Greek | Ancient Greek | Old Greek | grc:2,False
[CLS] The original language of Mongol is [MASK] [MASK] [MASK] . [SEP],the Mongolian:2,Mongolian:2 | Khalka:3 | Mongol | Mongolian:2 | Mongolian:2 language | mn:2,False
[CLS] The original language of Kosala:2 is [MASK] [MASK] . [SEP],Kosala:2,Marathi:2 | Devanagri:3 | Marathi:2 | Marathi:2 language,False
[CLS] The original language of Mero:2 Euta:2 Saathi:2 Cha is [MASK] [MASK] [MASK] [MASK] . [SEP],Mero:2 Euta:2,Nepali:2 | Nepal | Nepalese:2 | Nepali:2 | Nepali:2 language | ne,False
[CLS] The original language of Abazashta:4 is [MASK] [MASK] . [SEP],Tatar:2,Abaza:2 | Abaza:2 | Abaza:2 language,False
[CLS] The original language of Ahetuk:3 is [MASK] [MASK] [MASK] . [SEP],Ahetuk:3,Assamese:2 | Asamiya:3 | Asamiya:3 language | Asomiya:3 | Assamese:2 | Assamese:2 language | Axomiya:4 | Axomiya:4 language | as,False
[CLS] The original language of Lysistrata:3 is [MASK] [MASK] . [SEP],Greek language,Ancient Greek | Ancient Greek | Old Greek | grc:2,False
[CLS] The original language of Jeevanko:3 Chheubaata:4 is [MASK] [MASK] [MASK] [MASK] . [SEP],chheubaata:4,Nepali:2 | Nepal | Nepalese:2 | Nepali:2 | Nepali:2 language | ne,False
[CLS] The original language of Death March is [MASK] [MASK] . [SEP],in English,Tagalog:2 | Tagalog:2 | Tagalog:2 language | tgl:2 | tl:2,False
[CLS] The original language of Abadon:2 is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the language of Abadon:2,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] The original language of Sagla:2 Karun:2 Bhagle:3 is [MASK] [MASK] [MASK] . [SEP],Sinhalese:3,Marathi:2 | Devanagri:3 | Marathi:2 | Marathi:2 language,False
[CLS] The original language of Class Enemy is [MASK] [MASK] [MASK] . [SEP],the English language,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] The original language of The Day Passed:2 is [MASK] [MASK] [MASK] . [SEP],the English language,Azerbaijani:2 | Azarbaijani:5 | Azari:2 | Azerbaijani:2 | Azerbaijani:2 language | Azerbaijanian:2 | Azeri:2 | Azeri:2 language,False
[CLS] The original language of Myn:2 Bala is [MASK] [MASK] [MASK] . [SEP],Myn:2 Bala,Kazakh:3 | Kazakh:3 | Kazakh:3 language | Qazaq:3 | Qazaq:3 language | Qazaqşa:4 | kk:2,False
