sentence,prediction,gold,is_same
[CLS] Bauerntanz:3 zweier Kinder was written in [MASK] [MASK] [MASK] . [SEP],1915 and 1916,silent film | silent | silent film | silent movie,False
[CLS] Monika was written in [MASK] [MASK] [MASK] . [SEP],German and German,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Javanese:2 Wikipedia was written in [MASK] . [SEP],Java,Javanese:2 | Javanese:2 | Javanese:2 language | jv:2,False
[CLS] Život:3 je sklopio:3 krug:2 was written in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Slovenia and written in Slovenia,Serbo:2 - Croatian | BHS:2 | Bosnian:2 - Croatian - Montenegrin:3 - Serbian | Bosnian:2 - Croatian - Serbian | Serbo:2 - Croat:2 | Serbo:2 - Croat:2 - Bosnian:2 | Serbo:2 - Croatian | Serbo:2 - Croatian language | sh,False
[CLS] Azerbaijani:2 Wikipedia was written in [MASK] [MASK] . [SEP],Azerbaijani:2,Azerbaijani:2 | Azarbaijani:5 | Azari:2 | Azerbaijani:2 | Azerbaijani:2 language | Azerbaijanian:2 | Azeri:2 | Azeri:2 language,True
[CLS] Code of Hammurabi:3 was written in [MASK] [MASK] [MASK] . [SEP],Hammurabi:3,Akkadian:3 | Akkadian:3,False
[CLS] Meke:2 was written in [MASK] [MASK] . [SEP],Meke:2,Fijian:2 | Fijian:2 | Fijian:2 language | Na Vosa:2 Vakaviti:3 | fj:2,False
[CLS] Krogsta:3 runestone:3 was written in [MASK] [MASK] [MASK] [MASK] . [SEP],Swedish and in Swedish,Proto - Norse:2 | Proto - Norse:2 | Proto - Norse:2 language,False
[CLS] Codex Glazier:3 was written in [MASK] [MASK] [MASK] . [SEP],Glazier:3,Coptic:2 | Coptic:2 | Coptic:2 Egyptian | Coptic:2 language | cop,False
[CLS] Harun:2 and Leyla:2 was written in [MASK] [MASK] [MASK] . [SEP],English and English,Azerbaijani:2 | Azarbaijani:5 | Azari:2 | Azerbaijani:2 | Azerbaijani:2 language | Azerbaijanian:2 | Azeri:2 | Azeri:2 language,False
[CLS] Yulia:2 / Ioulia:3 was written in [MASK] [MASK] . [SEP],Yulia:2,Slavic languages | Slavic languages,False
[CLS] Chronicle of San Juan de la Peña was written in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],San Juan de la Peña,Aragonese:2 | Aragonese:2 | Aragonese:2 language | an,False
[CLS] Alenka:2 was written in [MASK] [MASK] [MASK] . [SEP],Russian and Russian,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Janša:2 was written in [MASK] [MASK] [MASK] . [SEP],Serbian and Serbian,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Mladina:3 was written in [MASK] [MASK] [MASK] . [SEP],Serbian and Serbian,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Slovenski:3 glasnik:2 was written in [MASK] [MASK] [MASK] . [SEP],Serbian and Serbian,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Koroğlu:3 was written in [MASK] [MASK] [MASK] . [SEP],prose and prose,Azerbaijani:2 | Azarbaijani:5 | Azari:2 | Azerbaijani:2 | Azerbaijani:2 language | Azerbaijanian:2 | Azeri:2 | Azeri:2 language,False
[CLS] Gudea:2 cylinders:2 was written in [MASK] [MASK] [MASK] . [SEP],Romanian and Romanian,Sumerian:3 | Sumerian:3 | Sumerian:3 language,False
[CLS] Ainu:2 Times was written in [MASK] [MASK] [MASK] [MASK] . [SEP],Urdu and in Urdu,Ainu:2 | Ainu:2 | Ainu:2 ( Japan ) | Aunu:2,False
[CLS] Luis was written in [MASK] [MASK] [MASK] . [SEP],Spanish and Spanish,Galician:2 | Galician:2 | Galician:2 language | galego | gl:2,False
[CLS] Taggart:3 was written in [MASK] [MASK] [MASK] . [SEP],English and English,Scottish Gaelic | Gaelic | Gaidhlig:3 | Gàidhlig:4 | Scottish Gaelic | gd:2,False
[CLS] Dutch Low Saxon Wikipedia was written in [MASK] [MASK] [MASK] . [SEP],Dutch and Dutch,Dutch Low Saxon | Dutch Low Saxon | nds:2 - nl,False
[CLS] toff:2 was written in [MASK] [MASK] . [SEP],toff:2,British English | British English | English ( United Kingdom ) | UK English | United Kingdom English | en - GB | en - uk,False
[CLS] Proto - Slavic accent was written in [MASK] [MASK] [MASK] . [SEP],Proto - Slavic,Proto - Slavic | Proto - Slavic,True
[CLS] In Motion was written in [MASK] [MASK] [MASK] [MASK] . [SEP],the N . E,Cantonese:2 | Cantonese:2 | Cantonese:2 language | Standard Cantonese:2 | Yue:2 | Yue:2 - Yu | Yue:2 - Yuu:2 | Yüeh:3 | Zh:2 - yue:2 | yue:2 | zh:2 - yue:2,False
[CLS] Karmen:2 was written in [MASK] [MASK] . [SEP],Karmen:2,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Kazakh:3 Wikipedia was written in [MASK] [MASK] [MASK] . [SEP],Kazakh:3,Kazakh:3 | Kazakh:3 | Kazakh:3 language | Qazaq:3 | Qazaq:3 language | Qazaqşa:4 | kk:2,True
[CLS] Oh mia bela Madunina:3 was written in [MASK] [MASK] [MASK] . [SEP],Italian and Italian,Milanese:2 | Milanese:2,False
[CLS] Lang was written in [MASK] [MASK] [MASK] . [SEP],L . L,Germanic:2 languages | German languages | Germanic:2 | Germanic:2 family | Germanic:2 language | Germanic:2 language family | Germanic:2 language group | Germanic:2 languages | ISO 639 : gem:2 | Teutonic:3 language | Teutonic:3 languages,False
[CLS] Albin was written in [MASK] [MASK] [MASK] . [SEP],B . A,Slovene:3 | Slovene:3 | Slovene:3 language | Slovenian:2 | Slovenian:2 language | sl,False
[CLS] Jonaki:2 was written in [MASK] [MASK] [MASK] . [SEP],English and English,Assamese:2 | Asamiya:3 | Asamiya:3 language | Asomiya:3 | Assamese:2 | Assamese:2 language | Axomiya:4 | Axomiya:4 language | as,False
[CLS] Gerrit was written in [MASK] [MASK] [MASK] . [SEP],D . D,Frisian:3 languages | Frisan:2 language | Frisian:3 language | Frisian:3 languages,False
[CLS] The Guide for the Perplexed:3 was written in [MASK] [MASK] [MASK] . [SEP],English and English,Judeo:2 - Arabic languages | Judeo:2 - Arabic | Judeo:2 - Arabic languages,False
