sentence,prediction,gold,is_same
[CLS] I Won ' t Be Home for Christmas was created in [MASK] [MASK] [MASK] . [SEP],the early 1970s,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Bambi:2 II was created in [MASK] [MASK] [MASK] . [SEP],the same year,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Watchers:2 of the Sky was created in [MASK] [MASK] [MASK] . [SEP],the same year,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Food Feuds:2 was created in [MASK] [MASK] [MASK] . [SEP],N . N,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Two Memories was created in [MASK] [MASK] [MASK] . [SEP],Japan and Japan,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] CNN Special Investigations:2 Unit was created in [MASK] [MASK] [MASK] . [SEP],the same year,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Let Me In was created in [MASK] [MASK] [MASK] . [SEP],F . F,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Up in Central Park was created in [MASK] [MASK] [MASK] . [SEP],U . S,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
[CLS] Dark Tales was created in [MASK] [MASK] [MASK] . [SEP],Dark Dark Dark,"Hong Kong | China Hong Kong | HK | HKG:2 | HKSAR:3 | Hong Kong | Hong Kong SAR | Hong Kong SAR , China | Hong Kong Special Administrative Region | Hong Kong , China | Hongkong | hk | [UNK]",False
[CLS] Rage was created in [MASK] [MASK] [MASK] [MASK] . [SEP],the A . D,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False
