sentence,prediction,gold,is_same
[CLS] Taisen:2 Puzzle:3 Dama is developed by [MASK] [MASK] . [SEP],Taisen:2,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] Galaxian:3 is developed by [MASK] [MASK] [MASK] . [SEP],Galaxian:3,Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 Inc | Namco:2 | Namco:2 Limited | Namcot:2,False
[CLS] Dance Dance Revolution Hottest:2 Party 3 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] Concerto Gate is developed by [MASK] [MASK] . [SEP],Concerto Gate,"Square Enix:2 | SE | SQUARE:5 ENIX:2 CO . , LTD:2 . | Square Enix:2 | Square Enix:2 Holdings | Square Enix:2 Holdings Co . , Ltd . | Square - Enix:2",False
[CLS] Full Spectrum Warrior is developed by [MASK] [MASK] . [SEP],EA Sports,Pandemic:3 Studios | Pandemic:3 Studios,False
[CLS] Another World is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Delphine:2 Software International | Delphine:2 Software International,False
[CLS] Body Blows:2 Galactic:2 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Team17:2 | 17 - Bit Software | Team 17 | Team17:2 | Team17:2 Digital Ltd . | Team17:2 Software Ltd,False
[CLS] Enemy Front is developed by [MASK] [MASK] . [SEP],Enemy Front,CI:2 Games S . A . | CI:2 Games | CI:2 Games S . A . | City Interactive,False
[CLS] Rugby 2004 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,HB Studios | HB Studios,False
[CLS] Operation C is developed by [MASK] [MASK] . [SEP],Operation C,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] True Golf Classics : Waialae:3 Country Club is developed by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Waialae:3 Country Club,Technology and Entertainment Software | Technology and Entertainment Software,False
[CLS] Oracle Clusterware:3 is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],Oracle Clusterware:3,Oracle Corporation | Oracle | Oracle Corporation,False
[CLS] Strike Commander is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],U . S .,Origin Systems | OSI:2 | Origin Systems,False
[CLS] Hover:2 Force is developed by [MASK] [MASK] . [SEP],Hover:2,"Mattel:2 | Mattel:2 | Mattel:2 Inc . | Mattel:2 , Inc .",False
[CLS] Sonic the Hedgehog:3 CD is developed by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Sonic the Hedgehog:3,Sonic Team | Sonic Team,False
[CLS] Cutthroats:4 is developed by [MASK] [MASK] [MASK] . [SEP],Cutthroat:3,"Infocom:2 | Infocom:2 | Infocom:2 , Inc .",False
[CLS] Worms Crazy Golf is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Team17:2 | 17 - Bit Software | Team 17 | Team17:2 | Team17:2 Digital Ltd . | Team17:2 Software Ltd,False
[CLS] Excite:2 Truck is developed by [MASK] [MASK] [MASK] . [SEP],Excite:2 Truck,"Monster Games | Monster Games | Monster Games , Inc .",False
[CLS] PocketBike:3 Racer:2 is developed by [MASK] [MASK] . [SEP],Racer:2,Blitz Games | Blitz Games | Interactive Studios,False
[CLS] Mission Cobra is developed by [MASK] [MASK] [MASK] . [SEP],K . K,"Thin Chen Enterprise | Sachen:2 | Sheng:2 Qian:2 Enterprise Co . , Ltd | Thin Chen Enterprise",False
[CLS] Pilot is developed by [MASK] [MASK] [MASK] . [SEP],P . P,"PARC:2 | PARC:2 | Palo Alto Research Center , Inc . | Xerox:3 PARC:2 | Xerox:3 Palo Alto Research Center",False
[CLS] Dokapon:2 Kingdom is developed by [MASK] [MASK] . [SEP],Dokapon:2,"Sting Entertainment | Sting | Sting Entertainment | Sting , Inc .",False
[CLS] Xpand:3 Rally is developed by [MASK] [MASK] [MASK] . [SEP],Xpand:3,Techland:2 | Techland:2,False
[CLS] X11:2 . app is developed by [MASK] [MASK] . [SEP],X11:2,"Apple Inc . | Apple | Apple Computer | Apple Computer Inc | Apple Computer Incorporated | Apple Computer , Inc . | Apple Inc . | Apple Incorporated | ",False
[CLS] Hydlide:3 is developed by [MASK] [MASK] [MASK] . [SEP],Hydlide:3,Technology and Entertainment Software | Technology and Entertainment Software,False
[CLS] Geneforge:3 5 : Overthrow:3 is developed by [MASK] [MASK] [MASK] . [SEP],Geneforge:3,Spiderweb:2 Software | Spiderweb:2 Software,False
[CLS] Sengoku:3 Blade : Sengoku:3 Ace Episode II is developed by [MASK] [MASK] [MASK] . [SEP],S . S,Psikyo:3 | Psikyo:3 | X - Naut:2 . Psikyo:3,False
[CLS] GNU SIP:2 Witch is developed by [MASK] [MASK] . [SEP],FreeBSD:2,GNU Project | GNU FSDG:3 | GNU Project,False
[CLS] The Punisher:3 : No Mercy is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Zen Studios | Zen Studios,False
[CLS] Hanging:2 with Friends is developed by [MASK] [MASK] [MASK] . [SEP],K . K,Zynga:3 | Zynga:3 | Zynga:3 Inc .,False
[CLS] Jones in the Fast Lane is developed by [MASK] . [SEP],Jones,Sierra Entertainment | Sierra | Sierra Entertainment | Sierra Online,False
[CLS] Murder on the Zinderneuf:4 is developed by [MASK] [MASK] . [SEP],Steven Spielberg,"Electronic Arts | EA | EA Games | Electronic Arts | Electronic Arts Inc . | Electronic Arts , Inc .",False
[CLS] Alone in the Dark : The New Nightmare is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Darkworks:2 | Darkworks:2,False
[CLS] Might:2 and Magic VIII : Day of the Destroyer:3 is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],Might:2 and Magic,New World Computing | NWC:2 | New World Computing,False
[CLS] Hiōden:3 : Mamono:3 - tachi:2 tono Chikai:2 is developed by [MASK] [MASK] [MASK] . [SEP],Hiōden:3,Namco:2 Tales Studio | Namco:2 Tales Studio | Wolf Team,False
[CLS] Vorbis:2 is developed by [MASK] [MASK] . [SEP],Vorbis:2,Chris Montgomery | Chris Montgomery,False
[CLS] Turnabout:3 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Artdink:3 | Artdink:3,False
[CLS] LaTeX:4 is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],LaTeX:4,Leslie Lamport:2 | Leslie B . Lamport:2 | Leslie Lamport:2,False
[CLS] Ridiculous:4 Fishing:2 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Vlambeer:4 | Vlambeer:4,False
[CLS] X2:2 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Team17:2 | 17 - Bit Software | Team 17 | Team17:2 | Team17:2 Digital Ltd . | Team17:2 Software Ltd,False
[CLS] Continental Circus is developed by [MASK] [MASK] . [SEP],Continental Circus,Taito:2 Corporation | Taito:2 | Taito:2 Corporation,False
[CLS] Shinobi:2 is developed by [MASK] [MASK] . [SEP],Shinobi:2,"Griptonite:4 Games | Griptonite:4 Games | Griptonite:4 , Inc .",False
[CLS] New Rally - X is developed by [MASK] [MASK] . [SEP],New Rally,Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 Inc | Namco:2 | Namco:2 Limited | Namcot:2,False
[CLS] Hugo : Cannon Cruise is developed by [MASK] [MASK] [MASK] . [SEP],K . K,Interactive Television Entertainment | Interactive Television Entertainment,False
[CLS] Tom Clancy ' s Rainbow Six is developed by [MASK] [MASK] . [SEP],Tom Clancy,Red Storm Entertainment | Red Storm Entertainment | Ubisoft:3 Red Storm,False
[CLS] IconBuilder:4 is developed by [MASK] [MASK] [MASK] . [SEP],C . C,The Iconfactory:3 | The Iconfactory:3,False
[CLS] Asphalt:3 : Injection:3 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Gameloft:3 | Gameloft:3 | Gameloft:3 S . A . | Gameloft:3 SE,False
[CLS] Nitro:2 is developed by [MASK] [MASK] . [SEP],Nitro:2,SCE:2 Studio Liverpool | Psygnosis:4 | SCE:2 Studio Liverpool,False
[CLS] Crisis Zone is developed by [MASK] [MASK] . [SEP],Crisis Zone,Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 Inc | Namco:2 | Namco:2 Limited | Namcot:2,False
[CLS] Ai Senshi:2 Nicol:2 is developed by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ai Senshi:2 Nicol:2,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] Dead Trigger:2 2 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,MADFINGER:5 Games | MADFINGER:5 Games | Madfinger:3 Games,False
[CLS] World Series Baseball 2K1:3 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Sega Wow:2 | Overworks:2 | SEGA:2 CS2:2 R & D | Sega AM1:2 | Sega Wow:2,False
[CLS] Tinkle:2 Pit is developed by [MASK] [MASK] [MASK] . [SEP],Tinkle:2 Pit,Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 Inc | Namco:2 | Namco:2 Limited | Namcot:2,False
[CLS] Plants vs . Zombies:2 : Garden Warfare is developed by [MASK] [MASK] [MASK] . [SEP],U . S,PopCap:3 Games | PopCap:3 Games | PopCap:3 Games Framework,False
[CLS] ThunderHawk:4 is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],ThunderHawk:4,Bitstream:2 Inc . | Bitstream:2 | Bitstream:2 Inc .,False
[CLS] Marathon 2 : Durandal:2 is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Bungie:3 | Bungie:3 | Bungie:3 Studios,False
[CLS] Spellcasting:4 201 : The Sorcerer:3 ' s Appliance:3 is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],Spellcasting:4,Legend Entertainment | Legend Entertainment,False
[CLS] Campaign II is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Empire Interactive | Empire Interactive,False
[CLS] Castlevania:2 : The Arcade is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] LittleBigPlanet:6 PS Vita is developed by [MASK] [MASK] . [SEP],LittleB:2,Double Eleven | Double Eleven,False
[CLS] Pariah:2 is developed by [MASK] [MASK] . [SEP],Pariah:2,Digital Extremes:2 | Digital Extremes:2,False
[CLS] Mystery Fun House is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Adventure International | Adventure International,False
[CLS] Ranarama:2 is developed by [MASK] [MASK] [MASK] . [SEP],B . B,Graftgold:3 | Graftgold:3 | Graftgold:3 Ltd .,False
[CLS] P . O . W . : Prisoners:2 of War is developed by [MASK] [MASK] [MASK] . [SEP],U . S,SNK:2 | PLAYMORE:6 | SNK:2 | SNK:2 CORPORATION:5 | SNK:2 PLAYMORE:6,False
[CLS] Quest for Glory : So You Want to Be a Hero is developed by [MASK] [MASK] [MASK] . [SEP],Quest for Glory,Sierra Entertainment | Sierra | Sierra Entertainment | Sierra Online,False
[CLS] Game Boy Wars is developed by [MASK] [MASK] [MASK] . [SEP],Game Boy Advance,"Intelligent:3 Systems | Intelligent:3 Systems | Intelligent:3 Systems Co . , Ltd .",False
[CLS] Raskulls:3 is developed by [MASK] [MASK] . [SEP],Raskull:2,Halfbrick:3 Studios Pty:2 Ltd | Halfbrick:3 Studios | Halfbrick:3 Studios Pty:2 Ltd,False
[CLS] Charlie ' s Angels is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],Charlie ' s Angels,Neko:2 Entertainment | Neko:2 Entertainment,False
[CLS] LibreSSL:3 is developed by [MASK] [MASK] . [SEP],FreeBSD:2,OpenBSD:2 | OpenBSD:2,False
[CLS] NetCDF:3 is developed by [MASK] [MASK] [MASK] . [SEP],NetCDF:3,University Corporation for Atmospheric:2 Research | UCAR:2 | University Corporation for Atmospheric:2 Research,False
[CLS] Air Combat is developed by [MASK] [MASK] . [SEP],Air Combat,Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 | Bandai:2 Namco:2 Amusement:2 Inc | Namco:2 | Namco:2 Limited | Namcot:2,False
[CLS] Apache Tomcat:2 is developed by [MASK] [MASK] [MASK] . [SEP],Apache Tomcat:2,Apache Software Foundation | ASF:2 | Apache Software Foundation,False
[CLS] Tenchu:2 : Dark Secret is developed by [MASK] [MASK] [MASK] . [SEP],T . T,"Polygon:3 Magic | Polygon:3 Magic | Polygon:3 Magic , Inc .",False
[CLS] Network is developed by [MASK] [MASK] [MASK] . [SEP],U . S,David Mullich:3 | David Mullich:3,False
[CLS] Creature:3 Shock is developed by [MASK] [MASK] [MASK] . [SEP],S . S,Argonaut:2 Games | Argonaut:2 Games | Argonaut:2 Games PLC:2,False
[CLS] Gato:2 is developed by [MASK] [MASK] . [SEP],Gato:2,"Spectrum HoloByte:4 | Spectrum HoloByte:4 | Spectrum Holobyte:3 , Inc .",False
[CLS] Cray:2 Operating:2 System is developed by [MASK] [MASK] . [SEP],Cray:2,Cray:2 | Cray:2 | Cray:2 Inc . | Cray:2 Research | Cray:2 Research Inc .,True
[CLS] BattleTech:3 : The Crescent Hawk ' s Inception:2 is developed by [MASK] [MASK] [MASK] . [SEP],BattleTech:3,Westwood Studios | Westwood Associates | Westwood Studios,False
[CLS] M - 4 Molot:2 is developed by [MASK] [MASK] . [SEP],Molot:2,Myasishchev:4 | Myasishchev:4,False
[CLS] Alliance : The Silent War is developed by [MASK] [MASK] [MASK] . [SEP],U . S,"Linden Lab | Linden Lab | Linden Research , Inc .",False
[CLS] Gangs:2 of London is developed by [MASK] [MASK] . [SEP],Gangs:2,SIE:2 London Studio | SIE:2 London Studio,False
[CLS] X - Men is developed by [MASK] [MASK] [MASK] . [SEP],X - Men,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] Super Heroine:2 Chronicle is developed by [MASK] [MASK] [MASK] . [SEP],K . K,Banpresto:3 | BANPRESTO:5 | Banpresto:3 | Coreland:2,False
[CLS] Sonic Boom : Shattered:3 Crystal is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Sanzaru:2 Games | Sanzaru:2 Games,False
[CLS] Kawasaki Snowmobiles:3 is developed by [MASK] . [SEP],Kawasaki,Data Design Interactive | Data Design Interactive,False
[CLS] Gribbly:3 ' s Day Out is developed by [MASK] [MASK] [MASK] . [SEP],Gribbly:3,Andrew Braybrook:2 | Andrew Braybrook:2,False
[CLS] Inca is developed by [MASK] [MASK] [MASK] . [SEP],U . S,Coktel:3 Vision | Coktel:3 Vision,False
[CLS] Left 4 Dead is developed by [MASK] [MASK] [MASK] . [SEP],Left 4 Dead,"Valve:2 Corporation | VALVe:4 | Valve:2 | Valve:2 Corporation | Valve:2 Software | Valve:2 , L . L . C .",False
[CLS] NCOS:2 is developed by [MASK] [MASK] . [SEP],NCOS:2,Acorn:2 computers | Acorn:2 Computers:2 Ltd . | Acorn:2 computers,False
[CLS] Myst:2 V : End of Ages is developed by [MASK] [MASK] . [SEP],Myst:2,"Cyan:2 Worlds | Cyan:2 Worlds | Cyan:2 Worlds , Inc . | Cyan:2 , Inc .",False
[CLS] Nacho:2 Libre is developed by [MASK] [MASK] . [SEP],Nacho:2,Budcat:2 Creations:2 | Budcat:2 Creations:2,False
[CLS] Bladestorm:3 : The Hundred Years ' War is developed by [MASK] [MASK] [MASK] . [SEP],Bladestorm:3,"Koei:2 Tecmo:3 Holdings | KOEI:3 TECMO:4 HOLDINGS:5 CO . , LTD:2 . | Koei:2 | Koei:2 Tecmo:3 | Koei:2 Tecmo:3 Holdings | Koei:2 Tecmo:3 Holdings Co . , Ltd . | Tecmo:3 Koei:2 | Tecmo:3 Koei:2 Holdings",False
[CLS] Tiny Toon:2 Adventures : Buster ' s Hidden Treasure is developed by [MASK] [MASK] [MASK] [MASK] . [SEP],Tiny Toon:2 Adventures,Konami:2 | KONAMI:3 HOLDINGS:5 CORPORATION:5 | Konami:2 | Konica:2 Enix:2,False
[CLS] Jane ' s Longbow:2 2 is developed by [MASK] [MASK] [MASK] . [SEP],Jane ' s,Origin Systems | OSI:2 | Origin Systems,False
[CLS] Project Hacker:2 is developed by [MASK] [MASK] [MASK] . [SEP],Project Hacker:2,Red Entertainment | Red Company | Red Entertainment | Red Entertainment Corporation,False
[CLS] Opera Mini is developed by [MASK] [MASK] . [SEP],Opera Mini,Opera Software | Opera AS | Opera Limited | Opera Software | Opera Software AS,False
