sentence,prediction,gold,is_same
[CLS] Mission Critical plays [MASK] [MASK] [MASK] music . [SEP],a mix of,adventure game | adventure game | adventure video game,False
[CLS] Tribuzy:3 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",heavy metal | Heavy Metal | Heavy Metal Music | Metal | Metal music | heavy metal | heavy metal music | metal,False
[CLS] Rockman:2 EXE:2 Operate:2 Shooting Star plays [MASK] [MASK] [MASK] [MASK] music . [SEP],The music . The,role - playing video game | CRPG:2 | RPG | RPVG:3 | Role playing video games | computer RPG | role playing video game | role - playing game | role - playing video game,False
[CLS] Home and Away : Secrets and the City plays [MASK] [MASK] music . [SEP],"music ,",soap opera | soap | soap opera | soapie:2 | soapopera:3,False
[CLS] Aaron Copland:2 plays [MASK] [MASK] [MASK] music . [SEP],music . plays,symphony:4 | symphony:4,False
[CLS] This Binary:2 Universe plays [MASK] [MASK] [MASK] music . [SEP],a lot of,trance:2 | Trance:2 | trance:2 | trance:2 music,False
[CLS] Fire in the Night plays [MASK] [MASK] [MASK] music . [SEP],a mix of,documentary film | documentary film | documentary movie,False
[CLS] Chris Ward plays [MASK] [MASK] [MASK] music . [SEP],", plays is",country music | Country music | country | country & western | country and western | country music,False
[CLS] Lovers Lane plays [MASK] [MASK] [MASK] music . [SEP],a mix of,horror film | horror film | horror movie,False
[CLS] Zelda II : The Adventure of Link plays [MASK] [MASK] music . [SEP],rave:2,role - playing video game | CRPG:2 | RPG | RPVG:3 | Role playing video games | computer RPG | role playing video game | role - playing game | role - playing video game,False
[CLS] Wizardry:2 VII : Crusaders:3 of the Dark Savant:2 plays [MASK] [MASK] [MASK] music . [SEP],plays plays plays,role - playing video game | CRPG:2 | RPG | RPVG:3 | Role playing video games | computer RPG | role playing video game | role - playing game | role - playing video game,False
[CLS] An Eye for an Eye plays [MASK] [MASK] music . [SEP],", plays",action film | action | action film | action movie | film action | movie action,False
[CLS] Less Than Jake plays [MASK] [MASK] [MASK] music . [SEP],", plays the",ska punk | ska punk | ska - core,False
[CLS] Seka:2 Aleksić:3 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",pop - folk | Balkan pop | Chalga:2 | Folk pop | pop - folk,False
[CLS] Ralf Hütter:2 plays [MASK] [MASK] [MASK] music . [SEP],an interest in,electronic music | electronic music | electrosonic:3,False
[CLS] Dark Soil:2 plays [MASK] [MASK] [MASK] music . [SEP],a mix of,folktronica:3 | electro:2 - folk | electrofolk:4 | folktronica:3 | laptop:2 folk | techno:2 folk | techno:2 - folk,False
[CLS] Wolfenstein:2 RPG plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",first - person shooter:2 | first person shooter:2 video games | first - person shooter:2 | fps:2,False
[CLS] E - Motion plays [MASK] [MASK] [MASK] music . [SEP],a mix of,puzzle:2 video game | Puzzle:3 video games | puzzle:2 game | puzzle:2 video game,False
[CLS] Lankar:2 of Callisto:2 plays [MASK] [MASK] [MASK] music . [SEP],plays plays plays,science fiction | SF | sci Fi | sci fi | sci - Fi | science fiction | science - fiction | sciencefiction:3 | scifi:2,False
[CLS] Michael Lee Firkins:3 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",bluegrass:2 music | bluegrass:2 | bluegrass:2 music,False
[CLS] Schloss Einstein plays [MASK] [MASK] [MASK] music . [SEP],a variety of,soap opera | soap | soap opera | soapie:2 | soapopera:3,False
[CLS] Ex Machina:2 plays [MASK] [MASK] [MASK] music . [SEP],a mix of,science fiction film | sci fi film | sci fi movie | sci - fi film | sci - fi movie | science fiction film | science fiction movie | scifi:2 | scifi:2 film | scifi:2 movie | scifi:2 - film,False
[CLS] Fort Boyard:2 plays [MASK] [MASK] [MASK] [MASK] music . [SEP],the Fort Boyard:2,game show | game show | gameshow:2 | quiz:2 show,False
[CLS] The Restaurant plays [MASK] [MASK] [MASK] music . [SEP],. The Restaurant,reality television genre | reality TV | reality television,False
[CLS] Xak:2 : The Tower of Gazzel:3 plays [MASK] [MASK] [MASK] music . [SEP],a piece of,role - playing video game | CRPG:2 | RPG | RPVG:3 | Role playing video games | computer RPG | role playing video game | role - playing game | role - playing video game,False
[CLS] El Libro de la Tierra Negra plays [MASK] [MASK] [MASK] music . [SEP],"plays , plays",science fiction | SF | sci Fi | sci fi | sci - Fi | science fiction | science - fiction | sciencefiction:3 | scifi:2,False
[CLS] MegaTraveller:4 1 : The Zhodani:3 Conspiracy:4 plays [MASK] [MASK] [MASK] music . [SEP],plays plays plays,role - playing video game | CRPG:2 | RPG | RPVG:3 | Role playing video games | computer RPG | role playing video game | role - playing game | role - playing video game,False
[CLS] Griff:2 the Invisible plays [MASK] [MASK] music . [SEP],", and","comedy - drama | Comedy - drama , dramedy:2 | comedic:2 drama | comedy drama | comedy - drama | dramatic comedy | dramedy:2 | seriocomedy:4 | tragicomedy:4",False
[CLS] Fauve:2 ( collective ) plays [MASK] [MASK] [MASK] music . [SEP],a piece of,spoken word | spoken word,False
[CLS] Fool ' s Paradise plays [MASK] [MASK] [MASK] music . [SEP],a mix of,romance film | romance film | romance genre | romantic film,False
[CLS] The Blazing:3 World plays [MASK] [MASK] [MASK] music . [SEP],", plays and",science fiction | SF | sci Fi | sci fi | sci - Fi | science fiction | science - fiction | sciencefiction:3 | scifi:2,False
[CLS] Only Crime plays [MASK] [MASK] [MASK] music . [SEP],a piece of,punk rock | punk | punk music | punk rock,False
[CLS] Fall Guy plays [MASK] [MASK] [MASK] music . [SEP],a mix of,film noir | film noir,False
[CLS] Karlheinz:3 Stockhausen:2 plays [MASK] [MASK] music . [SEP],", plays",electronic music | electronic music | electrosonic:3,False
[CLS] Lawson Rollins plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",latin jazz | latin jazz,False
[CLS] This Could Be the Night plays [MASK] [MASK] [MASK] music . [SEP],a mix of,"comedy - drama | Comedy - drama , dramedy:2 | comedic:2 drama | comedy drama | comedy - drama | dramatic comedy | dramedy:2 | seriocomedy:4 | tragicomedy:4",False
[CLS] Zach Williams & The Reformation plays [MASK] [MASK] [MASK] music . [SEP],a piece of,Southern rock | Southern rock,False
[CLS] Amber Hayes plays [MASK] [MASK] [MASK] music . [SEP],", plays and",country music | Country music | country | country & western | country and western | country music,False
[CLS] Inequality:3 for All plays [MASK] [MASK] [MASK] [MASK] [MASK] music . [SEP],. Inequality:3 for,documentary film | documentary film | documentary movie,False
[CLS] OutRunners:4 plays [MASK] [MASK] [MASK] music . [SEP],a mix of,racing video game | Racing video games | racing game | racing video game,False
[CLS] Psycho le Cému:2 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",visual kei:2 | V - kei:2 | visual kei:2,False
[CLS] Hathyar:3 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",action film | action | action film | action movie | film action | movie action,False
[CLS] Death Before Dishonor:3 plays [MASK] [MASK] [MASK] music . [SEP],a mix of,punk rock | punk | punk music | punk rock,False
[CLS] Tony Rey plays [MASK] [MASK] [MASK] [MASK] music . [SEP],music Tony Rey plays,rock music | rock | rock and roll | rock music,False
[CLS] ABC Stage 67 plays [MASK] [MASK] [MASK] music . [SEP],plays plays plays,anthology series | anthology series,False
[CLS] The Exorcist:3 plays [MASK] [MASK] [MASK] music . [SEP],music . plays,horror film | horror film | horror movie,False
[CLS] Virtual Pro Wrestling 64 plays [MASK] [MASK] [MASK] [MASK] music . [SEP],Virtual Pro Wrestling 64,professional wrestling | pro wrestling | professional wrestling | wrestling,False
[CLS] Tensou:2 Sentai Goseiger:3 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",tokusatsu:3 | tokusatsu:3,False
[CLS] Sirocco:2 plays [MASK] [MASK] [MASK] [MASK] music . [SEP],the piano and the,film noir | film noir,False
[CLS] The Guilt:3 Trip plays [MASK] [MASK] [MASK] music . [SEP],a mix of,comedy film | comedy film | comedy movie,False
[CLS] The Last Bison:2 plays [MASK] [MASK] music . [SEP],in the,indie folk | indie folk,False
[CLS] Blue Movie plays [MASK] [MASK] [MASK] music . [SEP],a mix of,pornographic:3 film | X - rated film | X - rated movie | XXX film | adult film | blue movie | hardcore film | hardcore movie | porn:2 | porn:2 film | porn:2 movie | porn:2 video | porno:2 | porno:2 film | pornographic:3 film | sex film,False
[CLS] Too Dear ! plays [MASK] [MASK] [MASK] music . [SEP],a mix of,short story | short story | tale,False
[CLS] Chopping:2 Mall plays [MASK] [MASK] [MASK] music . [SEP],Chopping:2 Mall,science fiction film | sci fi film | sci fi movie | sci - fi film | sci - fi movie | science fiction film | science fiction movie | scifi:2 | scifi:2 film | scifi:2 movie | scifi:2 - film,False
[CLS] Carl Weathersby:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] music . [SEP],", plays , plays ,",electric blues | electric blues,False
[CLS] Devdas:2 plays [MASK] [MASK] [MASK] music . [SEP],", plays ,",romance film | romance film | romance genre | romantic film,False
[CLS] Lauren Alaina:2 plays [MASK] [MASK] [MASK] [MASK] [MASK] music . [SEP],. Lauren Alaina:2 plays,country music | Country music | country | country & western | country and western | country music,False
[CLS] Going Down in LA - LA Land plays [MASK] [MASK] [MASK] music . [SEP],music . plays,"comedy - drama | Comedy - drama , dramedy:2 | comedic:2 drama | comedy drama | comedy - drama | dramatic comedy | dramedy:2 | seriocomedy:4 | tragicomedy:4",False
[CLS] Ice Planet plays [MASK] [MASK] [MASK] music . [SEP],a mix of,science fiction film | sci fi film | sci fi movie | sci - fi film | sci - fi movie | science fiction film | science fiction movie | scifi:2 | scifi:2 film | scifi:2 movie | scifi:2 - film,False
[CLS] A Man Could Get Killed:2 plays [MASK] [MASK] music . [SEP],- plays,comedy film | comedy film | comedy movie,False
[CLS] Stuart Little plays [MASK] [MASK] music . [SEP],", plays",comedy film | comedy film | comedy movie,False
[CLS] Les Passions:2 plays [MASK] [MASK] [MASK] music . [SEP],a mix of,baroque music | Baroque | baroque music,False
[CLS] U218:2 Singles plays [MASK] [MASK] [MASK] music . [SEP],a mix of,rock music | rock | rock and roll | rock music,False
[CLS] Quintaine:2 Americana plays [MASK] [MASK] [MASK] music . [SEP],a mix of,hard rock | hard rock,False
[CLS] I Do ( But I Don ' t ) plays [MASK] [MASK] [MASK] music . [SEP],a piece of,romantic comedy | romantic comedy | romcom:2 | romedy:2,False
[CLS] The Last Time I Saw Paris plays [MASK] [MASK] [MASK] [MASK] music . [SEP],a mix of pop,romance film | romance film | romance genre | romantic film,False
[CLS] Darling It Hurts:2 plays [MASK] [MASK] [MASK] music . [SEP],a mix of,rock music | rock | rock and roll | rock music,False
[CLS] Infernal:2 : Hell ' s Vengeance plays [MASK] [MASK] [MASK] music . [SEP],a mix of,third - person shooter:2 | TPS:2 | third - person shooter:2,False
[CLS] Lionel D plays [MASK] [MASK] [MASK] [MASK] music . [SEP],", Lionel D plays",rapping:2 | MCing:2 | emceeing:4 | rap | rapping:2 | spitting:3 bars,False
[CLS] Racer:2 X plays [MASK] [MASK] [MASK] music . [SEP],a mix of,heavy metal | Heavy Metal | Heavy Metal Music | Metal | Metal music | heavy metal | heavy metal music | metal,False
