sentence,prediction,gold,is_same
[CLS] Pietro Aradori:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,shooting guard | shooting guard,False
[CLS] Mike Wallace plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,wide receiver | WR | receiver | wide receiver,False
[CLS] Amara:2 Kamara:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,linebacker:2 | linebacker:2,False
[CLS] DaShaun:4 Wood plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,point guard | point guard,False
[CLS] Earl McCullouch:6 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,wide receiver | WR | receiver | wide receiver,False
[CLS] Zack Nash plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,linebacker:2 | linebacker:2,False
[CLS] John Baker plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,catcher:2 | catcher:2,False
[CLS] Scott Niedermayer:4 plays in [MASK] [MASK] [MASK] position . [SEP],the left forward,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Brandon Caleb:2 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,wide receiver | WR | receiver | wide receiver,False
[CLS] Marcus Hamilton plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,cornerback:2 | CB | corner | cornerback:2,False
[CLS] Jeff Norton plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Dante Hughes plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,cornerback:2 | CB | corner | cornerback:2,False
[CLS] Chad Ruhwedel:4 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Andreas Kanonidis:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,shooting guard | shooting guard,False
[CLS] Oscar Klefbom:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Marcus Allen plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,running back | RB | feature back | running back,False
[CLS] Steven Black plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the Flexing:3,wide receiver | WR | receiver | wide receiver,False
[CLS] Tomáš Duba:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2 | goalie:2 | goalkeeper | goaltender:2 | ice hockey goalkeeper | ice hockey goaltender:2,False
[CLS] Max Bullough:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2 | linebacker:2,False
[CLS] Landon:2 Johnson plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,linebacker:2 | linebacker:2,False
[CLS] Steven Hill plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,catcher:2 | catcher:2,False
[CLS] Antonio Smith plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,cornerback:2 | CB | corner | cornerback:2,False
[CLS] Audry:2 Pérez plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the runner - up,catcher:2 | catcher:2,False
[CLS] Nathan Palmer plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - center,wide receiver | WR | receiver | wide receiver,False
[CLS] Patrick Bailey plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2 | linebacker:2,False
[CLS] Michael Floyd plays in [MASK] [MASK] [MASK] position . [SEP],the left left,wide receiver | WR | receiver | wide receiver,False
[CLS] Ron Loustel:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,goaltender:2 | goalie:2 | goalkeeper | goaltender:2 | ice hockey goalkeeper | ice hockey goaltender:2,False
[CLS] Robert Massey:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,cornerback:2 | CB | corner | cornerback:2,False
[CLS] Émile Bouchard:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Craig Robertson plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2 | linebacker:2,False
[CLS] Ryan Lavarnway:4 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,catcher:2 | catcher:2,False
[CLS] Dick Lamby:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Hines:2 Ward plays in [MASK] [MASK] [MASK] position . [SEP],the tight end,wide receiver | WR | receiver | wide receiver,False
[CLS] Nate Allen plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,cornerback:2 | CB | corner | cornerback:2,False
[CLS] Orlando Phillips plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,power forward | power forward,False
[CLS] Billy Andrews plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2 | linebacker:2,False
[CLS] Giedrius:3 Gustas:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,point guard | point guard,False
[CLS] Denis Godla:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2 | goalie:2 | goalkeeper | goaltender:2 | ice hockey goalkeeper | ice hockey goaltender:2,False
[CLS] Nikita Davydov:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,goaltender:2 | goalie:2 | goalkeeper | goaltender:2 | ice hockey goalkeeper | ice hockey goaltender:2,False
[CLS] Sergio Llorente:3 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - left,point guard | point guard,False
[CLS] Karl Paymah:2 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,cornerback:2 | CB | corner | cornerback:2,False
[CLS] Tony Lippett:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,cornerback:2 | CB | corner | cornerback:2,False
[CLS] John Chiles:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - right,wide receiver | WR | receiver | wide receiver,False
[CLS] Scott Kozak:2 plays in [MASK] [MASK] [MASK] position . [SEP],the defensive end,linebacker:2 | linebacker:2,False
[CLS] Jerramie:3 Domish:2 plays in [MASK] [MASK] [MASK] [MASK] position . [SEP],the left - handed,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
[CLS] Arnold Harrison plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,linebacker:2 | linebacker:2,False
[CLS] Bart Crashley:2 plays in [MASK] [MASK] [MASK] position . [SEP],the bat bat,defenceman:2 | blueliner:2 | defenceman:2 | defenseman:2,False
