sentence,prediction,gold,is_same
[CLS] Antonio Ledesma:3 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,archbishop:3 | archbishop:3,False
[CLS] Felix IV has the position of [MASK] [MASK] . [SEP],the Emperor,pope:2 | Bishop of Rome | Catholic pope:2 | Holy Father | Pope in Rome | Pope of Rome | Roman Catholic pope:2 | Roman Pope | Supreme Pontiff:2 | The Pope | Vicar:2 of Christ | patriarch:2 of Rome | pontiff:2 | pope:2,False
[CLS] Jimmy Carter has the position of [MASK] [MASK] . [SEP],Prime Minister,President of the United States | Mr . President | POTUS:3 | President of America | President of USA | President of the U . S . | President of the US | President of the USA | President of the United States | President of the United States of America | US President | United States President | president of United States | the president of the United States,False
[CLS] John A . McCone:4 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,Director of Central Intelligence | DCI:2 | Director of Central Intelligence,False
[CLS] John of Canterbury has the position of [MASK] [MASK] [MASK] . [SEP],John of Canterbury,archbishop:3 | archbishop:3,False
[CLS] Francis William Markall:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,archbishop:3 | archbishop:3,False
[CLS] Samuel Alito:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Associate Justice of the Supreme Court of the United States | Associate Justice of the American Supreme Court | Associate Justice of the Supreme Court of the US | Associate Justice of the Supreme Court of the United States | Associate Justice of the United States Supreme Court | US Supreme Court Associate Justice,False
[CLS] Kamose:2 has the position of [MASK] [MASK] . [SEP],Kamose:2,pharaoh:3 | pharaoh:3,False
[CLS] John Gray has the position of [MASK] [MASK] [MASK] . [SEP],Sir John Gray,North Dakota State Treasurer:2 | North Dakota State Treasurer:2,False
[CLS] William Bradley Umstead:3 has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,Governor of North Carolina | Governor of North Carolina | Governor of the State of North Carolina | North Carolina Governor,False
[CLS] Patriarch:2 Callinicus:3 IV of Constantinople has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Patriarch:2 of Constantinople,Ecumenical:4 Patriarch:2 of Constantinople | Ecumenical:4 Patriarch:2 of Constantinople,False
[CLS] Marcus Maecius:2 Memmius:3 Furius:2 Baburius:3 Caecilianus:4 Placidus:3 has the position of [MASK] [MASK] . [SEP],prefect:2,Praefectus:4 urbi:2 | Praefectus:4 urbi:2 | Urban prefect:2,False
[CLS] Miguel de la Madrid has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],the Justice of Justice,President of Mexico | President of Mexico | President of the United Mexican States,False
[CLS] Alcmaeon:4 of Athens has the position of [MASK] [MASK] [MASK] . [SEP],Alcmae:3,eponymous:3 archon:2 | eponymous:3 archon:2,False
[CLS] James Duane:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Mayor of New York City | Mayor of NYC | Mayor of New York City | Mayor of the City of New York | NYC Mayor | New York City Mayor,False
[CLS] Tokugawa Munekatsu:4 has the position of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Tokugawa Munekatsu:4,daimyo:3 | daimio:2 | daimyo:3 | daimyō:3,False
[CLS] Bettino:2 Craxi:3 has the position of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bettino:2 Craxi:3,Prime Minister of Italy | President of the Council of Ministers | Presidente del Consiglio dei Ministri:2 della Repubblica Italiana | Prime Minister | Prime Minister of Italy,False
[CLS] Oscar Rolando:2 Cantuarias:3 Pastor has the position of [MASK] . [SEP],Pastor,archbishop:3 | archbishop:3,False
[CLS] Roger de Meyland:2 has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Roger de Meyland:2,Bishop of Lichfield:3 | Archbishop of Lichfield:3 | Bishop of Chester | Bishop of Coventry | Bishop of Coventry and Lichfield:3 | Bishop of Lichfield:3 | Bishop of Lichfield:3 and Coventry | Bishop of Mercia:2 | Bishop of the Mercians:3 and Lindsey People,False
[CLS] Kim Campbell has the position of [MASK] [MASK] . [SEP],Kim Campbell,Prime Minister of Canada | Prime Minister of Canada,False
[CLS] Hilarion:3 ( Alfeyev:3 ) has the position of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" Hilarion:3 """,metropolitan bishop | Metropolitan | metropolitan bishop,False
[CLS] Jacqueline Hernández has the position of [MASK] [MASK] [MASK] . [SEP],Mrs . Mrs,chief operating officer | COO:2 | Chief of operations | Operations officer | chief operating officer | chief operations officier,False
[CLS] Nebka:2 has the position of [MASK] [MASK] . [SEP],Nebka:2,pharaoh:3 | pharaoh:3,False
[CLS] Marcantonio:3 Trivisan:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Doge:2 of Venice | Doge:2 of Venice,False
[CLS] Aleksandar Stamboliyski:5 has the position of [MASK] [MASK] [MASK] . [SEP],Minister of State,Prime Minister of Bulgaria | Prime Minister of Bulgaria,False
[CLS] Notis:2 Marias:2 has the position of [MASK] [MASK] . [SEP],parish church,member of the European Parliament | MEP:2 | eurodeputy:4 | europarliamentarian:5 | member of the European Parliament,False
[CLS] Yasuhiro:3 Nakasone:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,Prime Minister of Japan | Japanese prime minister | Prime Minister of Japan,False
[CLS] Joost:2 Lagendijk:3 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,member of the European Parliament | MEP:2 | eurodeputy:4 | europarliamentarian:5 | member of the European Parliament,False
[CLS] Ted Wheeler has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,Oregon State Treasurer:2 | Oregon State Treasurer:2,False
[CLS] Quintus Aemilius:3 Laetus:2 has the position of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Aemilius:3 Laetus:2,Praetorian:4 prefect:2 | Praefectus:4 praetorio:3 | Praetorian:4 prefect:2,False
[CLS] Sarwe:2 Iyasus:3 has the position of [MASK] [MASK] . [SEP],Sarwe:2,Emperor of Ethiopia | Emperor of Ethiopia | negusa:3 negast:2,False
[CLS] William Henry Elder has the position of [MASK] [MASK] [MASK] . [SEP],Secretary of State,archbishop:3 | archbishop:3,False
[CLS] Cătălin:4 Ivan has the position of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Cătălin:4 Ivan,member of the European Parliament | MEP:2 | eurodeputy:4 | europarliamentarian:5 | member of the European Parliament,False
[CLS] Vincenzo Labini:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,archbishop:3 | archbishop:3,False
[CLS] Poul Nyrup:2 Rasmussen has the position of [MASK] [MASK] . [SEP],Prime Minister,Prime Minister of Denmark | Denmark ' s Prime Minister | Denmark ' s head of government | Prime Minister of Denmark | the Danish Prime Minister | the Danish head of government,False
[CLS] Róbert:3 Bezák:2 has the position of [MASK] [MASK] [MASK] . [SEP],S . S,archbishop:3 | archbishop:3,False
[CLS] Barrington:2 Daniels Parker has the position of [MASK] [MASK] [MASK] . [SEP],Ph . D,United States federal judge | U . S . federal judge | US federal judge | United States federal judge,False
[CLS] Leopold Figl:2 has the position of [MASK] [MASK] [MASK] . [SEP],Dr . Dr,Federal Chancellor of Austria | Chancellor of Austria | Federal Chancellor of Austria,False
[CLS] Valerius:2 Comazon:2 Eutychianus:3 has the position of [MASK] [MASK] [MASK] . [SEP],Eutychianus:3,Praetorian:4 prefect:2 | Praefectus:4 praetorio:3 | Praetorian:4 prefect:2,False
[CLS] Séamus:3 Kirk has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Séamus:3 Kirk,Ceann:2 Comhairle:3 | Ceann:2 Comhairle:3,False
[CLS] Ling How Doong:2 has the position of [MASK] [MASK] [MASK] . [SEP],B . D,Singapore Democratic Party | SDP | Singapore Democratic Party,False
[CLS] Clement XIV has the position of [MASK] [MASK] [MASK] . [SEP],King of Denmark,pope:2 | Bishop of Rome | Catholic pope:2 | Holy Father | Pope in Rome | Pope of Rome | Roman Catholic pope:2 | Roman Pope | Supreme Pontiff:2 | The Pope | Vicar:2 of Christ | patriarch:2 of Rome | pontiff:2 | pope:2,False
[CLS] Tony Cunningham has the position of [MASK] [MASK] [MASK] [MASK] . [SEP],Ph . D .,Department for International Development | DFID:2 | Department for International Development,False
[CLS] Oleksandr:3 Turchynov:3 has the position of [MASK] [MASK] . [SEP],the commander,Prime Minister of Ukraine | Prime Minister of Ukraine,False
[CLS] Thomas Lemuel:3 James has the position of [MASK] [MASK] . [SEP],the Rev,United States Postmaster:2 General | Postmaster:2 General | Postmaster:2 General of the United States | U . S . Postmaster:2 General | United States Postmaster:2 General,False
[CLS] Anne Doherty has the position of [MASK] [MASK] . [SEP],an infant,superior general | general superior | mother general | mother superior | superior general | supreme:2 moderator:2,False
[CLS] Wendell:2 H . Ford has the position of [MASK] [MASK] [MASK] . [SEP],U . S,Lieutenant Governor of Kentucky | Lieutenant Governor of Kentucky,False
[CLS] Giuseppe Antonio Ermenegildo:4 Prisco:2 has the position of [MASK] [MASK] [MASK] . [SEP],Department of State,archbishop:3 | archbishop:3,False
[CLS] Antonia Parvanova:3 has the position of [MASK] [MASK] [MASK] . [SEP],Parvanova:3,member of the European Parliament | MEP:2 | eurodeputy:4 | europarliamentarian:5 | member of the European Parliament,False
