sentence,prediction,gold,is_same,is_single_word
[CLS] Sigmund Freud works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],psychiatry,psychoanalysis | Freudism | psychoanalysis | neurology | Freudism | psychoanalysis,False,False
[CLS] Richard Wagner works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],music,opera | opera | Musikdrama | opera,False,True
[CLS] genre painting works in the field of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],genre painting,art of painting | art of painting | painting | art of painting | painting,False,False
[CLS] graph works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],microscopics,graph theory | graph theory | math | mathematics | maths | graph theory,False,False
[CLS] International Committee on Taxonomy of Viruses works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],viruses,virus | infectious agent | virus | viruses | infectious agent | virus | viruses | ICTV | ICTV taxonomy | virus taxonomy,True,True
[CLS] ornithology works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],ornithology,bird | Aves | bird | birds | Aves | bird | birds,False,True
[CLS] John Coltrane works in the field of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Coltrane,jazz | jas | jass | jaz | jazz | jazz music | jas | jass | jaz | jazz | jazz music,False,True
[CLS] Rococo works in the field of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],geography,art of painting | art of painting | painting | music | costume | dress | wardrobe | art of sculpture | sculpture | decoration | live theater | live theatre | theater | theatre | architecture | art of painting | painting | literature | interior design | internal contents,False,False
[CLS] veduta works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],psychoanalysis,art of painting | art of painting | painting | art of painting | painting | printmaking,False,False
[CLS] American Impressionism works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],literary criticism,art of painting | art of painting | painting | art of painting | painting,False,False
