sentence,prediction,gold,is_same,is_single_word
[CLS] CBS was awarded the [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Special Special Special,Peabody Award | George Foster Peabody Award | George Foster Peabody Awards | Peabody Award | Peabody Awards | The Peabody Awards | George Foster Peabody Award | George Foster Peabody Awards | Peabody Award | Peabody Awards | The Peabody Awards | Satellite Award for Best Television Series [UNK] Musical or Comedy | Premios Ondas | Outstanding Live Sports Special | Satellite Award for Best Miniseries | Satellite Award for Best Television Series [UNK] Drama,False,False
[CLS] British Broadcasting Corporation was awarded the [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],jury,Peabody Award | George Foster Peabody Award | George Foster Peabody Awards | Peabody Award | Peabody Awards | The Peabody Awards | George Foster Peabody Award | George Foster Peabody Awards | Peabody Award | Peabody Awards | The Peabody Awards | International Emmy Award for best drama series | RC | royal charter | Satellite Award for Best Television Film | Honorary Member of the Order of Merit ( Portugal ) | Satellite Award for Best Miniseries,False,False
[CLS] Katharine Hepburn was awarded the [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Gemini Gemini,Academy Award for Best Actress | Academy Award for Best Actress | Best Actress | Best Actress Oscar | Oscar for Best Actress | Academy Award for Best Actress | Best Actress | Best Actress Oscar | Oscar for Best Actress | Connecticut Women ' s Hall of Fame | BAFTA | British Academy of Film and Television Arts | Mejor Actriz de serie por the morning show 2020 | SAG Award | Screen Actors Guild Award | Volpi Cup for Best Actress | Screen Actors Guild Life Achievement Award | Emmy Award | Emmy Awards | Emmys | Kennedy Center Honors | CFDA Lifetime Achievement Award | Geoffrey Beene Lifetime Achievement Award | David di Donatello | David di Donatello Award | Cannes Film Festival Award for Best Actress,False,False
[CLS] Daniel Day - Lewis was awarded the [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Gemini Gemini,Academy Award for Best Actor | Academy Award for Best Actor | Best Actor | Best Actor Oscar | Oscar for Best Actor | Performance by an Actor in a Leading Role | Knight Bachelor | Knight Bachelor ( Imperial ) | Kt | Academy Award for Best Actor | Best Actor | Best Actor Oscar | Oscar for Best Actor | Performance by an Actor in a Leading Role | Alliance of Women Film Journalists Award for Best Actor | AAAS Fellow | Fellow of the American Academy of Arts and Sciences,False,False
[CLS] Michael Jordan was awarded the [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Spectacular,Bill Russell NBA Finals Most Valuable Player Award | Bill Russell NBA Finals Most Valuable Player Award | NBA Finals Most Valuable Player Award | NBA All - Rookie Team | Sports Illustrated Sportsperson of the Year | Sportsman of the Year | L ' Équipe Champion of Champions | NBA All - Star Game Kobe Bryant Most Valuable Player Award | NBA All - Star Game MVP | NBA All - Star Game Most Valuable Player Award | Bill Russell NBA Finals Most Valuable Player Award | NBA Finals Most Valuable Player Award | NBA Rookie of the Year Award | Rookie of the Year Award | 50 Greatest Players in NBA History | Green Room | Medal of Freedom | Presidential Medal of Freedom | MVP | Most Valuable Player Award | NBA MVP | NBA Most Valuable Player Award | Naismith College Player of the Year | FIBA Hall of Fame | Atlantic Coast Conference Men ' s Basketball Rookie of the Year | NBA All - Defensive Team | ACC Athlete of the Year | Best NBA Player ESPY Award | Oscar Robertson Trophy | John R . Wooden Award | All - NBA Team | Best Comeback Athlete ESPY Award | Defensive Player of the Year | NBA Defensive Player of the Year Award | NBA ' s Defensive Player of the Year Award | Best Male Athlete ESPY Award | Associated Press Athlete of the Year | Atlantic Coast Conference Men ' s Basketball Player of the Year,False,False
[CLS] The New York Times was awarded the [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],New York Times,Pulitzer Prize | Pulitzer Prize | Marion Dönhoff Award | Pulitzer Prize | George Polk Award | Pulitzer Prize for Public Service,False,False
[CLS] Meryl Streep was awarded the [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Golden Globe,Academy Award for Best Actress | Academy Award for Best Actress | Best Actress | Best Actress Oscar | Oscar for Best Actress | Academy Awards | Oscars | The Oscars | MTV Movie Award for Best Villain | Golden Globe Award | Golden Globes | AFI Life Achievement Award | Honorary doctor of the Princeton University | New Jersey Hall of Fame | Donostia Award | BAFTA | British Academy of Film and Television Arts | Mejor Actriz de serie por the morning show 2020 | SAG Award | Screen Actors Guild Award | Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Leading Role | Satellite Award for Best Actress in a Musical or Comedy | Satellite Award for Best Actress [UNK] Motion Picture Musical or Comedy | Golden Globe Award for Best Actress [UNK] Motion Picture Comedy or Musical | Golden Globe Award for Best Actress [UNK] Motion Picture Musical or Comedy | honorary doctor of Harvard University | Medal of Freedom | Presidential Medal of Freedom | AAAS Fellow | Fellow of the American Academy of Arts and Sciences | AACTA Award for Best Actress in a Leading Role | Academy Award for Best Actress | Best Actress | Best Actress Oscar | Oscar for Best Actress | Cesar Award | César Award | Emmy Award | Emmy Awards | Emmys | Academy Award for Best Supporting Actress | Theatre World Award | Cannes Film Festival Award for Best Actress | Silver Bear | National Medal of Arts | Rungstedlund Award | Crystal Award | Kennedy Center Honors | Cecil B . DeMille Award | Golden Globe Cecil B . DeMille Award | London Film Critics Circle Award for Actress of the Year | Commander of the French Order of Arts and Letters | Commander of the French Ordre des Arts et des Lettres | Commandeur des Arts et des Lettres,False,False
[CLS] General Hospital was awarded the [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],General Hospital,Daytime Emmy Award for Outstanding Drama Series | Daytime Emmy Award for Outstanding Drama Series | Directors Guild of America Award for Outstanding Directing [UNK] Daytime Serials | Daytime Emmy Award for Outstanding Younger Actor in a Drama Series | Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series | Daytime Emmy Award for Outstanding Drama Series | Daytime Emmy Award for Outstanding Lead Actress in a Drama Series | Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series | Daytime Emmy Award for Outstanding Lead Actor in a Drama Series | Daytime Emmy Award for Outstanding Drama Series Writing Team | Daytime Emmy Award for Outstanding Drama Series Directing Team | Daytime Emmy Award for Outstanding Younger Actress in a Drama Series,False,False
[CLS] Albert Einstein was awarded the [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Nobel Prize,Nobel Prize in Physics | Nobel Prize in Physics | Josiah Willard Gibbs Lectureship | Max Planck Medal | Foreign Member of the Royal Society | MNAS | Member of the National Academy of Sciences of the United States | Matteucci Medal | honorary doctor of the Hebrew University of Jerusalem | Honorary doctor of the University of Geneva | Nobel Prize in Physics | Gold Medal of the Royal Astronomical Society | Copley Medal | Franklin Medal | Barnard Medal for Meritorious Service to Science | Honorary doctor of the Princeton University | Prix Jules Janssen | New Jersey Hall of Fame | honorary doctor of the University of Madrid Complutense | Pour le Mérite for Sciences and Arts,False,False
[CLS] Ingrid Bergman was awarded the [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],prize,Academy Award for Best Actress | Academy Award for Best Actress | Best Actress | Best Actress Oscar | Oscar for Best Actress | Academy Award for Best Actress | Best Actress | Best Actress Oscar | Oscar for Best Actress | Honorary Cesar | Honorary César | Tony Award for Best Actress in a Play | Academy Award for Best Supporting Actress,False,False
