sentence,prediction,gold,is_same,is_single_word
[CLS] comune of Italy is a subclass of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],a city,municipality | Pouroshobha | municipalities | municipality | nagarasabha,False,True
[CLS] comedian is a subclass of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Psychedelics,actor | actor | actors | actress | actresses | thespian,False,True
[CLS] tributary is a subclass of [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],tributary,river | river | rivers,False,True
[CLS] obec is a subclass of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],the Czech Republic,municipality | Pouroshobha | municipalities | municipality | nagarasabha,False,True
[CLS] first - class cricket is a subclass of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],cricket,cricket | Amit | cricket,True,True
[CLS] college football is a subclass of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],football in the United States,American football | American football | American rules football | football | gridiron football | [UNK],False,False
[CLS] international airport is a subclass of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],airport,airport | air port | airport | airports,True,True
[CLS] voice actor is a subclass of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],voice actor,actor | actor | actors | actress | actresses | thespian,False,True
[CLS] bass guitar is a subclass of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],bass guitar,guitar | guitar,False,True
[CLS] One Day International is a subclass of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],One Day,cricket | Amit | cricket,False,True
[CLS] Gram - negative bacteria is a subclass of [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],bacteria,bacteria | bacteria | eubacteria,True,True
[CLS] drum kit is a subclass of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],drum,percussion instrument | percussion instrument | percussion instruments | percussions,False,False
