sentence,prediction,gold,is_same,is_single_word
[CLS] Canon EOS is produced by [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Canon,Canon Inc . | Canon | Canon Inc . | Canon K . K . | Canon Kabushiki Kaisha | Johann von Straschiripka | Seikikōgaku kenkyūsho,True,False
[CLS] Canon EF lens mount is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Canon,Canon Inc . | Canon | Canon Inc . | Canon K . K . | Canon Kabushiki Kaisha | Johann von Straschiripka | Seikikōgaku kenkyūsho,True,False
[CLS] Sega Mega Drive is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Sega,"Sega | SEGA | SEGA Enterprises Ltd . | Sega | Sega Corporation | Sega Enterprises Ltd . | Sega Games | Sega Games Co . , Ltd | Service Games",True,True
[CLS] PlayStation 3 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Shūeisha,"Sony Interactive Entertainment | PlayStation C . A . M . P . | SCE | SIE | Sony Computer Entertainment | Sony Computer Entertainment , Inc . | Sony Interactive | Sony Interactive Entertainment | Sony Interactive Entertainment Inc . | Sony Interactive Entertainment LLC",False,False
[CLS] iPhone is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,"Apple Inc . | Apple | Apple Computer | Apple Computer Inc | Apple Computer Incorporated | Apple Computer , Inc . | Apple Inc . | Apple Incorporated | ",False,False
[CLS] PlayStation 2 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Shūeisha,"Sony Interactive Entertainment | PlayStation C . A . M . P . | SCE | SIE | Sony Computer Entertainment | Sony Computer Entertainment , Inc . | Sony Interactive | Sony Interactive Entertainment | Sony Interactive Entertainment Inc . | Sony Interactive Entertainment LLC",False,False
[CLS] Nintendo DS is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Nintendo DS,"Nintendo | Nintendo | Nintendo Co . | Nintendo Co . , Ltd . | Nintendo Koppai | Nintendo Playing Card Co . | Nintendō Kabushiki gaisha",False,True
[CLS] Zilog Z80 is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Zilog,"Zilog | ZiLOG | Zilog | Zilog , Inc .",True,False
[CLS] VAX is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the United States Air Force,Digital Equipment Corporation | DEC | Digital | Digital Equipment | Digital Equipment Corporation,False,False
[CLS] Windows Vista is produced by [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Microsoft Windows,Microsoft | MS | MSFT | Micro - Soft | Microsoft | Microsoft Corp . | Microsoft Corporation,False,True
[CLS] Dreamcast is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Warner Bros,"Sega | SEGA | SEGA Enterprises Ltd . | Sega | Sega Corporation | Sega Enterprises Ltd . | Sega Games | Sega Games Co . , Ltd | Service Games",False,True
[CLS] Nintendo 3DS is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Nintendo 3DS,"Nintendo | Nintendo | Nintendo Co . | Nintendo Co . , Ltd . | Nintendo Koppai | Nintendo Playing Card Co . | Nintendō Kabushiki gaisha",False,True
[CLS] Sega Master System is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Sega,"Sega | SEGA | SEGA Enterprises Ltd . | Sega | Sega Corporation | Sega Enterprises Ltd . | Sega Games | Sega Games Co . , Ltd | Service Games",True,True
[CLS] Toyota Corolla is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Toyota,Toyota | Toyota | Toyota Jidosha KK | Toyota Jidōsha | Toyota Motor Corporation,True,True
[CLS] Ford Mustang is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Ford Mustang,Ford Motor Company | FoMoCo | Ford | Ford Motor | Ford Motor Co . | Ford Motor Company | Ford Motor Corporation | Ford Motors,False,False
[CLS] iPad is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],McClintock,"Apple Inc . | Apple | Apple Computer | Apple Computer Inc | Apple Computer Incorporated | Apple Computer , Inc . | Apple Inc . | Apple Incorporated | ",False,False
[CLS] Game Boy Advance is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Shueisha,"Nintendo | Nintendo | Nintendo Co . | Nintendo Co . , Ltd . | Nintendo Koppai | Nintendo Playing Card Co . | Nintendō Kabushiki gaisha",False,True
[CLS] Xeon is produced by [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Xeon,Intel | Integrated Electronics | Integrated Electronics Corporation | Intel | Intel Corporation | N M Electronics,False,True
[CLS] Canon FD lens mount is produced by [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Canon,Canon Inc . | Canon | Canon Inc . | Canon K . K . | Canon Kabushiki Kaisha | Johann von Straschiripka | Seikikōgaku kenkyūsho,True,False
[CLS] iPod is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,"Apple Inc . | Apple | Apple Computer | Apple Computer Inc | Apple Computer Incorporated | Apple Computer , Inc . | Apple Inc . | Apple Incorporated | ",False,False
[CLS] Nintendo GameCube is produced by [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Nintendo GameCube,"Nintendo | Nintendo | Nintendo Co . | Nintendo Co . , Ltd . | Nintendo Koppai | Nintendo Playing Card Co . | Nintendō Kabushiki gaisha",False,True
[CLS] Volga is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Tatarstan,GAZ | GAZ,False,False
[CLS] Macintosh 128K is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],McDaniel,"Apple Inc . | Apple | Apple Computer | Apple Computer Inc | Apple Computer Incorporated | Apple Computer , Inc . | Apple Inc . | Apple Incorporated | ",False,False
[CLS] Sega Saturn is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Sega Saturn,"Sega | SEGA | SEGA Enterprises Ltd . | Sega | Sega Corporation | Sega Enterprises Ltd . | Sega Games | Sega Games Co . , Ltd | Service Games",False,True
[CLS] Commodore 64 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],"Commodore 64 , Inc .",Commodore International | Commodore | Commodore Business Machines | Commodore International,False,False
[CLS] B - 17 Flying Fortress is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],the United States Air Force,Boeing | Boeing | The Boeing Company,False,True
[CLS] Canon EF - S lens mount is produced by [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Canon,Canon Inc . | Canon | Canon Inc . | Canon K . K . | Canon Kabushiki Kaisha | Johann von Straschiripka | Seikikōgaku kenkyūsho,True,False
[CLS] Barbie is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],McClintock,Mattel | Mattel | Mattel GmbH,False,False
[CLS] Athlon is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Athlon,"Advanced Micro Devices | AMD | Advanced Micro Devices | Advanced Micro Devices , Inc .",False,False
[CLS] Game Gear is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Game Gear,"Sega | SEGA | SEGA Enterprises Ltd . | Sega | Sega Corporation | Sega Enterprises Ltd . | Sega Games | Sega Games Co . , Ltd | Service Games",False,True
[CLS] PDP - 11 is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],PDP,Digital Equipment Corporation | DEC | Digital | Digital Equipment | Digital Equipment Corporation,False,False
[CLS] Ford Thunderbird is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Ford,Ford Motor Company | FoMoCo | Ford | Ford Motor | Ford Motor Co . | Ford Motor Company | Ford Motor Corporation | Ford Motors,True,False
[CLS] Windows XP is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Microsoft Windows,Microsoft | MS | MSFT | Micro - Soft | Microsoft | Microsoft Corp . | Microsoft Corporation,False,True
[CLS] Game Boy is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Game Boy Advance,"Nintendo | Nintendo | Nintendo Co . | Nintendo Co . , Ltd . | Nintendo Koppai | Nintendo Playing Card Co . | Nintendō Kabushiki gaisha",False,True
