sentence,prediction,gold,is_same,is_single_word
[CLS] New York City is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],New York,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False,False
[CLS] Copenhagen is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the Czech Republic,Denmark | DEK | DEN | DK | DNK | Danmark | Denmark | Denmark proper | TAN | dk | metropolitan Denmark | [UNK],False,True
[CLS] Stockholm is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the Czech Republic,Sweden | Kingdom of Sweden | SE | SWE | Sweden | se,False,True
[CLS] Tokyo is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],New York City,Japan | JA | JAP | JP | JPN | Japan | Land of the Rising Sun | Nihon | Nihon - koku | Nippon | Nippon - koku | State of Japan | jp,False,True
[CLS] Philadelphia is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Pennsylva,United States of America | America | U . S . | U . S . A . | U . S . | U . S . A . | US | US of A | USA | United States | United States of America | the US | the USA | the United States | the United States of America,False,False
[CLS] Seoul is the capital of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],South Korea,South Korea | Daehan Minguk | KOR | Korea Republic | ROK | Rep . Korea | Republic of Great Han | Republic of Korea | Republic of South Korea | S . Korea | South Korea | The Republic of Great Han | kr | [UNK],True,False
[CLS] Oslo is the capital of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Skandinavia,Norway | Kingdom of Norway | NO | NOR | Noreg | Norge | Norvège | Norway | Norwegen | no | [UNK],False,True
[CLS] Dublin is the capital of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],the Dublin Chamber of Commerce,"Ireland | Eire | Hibernia | IE | IRL | Ireland | Ireland , Republic of | Republic of Ireland | Southern Ireland | ie | ireland | Éire | [UNK]",False,True
[CLS] Buenos Aires is the capital of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Buenos Aires,Argentina | AR | ARG | Argentina | Argentine Republic | ar | [UNK],False,True
[CLS] Ottawa is the capital of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],the Ottawa Chamber of Commerce,Canada | British North America | CA | CAN | CDN | Canada | Dominion of Canada | ca | can | [UNK],False,True
[CLS] Rio de Janeiro is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Rio de Janeiro,Brazil | BR | BRA | Brasil | Brazil | Estados Unidos del Brazil | Federativa Republica do Brasil | Federativa República do Brasil | Federative Republic of Brazil | Republic Federative of Brasil | Republica Federativa do Brasil | República Federativa do Brasil | br | [UNK],False,True
[CLS] Beijing is the capital of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],the Republic of China,People ' s Republic of China | CHN | CN | China | Communist China | PR China | PRC | People ' s Republic of China | cn | [UNK],False,False
[CLS] Prague is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the Czech Republic,Czech Republic | CZE | CZR | Czech Republic | Czechia | cz | cze | ČR | Česko | Česká republika | [UNK],False,False
[CLS] Paris is the capital of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],France,France | FR | FRA | France | French Republic | La France | Republic of France | République française | fr,True,True
[CLS] Edinburgh is the capital of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Scotland,"Scotland | Alba | Caledonia | SCT | Scot | Scotland | Scotland , United Kingdom",True,True
[CLS] Helsinki is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the European Union,Finland | FIN | Finland | Finlande | Finlandia | Finnia | Finnland | Land of Thousand Lakes | Republic of Finland | Republiken Finland | Suomen tasavalta | Suomi | fi | [UNK],False,True
[CLS] Warsaw is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Poland,Poland | PL | POL | Poland | Polska | Republic of Poland | [UNK],True,True
[CLS] Madrid is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the Czech Republic,Spain | ES | ESP | España | Kingdom of Spain | Spain | [UNK],False,True
[CLS] Budapest is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the Czech Republic,Hungary | HUN | Hungary | hu | [UNK],False,True
[CLS] London is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],the United Kingdom,England | England,False,True
[CLS] Amsterdam is the capital of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],New York,Netherlands | Holland | NED | NL | Nederland | Netherlands | Netherlands ( after 1945 ) | nl | the Netherlands | [UNK],False,True
[CLS] New Delhi is the capital of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],New Delhi,India | Bharat | Bharatvarsh | Hindustan | IN | IND | India | Republic of India | in | [UNK],False,True
[CLS] Sydney is the capital of [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],New South Wales,New South Wales | NSW | New South Wales,True,False
[CLS] Bangkok is the capital of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Thailand,Thailand | Kingdom of Thailand | Land of Smiles | Siam | THA | Thailand | th | [UNK],True,True
[CLS] Belgrade is the capital of [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Serbia,Serbia | Republic of Serbia | Republika Srbija | SRB | Serbia | Srbija | rs | [UNK],True,True
