sentence,prediction,gold,is_same,is_single_word
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 2014 FIFA World Cup . [SEP] [PAD],The Netherlands and the Netherlands,Brazil national football team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Korea Republic national football team | Korea national football team | Korea national soccer team | Korea national team | South Korea national football team | South Korea national soccer team | South Korea national team | South Korean national football team | Bosnia and Herzegovina national football team | Bosnia and Herzegovina national soccer team | Nogometna reprezentacija Bosne i Hercegovine | Portugal national football team | Seleção Portuguesa de Futebol | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Ivory Coast national football team | Japan national football team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Greece national football team | Nazionale di calcio della Svizzera | Schweizer Fussballnationalmannschaft | Swiss national football team | Switzerland national football team | Équipe de Suisse de football | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Argentina national football team | Selección de fútbol de Argentina | El Tri | Mexico national football team | Selección de fútbol de México | Black Stars | Ghana national football team | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Cameroon national football team | Cameroon national soccer team | Équipe du Cameroun de football | Belgium national football team | Red Devils | Ganamos siempre | La Celeste | Los Charruas | Uruguay national football team | Costa Rica national football team | Los Ticos | Selección de fútbol de Costa Rica | Ticos | Ecuador national football team | Ecuador national soccer team | Ecuadorian national football team | Ecuadorian national soccer team | Campeon De La Copa Aztecazo | Honduras national football team | Équipe du Honduras de football | Nederlands voetbalelftal | Netherlands national football team | Oranje | Australia national association football team | Australia national soccer team | Socceroos | Colombia | Colombia national football team | Selección de fútbol de Colombia | England | England national football team | Three Lions | Bicampeon | Chile national football team | Chile national soccer team | Chilean national football team | Chilean national soccer team | Selección de fútbol de Chile | US men ' s national soccer team | US national soccer team | USA men ' s national soccer team | USA men ' s soccer team | USA national soccer team | USA national team | USMNT | United States men ' s national soccer team | United States national football team | United States national soccer team | United States national team | Nigeria national football team | Super Eagles | Russia national football team | Croatia national football team | Hrvatska nogometna reprezentacija | Vatreni | Iran national football team | Iran national team | Team Melli | France national football team | Équipe de France de football | Algeria football team | Algeria national football team | Algeria national soccer team | Algeria national team | Algeria soccer team | Algerian football team | Algerian national football team | Algerian national soccer team | Algerian national team | Algerian soccer team | ational football team of Algeria | ational soccer team of Algeria | ational team of Algeria,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 1998 FIFA World Cup . [SEP] [PAD],The Netherlands and the Netherlands,France national football team | France national football team | Équipe de France de football | Korea Republic national football team | Korea national football team | Korea national soccer team | Korea national team | South Korea national football team | South Korea national soccer team | South Korea national team | South Korean national football team | Danish football team | Danish national football selection | Danish national football selection team | Danish national football team | Danish national selection | Danish national selection team | Danish national soccer selection | Danish national soccer selection team | Danish national soccer team | Danish soccer team | Danmarks fodboldlandshold | Denmark football team | Denmark national football team | Denmark national selection | Denmark national selection team | Denmark national soccer team | Denmark soccer team | Yugoslavia national football team | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Scotland national football team | Scotland national soccer team | Scotland national team | Scottish National Football Team | Romania national football team | Romania national soccer team | Japan national football team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Det norske herrelandslaget i fotball | Norges herrelandslag i fotball | Norway mens national football team | Norway national football team | Lions of the Atlas | Morocco national football team | Morocco national soccer team | Morocco national team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Austria national football team | Austria national soccer team | Austrian national football team | Austrian national soccer team | Österreichische Fußballnationalmannschaft | Argentina national football team | Selección de fútbol de Argentina | El Tri | Mexico national football team | Selección de fútbol de México | Belgium national football team | Red Devils | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Tunisia national football team | Cameroon national football team | Cameroon national soccer team | Équipe du Cameroun de football | Bulgaria national football team | Bulgaria national soccer team | Bulgarian national football team | Bulgarian national soccer team | Nederlands voetbalelftal | Netherlands national football team | Oranje | Colombia | Colombia national football team | Selección de fútbol de Colombia | England | England national football team | Three Lions | Paraguay national football team | Selección de fútbol de Paraguay | Bafana Bafana | South Africa national football team | US men ' s national soccer team | US national soccer team | USA men ' s national soccer team | USA men ' s soccer team | USA national soccer team | USA national team | USMNT | United States men ' s national soccer team | United States national football team | United States national soccer team | United States national team | Bicampeon | Chile national football team | Chile national soccer team | Chilean national football team | Chilean national soccer team | Selección de fútbol de Chile | Nigeria national football team | Super Eagles | Jamaica national football team | Reggae Boyz | Croatia national football team | Hrvatska nogometna reprezentacija | Vatreni | Iran national football team | Iran national team | Team Melli | France national football team | Équipe de France de football | Saudi Arabia national football team | Saudi Arabia national soccer team | Saudi Arabia national team | Saudi national football team | Saudi national soccer team | Saudi national team,False,False
[CLS] [MASK] [MASK] participated in the 2006 FIFA World Cup . [SEP] [PAD] [PAD] [PAD] [PAD],The Netherlands,Germany national football team | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Korea Republic national football team | Korea national football team | Korea national soccer team | Korea national team | South Korea national football team | South Korea national soccer team | South Korea national team | South Korean national football team | Portugal national football team | Seleção Portuguesa de Futebol | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Ivory Coast national football team | Japan national football team | Czech Republic national football team | Czech Republic national soccer team | Česká fotbalová reprezentace | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Nazionale di calcio della Svizzera | Schweizer Fussballnationalmannschaft | Swiss national football team | Switzerland national football team | Équipe de Suisse de football | Angola national football team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Argentina national football team | Selección de fútbol de Argentina | El Tri | Mexico national football team | Selección de fútbol de México | Black Stars | Ghana national football team | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Tunisia national football team | Costa Rica national football team | Los Ticos | Selección de fútbol de Costa Rica | Ticos | Ecuador national football team | Ecuador national soccer team | Ecuadorian national football team | Ecuadorian national soccer team | Nederlands voetbalelftal | Netherlands national football team | Oranje | Togo national football team | Australia national association football team | Australia national soccer team | Socceroos | FR Yugoslavia national football team | Serbia and Montenegro national football team | Poland national football team | Polska reprezentacja narodowa | Reprezentacja Polski w piłce nożnej mężczyzn | Soca Warriors | Trinidad and Tobago national football team | Ukraine national football team | England | England national football team | Three Lions | Paraguay national football team | Selección de fútbol de Paraguay | US men ' s national soccer team | US national soccer team | USA men ' s national soccer team | USA men ' s soccer team | USA national soccer team | USA national team | USMNT | United States men ' s national soccer team | United States national football team | United States national soccer team | United States national team | Croatia national football team | Hrvatska nogometna reprezentacija | Vatreni | Iran national football team | Iran national team | Team Melli | Blågult | Sveriges herrlandslag i fotboll | Sweden national football team | France national football team | Équipe de France de football | Saudi Arabia national football team | Saudi Arabia national soccer team | Saudi Arabia national team | Saudi national football team | Saudi national soccer team | Saudi national team,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 1982 FIFA World Cup . [SEP] [PAD],The Netherlands and the Netherlands,Spain national football team | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | All Whites | New Zealand national football team | Yugoslavia national football team | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Scotland national football team | Scotland national soccer team | Scotland national team | Scottish National Football Team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Soviet Union national football team | Soviet Union national soccer team | Northern Ireland national football team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | El Salvador national football team | Salvador national football team | Selección de fútbol de El Salvador | Austria national football team | Austria national soccer team | Austrian national football team | Austrian national soccer team | Österreichische Fußballnationalmannschaft | Argentina national football team | Selección de fútbol de Argentina | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Belgium national football team | Red Devils | Cameroon national football team | Cameroon national soccer team | Équipe du Cameroun de football | Campeon De La Copa Aztecazo | Honduras national football team | Équipe du Honduras de football | Poland national football team | Polska reprezentacja narodowa | Reprezentacja Polski w piłce nożnej mężczyzn | Peru national football team | Selección de fútbol de Perú | England | England national football team | Three Lions | Bicampeon | Chile national football team | Chile national soccer team | Chilean national football team | Chilean national soccer team | Selección de fútbol de Chile | Kuwait national football team | Hungary national football team | Magyar labdarúgó - válogatott | France national football team | Équipe de France de football | Czechoslovakia national football team | Česko - slovenské národné futbalové mužstvo | Československá fotbalová reprezentace | Algeria football team | Algeria national football team | Algeria national soccer team | Algeria national team | Algeria soccer team | Algerian football team | Algerian national football team | Algerian national soccer team | Algerian national team | Algerian soccer team | ational football team of Algeria | ational soccer team of Algeria | ational team of Algeria,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 1986 FIFA World Cup . [SEP] [PAD],The Netherlands and the Netherlands,Mexico national football team | El Tri | Mexico national football team | Selección de fútbol de México | Korea Republic national football team | Korea national football team | Korea national soccer team | Korea national team | South Korea national football team | South Korea national soccer team | South Korea national team | South Korean national football team | Danish football team | Danish national football selection | Danish national football selection team | Danish national football team | Danish national selection | Danish national selection team | Danish national soccer selection | Danish national soccer selection team | Danish national soccer team | Danish soccer team | Danmarks fodboldlandshold | Denmark football team | Denmark national football team | Denmark national selection | Denmark national selection team | Denmark national soccer team | Denmark soccer team | Portugal national football team | Seleção Portuguesa de Futebol | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Scotland national football team | Scotland national soccer team | Scotland national team | Scottish National Football Team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Soviet Union national football team | Soviet Union national soccer team | Northern Ireland national football team | Lions of the Atlas | Morocco national football team | Morocco national soccer team | Morocco national team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Argentina national football team | Selección de fútbol de Argentina | El Tri | Mexico national football team | Selección de fútbol de México | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Belgium national football team | Red Devils | Ganamos siempre | La Celeste | Los Charruas | Uruguay national football team | Bulgaria national football team | Bulgaria national soccer team | Bulgarian national football team | Bulgarian national soccer team | Poland national football team | Polska reprezentacja narodowa | Reprezentacja Polski w piłce nożnej mężczyzn | England | England national football team | Three Lions | Paraguay national football team | Selección de fútbol de Paraguay | Hungary national football team | Magyar labdarúgó - válogatott | Canada men ' s national football team | Canada men ' s national soccer team | Canada national football team | Canada national soccer team | Canadian men ' s national soccer team | Canadian national soccer team | Équipe du Canada de soccer | Iraq national football team | France national football team | Équipe de France de football | Algeria football team | Algeria national football team | Algeria national soccer team | Algeria national team | Algeria soccer team | Algerian football team | Algerian national football team | Algerian national soccer team | Algerian national team | Algerian soccer team | ational football team of Algeria | ational soccer team of Algeria | ational team of Algeria,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 1990 FIFA World Cup . [SEP] [PAD],The Netherlands and the Netherlands,Italy national football team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Korea Republic national football team | Korea national football team | Korea national soccer team | Korea national team | South Korea national football team | South Korea national soccer team | South Korea national team | South Korean national football team | Yugoslavia national football team | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Scotland national football team | Scotland national soccer team | Scotland national team | Scottish National Football Team | Romania national football team | Romania national soccer team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Soviet Union national football team | Soviet Union national soccer team | Austria national football team | Austria national soccer team | Austrian national football team | Austrian national soccer team | Österreichische Fußballnationalmannschaft | Argentina national football team | Selección de fútbol de Argentina | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Cameroon national football team | Cameroon national soccer team | Équipe du Cameroun de football | Belgium national football team | Red Devils | Foireann sacair náisiúnta Phoblacht na hÉireann | Ireland National Football Team | Republic of Ireland national football team | Ganamos siempre | La Celeste | Los Charruas | Uruguay national football team | Las sopla vergas | United Arab Emirates national football team | Costa Rica national football team | Los Ticos | Selección de fútbol de Costa Rica | Ticos | Nederlands voetbalelftal | Netherlands national football team | Oranje | Egypt national football team | Egypt national football team 2 | Egypt national soccer team | Egypt national team | The Pharaohs | Colombia | Colombia national football team | Selección de fútbol de Colombia | US men ' s national soccer team | US national soccer team | USA men ' s national soccer team | USA men ' s soccer team | USA national soccer team | USA national team | USMNT | United States men ' s national soccer team | United States national football team | United States national soccer team | United States national team | England | England national football team | Three Lions | Blågult | Sveriges herrlandslag i fotboll | Sweden national football team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Czechoslovakia national football team | Česko - slovenské národné futbalové mužstvo | Československá fotbalová reprezentace,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 1966 FIFA World Cup . [SEP] [PAD],The Netherlands,England national football team | England | England national football team | Three Lions | Hungary national football team | Magyar labdarúgó - válogatott | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Soviet Union national football team | Soviet Union national soccer team | Portugal national football team | Seleção Portuguesa de Futebol | Nazionale di calcio della Svizzera | Schweizer Fussballnationalmannschaft | Swiss national football team | Switzerland national football team | Équipe de Suisse de football | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | England | England national football team | Three Lions | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Argentina national football team | Selección de fútbol de Argentina | El Tri | Mexico national football team | Selección de fútbol de México | France national football team | Équipe de France de football | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Bicampeon | Chile national football team | Chile national soccer team | Chilean national football team | Chilean national soccer team | Selección de fútbol de Chile | Democratic People ' s Republic of Korea national football team | Korea DPR | North Korea national football team | Ganamos siempre | La Celeste | Los Charruas | Uruguay national football team | Bulgaria national football team | Bulgaria national soccer team | Bulgarian national football team | Bulgarian national soccer team,False,False
[CLS] [MASK] [MASK] [MASK] participated in the Super Bowl XL . [SEP] [PAD] [PAD] [PAD] [PAD],New Orleans Saints,Pittsburgh Steelers | Pittsburgh Pirates | Pittsburgh Steelers | Rooneymen | Steelers | Pittsburgh Pirates | Pittsburgh Steelers | Rooneymen | Steelers | Seattle Seahawks,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 2013 FIFA Confederations Cup . [SEP],The Netherlands and the Netherlands,Brazil national football team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Ganamos siempre | La Celeste | Los Charruas | Uruguay national football team | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza,False,False
[CLS] [MASK] [MASK] [MASK] [MASK] [MASK] participated in the 2002 FIFA World Cup . [SEP] [PAD],The Netherlands and the Netherlands,Japan national football team | Japan national football team | Korea Republic national football team | Korea national football team | Korea national soccer team | Korea national team | South Korea national football team | South Korea national soccer team | South Korea national team | South Korean national football team | Danish football team | Danish national football selection | Danish national football selection team | Danish national football team | Danish national selection | Danish national selection team | Danish national soccer selection | Danish national soccer selection team | Danish national soccer team | Danish soccer team | Danmarks fodboldlandshold | Denmark football team | Denmark national football team | Denmark national selection | Denmark national selection team | Denmark national soccer team | Denmark soccer team | Portugal national football team | Seleção Portuguesa de Futebol | Deutsche Fußballnationalmannschaft | Die Mannschaft | Die Maschine | German National Football Team | Germany national football team | Turkey national football team | Turkey national soccer team | Türkiye millî futbol takımı | Japan national football team | Brazil national football team | Selecao | Seleçao | Seleção Brasileira de Futebol | Gli Azzurri | Italy national football team | Nazionale di calcio dell ' Italia | Squadra Azzurza | Senegal national football team | Senegal national soccer team | Senegal national team | Argentina national football team | Selección de fútbol de Argentina | El Tri | Mexico national football team | Selección de fútbol de México | Belgium national football team | Red Devils | La Furia | La Furia Española | La Furia Roja | La Roja | Selección Española de Fútbol | Selección de fútbol de España | Spain | Spain futbol team | Spain national football team | Spanish national football team | Spanish national team | The Fury | The Red Fury | The Red One | The Spanish Fury | Tunisia national football team | Foireann sacair náisiúnta Phoblacht na hÉireann | Ireland National Football Team | Republic of Ireland national football team | Ganamos siempre | La Celeste | Los Charruas | Uruguay national football team | Cameroon national football team | Cameroon national soccer team | Équipe du Cameroun de football | Costa Rica national football team | Los Ticos | Selección de fútbol de Costa Rica | Ticos | Ecuador national football team | Ecuador national soccer team | Ecuadorian national football team | Ecuadorian national soccer team | China PR national football team | China PR national soccer team | China national football team | China national soccer team | Chinese national football team | Chinese national soccer team | Poland national football team | Polska reprezentacja narodowa | Reprezentacja Polski w piłce nożnej mężczyzn | Slovenia national football team | Slovenska nogometna reprezentanca | US men ' s national soccer team | US national soccer team | USA men ' s national soccer team | USA men ' s soccer team | USA national soccer team | USA national team | USMNT | United States men ' s national soccer team | United States national football team | United States national soccer team | United States national team | England | England national football team | Three Lions | Bafana Bafana | South Africa national football team | Paraguay national football team | Selección de fútbol de Paraguay | Nigeria national football team | Super Eagles | Russia national football team | Croatia national football team | Hrvatska nogometna reprezentacija | Vatreni | Blågult | Sveriges herrlandslag i fotboll | Sweden national football team | France national football team | Équipe de France de football | Saudi Arabia national football team | Saudi Arabia national soccer team | Saudi Arabia national team | Saudi national football team | Saudi national soccer team | Saudi national team,False,False
